"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"pavlovia","0","5","0.0-0.0","5bf0cb0411439b000168edda","bdp_rwlrn","Wed Mar 15 2023 23:49:59 GMT-0400 (Eastern Daylight Time)","355450","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","5bf0cb0411439b000168edda","bdp_rwlrn","Wed Mar 15 2023 23:49:59 GMT-0400 (Eastern Daylight Time)","355450","Untrustworthy,Trustworthy","blur","1","5106","blurevent","1","","","","","","","","","","","","","","","",""
"","","","","5bf0cb0411439b000168edda","bdp_rwlrn","Wed Mar 15 2023 23:49:59 GMT-0400 (Eastern Daylight Time)","355450","Untrustworthy,Trustworthy","focus","1","8451","focusevent","","","","","","","","","","","","","","","","",""
"instructions","1","9425","0.0-1.0","5bf0cb0411439b000168edda","bdp_rwlrn","Wed Mar 15 2023 23:49:59 GMT-0400 (Eastern Daylight Time)","355450","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":9419}]","9420","","","","","","","","","","","","","",""
"","","","","5bf0cb0411439b000168edda","bdp_rwlrn","Wed Mar 15 2023 23:49:59 GMT-0400 (Eastern Daylight Time)","355450","Untrustworthy,Trustworthy","fullscreenenter","2","10630","fullscreenenter","","","","","","","","","","","","","","","","",""
"fullscreen","2","11587","0.0-2.0","5bf0cb0411439b000168edda","bdp_rwlrn","Wed Mar 15 2023 23:49:59 GMT-0400 (Eastern Daylight Time)","355450","Untrustworthy,Trustworthy","","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","37663","0.0-4.0","5bf0cb0411439b000168edda","bdp_rwlrn","Wed Mar 15 2023 23:49:59 GMT-0400 (Eastern Daylight Time)","355450","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":5074},{""page_index"":1,""viewing_time"":8012},{""page_index"":2,""viewing_time"":3694},{""page_index"":3,""viewing_time"":5319},{""page_index"":4,""viewing_time"":2371},{""page_index"":5,""viewing_time"":1604}]","26074","","","","","","","","","","","","","",""
"html-keyboard-response","4","40705","0.0-5.0","5bf0cb0411439b000168edda","bdp_rwlrn","Wed Mar 15 2023 23:49:59 GMT-0400 (Eastern Daylight Time)","355450","Untrustworthy,Trustworthy","","","","","","","3039","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"html-keyboard-response","5","41834","0.0-6.0","5bf0cb0411439b000168edda","bdp_rwlrn","Wed Mar 15 2023 23:49:59 GMT-0400 (Eastern Daylight Time)","355450","Untrustworthy,Trustworthy","","","","","","","1026","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"html-keyboard-response","6","45077","0.0-7.0","5bf0cb0411439b000168edda","bdp_rwlrn","Wed Mar 15 2023 23:49:59 GMT-0400 (Eastern Daylight Time)","355450","Untrustworthy,Trustworthy","","","","","","","3141","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
