"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face","numBlurs"
"html-keyboard-response","15","302776","0.0-11.0-3.1","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>4</strong></font></div>","null","1","Primo Pineapple","Fruit/pineapple.png","Won","0.8,0.2","14","0.8","13","2","","",""
"html-keyboard-response","16","304223","0.0-11.0-1.2","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","1446","","","","decision","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","1","Awesome Apples","Fruit/apple.png","Lost","0.35,0.8","10","0.35","18","3","","",""
"html-keyboard-response","17","304475","0.0-11.0-2.2","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","1","Awesome Apples","Fruit/apple.png","Lost","0.35,0.8","10","0.35","17","3","","",""
"html-keyboard-response","18","305478","0.0-11.0-3.2","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","1","Awesome Apples","Fruit/apple.png","Lost","0.35,0.8","10","0.35","17","3","","",""
"html-keyboard-response","19","308952","0.0-11.0-1.3","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","3473","","","","decision","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","2","Kiwi Kash","Fruit/Kiwi.png","Won","0.8,0.35","13","0.8","22","4","","",""
"html-keyboard-response","20","309204","0.0-11.0-2.3","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","2","Kiwi Kash","Fruit/Kiwi.png","Won","0.8,0.35","13","0.8","20","4","","",""
"html-keyboard-response","21","310207","0.0-11.0-3.3","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>4</strong></font></div>","null","2","Kiwi Kash","Fruit/Kiwi.png","Won","0.8,0.35","13","0.8","24","4","","",""
"html-keyboard-response","22","313634","0.0-11.0-1.4","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","3425","","","","decision","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","2","Awesome Apples","Fruit/apple.png","Lost","0.35,0.8","10","0.35","29","5","","",""
"html-keyboard-response","23","313886","0.0-11.0-2.4","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","2","Awesome Apples","Fruit/apple.png","Lost","0.35,0.8","10","0.35","28","5","","",""
"html-keyboard-response","24","314889","0.0-11.0-3.4","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","2","Awesome Apples","Fruit/apple.png","Lost","0.35,0.8","10","0.35","28","5","","",""
"html-keyboard-response","25","317392","0.0-11.0-1.5","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","2501","","","","decision","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","2","Primo Pineapple","Fruit/pineapple.png","Won","0.8,0.2","14","0.8","33","6","","",""
"html-keyboard-response","26","317644","0.0-11.0-2.5","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","2","Primo Pineapple","Fruit/pineapple.png","Won","0.8,0.2","14","0.8","31","6","","",""
"html-keyboard-response","27","318647","0.0-11.0-3.5","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>4</strong></font></div>","null","2","Primo Pineapple","Fruit/pineapple.png","Won","0.8,0.2","14","0.8","35","6","","",""
"html-keyboard-response","28","320999","0.0-11.0-1.6","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","2351","","","","decision","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","3","Kiwi Kash","Fruit/Kiwi.png","Lost","0.8,0.35","13","0.8","40","7","","",""
"html-keyboard-response","29","321252","0.0-11.0-2.6","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","3","Kiwi Kash","Fruit/Kiwi.png","Lost","0.8,0.35","13","0.8","38","7","","",""
"html-keyboard-response","30","322254","0.0-11.0-3.6","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","3","Kiwi Kash","Fruit/Kiwi.png","Lost","0.8,0.35","13","0.8","38","7","","",""
"html-keyboard-response","31","324868","0.0-11.0-1.7","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","2613","","","","decision","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","3","Primo Pineapple","Fruit/pineapple.png","Won","0.8,0.2","14","0.8","43","8","","",""
"html-keyboard-response","32","325121","0.0-11.0-2.7","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","3","Primo Pineapple","Fruit/pineapple.png","Won","0.8,0.2","14","0.8","41","8","","",""
"html-keyboard-response","33","326124","0.0-11.0-3.7","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>4</strong></font></div>","null","3","Primo Pineapple","Fruit/pineapple.png","Won","0.8,0.2","14","0.8","45","8","","",""
"html-keyboard-response","34","327867","0.0-11.0-1.8","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","1741","","","","decision","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","3","Awesome Apples","Fruit/apple.png","Lost","0.35,0.8","10","0.35","50","9","","",""
"html-keyboard-response","35","328119","0.0-11.0-2.8","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","3","Awesome Apples","Fruit/apple.png","Lost","0.35,0.8","10","0.35","49","9","","",""
"html-keyboard-response","36","329122","0.0-11.0-3.8","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","3","Awesome Apples","Fruit/apple.png","Lost","0.35,0.8","10","0.35","49","9","","",""
"html-keyboard-response","37","331286","0.0-11.0-1.9","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","2162","","","","decision","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","4","Primo Pineapple","Fruit/pineapple.png","Lost","0.8,0.2","14","0.8","54","10","","",""
"html-keyboard-response","38","331538","0.0-11.0-2.9","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","4","Primo Pineapple","Fruit/pineapple.png","Lost","0.8,0.2","14","0.8","52","10","","",""
"html-keyboard-response","39","332541","0.0-11.0-3.9","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","4","Primo Pineapple","Fruit/pineapple.png","Lost","0.8,0.2","14","0.8","52","10","","",""
"html-keyboard-response","40","333758","0.0-11.0-1.10","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","1216","","","","decision","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","4","Kiwi Kash","Fruit/Kiwi.png","Won","0.8,0.35","13","0.8","57","11","","",""
"html-keyboard-response","41","334011","0.0-11.0-2.10","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","4","Kiwi Kash","Fruit/Kiwi.png","Won","0.8,0.35","13","0.8","56","11","","",""
"html-keyboard-response","42","335013","0.0-11.0-3.10","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>2</strong></font></div>","null","4","Kiwi Kash","Fruit/Kiwi.png","Won","0.8,0.35","13","0.8","58","11","","",""
"html-keyboard-response","43","336102","0.0-11.0-1.11","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","1088","","","","decision","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","4","Awesome Apples","Fruit/apple.png","Lost","0.35,0.8","10","0.35","63","12","","",""
"html-keyboard-response","44","336355","0.0-11.0-2.11","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","4","Awesome Apples","Fruit/apple.png","Lost","0.35,0.8","10","0.35","62","12","","",""
"html-keyboard-response","45","337357","0.0-11.0-3.11","6400e1e1c539ed3882af8d8f","bdp_rwlrn","Sun Mar 12 2023 18:57:36 GMT-0500 (CDT)","886013","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","4","Awesome Apples","Fruit/apple.png","Lost","0.35,0.8","10","0.35","62","12","","",""
