"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","numBlurs","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"","","","","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","6","305581","0.0-6.0","","9702","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","7","320021","0.0-7.0","","14334","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
"","","","","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","8","326637","0.0-8.0","","6502","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p style='color:#00FF00'>b) Double what you bet</p><p>c) Quadruple what you bet</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>You can win double the amount of points you bet.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","9","331749","0.0-9.0","","null","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p>Thank you for completing the quiz<p>These are the actual lotteries you will be playing in the next block:<p><div class='tc' align='center'><img class='introPic' src='Fruit/bananas.png'><br><strong>Banana Bonanza</strong></div><div class='bl' align='center'><img class='introPic' src='Fruit/mango.png'><br><strong>Mega Mangos</strong></div><div class='br' align='center'><img class='introPic' src='Fruit/watermelon.png'><br><strong>Watermelon Win$</strong></div></div><p>Across <strong>66 rounds</strong> you will play each lottery <strong>22 times</strong> (in random order).<p style='align:center; color:white'><font <em>Press SPACEBAR to continue</em></p>","null","","","","","","","","","","",""
"","","","","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","instructions","10","376485","0.0-10.0","[{""page_index"":0,""viewing_time"":16879},{""page_index"":1,""viewing_time"":27856}]","44735","","","","","","","","","","","","","",""
"","","","decision","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","11","378133","0.0-11.0-1.0","","1531","","<div class='trialDiv'><img src='Fruit/bananas.png'><br><font class='baseline'><strong>Banana Bonanza</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Banana Bonanza","Fruit/bananas.png","Won","0.8,0.35","12","0.8","5","1","",""
"","","","decisionFB","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","12","378395","0.0-11.0-2.0","","null","","<div class='trialDiv'><img src='Fruit/bananas.png'><br><font class='baseline'><strong>Banana Bonanza</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","1","Banana Bonanza","Fruit/bananas.png","Won","0.8,0.35","12","0.8","2","1","",""
"","","","feedback","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","13","379397","0.0-11.0-3.0","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/bananas.png'><br><font class='baseline'><strong>Banana Bonanza</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","1","Banana Bonanza","Fruit/bananas.png","Won","0.8,0.35","12","0.8","8","1","",""
"","","","decision","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","14","380557","0.0-11.0-1.1","","1158","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","1","Watermelon Win$","Fruit/watermelon.png","Lost","0.2,0.8","8","0.2","13","2","",""
"","","","decisionFB","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","15","380814","0.0-11.0-2.1","","null","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","1","Watermelon Win$","Fruit/watermelon.png","Lost","0.2,0.8","8","0.2","11","2","",""
"","","","feedback","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","16","381817","0.0-11.0-3.1","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","1","Watermelon Win$","Fruit/watermelon.png","Lost","0.2,0.8","8","0.2","11","2","",""
"","","","decision","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","17","382780","0.0-11.0-1.2","","962","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","9","0.2","16","3","",""
"","","","decisionFB","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","18","383036","0.0-11.0-2.2","","null","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","1","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","9","0.2","13","3","",""
"","","","feedback","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","19","384045","0.0-11.0-3.2","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","1","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","9","0.2","13","3","",""
"","","","decision","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","20","384701","0.0-11.0-1.3","","654","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","2","Watermelon Win$","Fruit/watermelon.png","Lost","0.2,0.8","8","0.2","18","4","",""
"","","","decisionFB","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","21","384954","0.0-11.0-2.3","","null","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","2","Watermelon Win$","Fruit/watermelon.png","Lost","0.2,0.8","8","0.2","14","4","",""
"","","","feedback","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","22","385959","0.0-11.0-3.3","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","2","Watermelon Win$","Fruit/watermelon.png","Lost","0.2,0.8","8","0.2","14","4","",""
"","","","decision","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","23","386805","0.0-11.0-1.4","","844","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","2","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","9","0.2","19","5","",""
"","","","decisionFB","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","24","387058","0.0-11.0-2.4","","null","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","2","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","9","0.2","18","5","",""
"","","","feedback","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","25","388065","0.0-11.0-3.4","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","2","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","9","0.2","18","5","",""
"","","","decision","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","26","389293","0.0-11.0-1.5","","1227","","<div class='trialDiv'><img src='Fruit/bananas.png'><br><font class='baseline'><strong>Banana Bonanza</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","2","Banana Bonanza","Fruit/bananas.png","Lost","0.8,0.35","12","0.8","23","6","",""
"","","","decisionFB","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","27","389548","0.0-11.0-2.5","","null","","<div class='trialDiv'><img src='Fruit/bananas.png'><br><font class='baseline'><strong>Banana Bonanza</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","2","Banana Bonanza","Fruit/bananas.png","Lost","0.8,0.35","12","0.8","21","6","",""
"","","","feedback","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","28","390552","0.0-11.0-3.5","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/bananas.png'><br><font class='baseline'><strong>Banana Bonanza</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","2","Banana Bonanza","Fruit/bananas.png","Lost","0.8,0.35","12","0.8","21","6","",""
"","","","decision","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","29","391428","0.0-11.0-1.6","","876","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","3","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","9","0.2","26","7","",""
"","","","decisionFB","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","30","391680","0.0-11.0-2.6","","null","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","3","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","9","0.2","23","7","",""
"","","","feedback","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","31","392685","0.0-11.0-3.6","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","3","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","9","0.2","23","7","",""
"","","","decision","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","32","393492","0.0-11.0-1.7","","807","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","3","Watermelon Win$","Fruit/watermelon.png","Lost","0.2,0.8","8","0.2","28","8","",""
"","","","decisionFB","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","33","393755","0.0-11.0-2.7","","null","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","3","Watermelon Win$","Fruit/watermelon.png","Lost","0.2,0.8","8","0.2","24","8","",""
"","","","feedback","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","34","394761","0.0-11.0-3.7","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","3","Watermelon Win$","Fruit/watermelon.png","Lost","0.2,0.8","8","0.2","24","8","",""
"","","","decision","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","35","395572","0.0-11.0-1.8","","811","","<div class='trialDiv'><img src='Fruit/bananas.png'><br><font class='baseline'><strong>Banana Bonanza</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","3","Banana Bonanza","Fruit/bananas.png","Won","0.8,0.35","12","0.8","29","9","",""
"","","","decisionFB","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","36","395827","0.0-11.0-2.8","","null","","<div class='trialDiv'><img src='Fruit/bananas.png'><br><font class='baseline'><strong>Banana Bonanza</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","3","Banana Bonanza","Fruit/bananas.png","Won","0.8,0.35","12","0.8","27","9","",""
"","","","feedback","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","37","396830","0.0-11.0-3.8","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/bananas.png'><br><font class='baseline'><strong>Banana Bonanza</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>4</strong></font></div>","null","3","Banana Bonanza","Fruit/bananas.png","Won","0.8,0.35","12","0.8","31","9","",""
"","","","decision","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","38","397925","0.0-11.0-1.9","","1094","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","4","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","9","0.2","36","10","",""
"","","","decisionFB","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","39","398185","0.0-11.0-2.9","","null","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","4","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","9","0.2","33","10","",""
"","","","feedback","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","40","399187","0.0-11.0-3.9","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","4","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","9","0.2","33","10","",""
"","","","decision","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","41","400204","0.0-11.0-1.10","","1016","","<div class='trialDiv'><img src='Fruit/bananas.png'><br><font class='baseline'><strong>Banana Bonanza</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","4","Banana Bonanza","Fruit/bananas.png","Lost","0.8,0.35","12","0.8","38","11","",""
"","","","decisionFB","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","42","400463","0.0-11.0-2.10","","null","","<div class='trialDiv'><img src='Fruit/bananas.png'><br><font class='baseline'><strong>Banana Bonanza</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","4","Banana Bonanza","Fruit/bananas.png","Lost","0.8,0.35","12","0.8","36","11","",""
"","","","feedback","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","43","401467","0.0-11.0-3.10","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/bananas.png'><br><font class='baseline'><strong>Banana Bonanza</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","4","Banana Bonanza","Fruit/bananas.png","Lost","0.8,0.35","12","0.8","36","11","",""
"","","","decision","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","44","402228","0.0-11.0-1.11","","761","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","4","Watermelon Win$","Fruit/watermelon.png","Lost","0.2,0.8","8","0.2","41","12","",""
"","","","decisionFB","636570d91a49a6d6cbcbc854","bdp_rwlrn","Mon Mar 13 2023 21:38:44 GMT-0500 (GMT-05:00)","755416","Trustworthy,Untrustworthy","","html-keyboard-response","45","402481","0.0-11.0-2.11","","null","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","4","Watermelon Win$","Fruit/watermelon.png","Lost","0.2,0.8","8","0.2","38","12","",""
