"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"pavlovia","0","3","0.0-0.0","63f477547d2302b4346299f4","bdp_rwlrn","Sat Apr 08 2023 10:48:58 GMT-0500 (Central Daylight Time)","854233","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","63f477547d2302b4346299f4","bdp_rwlrn","Sat Apr 08 2023 10:48:58 GMT-0500 (Central Daylight Time)","854233","Trustworthy,Untrustworthy","focus","1","2344","focusevent","","","","","","","","","","","","","","","",""
"instructions","1","20393","0.0-1.0","63f477547d2302b4346299f4","bdp_rwlrn","Sat Apr 08 2023 10:48:58 GMT-0500 (Central Daylight Time)","854233","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":20389}]","20389","","","","","","","","","","","","","",""
"","","","","63f477547d2302b4346299f4","bdp_rwlrn","Sat Apr 08 2023 10:48:58 GMT-0500 (Central Daylight Time)","854233","Trustworthy,Untrustworthy","fullscreenenter","2","30410","fullscreenenter","","","","","","","","","","","","","","","",""
"fullscreen","2","31397","0.0-2.0","63f477547d2302b4346299f4","bdp_rwlrn","Sat Apr 08 2023 10:48:58 GMT-0500 (Central Daylight Time)","854233","Trustworthy,Untrustworthy","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","307956","0.0-4.0","63f477547d2302b4346299f4","bdp_rwlrn","Sat Apr 08 2023 10:48:58 GMT-0500 (Central Daylight Time)","854233","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":73239},{""page_index"":1,""viewing_time"":55443},{""page_index"":2,""viewing_time"":11831},{""page_index"":3,""viewing_time"":45605},{""page_index"":4,""viewing_time"":53744},{""page_index"":5,""viewing_time"":36695}]","276558","","","","","","","","","","","","","",""
"html-keyboard-response","4","324303","0.0-5.0","63f477547d2302b4346299f4","bdp_rwlrn","Sat Apr 08 2023 10:48:58 GMT-0500 (Central Daylight Time)","854233","Trustworthy,Untrustworthy","","","","","","16345","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"html-keyboard-response","5","330164","0.0-6.0","63f477547d2302b4346299f4","bdp_rwlrn","Sat Apr 08 2023 10:48:58 GMT-0500 (Central Daylight Time)","854233","Trustworthy,Untrustworthy","","","","","","5751","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"html-keyboard-response","6","337620","0.0-7.0","63f477547d2302b4346299f4","bdp_rwlrn","Sat Apr 08 2023 10:48:58 GMT-0500 (Central Daylight Time)","854233","Trustworthy,Untrustworthy","","","","","","7341","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
"html-keyboard-response","7","339776","0.0-8.0","63f477547d2302b4346299f4","bdp_rwlrn","Sat Apr 08 2023 10:48:58 GMT-0500 (Central Daylight Time)","854233","Trustworthy,Untrustworthy","","","","","","2043","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p style='color:#00FF00'>b) Double what you bet</p><p>c) Quadruple what you bet</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>You can win double the amount of points you bet.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
