"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"blur","0","0","blurevent","1","63d40e3588ba6ef2a3ce7c37","bdp_rwlrn","Wed Mar 15 2023 12:03:25 GMT-0700 (Pacific Daylight Time)","373972","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","63d40e3588ba6ef2a3ce7c37","bdp_rwlrn","Wed Mar 15 2023 12:03:25 GMT-0700 (Pacific Daylight Time)","373972","Trustworthy,Untrustworthy","pavlovia","0","3","0.0-0.0","","","","","","","","","","","","","","","",""
"focus","1","1768","focusevent","","63d40e3588ba6ef2a3ce7c37","bdp_rwlrn","Wed Mar 15 2023 12:03:25 GMT-0700 (Pacific Daylight Time)","373972","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","63d40e3588ba6ef2a3ce7c37","bdp_rwlrn","Wed Mar 15 2023 12:03:25 GMT-0700 (Pacific Daylight Time)","373972","Trustworthy,Untrustworthy","instructions","1","4995","0.0-1.0","[{""page_index"":0,""viewing_time"":4992}]","4992","","","","","","","","","","","","","",""
"fullscreenenter","2","6394","fullscreenenter","","63d40e3588ba6ef2a3ce7c37","bdp_rwlrn","Wed Mar 15 2023 12:03:25 GMT-0700 (Pacific Daylight Time)","373972","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","63d40e3588ba6ef2a3ce7c37","bdp_rwlrn","Wed Mar 15 2023 12:03:25 GMT-0700 (Pacific Daylight Time)","373972","Trustworthy,Untrustworthy","fullscreen","2","7384","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","","63d40e3588ba6ef2a3ce7c37","bdp_rwlrn","Wed Mar 15 2023 12:03:25 GMT-0700 (Pacific Daylight Time)","373972","Trustworthy,Untrustworthy","instructions","3","68235","0.0-4.0","[{""page_index"":0,""viewing_time"":4481},{""page_index"":1,""viewing_time"":11120},{""page_index"":2,""viewing_time"":14552},{""page_index"":3,""viewing_time"":9856},{""page_index"":4,""viewing_time"":19921},{""page_index"":5,""viewing_time"":920}]","60850","","","","","","","","","","","","","",""
"","","","","","63d40e3588ba6ef2a3ce7c37","bdp_rwlrn","Wed Mar 15 2023 12:03:25 GMT-0700 (Pacific Daylight Time)","373972","Trustworthy,Untrustworthy","html-keyboard-response","4","77996","0.0-5.0","","9759","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"","","","","","63d40e3588ba6ef2a3ce7c37","bdp_rwlrn","Wed Mar 15 2023 12:03:25 GMT-0700 (Pacific Daylight Time)","373972","Trustworthy,Untrustworthy","html-keyboard-response","5","80563","0.0-6.0","","2466","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","","63d40e3588ba6ef2a3ce7c37","bdp_rwlrn","Wed Mar 15 2023 12:03:25 GMT-0700 (Pacific Daylight Time)","373972","Trustworthy,Untrustworthy","html-keyboard-response","6","86259","0.0-7.0","","5595","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","A","","","","","","","","","","",""
