"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","numBlurs","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"","","","feedback","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","103","108092","0.0-11.0-3.30","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","11","Cherry Chances","Fruit/cherrie.png","Lost","0.8,0.2","11","0.8","196","31","",""
"","","","decision","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","104","108341","0.0-11.0-1.31","","","248","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","11","Watermelon Win$","Fruit/watermelon.png","Lost","0.35,0.8","12","0.35","201","32","",""
"","","","decisionFB","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","105","108594","0.0-11.0-2.31","","","null","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","11","Watermelon Win$","Fruit/watermelon.png","Lost","0.35,0.8","12","0.35","197","32","",""
"","","","feedback","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","106","109596","0.0-11.0-3.31","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","11","Watermelon Win$","Fruit/watermelon.png","Lost","0.35,0.8","12","0.35","197","32","",""
"","","","decision","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","107","109807","0.0-11.0-1.32","","","210","","<div class='trialDiv'><img src='Fruit/plums1.png'><br><font class='baseline'><strong>Plum Powerball</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","11","Plum Powerball","Fruit/plums1.png","Lost","0.65,0.2","12","0.65","202","33","",""
"","","","decisionFB","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","108","110066","0.0-11.0-2.32","","","null","","<div class='trialDiv'><img src='Fruit/plums1.png'><br><font class='baseline'><strong>Plum Powerball</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","11","Plum Powerball","Fruit/plums1.png","Lost","0.65,0.2","12","0.65","197","33","",""
"","","","feedback","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","109","111069","0.0-11.0-3.32","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/plums1.png'><br><font class='baseline'><strong>Plum Powerball</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","11","Plum Powerball","Fruit/plums1.png","Lost","0.65,0.2","12","0.65","197","33","",""
"","","","decision","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","110","111175","0.0-11.0-1.33","","","105","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","12","Watermelon Win$","Fruit/watermelon.png","Won","0.35,0.8","12","0.35","202","34","",""
"","","","decisionFB","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","111","111432","0.0-11.0-2.33","","","null","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","12","Watermelon Win$","Fruit/watermelon.png","Won","0.35,0.8","12","0.35","201","34","",""
"","","","feedback","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","112","112434","0.0-11.0-3.33","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>2</strong></font></div>","null","12","Watermelon Win$","Fruit/watermelon.png","Won","0.35,0.8","12","0.35","203","34","",""
"","","","decision","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","113","112687","0.0-11.0-1.34","","","252","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","12","Cherry Chances","Fruit/cherrie.png","Lost","0.8,0.2","11","0.8","208","35","",""
"","","","decisionFB","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","114","112950","0.0-11.0-2.34","","","null","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","12","Cherry Chances","Fruit/cherrie.png","Lost","0.8,0.2","11","0.8","207","35","",""
"","","","feedback","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","115","113972","0.0-11.0-3.34","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","12","Cherry Chances","Fruit/cherrie.png","Lost","0.8,0.2","11","0.8","207","35","",""
"","","","decision","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","116","114031","0.0-11.0-1.35","","","58","","<div class='trialDiv'><img src='Fruit/plums1.png'><br><font class='baseline'><strong>Plum Powerball</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","12","Plum Powerball","Fruit/plums1.png","Lost","0.65,0.2","12","0.65","212","36","",""
"","","","decisionFB","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","117","114288","0.0-11.0-2.35","","","null","","<div class='trialDiv'><img src='Fruit/plums1.png'><br><font class='baseline'><strong>Plum Powerball</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","12","Plum Powerball","Fruit/plums1.png","Lost","0.65,0.2","12","0.65","210","36","",""
"","","","feedback","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","118","115291","0.0-11.0-3.35","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/plums1.png'><br><font class='baseline'><strong>Plum Powerball</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","12","Plum Powerball","Fruit/plums1.png","Lost","0.65,0.2","12","0.65","210","36","",""
"","","","decision","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","119","115888","0.0-11.0-1.36","","","594","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","13","Cherry Chances","Fruit/cherrie.png","Lost","0.8,0.2","11","0.8","215","37","",""
"","","","decisionFB","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","120","116140","0.0-11.0-2.36","","","null","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","13","Cherry Chances","Fruit/cherrie.png","Lost","0.8,0.2","11","0.8","212","37","",""
"","","","feedback","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","121","117143","0.0-11.0-3.36","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","13","Cherry Chances","Fruit/cherrie.png","Lost","0.8,0.2","11","0.8","212","37","",""
"","","","decision","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","122","117399","0.0-11.0-1.37","","","254","","<div class='trialDiv'><img src='Fruit/plums1.png'><br><font class='baseline'><strong>Plum Powerball</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","13","Plum Powerball","Fruit/plums1.png","Lost","0.65,0.2","12","0.65","217","38","",""
"","","","decisionFB","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","123","117658","0.0-11.0-2.37","","","null","","<div class='trialDiv'><img src='Fruit/plums1.png'><br><font class='baseline'><strong>Plum Powerball</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","13","Plum Powerball","Fruit/plums1.png","Lost","0.65,0.2","12","0.65","213","38","",""
"","","","feedback","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","124","118660","0.0-11.0-3.37","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/plums1.png'><br><font class='baseline'><strong>Plum Powerball</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","13","Plum Powerball","Fruit/plums1.png","Lost","0.65,0.2","12","0.65","213","38","",""
"","","","decision","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","125","118766","0.0-11.0-1.38","","","105","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","13","Watermelon Win$","Fruit/watermelon.png","Won","0.35,0.8","12","0.35","218","39","",""
"","","","decisionFB","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","126","119029","0.0-11.0-2.38","","","null","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","13","Watermelon Win$","Fruit/watermelon.png","Won","0.35,0.8","12","0.35","213","39","",""
"","","","feedback","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","127","120033","0.0-11.0-3.38","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","13","Watermelon Win$","Fruit/watermelon.png","Won","0.35,0.8","12","0.35","223","39","",""
"","","","decision","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","128","120247","0.0-11.0-1.39","","","213","","<div class='trialDiv'><img src='Fruit/plums1.png'><br><font class='baseline'><strong>Plum Powerball</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","14","Plum Powerball","Fruit/plums1.png","Lost","0.65,0.2","12","0.65","228","40","",""
"","","","decisionFB","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","129","120502","0.0-11.0-2.39","","","null","","<div class='trialDiv'><img src='Fruit/plums1.png'><br><font class='baseline'><strong>Plum Powerball</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","14","Plum Powerball","Fruit/plums1.png","Lost","0.65,0.2","12","0.65","223","40","",""
"","","","feedback","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","130","121504","0.0-11.0-3.39","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/plums1.png'><br><font class='baseline'><strong>Plum Powerball</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","14","Plum Powerball","Fruit/plums1.png","Lost","0.65,0.2","12","0.65","223","40","",""
"","","","decision","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","131","121670","0.0-11.0-1.40","","","165","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","14","Watermelon Win$","Fruit/watermelon.png","Won","0.35,0.8","12","0.35","228","41","",""
"","","","decisionFB","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","132","121936","0.0-11.0-2.40","","","null","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","14","Watermelon Win$","Fruit/watermelon.png","Won","0.35,0.8","12","0.35","227","41","",""
"","","","feedback","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","133","122951","0.0-11.0-3.40","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>2</strong></font></div>","null","14","Watermelon Win$","Fruit/watermelon.png","Won","0.35,0.8","12","0.35","229","41","",""
"","","","decision","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","134","123166","0.0-11.0-1.41","","","213","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","14","Cherry Chances","Fruit/cherrie.png","Won","0.8,0.2","11","0.8","234","42","",""
"","","","decisionFB","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","135","123421","0.0-11.0-2.41","","","null","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","14","Cherry Chances","Fruit/cherrie.png","Won","0.8,0.2","11","0.8","233","42","",""
"","","","feedback","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","136","124422","0.0-11.0-3.41","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>2</strong></font></div>","null","14","Cherry Chances","Fruit/cherrie.png","Won","0.8,0.2","11","0.8","235","42","",""
"","","","decision","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","137","124677","0.0-11.0-1.42","","","253","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","15","Watermelon Win$","Fruit/watermelon.png","Won","0.35,0.8","12","0.35","240","43","",""
"","","","decisionFB","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","138","124939","0.0-11.0-2.42","","","null","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","15","Watermelon Win$","Fruit/watermelon.png","Won","0.35,0.8","12","0.35","239","43","",""
"","","","feedback","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","139","125942","0.0-11.0-3.42","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>2</strong></font></div>","null","15","Watermelon Win$","Fruit/watermelon.png","Won","0.35,0.8","12","0.35","241","43","",""
"","","","decision","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","140","126175","0.0-11.0-1.43","","","232","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","15","Cherry Chances","Fruit/cherrie.png","Lost","0.8,0.2","11","0.8","246","44","",""
"","","","decisionFB","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","141","126428","0.0-11.0-2.43","","","null","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","15","Cherry Chances","Fruit/cherrie.png","Lost","0.8,0.2","11","0.8","245","44","",""
"","","","feedback","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","142","127430","0.0-11.0-3.43","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","15","Cherry Chances","Fruit/cherrie.png","Lost","0.8,0.2","11","0.8","245","44","",""
"","","","decision","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","143","127647","0.0-11.0-1.44","","","216","","<div class='trialDiv'><img src='Fruit/plums1.png'><br><font class='baseline'><strong>Plum Powerball</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","15","Plum Powerball","Fruit/plums1.png","Won","0.65,0.2","12","0.65","250","45","",""
"","","","decisionFB","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","144","127899","0.0-11.0-2.44","","","null","","<div class='trialDiv'><img src='Fruit/plums1.png'><br><font class='baseline'><strong>Plum Powerball</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","15","Plum Powerball","Fruit/plums1.png","Won","0.65,0.2","12","0.65","248","45","",""
"","","","feedback","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","145","128902","0.0-11.0-3.44","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/plums1.png'><br><font class='baseline'><strong>Plum Powerball</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>4</strong></font></div>","null","15","Plum Powerball","Fruit/plums1.png","Won","0.65,0.2","12","0.65","252","45","",""
"","","","decision","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","146","128957","0.0-11.0-1.45","","","54","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","16","Cherry Chances","Fruit/cherrie.png","Lost","0.8,0.2","11","0.8","257","46","",""
"","","","decisionFB","63d13bce0971871b9ff88f56","bdp_rwlrn","Wed Mar 15 2023 15:23:38 GMT-0400 (Eastern Daylight Time)","287899","Untrustworthy,Trustworthy","html-keyboard-response","147","129218","0.0-11.0-2.45","","","null","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","16","Cherry Chances","Fruit/cherrie.png","Lost","0.8,0.2","11","0.8","255","46","",""
