"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","numBlurs","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"focus","0","0","focusevent","6400f1783058946c2b4780cd","bdp_rwlrn","Wed Mar 15 2023 14:09:58 GMT-0500 (Central Daylight Time)","468982","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"blur","0","0","blurevent","6400f1783058946c2b4780cd","bdp_rwlrn","Wed Mar 15 2023 14:09:58 GMT-0500 (Central Daylight Time)","468982","Trustworthy,Untrustworthy","1","","","","","","","","","","","","","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_rwlrn","Wed Mar 15 2023 14:09:58 GMT-0500 (Central Daylight Time)","468982","Trustworthy,Untrustworthy","","pavlovia","0","7","0.0-0.0","","","","","","","","","","","","","","","",""
"focus","1","630","focusevent","6400f1783058946c2b4780cd","bdp_rwlrn","Wed Mar 15 2023 14:09:58 GMT-0500 (Central Daylight Time)","468982","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_rwlrn","Wed Mar 15 2023 14:09:58 GMT-0500 (Central Daylight Time)","468982","Trustworthy,Untrustworthy","","instructions","1","6514","0.0-1.0","[{""page_index"":0,""viewing_time"":6506}]","6506","","","","","","","","","","","","","",""
"fullscreenexit","2","10073","fullscreenexit","6400f1783058946c2b4780cd","bdp_rwlrn","Wed Mar 15 2023 14:09:58 GMT-0500 (Central Daylight Time)","468982","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_rwlrn","Wed Mar 15 2023 14:09:58 GMT-0500 (Central Daylight Time)","468982","Trustworthy,Untrustworthy","","fullscreen","2","10852","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","fullscreenfail","6400f1783058946c2b4780cd","bdp_rwlrn","Wed Mar 15 2023 14:09:58 GMT-0500 (Central Daylight Time)","468982","Trustworthy,Untrustworthy","","image-keyboard-response","3","18666","0.0-3.0-0.0","","7810","","","32","","","","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_rwlrn","Wed Mar 15 2023 14:09:58 GMT-0500 (Central Daylight Time)","468982","Trustworthy,Untrustworthy","","instructions","4","103652","0.0-4.0","[{""page_index"":0,""viewing_time"":13857},{""page_index"":1,""viewing_time"":14875},{""page_index"":2,""viewing_time"":11611},{""page_index"":3,""viewing_time"":9100},{""page_index"":4,""viewing_time"":24311},{""page_index"":5,""viewing_time"":10977}]","84731","","","","","","","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_rwlrn","Wed Mar 15 2023 14:09:58 GMT-0500 (Central Daylight Time)","468982","Trustworthy,Untrustworthy","","html-keyboard-response","5","111040","0.0-5.0","","7387","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_rwlrn","Wed Mar 15 2023 14:09:58 GMT-0500 (Central Daylight Time)","468982","Trustworthy,Untrustworthy","","html-keyboard-response","6","116587","0.0-6.0","","5434","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_rwlrn","Wed Mar 15 2023 14:09:58 GMT-0500 (Central Daylight Time)","468982","Trustworthy,Untrustworthy","","html-keyboard-response","7","121176","0.0-7.0","","4477","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_rwlrn","Wed Mar 15 2023 14:09:58 GMT-0500 (Central Daylight Time)","468982","Trustworthy,Untrustworthy","","html-keyboard-response","8","122702","0.0-8.0","","1416","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p style='color:#00FF00'>b) Double what you bet</p><p>c) Quadruple what you bet</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>You can win double the amount of points you bet.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
