"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"pavlovia","0","4","0.0-0.0","63f3a6b6d4c4d564638f38ca","bdp_rwlrn","Wed Mar 15 2023 14:32:26 GMT-0500 (Central Daylight Time)","340398","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","63f3a6b6d4c4d564638f38ca","bdp_rwlrn","Wed Mar 15 2023 14:32:26 GMT-0500 (Central Daylight Time)","340398","Untrustworthy,Trustworthy","blur","1","1672","blurevent","1","","","","","","","","","","","","","","","",""
"","","","","63f3a6b6d4c4d564638f38ca","bdp_rwlrn","Wed Mar 15 2023 14:32:26 GMT-0500 (Central Daylight Time)","340398","Untrustworthy,Trustworthy","focus","1","3392","focusevent","","","","","","","","","","","","","","","","",""
"instructions","1","6216","0.0-1.0","63f3a6b6d4c4d564638f38ca","bdp_rwlrn","Wed Mar 15 2023 14:32:26 GMT-0500 (Central Daylight Time)","340398","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":6212}]","6212","","","","","","","","","","","","","",""
"","","","","63f3a6b6d4c4d564638f38ca","bdp_rwlrn","Wed Mar 15 2023 14:32:26 GMT-0500 (Central Daylight Time)","340398","Untrustworthy,Trustworthy","fullscreenenter","2","7646","fullscreenenter","","","","","","","","","","","","","","","","",""
"fullscreen","2","8623","0.0-2.0","63f3a6b6d4c4d564638f38ca","bdp_rwlrn","Wed Mar 15 2023 14:32:26 GMT-0500 (Central Daylight Time)","340398","Untrustworthy,Trustworthy","","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","44942","0.0-4.0","63f3a6b6d4c4d564638f38ca","bdp_rwlrn","Wed Mar 15 2023 14:32:26 GMT-0500 (Central Daylight Time)","340398","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":6158},{""page_index"":1,""viewing_time"":10781},{""page_index"":2,""viewing_time"":1636},{""page_index"":3,""viewing_time"":2795},{""page_index"":4,""viewing_time"":12488},{""page_index"":5,""viewing_time"":2460}]","36318","","","","","","","","","","","","","",""
"html-keyboard-response","4","47861","0.0-5.0","63f3a6b6d4c4d564638f38ca","bdp_rwlrn","Wed Mar 15 2023 14:32:26 GMT-0500 (Central Daylight Time)","340398","Untrustworthy,Trustworthy","","","","","","","2918","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"html-keyboard-response","5","49279","0.0-6.0","63f3a6b6d4c4d564638f38ca","bdp_rwlrn","Wed Mar 15 2023 14:32:26 GMT-0500 (Central Daylight Time)","340398","Untrustworthy,Trustworthy","","","","","","","1315","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"html-keyboard-response","6","53973","0.0-7.0","63f3a6b6d4c4d564638f38ca","bdp_rwlrn","Wed Mar 15 2023 14:32:26 GMT-0500 (Central Daylight Time)","340398","Untrustworthy,Trustworthy","","","","","","","4591","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
"html-keyboard-response","7","55268","0.0-8.0","63f3a6b6d4c4d564638f38ca","bdp_rwlrn","Wed Mar 15 2023 14:32:26 GMT-0500 (Central Daylight Time)","340398","Untrustworthy,Trustworthy","","","","","","","1194","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p style='color:#00FF00'>b) Double what you bet</p><p>c) Quadruple what you bet</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>You can win double the amount of points you bet.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
