"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"blur","0","0","blurevent","1","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","pavlovia","0","2","0.0-0.0","","","","","","","","","","","","","","","",""
"focus","1","8365","focusevent","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","instructions","1","11936","0.0-1.0","[{""page_index"":0,""viewing_time"":11934}]","11934","","","","","","","","","","","","","",""
"fullscreenenter","2","15909","fullscreenenter","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","fullscreen","2","16894","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","instructions","3","94663","0.0-4.0","[{""page_index"":0,""viewing_time"":7346},{""page_index"":1,""viewing_time"":22912},{""page_index"":2,""viewing_time"":17712},{""page_index"":3,""viewing_time"":4955},{""page_index"":4,""viewing_time"":15485},{""page_index"":5,""viewing_time"":9359}]","77769","","","","","","","","","","","","","",""
"","","","","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","4","97664","0.0-5.0","","3000","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"","","","","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","5","99742","0.0-6.0","","1972","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","6","102442","0.0-7.0","","2590","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
"","","","","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","7","106449","0.0-8.0","","3901","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p style='color:#00FF00'>b) Double what you bet</p><p>c) Quadruple what you bet</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>You can win double the amount of points you bet.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","8","111564","0.0-9.0","","null","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p>Thank you for completing the quiz<p>These are the actual lotteries you will be playing in the next block:<p><div class='tc' align='center'><img class='introPic' src='Fruit/papayas.png'><br><strong>Papaya Payday</strong></div><div class='bl' align='center'><img class='introPic' src='Fruit/mixed-berries2.png'><br><strong>Berry Bla$t</strong></div><div class='br' align='center'><img class='introPic' src='Fruit/melon.png'><br><strong>Melon Millions</strong></div></div><p>Across <strong>66 rounds</strong> you will play each lottery <strong>22 times</strong> (in random order).<p style='align:center; color:white'><font <em>Press SPACEBAR to continue</em></p>","null","","","","","","","","","","",""
"","","","","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","instructions","9","117437","0.0-10.0","[{""page_index"":0,""viewing_time"":1444},{""page_index"":1,""viewing_time"":4427}]","5872","","","","","","","","","","","","","",""
"","","","decision","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","10","121406","0.0-11.0-1.0","","3868","","<div class='trialDiv'><img src='Fruit/papayas.png'><br><font class='baseline'><strong>Papaya Payday</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Papaya Payday","Fruit/papayas.png","Lost","0.2,0.65","9","0.2","5","1","",""
"","","","decisionFB","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","11","121662","0.0-11.0-2.0","","null","","<div class='trialDiv'><img src='Fruit/papayas.png'><br><font class='baseline'><strong>Papaya Payday</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","1","Papaya Payday","Fruit/papayas.png","Lost","0.2,0.65","9","0.2","2","1","",""
"","","","feedback","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","12","122670","0.0-11.0-3.0","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/papayas.png'><br><font class='baseline'><strong>Papaya Payday</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","1","Papaya Payday","Fruit/papayas.png","Lost","0.2,0.65","9","0.2","2","1","",""
"","","","decision","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","13","125648","0.0-11.0-1.1","","2978","","<div class='trialDiv'><img src='Fruit/mixed-berries2.png'><br><font class='baseline'><strong>Berry Bla$t</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Berry Bla$t","Fruit/mixed-berries2.png","Won","0.65,0.35","8","0.65","7","2","",""
"","","","decisionFB","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","14","125910","0.0-11.0-2.1","","null","","<div class='trialDiv'><img src='Fruit/mixed-berries2.png'><br><font class='baseline'><strong>Berry Bla$t</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","1","Berry Bla$t","Fruit/mixed-berries2.png","Won","0.65,0.35","8","0.65","4","2","",""
"","","","feedback","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","15","126917","0.0-11.0-3.1","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mixed-berries2.png'><br><font class='baseline'><strong>Berry Bla$t</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","1","Berry Bla$t","Fruit/mixed-berries2.png","Won","0.65,0.35","8","0.65","10","2","",""
"","","","decision","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","16","128480","0.0-11.0-1.2","","1563","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Melon Millions","Fruit/melon.png","Won","0.65,0.2","13","0.65","15","3","",""
"","","","decisionFB","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","17","128746","0.0-11.0-2.2","","null","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","1","Melon Millions","Fruit/melon.png","Won","0.65,0.2","13","0.65","12","3","",""
"","","","feedback","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","18","129756","0.0-11.0-3.2","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","1","Melon Millions","Fruit/melon.png","Won","0.65,0.2","13","0.65","18","3","",""
"","","","decision","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","19","131723","0.0-11.0-1.3","","1965","","<div class='trialDiv'><img src='Fruit/papayas.png'><br><font class='baseline'><strong>Papaya Payday</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","2","Papaya Payday","Fruit/papayas.png","Won","0.2,0.65","9","0.2","23","4","",""
"","","","decisionFB","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","20","131975","0.0-11.0-2.3","","null","","<div class='trialDiv'><img src='Fruit/papayas.png'><br><font class='baseline'><strong>Papaya Payday</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","2","Papaya Payday","Fruit/papayas.png","Won","0.2,0.65","9","0.2","20","4","",""
"","","","feedback","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","21","132983","0.0-11.0-3.3","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/papayas.png'><br><font class='baseline'><strong>Papaya Payday</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","2","Papaya Payday","Fruit/papayas.png","Won","0.2,0.65","9","0.2","26","4","",""
"","","","decision","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","22","136253","0.0-11.0-1.4","","3268","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","2","Melon Millions","Fruit/melon.png","Won","0.65,0.2","13","0.65","31","5","",""
"","","","decisionFB","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","23","136504","0.0-11.0-2.4","","null","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","2","Melon Millions","Fruit/melon.png","Won","0.65,0.2","13","0.65","28","5","",""
"","","","feedback","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","24","137513","0.0-11.0-3.4","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","2","Melon Millions","Fruit/melon.png","Won","0.65,0.2","13","0.65","34","5","",""
"","","","decision","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","25","138779","0.0-11.0-1.5","","1265","","<div class='trialDiv'><img src='Fruit/mixed-berries2.png'><br><font class='baseline'><strong>Berry Bla$t</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","2","Berry Bla$t","Fruit/mixed-berries2.png","Won","0.65,0.35","8","0.65","39","6","",""
"","","","decisionFB","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","26","139032","0.0-11.0-2.5","","null","","<div class='trialDiv'><img src='Fruit/mixed-berries2.png'><br><font class='baseline'><strong>Berry Bla$t</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","2","Berry Bla$t","Fruit/mixed-berries2.png","Won","0.65,0.35","8","0.65","36","6","",""
"","","","feedback","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","27","140041","0.0-11.0-3.5","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mixed-berries2.png'><br><font class='baseline'><strong>Berry Bla$t</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","2","Berry Bla$t","Fruit/mixed-berries2.png","Won","0.65,0.35","8","0.65","42","6","",""
"","","","decision","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","28","142216","0.0-11.0-1.6","","2175","","<div class='trialDiv'><img src='Fruit/papayas.png'><br><font class='baseline'><strong>Papaya Payday</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","3","Papaya Payday","Fruit/papayas.png","Won","0.2,0.65","9","0.2","47","7","",""
"","","","decisionFB","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","29","142480","0.0-11.0-2.6","","null","","<div class='trialDiv'><img src='Fruit/papayas.png'><br><font class='baseline'><strong>Papaya Payday</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","3","Papaya Payday","Fruit/papayas.png","Won","0.2,0.65","9","0.2","44","7","",""
"","","","feedback","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","30","143489","0.0-11.0-3.6","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/papayas.png'><br><font class='baseline'><strong>Papaya Payday</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","3","Papaya Payday","Fruit/papayas.png","Won","0.2,0.65","9","0.2","50","7","",""
"","","","decision","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","31","146104","0.0-11.0-1.7","","2615","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","3","Melon Millions","Fruit/melon.png","Won","0.65,0.2","13","0.65","55","8","",""
"","","","decisionFB","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","32","146358","0.0-11.0-2.7","","null","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","3","Melon Millions","Fruit/melon.png","Won","0.65,0.2","13","0.65","50","8","",""
"","","","feedback","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","33","147365","0.0-11.0-3.7","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","3","Melon Millions","Fruit/melon.png","Won","0.65,0.2","13","0.65","60","8","",""
"","","","decision","","63b6cc23f13731158517f900","bdp_rwlrn","Sat Apr 08 2023 10:33:41 GMT-0600 (Mountain Daylight Time)","551233","Trustworthy,Untrustworthy","html-keyboard-response","34","148433","0.0-11.0-1.8","","1067","","<div class='trialDiv'><img src='Fruit/mixed-berries2.png'><br><font class='baseline'><strong>Berry Bla$t</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","3","Berry Bla$t","Fruit/mixed-berries2.png","Lost","0.65,0.35","8","0.65","65","9","",""
