"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","numBlurs","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"html-keyboard-response","330","771701","0.0-14.0-1.40","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","854","","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","14","Awesome Apples","Fruit/apple.png","Won","0.35,0.65","14","0.35","447","107","",""
"html-keyboard-response","331","771957","0.0-14.0-2.40","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","14","Awesome Apples","Fruit/apple.png","Won","0.35,0.65","14","0.35","442","107","",""
"html-keyboard-response","332","772965","0.0-14.0-3.40","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","14","Awesome Apples","Fruit/apple.png","Won","0.35,0.65","14","0.35","452","107","",""
"html-keyboard-response","333","773446","0.0-14.0-1.41","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","476","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","14","Melon Millions","Fruit/melon.png","Won","0.35,0.8","14","0.35","457","108","",""
"html-keyboard-response","334","773701","0.0-14.0-2.41","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","14","Melon Millions","Fruit/melon.png","Won","0.35,0.8","14","0.35","453","108","",""
"html-keyboard-response","335","774704","0.0-14.0-3.41","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>8</strong></font></div>","null","14","Melon Millions","Fruit/melon.png","Won","0.35,0.8","14","0.35","461","108","",""
"html-keyboard-response","336","775281","0.0-14.0-1.42","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","570","","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","15","Watermelon Win$","Fruit/watermelon.png","Won","0.65,0.2","9","0.65","466","109","",""
"html-keyboard-response","337","775534","0.0-14.0-2.42","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","15","Watermelon Win$","Fruit/watermelon.png","Won","0.65,0.2","9","0.65","464","109","",""
"html-keyboard-response","338","776537","0.0-14.0-3.42","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>4</strong></font></div>","null","15","Watermelon Win$","Fruit/watermelon.png","Won","0.65,0.2","9","0.65","468","109","",""
"html-keyboard-response","339","777061","0.0-14.0-1.43","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","521","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","15","Melon Millions","Fruit/melon.png","Won","0.35,0.8","14","0.35","473","110","",""
"html-keyboard-response","340","777316","0.0-14.0-2.43","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","15","Melon Millions","Fruit/melon.png","Won","0.35,0.8","14","0.35","469","110","",""
"html-keyboard-response","341","778326","0.0-14.0-3.43","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>8</strong></font></div>","null","15","Melon Millions","Fruit/melon.png","Won","0.35,0.8","14","0.35","477","110","",""
"html-keyboard-response","342","778850","0.0-14.0-1.44","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","519","","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","15","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","14","0.35","482","111","",""
"html-keyboard-response","343","779106","0.0-14.0-2.44","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","15","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","14","0.35","477","111","",""
"html-keyboard-response","344","780112","0.0-14.0-3.44","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","15","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","14","0.35","477","111","",""
"html-keyboard-response","345","780609","0.0-14.0-1.45","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","493","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","16","Melon Millions","Fruit/melon.png","Won","0.35,0.8","14","0.35","482","112","",""
"html-keyboard-response","346","780864","0.0-14.0-2.45","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","16","Melon Millions","Fruit/melon.png","Won","0.35,0.8","14","0.35","479","112","",""
"html-keyboard-response","347","781871","0.0-14.0-3.45","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","16","Melon Millions","Fruit/melon.png","Won","0.35,0.8","14","0.35","485","112","",""
"html-keyboard-response","348","782267","0.0-14.0-1.46","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","388","","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","16","Watermelon Win$","Fruit/watermelon.png","Lost","0.65,0.2","9","0.65","490","113","",""
"html-keyboard-response","349","782522","0.0-14.0-2.46","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","16","Watermelon Win$","Fruit/watermelon.png","Lost","0.65,0.2","9","0.65","488","113","",""
"html-keyboard-response","350","783525","0.0-14.0-3.46","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","16","Watermelon Win$","Fruit/watermelon.png","Lost","0.65,0.2","9","0.65","488","113","",""
"html-keyboard-response","351","783849","0.0-14.0-1.47","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","317","","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","16","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","14","0.35","493","114","",""
"html-keyboard-response","352","784103","0.0-14.0-2.47","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","16","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","14","0.35","489","114","",""
"html-keyboard-response","353","785114","0.0-14.0-3.47","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","16","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","14","0.35","489","114","",""
"html-keyboard-response","354","785418","0.0-14.0-1.48","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","299","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","17","Melon Millions","Fruit/melon.png","Won","0.35,0.8","14","0.35","494","115","",""
"html-keyboard-response","355","785673","0.0-14.0-2.48","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","17","Melon Millions","Fruit/melon.png","Won","0.35,0.8","14","0.35","491","115","",""
"html-keyboard-response","356","786684","0.0-14.0-3.48","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","17","Melon Millions","Fruit/melon.png","Won","0.35,0.8","14","0.35","497","115","",""
"html-keyboard-response","357","787098","0.0-14.0-1.49","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","409","","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","17","Watermelon Win$","Fruit/watermelon.png","Lost","0.65,0.2","9","0.65","502","116","",""
"html-keyboard-response","358","787353","0.0-14.0-2.49","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","17","Watermelon Win$","Fruit/watermelon.png","Lost","0.65,0.2","9","0.65","497","116","",""
"html-keyboard-response","359","788358","0.0-14.0-3.49","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","17","Watermelon Win$","Fruit/watermelon.png","Lost","0.65,0.2","9","0.65","497","116","",""
"html-keyboard-response","360","788835","0.0-14.0-1.50","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","471","","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","17","Awesome Apples","Fruit/apple.png","Won","0.35,0.65","14","0.35","502","117","",""
"html-keyboard-response","361","789088","0.0-14.0-2.50","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","17","Awesome Apples","Fruit/apple.png","Won","0.35,0.65","14","0.35","500","117","",""
"html-keyboard-response","362","790092","0.0-14.0-3.50","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>4</strong></font></div>","null","17","Awesome Apples","Fruit/apple.png","Won","0.35,0.65","14","0.35","504","117","",""
"html-keyboard-response","363","790506","0.0-14.0-1.51","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","409","","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","18","Watermelon Win$","Fruit/watermelon.png","Won","0.65,0.2","9","0.65","509","118","",""
"html-keyboard-response","364","790762","0.0-14.0-2.51","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","18","Watermelon Win$","Fruit/watermelon.png","Won","0.65,0.2","9","0.65","505","118","",""
"html-keyboard-response","365","791770","0.0-14.0-3.51","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>8</strong></font></div>","null","18","Watermelon Win$","Fruit/watermelon.png","Won","0.65,0.2","9","0.65","513","118","",""
"html-keyboard-response","366","792194","0.0-14.0-1.52","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","419","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","18","Melon Millions","Fruit/melon.png","Won","0.35,0.8","14","0.35","518","119","",""
"html-keyboard-response","367","792447","0.0-14.0-2.52","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","18","Melon Millions","Fruit/melon.png","Won","0.35,0.8","14","0.35","515","119","",""
"html-keyboard-response","368","793450","0.0-14.0-3.52","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","18","Melon Millions","Fruit/melon.png","Won","0.35,0.8","14","0.35","521","119","",""
"html-keyboard-response","369","793775","0.0-14.0-1.53","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","317","","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","18","Awesome Apples","Fruit/apple.png","Won","0.35,0.65","14","0.35","526","120","",""
"html-keyboard-response","370","794030","0.0-14.0-2.53","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","18","Awesome Apples","Fruit/apple.png","Won","0.35,0.65","14","0.35","521","120","",""
"html-keyboard-response","371","795035","0.0-14.0-3.53","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","18","Awesome Apples","Fruit/apple.png","Won","0.35,0.65","14","0.35","531","120","",""
"html-keyboard-response","372","795502","0.0-14.0-1.54","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decision","","463","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","19","Melon Millions","Fruit/melon.png","Won","0.35,0.8","14","0.35","536","121","",""
"html-keyboard-response","373","795760","0.0-14.0-2.54","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","19","Melon Millions","Fruit/melon.png","Won","0.35,0.8","14","0.35","532","121","",""
"html-keyboard-response","374","796766","0.0-14.0-3.54","5d1b0776e1c05200018b582d","bdp_rwlrn","Tue Mar 14 2023 21:50:20 GMT-0400 (Eastern Daylight Time)","861694","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>8</strong></font></div>","null","19","Melon Millions","Fruit/melon.png","Won","0.35,0.8","14","0.35","540","121","",""
