"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"blur","0","0","blurevent","1","5b65f7935c431c000127ae5f","bdp_rwlrn","Tue Mar 14 2023 21:22:18 GMT-0400 (Eastern Daylight Time)","502210","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","","5b65f7935c431c000127ae5f","bdp_rwlrn","Tue Mar 14 2023 21:22:18 GMT-0400 (Eastern Daylight Time)","502210","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","5b65f7935c431c000127ae5f","bdp_rwlrn","Tue Mar 14 2023 21:22:18 GMT-0400 (Eastern Daylight Time)","502210","Untrustworthy,Trustworthy","pavlovia","0","2","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","","5b65f7935c431c000127ae5f","bdp_rwlrn","Tue Mar 14 2023 21:22:18 GMT-0400 (Eastern Daylight Time)","502210","Untrustworthy,Trustworthy","instructions","1","4200","0.0-1.0","[{""page_index"":0,""viewing_time"":4198}]","4198","","","","","","","","","","","","","",""
"fullscreenenter","2","7105","fullscreenenter","","5b65f7935c431c000127ae5f","bdp_rwlrn","Tue Mar 14 2023 21:22:18 GMT-0400 (Eastern Daylight Time)","502210","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","5b65f7935c431c000127ae5f","bdp_rwlrn","Tue Mar 14 2023 21:22:18 GMT-0400 (Eastern Daylight Time)","502210","Untrustworthy,Trustworthy","fullscreen","2","8106","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","","5b65f7935c431c000127ae5f","bdp_rwlrn","Tue Mar 14 2023 21:22:18 GMT-0400 (Eastern Daylight Time)","502210","Untrustworthy,Trustworthy","instructions","3","114204","0.0-4.0","[{""page_index"":0,""viewing_time"":48517},{""page_index"":1,""viewing_time"":18355},{""page_index"":2,""viewing_time"":2490},{""page_index"":3,""viewing_time"":317},{""page_index"":4,""viewing_time"":29210},{""page_index"":5,""viewing_time"":7208}]","106097","","","","","","","","","","","","","",""
"","","","","","5b65f7935c431c000127ae5f","bdp_rwlrn","Tue Mar 14 2023 21:22:18 GMT-0400 (Eastern Daylight Time)","502210","Untrustworthy,Trustworthy","html-keyboard-response","4","119845","0.0-5.0","","5639","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"","","","","","5b65f7935c431c000127ae5f","bdp_rwlrn","Tue Mar 14 2023 21:22:18 GMT-0400 (Eastern Daylight Time)","502210","Untrustworthy,Trustworthy","html-keyboard-response","5","121196","0.0-6.0","","1249","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","","5b65f7935c431c000127ae5f","bdp_rwlrn","Tue Mar 14 2023 21:22:18 GMT-0400 (Eastern Daylight Time)","502210","Untrustworthy,Trustworthy","html-keyboard-response","6","124684","0.0-7.0","","3385","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
