"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"focus","0","0","focusevent","63fe39cd075bd5283fad495d","bdp_rwlrn","Tue Mar 14 2023 18:48:37 GMT-0500 (Central Daylight Time)","352073","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","63fe39cd075bd5283fad495d","bdp_rwlrn","Tue Mar 14 2023 18:48:37 GMT-0500 (Central Daylight Time)","352073","Untrustworthy,Trustworthy","pavlovia","0","2","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","63fe39cd075bd5283fad495d","bdp_rwlrn","Tue Mar 14 2023 18:48:37 GMT-0500 (Central Daylight Time)","352073","Untrustworthy,Trustworthy","instructions","1","1795","0.0-1.0","[{""page_index"":0,""viewing_time"":1793}]","1793","","","","","","","","","","","","","",""
"fullscreenexit","2","4942","fullscreenexit","63fe39cd075bd5283fad495d","bdp_rwlrn","Tue Mar 14 2023 18:48:37 GMT-0500 (Central Daylight Time)","352073","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","63fe39cd075bd5283fad495d","bdp_rwlrn","Tue Mar 14 2023 18:48:37 GMT-0500 (Central Daylight Time)","352073","Untrustworthy,Trustworthy","fullscreen","2","5751","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","fullscreenfail","63fe39cd075bd5283fad495d","bdp_rwlrn","Tue Mar 14 2023 18:48:37 GMT-0500 (Central Daylight Time)","352073","Untrustworthy,Trustworthy","image-keyboard-response","3","7674","0.0-3.0-0.0","","1922","","","32","","","","","","","","","","",""
"","","","","63fe39cd075bd5283fad495d","bdp_rwlrn","Tue Mar 14 2023 18:48:37 GMT-0500 (Central Daylight Time)","352073","Untrustworthy,Trustworthy","instructions","4","55258","0.0-4.0","[{""page_index"":0,""viewing_time"":7801},{""page_index"":1,""viewing_time"":15905},{""page_index"":2,""viewing_time"":1888},{""page_index"":3,""viewing_time"":6092},{""page_index"":4,""viewing_time"":13498},{""page_index"":5,""viewing_time"":2138}]","47322","","","","","","","","","","","","","",""
"","","","","63fe39cd075bd5283fad495d","bdp_rwlrn","Tue Mar 14 2023 18:48:37 GMT-0500 (Central Daylight Time)","352073","Untrustworthy,Trustworthy","html-keyboard-response","5","59247","0.0-5.0","","3989","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"","","","","63fe39cd075bd5283fad495d","bdp_rwlrn","Tue Mar 14 2023 18:48:37 GMT-0500 (Central Daylight Time)","352073","Untrustworthy,Trustworthy","html-keyboard-response","6","60260","0.0-6.0","","901","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","63fe39cd075bd5283fad495d","bdp_rwlrn","Tue Mar 14 2023 18:48:37 GMT-0500 (Central Daylight Time)","352073","Untrustworthy,Trustworthy","html-keyboard-response","7","67592","0.0-7.0","","7221","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
"","","","","63fe39cd075bd5283fad495d","bdp_rwlrn","Tue Mar 14 2023 18:48:37 GMT-0500 (Central Daylight Time)","352073","Untrustworthy,Trustworthy","html-keyboard-response","8","69616","0.0-8.0","","1911","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p style='color:#00FF00'>b) Double what you bet</p><p>c) Quadruple what you bet</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>You can win double the amount of points you bet.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","63fe39cd075bd5283fad495d","bdp_rwlrn","Tue Mar 14 2023 18:48:37 GMT-0500 (Central Daylight Time)","352073","Untrustworthy,Trustworthy","html-keyboard-response","9","74731","0.0-9.0","","null","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p>Thank you for completing the quiz<p>These are the actual lotteries you will be playing in the next block:<p><div class='tc' align='center'><img class='introPic' src='Fruit/melon.png'><br><strong>Melon Millions</strong></div><div class='bl' align='center'><img class='introPic' src='Fruit/apple.png'><br><strong>Awesome Apples</strong></div><div class='br' align='center'><img class='introPic' src='Fruit/plums1.png'><br><strong>Plum Powerball</strong></div></div><p>Across <strong>66 rounds</strong> you will play each lottery <strong>22 times</strong> (in random order).<p style='align:center; color:white'><font <em>Press SPACEBAR to continue</em></p>","null","","","","","","","","","","",""
"","","","","63fe39cd075bd5283fad495d","bdp_rwlrn","Tue Mar 14 2023 18:48:37 GMT-0500 (Central Daylight Time)","352073","Untrustworthy,Trustworthy","instructions","10","77071","0.0-10.0","[{""page_index"":0,""viewing_time"":1652},{""page_index"":1,""viewing_time"":688}]","2340","","","","","","","","","","","","","",""
"","","","decision","63fe39cd075bd5283fad495d","bdp_rwlrn","Tue Mar 14 2023 18:48:37 GMT-0500 (Central Daylight Time)","352073","Untrustworthy,Trustworthy","html-keyboard-response","11","79545","0.0-11.0-1.0","","2363","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Melon Millions","Fruit/melon.png","Won","0.8,0.2","12","0.8","5","1","",""
"","","","decisionFB","63fe39cd075bd5283fad495d","bdp_rwlrn","Tue Mar 14 2023 18:48:37 GMT-0500 (Central Daylight Time)","352073","Untrustworthy,Trustworthy","html-keyboard-response","12","79796","0.0-11.0-2.0","","null","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","1","Melon Millions","Fruit/melon.png","Won","0.8,0.2","12","0.8","2","1","",""
