"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"pavlovia","0","7","0.0-0.0","5e535a49ac9ed13700f62def","bdp_rwlrn","Tue Mar 14 2023 19:47:14 GMT-0500 (Central Daylight Time)","1356559","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","5e535a49ac9ed13700f62def","bdp_rwlrn","Tue Mar 14 2023 19:47:14 GMT-0500 (Central Daylight Time)","1356559","Trustworthy,Untrustworthy","focus","1","12384","focusevent","","","","","","","","","","","","","","","",""
"instructions","1","28333","0.0-1.0","5e535a49ac9ed13700f62def","bdp_rwlrn","Tue Mar 14 2023 19:47:14 GMT-0500 (Central Daylight Time)","1356559","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":28324}]","28325","","","","","","","","","","","","","",""
"","","","","5e535a49ac9ed13700f62def","bdp_rwlrn","Tue Mar 14 2023 19:47:14 GMT-0500 (Central Daylight Time)","1356559","Trustworthy,Untrustworthy","fullscreenenter","2","34141","fullscreenenter","","","","","","","","","","","","","","","",""
"fullscreen","2","35116","0.0-2.0","5e535a49ac9ed13700f62def","bdp_rwlrn","Tue Mar 14 2023 19:47:14 GMT-0500 (Central Daylight Time)","1356559","Trustworthy,Untrustworthy","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","276726","0.0-4.0","5e535a49ac9ed13700f62def","bdp_rwlrn","Tue Mar 14 2023 19:47:14 GMT-0500 (Central Daylight Time)","1356559","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":16535},{""page_index"":1,""viewing_time"":134924},{""page_index"":2,""viewing_time"":6431},{""page_index"":3,""viewing_time"":2139},{""page_index"":2,""viewing_time"":19879},{""page_index"":3,""viewing_time"":9584},{""page_index"":4,""viewing_time"":32036},{""page_index"":5,""viewing_time"":20078}]","241607","","","","","","","","","","","","","",""
"html-keyboard-response","4","280421","0.0-5.0","5e535a49ac9ed13700f62def","bdp_rwlrn","Tue Mar 14 2023 19:47:14 GMT-0500 (Central Daylight Time)","1356559","Trustworthy,Untrustworthy","","","","","","3689","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"html-keyboard-response","5","284421","0.0-6.0","5e535a49ac9ed13700f62def","bdp_rwlrn","Tue Mar 14 2023 19:47:14 GMT-0500 (Central Daylight Time)","1356559","Trustworthy,Untrustworthy","","","","","","3893","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"html-keyboard-response","6","290198","0.0-7.0","5e535a49ac9ed13700f62def","bdp_rwlrn","Tue Mar 14 2023 19:47:14 GMT-0500 (Central Daylight Time)","1356559","Trustworthy,Untrustworthy","","","","","","5669","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
"html-keyboard-response","7","293526","0.0-8.0","5e535a49ac9ed13700f62def","bdp_rwlrn","Tue Mar 14 2023 19:47:14 GMT-0500 (Central Daylight Time)","1356559","Trustworthy,Untrustworthy","","","","","","3222","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p style='color:#00FF00'>b) Double what you bet</p><p>c) Quadruple what you bet</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>You can win double the amount of points you bet.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"html-keyboard-response","8","298650","0.0-9.0","5e535a49ac9ed13700f62def","bdp_rwlrn","Tue Mar 14 2023 19:47:14 GMT-0500 (Central Daylight Time)","1356559","Trustworthy,Untrustworthy","","","","","","null","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p>Thank you for completing the quiz<p>These are the actual lotteries you will be playing in the next block:<p><div class='tc' align='center'><img class='introPic' src='Fruit/lemon.png'><br><strong>Lucky Lemons</strong></div><div class='bl' align='center'><img class='introPic' src='Fruit/pineapple.png'><br><strong>Primo Pineapple</strong></div><div class='br' align='center'><img class='introPic' src='Fruit/mixed-berries2.png'><br><strong>Berry Bla$t</strong></div></div><p>Across <strong>66 rounds</strong> you will play each lottery <strong>22 times</strong> (in random order).<p style='align:center; color:white'><font <em>Press SPACEBAR to continue</em></p>","null","","","","","","","","","","",""
"instructions","9","316824","0.0-10.0","5e535a49ac9ed13700f62def","bdp_rwlrn","Tue Mar 14 2023 19:47:14 GMT-0500 (Central Daylight Time)","1356559","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":13546},{""page_index"":1,""viewing_time"":4624}]","18170","","","","","","","","","","","","","",""
"html-keyboard-response","10","321146","0.0-11.0-1.0","5e535a49ac9ed13700f62def","bdp_rwlrn","Tue Mar 14 2023 19:47:14 GMT-0500 (Central Daylight Time)","1356559","Trustworthy,Untrustworthy","","","","decision","","4203","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","1","Primo Pineapple","Fruit/pineapple.png","Lost","0.2,0.65","14","0.2","5","1","",""
