"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","numBlurs","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"","","","","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","7","39641","0.0-7.0","","","2288","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","8","40153","0.0-8.0","","","408","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p style='color:#00FF00'>b) Double what you bet</p><p>c) Quadruple what you bet</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>You can win double the amount of points you bet.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","9","45266","0.0-9.0","","","null","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p>Thank you for completing the quiz<p>These are the actual lotteries you will be playing in the next block:<p><div class='tc' align='center'><img class='introPic' src='Fruit/Kiwi.png'><br><strong>Kiwi Kash</strong></div><div class='bl' align='center'><img class='introPic' src='Fruit/mango.png'><br><strong>Mega Mangos</strong></div><div class='br' align='center'><img class='introPic' src='Fruit/melon.png'><br><strong>Melon Millions</strong></div></div><p>Across <strong>66 rounds</strong> you will play each lottery <strong>22 times</strong> (in random order).<p style='align:center; color:white'><font <em>Press SPACEBAR to continue</em></p>","null","","","","","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","instructions","10","47104","0.0-10.0","","[{""page_index"":0,""viewing_time"":804},{""page_index"":1,""viewing_time"":1033}]","1837","","","","","","","","","","","","","",""
"","","","decision","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","11","48497","0.0-11.0-1.0","","","1273","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","1","Kiwi Kash","Fruit/Kiwi.png","Lost","0.2,0.8","11","0.2","5","1","",""
"","","","decisionFB","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","12","48753","0.0-11.0-2.0","","","null","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","1","Kiwi Kash","Fruit/Kiwi.png","Lost","0.2,0.8","11","0.2","0","1","",""
"","","","feedback","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","13","49762","0.0-11.0-3.0","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","1","Kiwi Kash","Fruit/Kiwi.png","Lost","0.2,0.8","11","0.2","0","1","",""
"","","","decision","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","14","50401","0.0-11.0-1.1","","","636","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","1","Melon Millions","Fruit/melon.png","Won","0.65,0.2","9","0.65","5","2","",""
"","","","decisionFB","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","15","50659","0.0-11.0-2.1","","","null","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","1","Melon Millions","Fruit/melon.png","Won","0.65,0.2","9","0.65","0","2","",""
"","","","feedback","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","16","51669","0.0-11.0-3.1","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","1","Melon Millions","Fruit/melon.png","Won","0.65,0.2","9","0.65","10","2","",""
"","","","decision","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","17","52152","0.0-11.0-1.2","","","481","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","1","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","10","0.2","15","3","",""
"","","","decisionFB","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","18","52410","0.0-11.0-2.2","","","null","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","1","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","10","0.2","10","3","",""
"","","","feedback","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","19","53420","0.0-11.0-3.2","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","1","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","10","0.2","10","3","",""
"","","","decision","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","20","54616","0.0-11.0-1.3","","","1193","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","2","Melon Millions","Fruit/melon.png","Lost","0.65,0.2","9","0.65","15","4","",""
"","","","decisionFB","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","21","54879","0.0-11.0-2.3","","","null","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","2","Melon Millions","Fruit/melon.png","Lost","0.65,0.2","9","0.65","10","4","",""
"","","","feedback","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","22","55890","0.0-11.0-3.3","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","2","Melon Millions","Fruit/melon.png","Lost","0.65,0.2","9","0.65","10","4","",""
"","","","decision","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","23","56383","0.0-11.0-1.4","","","490","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","2","Kiwi Kash","Fruit/Kiwi.png","Lost","0.2,0.8","11","0.2","15","5","",""
"","","","decisionFB","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","24","56636","0.0-11.0-2.4","","","null","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","2","Kiwi Kash","Fruit/Kiwi.png","Lost","0.2,0.8","11","0.2","10","5","",""
"","","","feedback","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","25","57644","0.0-11.0-3.4","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","2","Kiwi Kash","Fruit/Kiwi.png","Lost","0.2,0.8","11","0.2","10","5","",""
"","","","decision","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","26","57912","0.0-11.0-1.5","","","266","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","2","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","10","0.2","15","6","",""
"","","","decisionFB","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","27","58174","0.0-11.0-2.5","","","null","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","2","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","10","0.2","10","6","",""
"","","","feedback","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","28","59187","0.0-11.0-3.5","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","2","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","10","0.2","10","6","",""
"","","","decision","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","29","60235","0.0-11.0-1.6","","","1045","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","3","Melon Millions","Fruit/melon.png","Won","0.65,0.2","9","0.65","15","7","",""
"","","","decisionFB","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","30","60491","0.0-11.0-2.6","","","null","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","3","Melon Millions","Fruit/melon.png","Won","0.65,0.2","9","0.65","10","7","",""
"","","","feedback","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","31","61504","0.0-11.0-3.6","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","3","Melon Millions","Fruit/melon.png","Won","0.65,0.2","9","0.65","20","7","",""
"","","","decision","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","32","62504","0.0-11.0-1.7","","","998","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","3","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","10","0.2","25","8","",""
"","","","decisionFB","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","33","62758","0.0-11.0-2.7","","","null","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","3","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","10","0.2","24","8","",""
"","","","feedback","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","34","63766","0.0-11.0-3.7","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","3","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","10","0.2","24","8","",""
"","","","decision","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","35","64376","0.0-11.0-1.8","","","608","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","3","Kiwi Kash","Fruit/Kiwi.png","Won","0.2,0.8","11","0.2","29","9","",""
"","","","decisionFB","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","36","64637","0.0-11.0-2.8","","","null","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","3","Kiwi Kash","Fruit/Kiwi.png","Won","0.2,0.8","11","0.2","28","9","",""
"","","","feedback","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","37","65649","0.0-11.0-3.8","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>2</strong></font></div>","null","3","Kiwi Kash","Fruit/Kiwi.png","Won","0.2,0.8","11","0.2","30","9","",""
"","","","decision","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","38","66064","0.0-11.0-1.9","","","413","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","4","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","10","0.2","35","10","",""
"","","","decisionFB","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","39","66316","0.0-11.0-2.9","","","null","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","4","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","10","0.2","34","10","",""
"","","","feedback","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","40","67327","0.0-11.0-3.9","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","4","Mega Mangos","Fruit/mango.png","Lost","0.2,0.65","10","0.2","34","10","",""
"","","","decision","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","41","67816","0.0-11.0-1.10","","","481","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","4","Kiwi Kash","Fruit/Kiwi.png","Won","0.2,0.8","11","0.2","39","11","",""
"","","","decisionFB","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","42","68084","0.0-11.0-2.10","","","null","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","4","Kiwi Kash","Fruit/Kiwi.png","Won","0.2,0.8","11","0.2","38","11","",""
"","","","feedback","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","43","69093","0.0-11.0-3.10","","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>2</strong></font></div>","null","4","Kiwi Kash","Fruit/Kiwi.png","Won","0.2,0.8","11","0.2","40","11","",""
"","","","decision","63f78c9346da47f7f8f3aef9","bdp_rwlrn","Sat Apr 08 2023 09:34:51 GMT-0600 (Mountain Daylight Time)","297398","Untrustworthy,Trustworthy","html-keyboard-response","44","69561","0.0-11.0-1.11","","","465","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","4","Melon Millions","Fruit/melon.png","Won","0.65,0.2","9","0.65","45","12","",""
