"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","numBlurs","faceID","face"
"pavlovia","0","3","0.0-0.0","636182d3f52ff78fc3f7de50","bdp_rwlrn","Wed Mar 15 2023 22:14:12 GMT-0500 (Central Daylight Time)","467554","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","4768","0.0-1.0","636182d3f52ff78fc3f7de50","bdp_rwlrn","Wed Mar 15 2023 22:14:12 GMT-0500 (Central Daylight Time)","467554","Trustworthy,Untrustworthy","[{""page_index"":0,""viewing_time"":4765}]","4765","","","","","","","","","","","","","","","","","","",""
"","","","","636182d3f52ff78fc3f7de50","bdp_rwlrn","Wed Mar 15 2023 22:14:12 GMT-0500 (Central Daylight Time)","467554","Trustworthy,Untrustworthy","","","fullscreenenter","2","7402","fullscreenenter","","","","","","","","","","","","","","",""
"fullscreen","2","8377","0.0-2.0","636182d3f52ff78fc3f7de50","bdp_rwlrn","Wed Mar 15 2023 22:14:12 GMT-0500 (Central Daylight Time)","467554","Trustworthy,Untrustworthy","","","","","","","true","","","","","","","","","","","","","",""
"instructions","3","102172","0.0-4.0","636182d3f52ff78fc3f7de50","bdp_rwlrn","Wed Mar 15 2023 22:14:12 GMT-0500 (Central Daylight Time)","467554","Trustworthy,Untrustworthy","[{""page_index"":0,""viewing_time"":10638},{""page_index"":1,""viewing_time"":29161},{""page_index"":2,""viewing_time"":9239},{""page_index"":3,""viewing_time"":7335},{""page_index"":4,""viewing_time"":28319},{""page_index"":5,""viewing_time"":9100}]","93792","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","113143","0.0-5.0","636182d3f52ff78fc3f7de50","bdp_rwlrn","Wed Mar 15 2023 22:14:12 GMT-0500 (Central Daylight Time)","467554","Trustworthy,Untrustworthy","","10968","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","B","","","","","","","","","","","",""
"html-keyboard-response","5","117102","0.0-6.0","636182d3f52ff78fc3f7de50","bdp_rwlrn","Wed Mar 15 2023 22:14:12 GMT-0500 (Central Daylight Time)","467554","Trustworthy,Untrustworthy","","3856","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p style='color:#FF0000'>b) 1</p><p>c) 5</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","","",""
"html-keyboard-response","6","121545","0.0-7.0","636182d3f52ff78fc3f7de50","bdp_rwlrn","Wed Mar 15 2023 22:14:12 GMT-0500 (Central Daylight Time)","467554","Trustworthy,Untrustworthy","","4339","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","C","","","","","","","","","","","",""
"html-keyboard-response","7","123765","0.0-8.0","636182d3f52ff78fc3f7de50","bdp_rwlrn","Wed Mar 15 2023 22:14:12 GMT-0500 (Central Daylight Time)","467554","Trustworthy,Untrustworthy","","2114","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p style='color:#FF0000'>c) Quadruple what you bet</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>You can win double the amount of points you bet.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","","",""
"html-keyboard-response","8","128890","0.0-9.0","636182d3f52ff78fc3f7de50","bdp_rwlrn","Wed Mar 15 2023 22:14:12 GMT-0500 (Central Daylight Time)","467554","Trustworthy,Untrustworthy","","null","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p>Thank you for completing the quiz<p>These are the actual lotteries you will be playing in the next block:<p><div class='tc' align='center'><img class='introPic' src='Fruit/apple.png'><br><strong>Awesome Apples</strong></div><div class='bl' align='center'><img class='introPic' src='Fruit/pineapple.png'><br><strong>Primo Pineapple</strong></div><div class='br' align='center'><img class='introPic' src='Fruit/papayas.png'><br><strong>Papaya Payday</strong></div></div><p>Across <strong>66 rounds</strong> you will play each lottery <strong>22 times</strong> (in random order).<p style='align:center; color:white'><font <em>Press SPACEBAR to continue</em></p>","null","","","","","","","","","","","",""
