"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"focus","0","0","focusevent","611d4519393cabb9a4a46ebd","bdp_rwlrn","Wed Mar 15 2023 23:05:06 GMT-0400 (Eastern Daylight Time)","533999","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","611d4519393cabb9a4a46ebd","bdp_rwlrn","Wed Mar 15 2023 23:05:06 GMT-0400 (Eastern Daylight Time)","533999","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","611d4519393cabb9a4a46ebd","bdp_rwlrn","Wed Mar 15 2023 23:05:06 GMT-0400 (Eastern Daylight Time)","533999","Trustworthy,Untrustworthy","pavlovia","0","2","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","611d4519393cabb9a4a46ebd","bdp_rwlrn","Wed Mar 15 2023 23:05:06 GMT-0400 (Eastern Daylight Time)","533999","Trustworthy,Untrustworthy","instructions","1","4378","0.0-1.0","[{""page_index"":0,""viewing_time"":4375}]","4375","","","","","","","","","","","","","",""
"fullscreenenter","2","8186","fullscreenenter","611d4519393cabb9a4a46ebd","bdp_rwlrn","Wed Mar 15 2023 23:05:06 GMT-0400 (Eastern Daylight Time)","533999","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","611d4519393cabb9a4a46ebd","bdp_rwlrn","Wed Mar 15 2023 23:05:06 GMT-0400 (Eastern Daylight Time)","533999","Trustworthy,Untrustworthy","fullscreen","2","9187","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","611d4519393cabb9a4a46ebd","bdp_rwlrn","Wed Mar 15 2023 23:05:06 GMT-0400 (Eastern Daylight Time)","533999","Trustworthy,Untrustworthy","instructions","3","96391","0.0-4.0","[{""page_index"":0,""viewing_time"":19409},{""page_index"":1,""viewing_time"":14138},{""page_index"":2,""viewing_time"":18323},{""page_index"":3,""viewing_time"":8912},{""page_index"":4,""viewing_time"":19676},{""page_index"":5,""viewing_time"":6745}]","87203","","","","","","","","","","","","","",""
"","","","","611d4519393cabb9a4a46ebd","bdp_rwlrn","Wed Mar 15 2023 23:05:06 GMT-0400 (Eastern Daylight Time)","533999","Trustworthy,Untrustworthy","html-keyboard-response","4","100261","0.0-5.0","","3870","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"","","","","611d4519393cabb9a4a46ebd","bdp_rwlrn","Wed Mar 15 2023 23:05:06 GMT-0400 (Eastern Daylight Time)","533999","Trustworthy,Untrustworthy","html-keyboard-response","5","103758","0.0-6.0","","3384","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","611d4519393cabb9a4a46ebd","bdp_rwlrn","Wed Mar 15 2023 23:05:06 GMT-0400 (Eastern Daylight Time)","533999","Trustworthy,Untrustworthy","html-keyboard-response","6","109767","0.0-7.0","","5904","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
"","","","","611d4519393cabb9a4a46ebd","bdp_rwlrn","Wed Mar 15 2023 23:05:06 GMT-0400 (Eastern Daylight Time)","533999","Trustworthy,Untrustworthy","html-keyboard-response","7","112539","0.0-8.0","","2669","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p style='color:#00FF00'>b) Double what you bet</p><p>c) Quadruple what you bet</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>You can win double the amount of points you bet.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","611d4519393cabb9a4a46ebd","bdp_rwlrn","Wed Mar 15 2023 23:05:06 GMT-0400 (Eastern Daylight Time)","533999","Trustworthy,Untrustworthy","html-keyboard-response","8","117671","0.0-9.0","","null","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p>Thank you for completing the quiz<p>These are the actual lotteries you will be playing in the next block:<p><div class='tc' align='center'><img class='introPic' src='Fruit/bananas.png'><br><strong>Banana Bonanza</strong></div><div class='bl' align='center'><img class='introPic' src='Fruit/lemon.png'><br><strong>Lucky Lemons</strong></div><div class='br' align='center'><img class='introPic' src='Fruit/lime.png'><br><strong>Limin' Large</strong></div></div><p>Across <strong>66 rounds</strong> you will play each lottery <strong>22 times</strong> (in random order).<p style='align:center; color:white'><font <em>Press SPACEBAR to continue</em></p>","null","","","","","","","","","","",""
