"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face","numBlurs"
"","","","decisionFB","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","87","255932","0.0-11.0-2.25","","null","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","9","Kiwi Kash","Fruit/Kiwi.png","Won","0.8,0.2","13","0.8","154","26","","",""
"","","","feedback","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","88","256935","0.0-11.0-3.25","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>4</strong></font></div>","null","9","Kiwi Kash","Fruit/Kiwi.png","Won","0.8,0.2","13","0.8","158","26","","",""
"","","","decision","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","89","258693","0.0-11.0-1.26","","1757","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","9","Awesome Apples","Fruit/apple.png","Won","0.8,0.35","13","0.8","163","27","","",""
"","","","decisionFB","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","90","258948","0.0-11.0-2.26","","null","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","9","Awesome Apples","Fruit/apple.png","Won","0.8,0.35","13","0.8","159","27","","",""
"","","","feedback","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","91","259950","0.0-11.0-3.26","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>8</strong></font></div>","null","9","Awesome Apples","Fruit/apple.png","Won","0.8,0.35","13","0.8","167","27","","",""
"","","","decision","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","92","263363","0.0-11.0-1.27","","3412","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","10","Kiwi Kash","Fruit/Kiwi.png","Won","0.8,0.2","13","0.8","172","28","","",""
"","","","decisionFB","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","93","263617","0.0-11.0-2.27","","null","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","10","Kiwi Kash","Fruit/Kiwi.png","Won","0.8,0.2","13","0.8","168","28","","",""
"","","","feedback","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","94","264622","0.0-11.0-3.27","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>8</strong></font></div>","null","10","Kiwi Kash","Fruit/Kiwi.png","Won","0.8,0.2","13","0.8","176","28","","",""
"","","","decision","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","95","266391","0.0-11.0-1.28","","1768","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","10","Primo Pineapple","Fruit/pineapple.png","Lost","0.2,0.65","12","0.2","181","29","","",""
"","","","decisionFB","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","96","266648","0.0-11.0-2.28","","null","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","10","Primo Pineapple","Fruit/pineapple.png","Lost","0.2,0.65","12","0.2","179","29","","",""
"","","","feedback","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","97","267652","0.0-11.0-3.28","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","10","Primo Pineapple","Fruit/pineapple.png","Lost","0.2,0.65","12","0.2","179","29","","",""
"","","","decision","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","98","270144","0.0-11.0-1.29","","2490","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","10","Awesome Apples","Fruit/apple.png","Won","0.8,0.35","13","0.8","184","30","","",""
"","","","decisionFB","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","99","270399","0.0-11.0-2.29","","null","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","10","Awesome Apples","Fruit/apple.png","Won","0.8,0.35","13","0.8","180","30","","",""
"","","","feedback","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","100","271401","0.0-11.0-3.29","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>8</strong></font></div>","null","10","Awesome Apples","Fruit/apple.png","Won","0.8,0.35","13","0.8","188","30","","",""
"","","","decision","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","101","273524","0.0-11.0-1.30","","2121","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","11","Kiwi Kash","Fruit/Kiwi.png","Lost","0.8,0.2","13","0.8","193","31","","",""
"","","","decisionFB","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","102","273775","0.0-11.0-2.30","","null","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","11","Kiwi Kash","Fruit/Kiwi.png","Lost","0.8,0.2","13","0.8","188","31","","",""
"","","","feedback","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","103","274777","0.0-11.0-3.30","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","11","Kiwi Kash","Fruit/Kiwi.png","Lost","0.8,0.2","13","0.8","188","31","","",""
"","","","decision","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","104","279203","0.0-11.0-1.31","","4425","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","11","Awesome Apples","Fruit/apple.png","Lost","0.8,0.35","13","0.8","193","32","","",""
"","","","decisionFB","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","105","279458","0.0-11.0-2.31","","null","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","11","Awesome Apples","Fruit/apple.png","Lost","0.8,0.35","13","0.8","189","32","","",""
"","","","feedback","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","106","280465","0.0-11.0-3.31","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","11","Awesome Apples","Fruit/apple.png","Lost","0.8,0.35","13","0.8","189","32","","",""
"","","","decision","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","107","281729","0.0-11.0-1.32","","1262","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","11","Primo Pineapple","Fruit/pineapple.png","Lost","0.2,0.65","12","0.2","194","33","","",""
"","","","decisionFB","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","108","281984","0.0-11.0-2.32","","null","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","11","Primo Pineapple","Fruit/pineapple.png","Lost","0.2,0.65","12","0.2","192","33","","",""
"","","","feedback","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","109","282985","0.0-11.0-3.32","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","11","Primo Pineapple","Fruit/pineapple.png","Lost","0.2,0.65","12","0.2","192","33","","",""
"","","","decision","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","110","284937","0.0-11.0-1.33","","1951","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","12","Awesome Apples","Fruit/apple.png","Won","0.8,0.35","13","0.8","197","34","","",""
"","","","decisionFB","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","111","285194","0.0-11.0-2.33","","null","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","12","Awesome Apples","Fruit/apple.png","Won","0.8,0.35","13","0.8","193","34","","",""
"","","","feedback","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","112","286197","0.0-11.0-3.33","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>8</strong></font></div>","null","12","Awesome Apples","Fruit/apple.png","Won","0.8,0.35","13","0.8","201","34","","",""
"","","","decision","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","113","287155","0.0-11.0-1.34","","955","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","12","Primo Pineapple","Fruit/pineapple.png","Lost","0.2,0.65","12","0.2","206","35","","",""
"","","","decisionFB","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","114","287410","0.0-11.0-2.34","","null","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","12","Primo Pineapple","Fruit/pineapple.png","Lost","0.2,0.65","12","0.2","205","35","","",""
"","","","feedback","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","115","288416","0.0-11.0-3.34","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","12","Primo Pineapple","Fruit/pineapple.png","Lost","0.2,0.65","12","0.2","205","35","","",""
"","","","decision","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","116","289478","0.0-11.0-1.35","","1060","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","12","Kiwi Kash","Fruit/Kiwi.png","Won","0.8,0.2","13","0.8","210","36","","",""
"","","","decisionFB","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","117","289733","0.0-11.0-2.35","","null","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","12","Kiwi Kash","Fruit/Kiwi.png","Won","0.8,0.2","13","0.8","205","36","","",""
"","","","feedback","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","118","290736","0.0-11.0-3.35","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","12","Kiwi Kash","Fruit/Kiwi.png","Won","0.8,0.2","13","0.8","215","36","","",""
"","","","decision","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","119","294166","0.0-11.0-1.36","","3428","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","13","Awesome Apples","Fruit/apple.png","Won","0.8,0.35","13","0.8","220","37","","",""
"","","","decisionFB","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","120","294421","0.0-11.0-2.36","","null","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","13","Awesome Apples","Fruit/apple.png","Won","0.8,0.35","13","0.8","215","37","","",""
"","","","feedback","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","121","295425","0.0-11.0-3.36","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","13","Awesome Apples","Fruit/apple.png","Won","0.8,0.35","13","0.8","225","37","","",""
"","","","decision","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","122","296370","0.0-11.0-1.37","","944","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","13","Kiwi Kash","Fruit/Kiwi.png","Won","0.8,0.2","13","0.8","230","38","","",""
"","","","decisionFB","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","123","296622","0.0-11.0-2.37","","null","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","13","Kiwi Kash","Fruit/Kiwi.png","Won","0.8,0.2","13","0.8","225","38","","",""
"","","","feedback","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","124","297629","0.0-11.0-3.37","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","13","Kiwi Kash","Fruit/Kiwi.png","Won","0.8,0.2","13","0.8","235","38","","",""
"","","","decision","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","125","298386","0.0-11.0-1.38","","756","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","13","Primo Pineapple","Fruit/pineapple.png","Won","0.2,0.65","12","0.2","240","39","","",""
"","","","decisionFB","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","126","298642","0.0-11.0-2.38","","null","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","13","Primo Pineapple","Fruit/pineapple.png","Won","0.2,0.65","12","0.2","239","39","","",""
"","","","feedback","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","127","299648","0.0-11.0-3.38","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>2</strong></font></div>","null","13","Primo Pineapple","Fruit/pineapple.png","Won","0.2,0.65","12","0.2","241","39","","",""
"","","","decision","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","128","300452","0.0-11.0-1.39","","803","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","14","Kiwi Kash","Fruit/Kiwi.png","Lost","0.8,0.2","13","0.8","246","40","","",""
"","","","decisionFB","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","129","300708","0.0-11.0-2.39","","null","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","14","Kiwi Kash","Fruit/Kiwi.png","Lost","0.8,0.2","13","0.8","241","40","","",""
"","","","feedback","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","130","301715","0.0-11.0-3.39","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","14","Kiwi Kash","Fruit/Kiwi.png","Lost","0.8,0.2","13","0.8","241","40","","",""
"","","","decision","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","131","302818","0.0-11.0-1.40","","1102","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","14","Primo Pineapple","Fruit/pineapple.png","Lost","0.2,0.65","12","0.2","246","41","","",""
"","","","decisionFB","lempert4","bdp_rwlrn","Thu Feb 23 2023 11:36:56 GMT-0500 (Eastern Standard Time)","675958","Untrustworthy,Trustworthy","html-keyboard-response","132","303075","0.0-11.0-2.40","","null","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","14","Primo Pineapple","Fruit/pineapple.png","Lost","0.2,0.65","12","0.2","245","41","","",""
