"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","numBlurs","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"html-keyboard-response","112","213728","0.0-11.0-1.34","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","5","","","","decision","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","12","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","9","0.65","198","35","",""
"html-keyboard-response","113","213982","0.0-11.0-2.34","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","12","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","9","0.65","193","35","",""
"html-keyboard-response","114","214992","0.0-11.0-3.34","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","","12","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","9","0.65","193","35","",""
"html-keyboard-response","115","215213","0.0-11.0-1.35","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","220","","","","decision","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","12","Watermelon Win$","Fruit/watermelon.png","Lost","0.8,0.2","12","0.8","198","36","",""
"html-keyboard-response","116","215471","0.0-11.0-2.35","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","12","Watermelon Win$","Fruit/watermelon.png","Lost","0.8,0.2","12","0.8","193","36","",""
"html-keyboard-response","117","216481","0.0-11.0-3.35","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","","12","Watermelon Win$","Fruit/watermelon.png","Lost","0.8,0.2","12","0.8","193","36","",""
"html-keyboard-response","118","216518","0.0-11.0-1.36","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","36","","","","decision","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","13","Primo Pineapple","Fruit/pineapple.png","Won","0.2,0.65","12","0.2","198","37","",""
"html-keyboard-response","119","216776","0.0-11.0-2.36","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","13","Primo Pineapple","Fruit/pineapple.png","Won","0.2,0.65","12","0.2","193","37","",""
"html-keyboard-response","120","217785","0.0-11.0-3.36","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","","13","Primo Pineapple","Fruit/pineapple.png","Won","0.2,0.65","12","0.2","203","37","",""
"html-keyboard-response","121","218284","0.0-11.0-1.37","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","498","","","","decision","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","13","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","9","0.65","208","38","",""
"html-keyboard-response","122","218542","0.0-11.0-2.37","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","13","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","9","0.65","203","38","",""
"html-keyboard-response","123","219552","0.0-11.0-3.37","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","","13","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","9","0.65","203","38","",""
"html-keyboard-response","124","219927","0.0-11.0-1.38","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","374","","","","decision","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","","13","Watermelon Win$","Fruit/watermelon.png","Lost","0.8,0.2","12","0.8","208","39","",""
"html-keyboard-response","125","220182","0.0-11.0-2.38","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","","13","Watermelon Win$","Fruit/watermelon.png","Lost","0.8,0.2","12","0.8","207","39","",""
"html-keyboard-response","126","221192","0.0-11.0-3.38","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","","13","Watermelon Win$","Fruit/watermelon.png","Lost","0.8,0.2","12","0.8","207","39","",""
"html-keyboard-response","127","221446","0.0-11.0-1.39","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","253","","","","decision","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","14","Primo Pineapple","Fruit/pineapple.png","Lost","0.2,0.65","12","0.2","212","40","",""
"html-keyboard-response","128","221703","0.0-11.0-2.39","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","14","Primo Pineapple","Fruit/pineapple.png","Lost","0.2,0.65","12","0.2","207","40","",""
"html-keyboard-response","129","222713","0.0-11.0-3.39","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","","14","Primo Pineapple","Fruit/pineapple.png","Lost","0.2,0.65","12","0.2","207","40","",""
"html-keyboard-response","130","222909","0.0-11.0-1.40","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","196","","","","decision","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","14","Watermelon Win$","Fruit/watermelon.png","Lost","0.8,0.2","12","0.8","212","41","",""
"html-keyboard-response","131","223167","0.0-11.0-2.40","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","14","Watermelon Win$","Fruit/watermelon.png","Lost","0.8,0.2","12","0.8","207","41","",""
"html-keyboard-response","132","224174","0.0-11.0-3.40","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","","14","Watermelon Win$","Fruit/watermelon.png","Lost","0.8,0.2","12","0.8","207","41","",""
"html-keyboard-response","133","224258","0.0-11.0-1.41","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","83","","","","decision","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","14","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","9","0.65","212","42","",""
"html-keyboard-response","134","224510","0.0-11.0-2.41","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","14","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","9","0.65","207","42","",""
"html-keyboard-response","135","225523","0.0-11.0-3.41","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","","14","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","9","0.65","207","42","",""
"html-keyboard-response","136","225676","0.0-11.0-1.42","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","152","","","","decision","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","15","Primo Pineapple","Fruit/pineapple.png","Won","0.2,0.65","12","0.2","212","43","",""
"html-keyboard-response","137","225937","0.0-11.0-2.42","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","15","Primo Pineapple","Fruit/pineapple.png","Won","0.2,0.65","12","0.2","207","43","",""
"html-keyboard-response","138","226942","0.0-11.0-3.42","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","","15","Primo Pineapple","Fruit/pineapple.png","Won","0.2,0.65","12","0.2","217","43","",""
"html-keyboard-response","139","227408","0.0-11.0-1.43","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","465","","","","decision","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","15","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","9","0.65","222","44","",""
"html-keyboard-response","140","227665","0.0-11.0-2.43","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","15","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","9","0.65","217","44","",""
"html-keyboard-response","141","228671","0.0-11.0-3.43","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","","15","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","9","0.65","217","44","",""
"html-keyboard-response","142","228927","0.0-11.0-1.44","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","256","","","","decision","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","15","Watermelon Win$","Fruit/watermelon.png","Lost","0.8,0.2","12","0.8","222","45","",""
"html-keyboard-response","143","229183","0.0-11.0-2.44","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","15","Watermelon Win$","Fruit/watermelon.png","Lost","0.8,0.2","12","0.8","217","45","",""
"html-keyboard-response","144","230193","0.0-11.0-3.44","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","","15","Watermelon Win$","Fruit/watermelon.png","Lost","0.8,0.2","12","0.8","217","45","",""
"html-keyboard-response","145","230201","0.0-11.0-1.45","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","6","","","","decision","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","16","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","9","0.65","222","46","",""
"html-keyboard-response","146","230455","0.0-11.0-2.45","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","16","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","9","0.65","217","46","",""
"html-keyboard-response","147","231462","0.0-11.0-3.45","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","","16","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","9","0.65","217","46","",""
"html-keyboard-response","148","231942","0.0-11.0-1.46","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","480","","","","decision","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","16","Watermelon Win$","Fruit/watermelon.png","Won","0.8,0.2","12","0.8","222","47","",""
"html-keyboard-response","149","232201","0.0-11.0-2.46","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","16","Watermelon Win$","Fruit/watermelon.png","Won","0.8,0.2","12","0.8","217","47","",""
"html-keyboard-response","150","233209","0.0-11.0-3.46","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","","16","Watermelon Win$","Fruit/watermelon.png","Won","0.8,0.2","12","0.8","227","47","",""
"html-keyboard-response","151","233484","0.0-11.0-1.47","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","275","","","","decision","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","16","Primo Pineapple","Fruit/pineapple.png","Lost","0.2,0.65","12","0.2","232","48","",""
"html-keyboard-response","152","233742","0.0-11.0-2.47","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","16","Primo Pineapple","Fruit/pineapple.png","Lost","0.2,0.65","12","0.2","227","48","",""
"html-keyboard-response","153","234752","0.0-11.0-3.47","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/pineapple.png'><br><font class='baseline'><strong>Primo Pineapple</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","","16","Primo Pineapple","Fruit/pineapple.png","Lost","0.2,0.65","12","0.2","227","48","",""
"html-keyboard-response","154","235104","0.0-11.0-1.48","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","350","","","","decision","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","17","Watermelon Win$","Fruit/watermelon.png","Lost","0.8,0.2","12","0.8","232","49","",""
"html-keyboard-response","155","235358","0.0-11.0-2.48","63d82d20ed2b67b4f77f1fc7","bdp_rwlrn","Wed Mar 15 2023 12:12:15 GMT-0700 (Pacific Daylight Time)","408135","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/watermelon.png'><br><font class='baseline'><strong>Watermelon Win$</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","17","Watermelon Win$","Fruit/watermelon.png","Lost","0.8,0.2","12","0.8","227","49","",""
