"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"pavlovia","0","2","0.0-0.0","63e573b546bc72bbe9bffc5f","bdp_rwlrn","Mon Mar 13 2023 14:08:46 GMT-0400 (Eastern Daylight Time)","549771","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","4680","0.0-1.0","63e573b546bc72bbe9bffc5f","bdp_rwlrn","Mon Mar 13 2023 14:08:46 GMT-0400 (Eastern Daylight Time)","549771","Trustworthy,Untrustworthy","[{""page_index"":0,""viewing_time"":4677}]","4677","","","","","","","","","","","","","","","","","","",""
"","","","","63e573b546bc72bbe9bffc5f","bdp_rwlrn","Mon Mar 13 2023 14:08:46 GMT-0400 (Eastern Daylight Time)","549771","Trustworthy,Untrustworthy","","","blur","2","8234","blurevent","1","","","","","","","","","","","","","",""
"","","","","63e573b546bc72bbe9bffc5f","bdp_rwlrn","Mon Mar 13 2023 14:08:46 GMT-0400 (Eastern Daylight Time)","549771","Trustworthy,Untrustworthy","","","focus","2","39402","focusevent","","","","","","","","","","","","","","",""
"","","","","63e573b546bc72bbe9bffc5f","bdp_rwlrn","Mon Mar 13 2023 14:08:46 GMT-0400 (Eastern Daylight Time)","549771","Trustworthy,Untrustworthy","","","fullscreenenter","2","40843","fullscreenenter","","","","","","","","","","","","","","",""
"fullscreen","2","41844","0.0-2.0","63e573b546bc72bbe9bffc5f","bdp_rwlrn","Mon Mar 13 2023 14:08:46 GMT-0400 (Eastern Daylight Time)","549771","Trustworthy,Untrustworthy","","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","139294","0.0-4.0","63e573b546bc72bbe9bffc5f","bdp_rwlrn","Mon Mar 13 2023 14:08:46 GMT-0400 (Eastern Daylight Time)","549771","Trustworthy,Untrustworthy","[{""page_index"":0,""viewing_time"":31830},{""page_index"":1,""viewing_time"":14075},{""page_index"":2,""viewing_time"":13951},{""page_index"":3,""viewing_time"":5789},{""page_index"":4,""viewing_time"":20658},{""page_index"":5,""viewing_time"":11144}]","97447","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","146264","0.0-5.0","63e573b546bc72bbe9bffc5f","bdp_rwlrn","Mon Mar 13 2023 14:08:46 GMT-0400 (Eastern Daylight Time)","549771","Trustworthy,Untrustworthy","","6965","","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"html-keyboard-response","5","147688","0.0-6.0","63e573b546bc72bbe9bffc5f","bdp_rwlrn","Mon Mar 13 2023 14:08:46 GMT-0400 (Eastern Daylight Time)","549771","Trustworthy,Untrustworthy","","1320","","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"html-keyboard-response","6","154699","0.0-7.0","63e573b546bc72bbe9bffc5f","bdp_rwlrn","Mon Mar 13 2023 14:08:46 GMT-0400 (Eastern Daylight Time)","549771","Trustworthy,Untrustworthy","","6899","","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
