"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face","numBlurs"
"instructions","9","82159","0.0-10.0","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":2388},{""page_index"":1,""viewing_time"":4498}]","6886","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","10","87810","0.0-11.0-1.0","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","5547","","","","decision","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","1","Mega Mangos","Fruit/mango.png","Won","0.35,0.8","14","0.35","5","1","","",""
"html-keyboard-response","11","88063","0.0-11.0-2.0","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","1","Mega Mangos","Fruit/mango.png","Won","0.35,0.8","14","0.35","1","1","","",""
"html-keyboard-response","12","89066","0.0-11.0-3.0","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>8</strong></font></div>","null","1","Mega Mangos","Fruit/mango.png","Won","0.35,0.8","14","0.35","9","1","","",""
"html-keyboard-response","13","91050","0.0-11.0-1.1","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","1982","","","","decision","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","1","Limin' Large","Fruit/lime.png","Won","0.65,0.2","8","0.65","14","2","","",""
"html-keyboard-response","14","91303","0.0-11.0-2.1","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","1","Limin' Large","Fruit/lime.png","Won","0.65,0.2","8","0.65","9","2","","",""
"html-keyboard-response","15","92304","0.0-11.0-3.1","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","1","Limin' Large","Fruit/lime.png","Won","0.65,0.2","8","0.65","19","2","","",""
"html-keyboard-response","16","93563","0.0-11.0-1.2","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","1256","","","","decision","","<div class='trialDiv'><img src='Fruit/grapes.png'><br><font class='baseline'><strong>Great Grapes</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Great Grapes","Fruit/grapes.png","Lost","0.8,0.2","9","0.8","24","3","","",""
"html-keyboard-response","17","93815","0.0-11.0-2.2","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/grapes.png'><br><font class='baseline'><strong>Great Grapes</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","1","Great Grapes","Fruit/grapes.png","Lost","0.8,0.2","9","0.8","21","3","","",""
"html-keyboard-response","18","94818","0.0-11.0-3.2","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/grapes.png'><br><font class='baseline'><strong>Great Grapes</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","1","Great Grapes","Fruit/grapes.png","Lost","0.8,0.2","9","0.8","21","3","","",""
"html-keyboard-response","19","96571","0.0-11.0-1.3","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","1751","","","","decision","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","2","Mega Mangos","Fruit/mango.png","Lost","0.35,0.8","14","0.35","26","4","","",""
"html-keyboard-response","20","96823","0.0-11.0-2.3","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","2","Mega Mangos","Fruit/mango.png","Lost","0.35,0.8","14","0.35","21","4","","",""
"html-keyboard-response","21","97826","0.0-11.0-3.3","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","2","Mega Mangos","Fruit/mango.png","Lost","0.35,0.8","14","0.35","21","4","","",""
"html-keyboard-response","22","98348","0.0-11.0-1.4","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","521","","","","decision","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","2","Limin' Large","Fruit/lime.png","Won","0.65,0.2","8","0.65","26","5","","",""
"html-keyboard-response","23","98600","0.0-11.0-2.4","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","2","Limin' Large","Fruit/lime.png","Won","0.65,0.2","8","0.65","21","5","","",""
"html-keyboard-response","24","99603","0.0-11.0-3.4","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","2","Limin' Large","Fruit/lime.png","Won","0.65,0.2","8","0.65","31","5","","",""
"html-keyboard-response","25","101837","0.0-11.0-1.5","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","2233","","","","decision","","<div class='trialDiv'><img src='Fruit/grapes.png'><br><font class='baseline'><strong>Great Grapes</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","2","Great Grapes","Fruit/grapes.png","Won","0.8,0.2","9","0.8","36","6","","",""
"html-keyboard-response","26","102090","0.0-11.0-2.5","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/grapes.png'><br><font class='baseline'><strong>Great Grapes</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","2","Great Grapes","Fruit/grapes.png","Won","0.8,0.2","9","0.8","35","6","","",""
"html-keyboard-response","27","103092","0.0-11.0-3.5","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/grapes.png'><br><font class='baseline'><strong>Great Grapes</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>2</strong></font></div>","null","2","Great Grapes","Fruit/grapes.png","Won","0.8,0.2","9","0.8","37","6","","",""
"html-keyboard-response","28","103920","0.0-11.0-1.6","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","826","","","","decision","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","3","Limin' Large","Fruit/lime.png","Won","0.65,0.2","8","0.65","42","7","","",""
"html-keyboard-response","29","104172","0.0-11.0-2.6","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","3","Limin' Large","Fruit/lime.png","Won","0.65,0.2","8","0.65","41","7","","",""
"html-keyboard-response","30","105175","0.0-11.0-3.6","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>2</strong></font></div>","null","3","Limin' Large","Fruit/lime.png","Won","0.65,0.2","8","0.65","43","7","","",""
"html-keyboard-response","31","106977","0.0-11.0-1.7","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","1801","","","","decision","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","3","Mega Mangos","Fruit/mango.png","Won","0.35,0.8","14","0.35","48","8","","",""
"html-keyboard-response","32","107229","0.0-11.0-2.7","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","3","Mega Mangos","Fruit/mango.png","Won","0.35,0.8","14","0.35","43","8","","",""
"html-keyboard-response","33","108231","0.0-11.0-3.7","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","3","Mega Mangos","Fruit/mango.png","Won","0.35,0.8","14","0.35","53","8","","",""
"html-keyboard-response","34","109036","0.0-11.0-1.8","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","803","","","","decision","","<div class='trialDiv'><img src='Fruit/grapes.png'><br><font class='baseline'><strong>Great Grapes</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","3","Great Grapes","Fruit/grapes.png","Won","0.8,0.2","9","0.8","58","9","","",""
"html-keyboard-response","35","109288","0.0-11.0-2.8","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/grapes.png'><br><font class='baseline'><strong>Great Grapes</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","3","Great Grapes","Fruit/grapes.png","Won","0.8,0.2","9","0.8","53","9","","",""
"html-keyboard-response","36","110291","0.0-11.0-3.8","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/grapes.png'><br><font class='baseline'><strong>Great Grapes</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","3","Great Grapes","Fruit/grapes.png","Won","0.8,0.2","9","0.8","63","9","","",""
"html-keyboard-response","37","110756","0.0-11.0-1.9","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","463","","","","decision","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","4","Limin' Large","Fruit/lime.png","Won","0.65,0.2","8","0.65","68","10","","",""
"html-keyboard-response","38","111008","0.0-11.0-2.9","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","4","Limin' Large","Fruit/lime.png","Won","0.65,0.2","8","0.65","63","10","","",""
"html-keyboard-response","39","112011","0.0-11.0-3.9","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","4","Limin' Large","Fruit/lime.png","Won","0.65,0.2","8","0.65","73","10","","",""
"html-keyboard-response","40","112452","0.0-11.0-1.10","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","439","","","","decision","","<div class='trialDiv'><img src='Fruit/grapes.png'><br><font class='baseline'><strong>Great Grapes</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","4","Great Grapes","Fruit/grapes.png","Won","0.8,0.2","9","0.8","78","11","","",""
"html-keyboard-response","41","112704","0.0-11.0-2.10","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/grapes.png'><br><font class='baseline'><strong>Great Grapes</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","4","Great Grapes","Fruit/grapes.png","Won","0.8,0.2","9","0.8","73","11","","",""
"html-keyboard-response","42","113706","0.0-11.0-3.10","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/grapes.png'><br><font class='baseline'><strong>Great Grapes</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","4","Great Grapes","Fruit/grapes.png","Won","0.8,0.2","9","0.8","83","11","","",""
"html-keyboard-response","43","113948","0.0-11.0-1.11","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","241","","","","decision","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","4","Mega Mangos","Fruit/mango.png","Lost","0.35,0.8","14","0.35","88","12","","",""
"html-keyboard-response","44","114200","0.0-11.0-2.11","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","4","Mega Mangos","Fruit/mango.png","Lost","0.35,0.8","14","0.35","83","12","","",""
"html-keyboard-response","45","115203","0.0-11.0-3.11","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","4","Mega Mangos","Fruit/mango.png","Lost","0.35,0.8","14","0.35","83","12","","",""
"html-keyboard-response","46","115471","0.0-11.0-1.12","631bc422eec20143118ad66b","bdp_rwlrn","Fri Mar 10 2023 15:10:20 GMT-0500 (Eastern Standard Time)","316584","Untrustworthy,Trustworthy","","267","","","","decision","","<div class='trialDiv'><img src='Fruit/grapes.png'><br><font class='baseline'><strong>Great Grapes</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","5","Great Grapes","Fruit/grapes.png","Won","0.8,0.2","9","0.8","88","13","","",""
