"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"image-keyboard-response","13","15691","0.0-6.0-1.4","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","191","","","","rating","","trustrating_stim/white_00757_941201_fa_edt.bmp","5","","","","","","","","",""
"image-keyboard-response","14","15892","0.0-6.0-2.4","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","null","","","","ratingFB","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","",""
"instructions","15","16955","0.0-7.0","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","[{""page_index"":0,""viewing_time"":961}]","961","","","","","","","","","","","","","","","",""
"instructions","16","26251","0.0-8.0","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","[{""page_index"":0,""viewing_time"":2593},{""page_index"":1,""viewing_time"":1512},{""page_index"":2,""viewing_time"":1223},{""page_index"":3,""viewing_time"":1248},{""page_index"":4,""viewing_time"":560},{""page_index"":5,""viewing_time"":648},{""page_index"":6,""viewing_time"":520},{""page_index"":7,""viewing_time"":888}]","9192","","","","","","","","","","","","","","","",""
"html-keyboard-response","17","27227","0.0-9.0","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","975","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","",""
"html-keyboard-response","18","27978","0.0-10.0","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","647","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#FF0000'>c) 5</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>The minimum number of points you can choose to send to your partner is 1 point.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"html-keyboard-response","19","28266","0.0-11.0","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","183","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>2) What is the maximum number of points you can choose to send to your partner?</strong></p><p>a) 8</p><p>b) 5</p><p>c) 3</p>","C","","","","","","","","",""
"html-keyboard-response","20","28690","0.0-12.0","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","322","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>2) What is the maximum number of points you can choose to send to your partner?</strong></p><p>a) 8</p><p>b) 5</p><p style='color:#FF0000'>c) 3</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>The maximum number of points you can choose to send to your partner is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"html-keyboard-response","21","28882","0.0-13.0","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","89","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>3) What happens to the amount of points you send to your partner?</strong></p><p>a) Nothing</p><p>b) It doubles</p><p>c) It quadruples</p>","C","","","","","","","","",""
"html-keyboard-response","22","29298","0.0-14.0","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","313","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>3) What happens to the amount of points you send to your partner?</strong></p><p>a) Nothing</p><p>b) It doubles</p><p style='color:#00FF00'>c) It quadruples</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The amount of points you send to your partner quadruples.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"html-keyboard-response","23","29482","0.0-15.0","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","79","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>4) If you decide to share 4 out of 5 points with your partner, and he decided to share half of what he received, how many points would you end up with in this round?</strong></p><p>a) 16</p><p>b) 0</p><p>c) 9</p>","C","","","","","","","","",""
"html-keyboard-response","24","30003","0.0-16.0","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","420","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>4) If you decide to share 4 points with your partner, and he decided to share half of what he received, how many points would you end up with in this round?</strong></p><p>a) 16</p><p>b) 0</p><p style='color:#00FF00'>c) 8</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>If you share 4 out of 5 points with your partner and he decided to share half with you, you would receive 8 points back (i.e. (4 x 4)/2 = 8), totaling to 9 points altogether.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"instructions","25","31387","0.0-17.0","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","[{""page_index"":0,""viewing_time"":1277}]","1278","","","","","","","","","","","","","","","",""
"html-keyboard-response","26","36139","0.0-18.0-1.0","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","4650","","","","decision","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 5</td><td style='text-align:right'>Round #: 1</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw019.bmp'><br><font class='baseline'><strong>Chris</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R.png' class='respPic'></p></div>","1","1","Chris","trustrating_stim/white_mw019.bmp","Shared","0.4,0.8","10","0.4","5","1"
"html-keyboard-response","27","37144","0.0-18.0-2.0","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","null","","","","decisionFB","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 4</td><td style='text-align:right'>Round #: 1</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw019.bmp'><br><font class='baseline'><strong>Chris</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R1.png' class='respPic'></p></div>","null","1","Chris","trustrating_stim/white_mw019.bmp","Shared","0.4,0.8","10","0.4","4","1"
"html-keyboard-response","28","39147","0.0-18.0-3.0","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","null","","","","feedback","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 6</td><td style='text-align:right'>Round #: 1</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw019.bmp'><br><font class='baseline'><strong>Chris</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font><p><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></p></font></div>","null","1","Chris","trustrating_stim/white_mw019.bmp","Shared","0.4,0.8","10","0.4","6","1"
"html-keyboard-response","29","39507","0.0-18.0-1.1","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","359","","","","decision","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 11</td><td style='text-align:right'>Round #: 2</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00939_960627_fa_edt.bmp'><br><font class='baseline'><strong>Michael</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R.png' class='respPic'></p></div>","2","1","Michael","trustrating_stim/white_00939_960627_fa_edt.bmp","Kept","0.2,0.6","10","0.2","11","2"
"html-keyboard-response","30","40508","0.0-18.0-2.1","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","null","","","","decisionFB","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 9</td><td style='text-align:right'>Round #: 2</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00939_960627_fa_edt.bmp'><br><font class='baseline'><strong>Michael</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R2.png' class='respPic'></p></div>","null","1","Michael","trustrating_stim/white_00939_960627_fa_edt.bmp","Kept","0.2,0.6","10","0.2","9","2"
"html-keyboard-response","31","42514","0.0-18.0-3.1","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","null","","","","feedback","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 9</td><td style='text-align:right'>Round #: 2</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00939_960627_fa_edt.bmp'><br><font class='baseline'><strong>Michael</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font><p><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></p></font></div>","null","1","Michael","trustrating_stim/white_00939_960627_fa_edt.bmp","Kept","0.2,0.6","10","0.2","9","2"
"html-keyboard-response","32","43060","0.0-18.0-1.2","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","545","","","","decision","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 14</td><td style='text-align:right'>Round #: 3</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw052.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R.png' class='respPic'></p></div>","3","1","Gavin","trustrating_stim/white_mw052.bmp","Shared","0.6,0.2","14","0.6","14","3"
"html-keyboard-response","33","44062","0.0-18.0-2.2","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","null","","","","decisionFB","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 11</td><td style='text-align:right'>Round #: 3</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw052.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R3.png' class='respPic'></p></div>","null","1","Gavin","trustrating_stim/white_mw052.bmp","Shared","0.6,0.2","14","0.6","11","3"
"html-keyboard-response","34","46066","0.0-18.0-3.2","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","null","","","","feedback","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 17</td><td style='text-align:right'>Round #: 3</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw052.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font><p><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></p></font></div>","null","1","Gavin","trustrating_stim/white_mw052.bmp","Shared","0.6,0.2","14","0.6","17","3"
"html-keyboard-response","35","46811","0.0-18.0-1.3","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","743","","","","decision","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 22</td><td style='text-align:right'>Round #: 4</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00757_941201_fa_edt.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R.png' class='respPic'></p></div>","4","1","Marcus","trustrating_stim/white_00757_941201_fa_edt.bmp","Shared","0.8,0.4","10","0.8","22","4"
"html-keyboard-response","36","47813","0.0-18.0-2.3","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","null","","","","decisionFB","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 18</td><td style='text-align:right'>Round #: 4</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00757_941201_fa_edt.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R4.png' class='respPic'></p></div>","null","1","Marcus","trustrating_stim/white_00757_941201_fa_edt.bmp","Shared","0.8,0.4","10","0.8","18","4"
"html-keyboard-response","37","49816","0.0-18.0-3.3","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","null","","","","feedback","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 26</td><td style='text-align:right'>Round #: 4</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00757_941201_fa_edt.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font><p><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></p></font></div>","null","1","Marcus","trustrating_stim/white_00757_941201_fa_edt.bmp","Shared","0.8,0.4","10","0.8","26","4"
"html-keyboard-response","38","50555","0.0-18.0-1.4","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","737","","","","decision","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 31</td><td style='text-align:right'>Round #: 5</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw052.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R.png' class='respPic'></p></div>","5","2","Gavin","trustrating_stim/white_mw052.bmp","Shared","0.6,0.2","14","0.6","31","5"
"html-keyboard-response","39","51556","0.0-18.0-2.4","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","null","","","","decisionFB","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 26</td><td style='text-align:right'>Round #: 5</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw052.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R5.png' class='respPic'></p></div>","null","2","Gavin","trustrating_stim/white_mw052.bmp","Shared","0.6,0.2","14","0.6","26","5"
"html-keyboard-response","40","53559","0.0-18.0-3.4","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","null","","","","feedback","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 36</td><td style='text-align:right'>Round #: 5</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw052.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font><p><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></p></font></div>","null","2","Gavin","trustrating_stim/white_mw052.bmp","Shared","0.6,0.2","14","0.6","36","5"
"instructions","41","60498","0.0-19.0","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","[{""page_index"":0,""viewing_time"":1676},{""page_index"":1,""viewing_time"":3839},{""page_index"":2,""viewing_time"":1424}]","6939","","","","","","","","","","","","","","","",""
"image-keyboard-response","42","62666","0.0-20.0-1.0","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","2167","","","","final_rating","","trustrating_stim/white_00939_960627_fa_edt.bmp","9","","Michael","","","","","","",""
"image-keyboard-response","43","62868","0.0-20.0-2.0","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","null","","","","final_ratingFB","","trustrating_stim/white_00939_960627_fa_edt.bmp","null","","","","","","","","",""
"image-keyboard-response","44","63418","0.0-20.0-1.1","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","445","","","","final_rating","","trustrating_stim/white_00757_941201_fa_edt.bmp","8","","Marcus","","","","","","",""
"image-keyboard-response","45","63620","0.0-20.0-2.1","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","null","","","","final_ratingFB","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","",""
"image-keyboard-response","46","63978","0.0-20.0-1.2","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","256","","","","final_rating","","trustrating_stim/white_mw052.bmp","7","","Gavin","","","","","","",""
"image-keyboard-response","47","64183","0.0-20.0-2.2","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","null","","","","final_ratingFB","","trustrating_stim/white_mw052.bmp","null","","","","","","","","",""
"image-keyboard-response","48","64562","0.0-20.0-1.3","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","277","","","","final_rating","","trustrating_stim/white_mw019.bmp","6","","Chris","","","","","","",""
"image-keyboard-response","49","64766","0.0-20.0-2.3","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","null","","","","final_ratingFB","","trustrating_stim/white_mw019.bmp","null","","","","","","","","",""
"","","","","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","","fullscreenexit","50","64890","fullscreenexit","","","","","","","","","","","",""
"fullscreen","50","65868","0.0-21.0","dstest","bdp_trlrn","Wed Sep 09 2020 00:06:25 GMT-0400 (Eastern Daylight Time)","65869","","","","","","","true","","","","","","","","","","",""
"html-keyboard-response","51","66380","0.0-22.0","","","","","","null","","","","","","","null","","","","","","","","",""
