"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"image-keyboard-response","9","24301","0.0-6.0-1.2","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","348","","","","rating","","trustrating_stim/white_mw009.bmp","6","","","","","","","","",""
"image-keyboard-response","10","24503","0.0-6.0-2.2","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","null","","","","ratingFB","","trustrating_stim/white_mw009.bmp","null","","","","","","","","",""
"image-keyboard-response","11","24925","0.0-6.0-1.3","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","320","","","","rating","","trustrating_stim/white_mw029.bmp","2","","","","","","","","",""
"image-keyboard-response","12","25131","0.0-6.0-2.3","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","null","","","","ratingFB","","trustrating_stim/white_mw029.bmp","null","","","","","","","","",""
"image-keyboard-response","13","25549","0.0-6.0-1.4","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","313","","","","rating","","trustrating_stim/white_mw008.bmp","3","","","","","","","","",""
"image-keyboard-response","14","25753","0.0-6.0-2.4","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","null","","","","ratingFB","","trustrating_stim/white_mw008.bmp","null","","","","","","","","",""
"instructions","15","26925","0.0-7.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","[{""page_index"":0,""viewing_time"":1068}]","1068","","","","","","","","","","","","","","","",""
"instructions","16","353399","0.0-8.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","[{""page_index"":0,""viewing_time"":146651},{""page_index"":1,""viewing_time"":19793},{""page_index"":2,""viewing_time"":19648},{""page_index"":3,""viewing_time"":24657},{""page_index"":4,""viewing_time"":18608},{""page_index"":5,""viewing_time"":70371},{""page_index"":6,""viewing_time"":22288},{""page_index"":7,""viewing_time"":4352}]","326368","","","","","","","","","","","","","","","",""
"html-keyboard-response","17","359560","0.0-9.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","6159","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","B","","","","","","","","",""
"html-keyboard-response","18","361447","0.0-10.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","1784","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 0</p><p style='color:#00FF00'>b) 1</p><p>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>The minimum number of points you can choose to send to your partner is 1 point.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"html-keyboard-response","19","366935","0.0-11.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","5386","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>2) What is the maximum number of points you can choose to send to your partner?</strong></p><p>a) 8</p><p>b) 5</p><p>c) 3</p>","B","","","","","","","","",""
"html-keyboard-response","20","368055","0.0-12.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","1018","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>2) What is the maximum number of points you can choose to send to your partner?</strong></p><p>a) 8</p><p style='color:#00FF00'>b) 5</p><p>c) 3</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>The maximum number of points you can choose to send to your partner is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"html-keyboard-response","21","371768","0.0-13.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","3609","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>3) What happens to the amount of points you send to your partner?</strong></p><p>a) Nothing</p><p>b) It doubles</p><p>c) It quadruples</p>","C","","","","","","","","",""
"html-keyboard-response","22","372903","0.0-14.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","1032","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>3) What happens to the amount of points you send to your partner?</strong></p><p>a) Nothing</p><p>b) It doubles</p><p style='color:#00FF00'>c) It quadruples</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The amount of points you send to your partner quadruples.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"html-keyboard-response","23","381528","0.0-15.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","8519","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>4) If you decide to share 4 out of 5 points with your partner, and he decided to share half of what he received, how many points would you end up with in this round?</strong></p><p>a) 16</p><p>b) 0</p><p>c) 9</p>","C","","","","","","","","",""
"html-keyboard-response","24","401369","0.0-16.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","19738","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>4) If you decide to share 4 points with your partner, and he decided to share half of what he received, how many points would you end up with in this round?</strong></p><p>a) 16</p><p>b) 0</p><p style='color:#00FF00'>c) 8</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>If you share 4 out of 5 points with your partner and he decided to share half with you, you would receive 8 points back (i.e. (4 x 4)/2 = 8), totaling to 9 points altogether.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"instructions","25","408873","0.0-17.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","[{""page_index"":0,""viewing_time"":7403}]","7403","","","","","","","","","","","","","","","",""
"html-keyboard-response","26","429738","0.0-18.0-1.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","20760","","","","decision","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 5</td><td style='text-align:right'>Round #: 1</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw009.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R.png' class='respPic'></p></div>","1","1","Sean","trustrating_stim/white_mw009.bmp","Shared","0.8,0.4","15","0.8","5","1"
"html-keyboard-response","27","430741","0.0-18.0-2.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","null","","","","decisionFB","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 4</td><td style='text-align:right'>Round #: 1</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw009.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R1.png' class='respPic'></p></div>","null","1","Sean","trustrating_stim/white_mw009.bmp","Shared","0.8,0.4","15","0.8","4","1"
"html-keyboard-response","28","432746","0.0-18.0-3.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","null","","","","feedback","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 6</td><td style='text-align:right'>Round #: 1</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw009.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font><p><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></p></font></div>","null","1","Sean","trustrating_stim/white_mw009.bmp","Shared","0.8,0.4","15","0.8","6","1"
"html-keyboard-response","29","433609","0.0-18.0-1.1","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","862","","","","decision","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 11</td><td style='text-align:right'>Round #: 2</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw019.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R.png' class='respPic'></p></div>","1","1","Brian","trustrating_stim/white_mw019.bmp","Kept","0.4,0.8","10","0.4","11","2"
"html-keyboard-response","30","434613","0.0-18.0-2.1","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","null","","","","decisionFB","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 10</td><td style='text-align:right'>Round #: 2</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw019.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R1.png' class='respPic'></p></div>","null","1","Brian","trustrating_stim/white_mw019.bmp","Kept","0.4,0.8","10","0.4","10","2"
"html-keyboard-response","31","436617","0.0-18.0-3.1","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","null","","","","feedback","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 10</td><td style='text-align:right'>Round #: 2</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw019.bmp'><br><font class='baseline'><strong>Brian</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font><p><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></p></font></div>","null","1","Brian","trustrating_stim/white_mw019.bmp","Kept","0.4,0.8","10","0.4","10","2"
"html-keyboard-response","32","437161","0.0-18.0-1.2","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","543","","","","decision","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 15</td><td style='text-align:right'>Round #: 3</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R.png' class='respPic'></p></div>","1","1","Jason","trustrating_stim/white_00785_941205_fb_edt.bmp","Kept","0.2,0.6","8","0.2","15","3"
"html-keyboard-response","33","438165","0.0-18.0-2.2","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","null","","","","decisionFB","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 14</td><td style='text-align:right'>Round #: 3</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R1.png' class='respPic'></p></div>","null","1","Jason","trustrating_stim/white_00785_941205_fb_edt.bmp","Kept","0.2,0.6","8","0.2","14","3"
"html-keyboard-response","34","440171","0.0-18.0-3.2","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","null","","","","feedback","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 14</td><td style='text-align:right'>Round #: 3</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jason</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font><p><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></p></font></div>","null","1","Jason","trustrating_stim/white_00785_941205_fb_edt.bmp","Kept","0.2,0.6","8","0.2","14","3"
"html-keyboard-response","35","440698","0.0-18.0-1.3","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","525","","","","decision","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 19</td><td style='text-align:right'>Round #: 4</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw012.bmp'><br><font class='baseline'><strong>Alex</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R.png' class='respPic'></p></div>","1","1","Alex","trustrating_stim/white_mw012.bmp","Kept","0.6,0.2","13","0.6","19","4"
"html-keyboard-response","36","441702","0.0-18.0-2.3","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","null","","","","decisionFB","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 18</td><td style='text-align:right'>Round #: 4</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw012.bmp'><br><font class='baseline'><strong>Alex</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R1.png' class='respPic'></p></div>","null","1","Alex","trustrating_stim/white_mw012.bmp","Kept","0.6,0.2","13","0.6","18","4"
"html-keyboard-response","37","443707","0.0-18.0-3.3","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","null","","","","feedback","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 18</td><td style='text-align:right'>Round #: 4</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw012.bmp'><br><font class='baseline'><strong>Alex</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font><p><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></p></font></div>","null","1","Alex","trustrating_stim/white_mw012.bmp","Kept","0.6,0.2","13","0.6","18","4"
"html-keyboard-response","38","444218","0.0-18.0-1.4","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","509","","","","decision","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 23</td><td style='text-align:right'>Round #: 5</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R.png' class='respPic'></p></div>","1","2","Jason","trustrating_stim/white_00785_941205_fb_edt.bmp","Kept","0.2,0.6","8","0.2","23","5"
"html-keyboard-response","39","445222","0.0-18.0-2.4","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","null","","","","decisionFB","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 22</td><td style='text-align:right'>Round #: 5</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R1.png' class='respPic'></p></div>","null","2","Jason","trustrating_stim/white_00785_941205_fb_edt.bmp","Kept","0.2,0.6","8","0.2","22","5"
"html-keyboard-response","40","447226","0.0-18.0-3.4","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","null","","","","feedback","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 22</td><td style='text-align:right'>Round #: 5</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jason</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font><p><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></p></font></div>","null","2","Jason","trustrating_stim/white_00785_941205_fb_edt.bmp","Kept","0.2,0.6","8","0.2","22","5"
"instructions","41","464922","0.0-19.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","[{""page_index"":0,""viewing_time"":8752},{""page_index"":1,""viewing_time"":6864},{""page_index"":2,""viewing_time"":2080}]","17696","","","","","","","","","","","","","","","",""
"image-keyboard-response","42","465530","0.0-20.0-1.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","606","","","","final_rating","","trustrating_stim/white_mw012.bmp","6","","Alex","","","","","","",""
"image-keyboard-response","43","465734","0.0-20.0-2.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","null","","","","final_ratingFB","","trustrating_stim/white_mw012.bmp","null","","","","","","","","",""
"image-keyboard-response","44","466458","0.0-20.0-1.1","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","620","","","","final_rating","","trustrating_stim/white_00785_941205_fb_edt.bmp","4","","Jason","","","","","","",""
"image-keyboard-response","45","466661","0.0-20.0-2.1","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","null","","","","final_ratingFB","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","",""
"image-keyboard-response","46","467034","0.0-20.0-1.2","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","268","","","","final_rating","","trustrating_stim/white_mw019.bmp","7","","Brian","","","","","","",""
"image-keyboard-response","47","467237","0.0-20.0-2.2","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","null","","","","final_ratingFB","","trustrating_stim/white_mw019.bmp","null","","","","","","","","",""
"image-keyboard-response","48","467642","0.0-20.0-1.3","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","304","","","","final_rating","","trustrating_stim/white_mw009.bmp","8","","Sean","","","","","","",""
"image-keyboard-response","49","467844","0.0-20.0-2.3","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","null","","","","final_ratingFB","","trustrating_stim/white_mw009.bmp","null","","","","","","","","",""
"","","","","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","","fullscreenexit","50","467978","fullscreenexit","","","","","","","","","","","",""
"fullscreen","50","468953","0.0-21.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:48:24 GMT-0400 (Eastern Daylight Time)","468954","","","","","","","true","","","","","","","","","","",""
"html-keyboard-response","51","469460","0.0-22.0","","","","","","null","","","","","","","null","","","","","","","","",""
