"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"pavlovia","0","6","0.0-0.0","dstest","bdp_trlrn","Wed Sep 09 2020 14:25:12 GMT-0400 (Eastern Daylight Time)","282524","","","","","","","","","","","","","","","","","",""
"instructions","1","1829","0.0-1.0","dstest","bdp_trlrn","Wed Sep 09 2020 14:25:12 GMT-0400 (Eastern Daylight Time)","282524","[{""page_index"":0,""viewing_time"":1820}]","1821","","","","","","","","","","","","","","","",""
"","","","","dstest","bdp_trlrn","Wed Sep 09 2020 14:25:12 GMT-0400 (Eastern Daylight Time)","282524","","","fullscreenenter","2","3575","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","4567","0.0-2.0","dstest","bdp_trlrn","Wed Sep 09 2020 14:25:12 GMT-0400 (Eastern Daylight Time)","282524","","","","","","","true","","","","","","","","","","",""
"instructions","3","36294","0.0-4.0","dstest","bdp_trlrn","Wed Sep 09 2020 14:25:12 GMT-0400 (Eastern Daylight Time)","282524","[{""page_index"":0,""viewing_time"":12948},{""page_index"":1,""viewing_time"":18777}]","31726","","","","","","","","","","","","","","","",""
"instructions","4","37645","0.0-5.0","dstest","bdp_trlrn","Wed Sep 09 2020 14:25:12 GMT-0400 (Eastern Daylight Time)","282524","[{""page_index"":0,""viewing_time"":1351}]","1351","","","","","","","","","","","","","","","",""
"image-keyboard-response","5","40685","0.0-6.0-1.0","dstest","bdp_trlrn","Wed Sep 09 2020 14:25:12 GMT-0400 (Eastern Daylight Time)","282524","","2936","","","","rating","","trustrating_stim/white_00757_941201_fa_edt.bmp","9","","","","","","","","",""
"image-keyboard-response","6","40886","0.0-6.0-2.0","dstest","bdp_trlrn","Wed Sep 09 2020 14:25:12 GMT-0400 (Eastern Daylight Time)","282524","","null","","","","ratingFB","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","",""
"image-keyboard-response","7","44205","0.0-6.0-1.1","dstest","bdp_trlrn","Wed Sep 09 2020 14:25:12 GMT-0400 (Eastern Daylight Time)","282524","","3216","","","","rating","","trustrating_stim/white_mw038.bmp","8","","","","","","","","",""
"image-keyboard-response","8","44410","0.0-6.0-2.1","dstest","bdp_trlrn","Wed Sep 09 2020 14:25:12 GMT-0400 (Eastern Daylight Time)","282524","","null","","","","ratingFB","","trustrating_stim/white_mw038.bmp","null","","","","","","","","",""
