"trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","numBlurs"
"image-keyboard-response","32","64512","0.0-6.0-2.13","","null","","","","ratingFB","","trustrating_stim/white_mw025.bmp","null",""
"image-keyboard-response","33","65355","0.0-6.0-1.14","","740","","","","rating","","trustrating_stim/white_00658_941121_fb_edt.bmp","3",""
"image-keyboard-response","34","65558","0.0-6.0-2.14","","null","","","","ratingFB","","trustrating_stim/white_00658_941121_fb_edt.bmp","null",""
"image-keyboard-response","35","67002","0.0-6.0-1.15","","1332","","","","rating","","trustrating_stim/white_mw099.bmp","1",""
"image-keyboard-response","36","67203","0.0-6.0-2.15","","null","","","","ratingFB","","trustrating_stim/white_mw099.bmp","null",""
"image-keyboard-response","37","68430","0.0-6.0-1.16","","1123","","","","rating","","trustrating_stim/white_mw051.bmp","7",""
"image-keyboard-response","38","68632","0.0-6.0-2.16","","null","","","","ratingFB","","trustrating_stim/white_mw051.bmp","null",""
"image-keyboard-response","39","69418","0.0-6.0-1.17","","685","","","","rating","","trustrating_stim/white_00120_931230_fa_edt.bmp","3",""
"image-keyboard-response","40","69620","0.0-6.0-2.17","","null","","","","ratingFB","","trustrating_stim/white_00120_931230_fa_edt.bmp","null",""
"image-keyboard-response","41","70503","0.0-6.0-1.18","","772","","","","rating","","trustrating_stim/white_mw057.bmp","5",""
"image-keyboard-response","42","70705","0.0-6.0-2.18","","null","","","","ratingFB","","trustrating_stim/white_mw057.bmp","null",""
"image-keyboard-response","43","72476","0.0-6.0-1.19","","1670","","","","rating","","trustrating_stim/white_mw043.bmp","2",""
"image-keyboard-response","44","72677","0.0-6.0-2.19","","null","","","","ratingFB","","trustrating_stim/white_mw043.bmp","null",""
"image-keyboard-response","45","73520","0.0-6.0-1.20","","740","","","","rating","","trustrating_stim/white_00657_941121_fa_edt.bmp","7",""
"image-keyboard-response","46","73721","0.0-6.0-2.20","","null","","","","ratingFB","","trustrating_stim/white_00657_941121_fa_edt.bmp","null",""
"image-keyboard-response","47","75318","0.0-6.0-1.21","","1496","","","","rating","","trustrating_stim/white_00897_960530_fb_edt.bmp","8",""
"image-keyboard-response","48","75521","0.0-6.0-2.21","","null","","","","ratingFB","","trustrating_stim/white_00897_960530_fb_edt.bmp","null",""
"image-keyboard-response","49","76163","0.0-6.0-1.22","","539","","","","rating","","trustrating_stim/white_00757_941201_fa_edt.bmp","2",""
"image-keyboard-response","50","76365","0.0-6.0-2.22","","null","","","","ratingFB","","trustrating_stim/white_00757_941201_fa_edt.bmp","null",""
"image-keyboard-response","51","77976","0.0-6.0-1.23","","1507","","","","rating","","trustrating_stim/white_00602_940928_fb_edt.bmp","7",""
"image-keyboard-response","52","78184","0.0-6.0-2.23","","null","","","","ratingFB","","trustrating_stim/white_00602_940928_fb_edt.bmp","null",""
"image-keyboard-response","53","79796","0.0-6.0-1.24","","1502","","","","rating","","trustrating_stim/white_mw058.bmp","1",""
"image-keyboard-response","54","79998","0.0-6.0-2.24","","null","","","","ratingFB","","trustrating_stim/white_mw058.bmp","null",""
"image-keyboard-response","55","80768","0.0-6.0-1.25","","668","","","","rating","","trustrating_stim/white_mw004.bmp","2",""
"image-keyboard-response","56","80970","0.0-6.0-2.25","","null","","","","ratingFB","","trustrating_stim/white_mw004.bmp","null",""
"image-keyboard-response","57","83179","0.0-6.0-1.26","","2106","","","","rating","","trustrating_stim/white_mw071.bmp","7",""
"image-keyboard-response","58","83382","0.0-6.0-2.26","","null","","","","ratingFB","","trustrating_stim/white_mw071.bmp","null",""
"image-keyboard-response","59","85268","0.0-6.0-1.27","","1784","","","","rating","","trustrating_stim/white_mw035.bmp","3",""
"image-keyboard-response","60","85471","0.0-6.0-2.27","","null","","","","ratingFB","","trustrating_stim/white_mw035.bmp","null",""
"image-keyboard-response","61","86817","0.0-6.0-1.28","","1243","","","","rating","","trustrating_stim/white_mw089.bmp","1",""
"image-keyboard-response","62","87018","0.0-6.0-2.28","","null","","","","ratingFB","","trustrating_stim/white_mw089.bmp","null",""
"image-keyboard-response","63","88823","0.0-6.0-1.29","","1694","","","","rating","","trustrating_stim/white_00109_931230_fa_edt.bmp","7",""
"image-keyboard-response","64","89026","0.0-6.0-2.29","","null","","","","ratingFB","","trustrating_stim/white_00109_931230_fa_edt.bmp","null",""
"image-keyboard-response","65","91929","0.0-6.0-1.30","","2801","","","","rating","","trustrating_stim/white_mw082.bmp","5",""
"image-keyboard-response","66","92136","0.0-6.0-2.30","","null","","","","ratingFB","","trustrating_stim/white_mw082.bmp","null",""
"image-keyboard-response","67","93603","0.0-6.0-1.31","","1365","","","","rating","","trustrating_stim/white_mw022.bmp","3",""
"image-keyboard-response","68","93805","0.0-6.0-2.31","","null","","","","ratingFB","","trustrating_stim/white_mw022.bmp","null",""
"image-keyboard-response","69","95066","0.0-6.0-1.32","","1156","","","","rating","","trustrating_stim/white_mw016.bmp","2",""
"image-keyboard-response","70","95268","0.0-6.0-2.32","","null","","","","ratingFB","","trustrating_stim/white_mw016.bmp","null",""
"image-keyboard-response","71","98167","0.0-6.0-1.33","","2797","","","","rating","","trustrating_stim/white_mw066.bmp","7",""
"image-keyboard-response","72","98370","0.0-6.0-2.33","","null","","","","ratingFB","","trustrating_stim/white_mw066.bmp","null",""
"image-keyboard-response","73","100050","0.0-6.0-1.34","","1578","","","","rating","","trustrating_stim/white_mw013.bmp","2",""
"image-keyboard-response","74","100253","0.0-6.0-2.34","","null","","","","ratingFB","","trustrating_stim/white_mw013.bmp","null",""
"image-keyboard-response","75","101855","0.0-6.0-1.35","","1499","","","","rating","","trustrating_stim/white_mw012.bmp","3",""
"image-keyboard-response","76","102057","0.0-6.0-2.35","","null","","","","ratingFB","","trustrating_stim/white_mw012.bmp","null",""
"image-keyboard-response","77","104055","0.0-6.0-1.36","","1897","","","","rating","","trustrating_stim/white_00761_941201_fb_edt.bmp","9",""
"image-keyboard-response","78","104258","0.0-6.0-2.36","","null","","","","ratingFB","","trustrating_stim/white_00761_941201_fb_edt.bmp","null",""
"image-keyboard-response","79","106629","0.0-6.0-1.37","","2270","","","","rating","","trustrating_stim/white_mw046.bmp","2",""
"image-keyboard-response","80","106832","0.0-6.0-2.37","","null","","","","ratingFB","","trustrating_stim/white_mw046.bmp","null",""
"image-keyboard-response","81","107602","0.0-6.0-1.38","","669","","","","rating","","trustrating_stim/white_mw080.bmp","3",""
"image-keyboard-response","82","107805","0.0-6.0-2.38","","null","","","","ratingFB","","trustrating_stim/white_mw080.bmp","null",""
"image-keyboard-response","83","109724","0.0-6.0-1.39","","1817","","","","rating","","trustrating_stim/white_mw072.bmp","4",""
"image-keyboard-response","84","109926","0.0-6.0-2.39","","null","","","","ratingFB","","trustrating_stim/white_mw072.bmp","null",""
"instructions","85","111055","0.0-7.0","[{""page_index"":0,""viewing_time"":1027}]","1027","","","","","","","",""
"instructions","86","159770","0.0-8.0","[{""page_index"":0,""viewing_time"":9583},{""page_index"":1,""viewing_time"":4587},{""page_index"":2,""viewing_time"":4158},{""page_index"":3,""viewing_time"":5870},{""page_index"":4,""viewing_time"":10396},{""page_index"":5,""viewing_time"":8383},{""page_index"":6,""viewing_time"":5634}]","48612","","","","","","","",""
"html-keyboard-response","87","164746","0.0-9.0","","4973","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C",""
"html-keyboard-response","88","167894","0.0-10.0","","3044","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#FF0000'>c) 5</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>The minimum number of points you can choose to send to your partner is 1 point.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ",""
"","","","","","","fullscreenexit","89","171934","fullscreenexit","","","",""
"","","","","","","blur","89","175379","blurevent","","","","1"
