"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"instructions","16","478417","0.0-8.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","[{""page_index"":0,""viewing_time"":8264},{""page_index"":1,""viewing_time"":8352},{""page_index"":2,""viewing_time"":20368},{""page_index"":3,""viewing_time"":15298},{""page_index"":2,""viewing_time"":5343},{""page_index"":3,""viewing_time"":15985},{""page_index"":4,""viewing_time"":6432},{""page_index"":3,""viewing_time"":464},{""page_index"":2,""viewing_time"":1280},{""page_index"":1,""viewing_time"":3776},{""page_index"":0,""viewing_time"":174101},{""page_index"":1,""viewing_time"":10625},{""page_index"":2,""viewing_time"":26208},{""page_index"":3,""viewing_time"":30914},{""page_index"":2,""viewing_time"":4671},{""page_index"":3,""viewing_time"":5809},{""page_index"":4,""viewing_time"":27248},{""page_index"":5,""viewing_time"":53282},{""page_index"":6,""viewing_time"":22497},{""page_index"":7,""viewing_time"":6399}]","447316","","","","","","","","","","","","","","","",""
"html-keyboard-response","17","491923","0.0-9.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","13504","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","B","","","","","","","","",""
"html-keyboard-response","18","496306","0.0-10.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","4279","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 0</p><p style='color:#00FF00'>b) 1</p><p>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>The minimum number of points you can choose to send to your partner is 1 point.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"html-keyboard-response","19","499618","0.0-11.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","3207","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>2) What is the maximum number of points you can choose to send to your partner?</strong></p><p>a) 8</p><p>b) 5</p><p>c) 3</p>","B","","","","","","","","",""
"html-keyboard-response","20","501218","0.0-12.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","1497","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>2) What is the maximum number of points you can choose to send to your partner?</strong></p><p>a) 8</p><p style='color:#00FF00'>b) 5</p><p>c) 3</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>The maximum number of points you can choose to send to your partner is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"html-keyboard-response","21","506195","0.0-13.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","4872","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>3) What happens to the amount of points you send to your partner?</strong></p><p>a) Nothing</p><p>b) It doubles</p><p>c) It quadruples</p>","C","","","","","","","","",""
"html-keyboard-response","22","508306","0.0-14.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","2007","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>3) What happens to the amount of points you send to your partner?</strong></p><p>a) Nothing</p><p>b) It doubles</p><p style='color:#00FF00'>c) It quadruples</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The amount of points you send to your partner quadruples.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"html-keyboard-response","23","548612","0.0-15.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","40201","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>4) If you decide to share 4 out of 5 points with your partner, and he decided to share half of what he received, how many points would you end up with in this round?</strong></p><p>a) 16</p><p>b) 0</p><p>c) 9</p>","C","","","","","","","","",""
"html-keyboard-response","24","615014","0.0-16.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","66296","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 3</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>4) If you decide to share 4 points with your partner, and he decided to share half of what he received, how many points would you end up with in this round?</strong></p><p>a) 16</p><p>b) 0</p><p style='color:#00FF00'>c) 8</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>If you share 4 out of 5 points with your partner and he decided to share half with you, you would receive 8 points back (i.e. (4 x 4)/2 = 8), totaling to 9 points altogether.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"instructions","25","618454","0.0-17.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","[{""page_index"":0,""viewing_time"":3338}]","3339","","","","","","","","","","","","","","","",""
"html-keyboard-response","26","628070","0.0-18.0-1.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","9513","","","","decision","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 5</td><td style='text-align:right'>Round #: 1</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw019.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R.png' class='respPic'></p></div>","5","1","Brian","trustrating_stim/white_mw019.bmp","Shared","0.4,0.8","8","0.4","5","1"
"html-keyboard-response","27","629074","0.0-18.0-2.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","null","","","","decisionFB","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 0</td><td style='text-align:right'>Round #: 1</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw019.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R5.png' class='respPic'></p></div>","null","1","Brian","trustrating_stim/white_mw019.bmp","Shared","0.4,0.8","8","0.4","0","1"
"html-keyboard-response","28","631079","0.0-18.0-3.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","null","","","","feedback","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 10</td><td style='text-align:right'>Round #: 1</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw019.bmp'><br><font class='baseline'><strong>Brian</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font><p><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></p></font></div>","null","1","Brian","trustrating_stim/white_mw019.bmp","Shared","0.4,0.8","8","0.4","10","1"
"html-keyboard-response","29","635782","0.0-18.0-1.1","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","4702","","","","decision","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 15</td><td style='text-align:right'>Round #: 2</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw024.bmp'><br><font class='baseline'><strong>Chris</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R.png' class='respPic'></p></div>","5","1","Chris","trustrating_stim/white_mw024.bmp","Shared","0.6,0.2","9","0.6","15","2"
"html-keyboard-response","30","636784","0.0-18.0-2.1","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","null","","","","decisionFB","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 10</td><td style='text-align:right'>Round #: 2</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw024.bmp'><br><font class='baseline'><strong>Chris</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R5.png' class='respPic'></p></div>","null","1","Chris","trustrating_stim/white_mw024.bmp","Shared","0.6,0.2","9","0.6","10","2"
"html-keyboard-response","31","638790","0.0-18.0-3.1","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","null","","","","feedback","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 20</td><td style='text-align:right'>Round #: 2</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw024.bmp'><br><font class='baseline'><strong>Chris</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font><p><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></p></font></div>","null","1","Chris","trustrating_stim/white_mw024.bmp","Shared","0.6,0.2","9","0.6","20","2"
"html-keyboard-response","32","639543","0.0-18.0-1.2","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","751","","","","decision","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 25</td><td style='text-align:right'>Round #: 3</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00816_941205_fa_edt.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R.png' class='respPic'></p></div>","5","1","Tyler","trustrating_stim/white_00816_941205_fa_edt.bmp","Shared","0.8,0.4","15","0.8","25","3"
"html-keyboard-response","33","640545","0.0-18.0-2.2","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","null","","","","decisionFB","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 20</td><td style='text-align:right'>Round #: 3</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00816_941205_fa_edt.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R5.png' class='respPic'></p></div>","null","1","Tyler","trustrating_stim/white_00816_941205_fa_edt.bmp","Shared","0.8,0.4","15","0.8","20","3"
"html-keyboard-response","34","642547","0.0-18.0-3.2","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","null","","","","feedback","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 30</td><td style='text-align:right'>Round #: 3</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00816_941205_fa_edt.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font><p><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></p></font></div>","null","1","Tyler","trustrating_stim/white_00816_941205_fa_edt.bmp","Shared","0.8,0.4","15","0.8","30","3"
"html-keyboard-response","35","643094","0.0-18.0-1.3","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","546","","","","decision","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 35</td><td style='text-align:right'>Round #: 4</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw049.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R.png' class='respPic'></p></div>","5","1","Evan","trustrating_stim/white_mw049.bmp","Shared","0.2,0.6","9","0.2","35","4"
"html-keyboard-response","36","644096","0.0-18.0-2.3","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","null","","","","decisionFB","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 30</td><td style='text-align:right'>Round #: 4</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw049.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R5.png' class='respPic'></p></div>","null","1","Evan","trustrating_stim/white_mw049.bmp","Shared","0.2,0.6","9","0.2","30","4"
"html-keyboard-response","37","646098","0.0-18.0-3.3","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","null","","","","feedback","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 40</td><td style='text-align:right'>Round #: 4</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw049.bmp'><br><font class='baseline'><strong>Evan</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font><p><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></p></font></div>","null","1","Evan","trustrating_stim/white_mw049.bmp","Shared","0.2,0.6","9","0.2","40","4"
"html-keyboard-response","38","646598","0.0-18.0-1.4","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","499","","","","decision","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 45</td><td style='text-align:right'>Round #: 5</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw019.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R.png' class='respPic'></p></div>","5","2","Brian","trustrating_stim/white_mw019.bmp","Kept","0.4,0.8","8","0.4","45","5"
"html-keyboard-response","39","647602","0.0-18.0-2.4","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","null","","","","decisionFB","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 40</td><td style='text-align:right'>Round #: 5</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw019.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0R5.png' class='respPic'></p></div>","null","2","Brian","trustrating_stim/white_mw019.bmp","Kept","0.4,0.8","8","0.4","40","5"
"html-keyboard-response","40","649608","0.0-18.0-3.4","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","null","","","","feedback","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 40</td><td style='text-align:right'>Round #: 5</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw019.bmp'><br><font class='baseline'><strong>Brian</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font><p><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></p></font></div>","null","2","Brian","trustrating_stim/white_mw019.bmp","Kept","0.4,0.8","8","0.4","40","5"
"instructions","41","666983","0.0-19.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","[{""page_index"":0,""viewing_time"":4319},{""page_index"":1,""viewing_time"":8304},{""page_index"":2,""viewing_time"":4752}]","17375","","","","","","","","","","","","","","","",""
"image-keyboard-response","42","667591","0.0-20.0-1.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","607","","","","final_rating","","trustrating_stim/white_mw024.bmp","3","","Chris","","","","","","",""
"image-keyboard-response","43","667795","0.0-20.0-2.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","null","","","","final_ratingFB","","trustrating_stim/white_mw024.bmp","null","","","","","","","","",""
"image-keyboard-response","44","668439","0.0-20.0-1.1","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","540","","","","final_rating","","trustrating_stim/white_00816_941205_fa_edt.bmp","4","","Tyler","","","","","","",""
"image-keyboard-response","45","668642","0.0-20.0-2.1","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","null","","","","final_ratingFB","","trustrating_stim/white_00816_941205_fa_edt.bmp","null","","","","","","","","",""
"image-keyboard-response","46","669079","0.0-20.0-1.2","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","334","","","","final_rating","","trustrating_stim/white_mw049.bmp","5","","Evan","","","","","","",""
"image-keyboard-response","47","669284","0.0-20.0-2.2","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","null","","","","final_ratingFB","","trustrating_stim/white_mw049.bmp","null","","","","","","","","",""
"image-keyboard-response","48","672775","0.0-20.0-1.3","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","3387","","","","final_rating","","trustrating_stim/white_mw019.bmp","1","","Brian","","","","","","",""
"image-keyboard-response","49","672980","0.0-20.0-2.3","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","null","","","","final_ratingFB","","trustrating_stim/white_mw019.bmp","null","","","","","","","","",""
"","","","","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","","fullscreenexit","50","673107","fullscreenexit","","","","","","","","","","","",""
"fullscreen","50","674084","0.0-21.0","dstest","bdp_trlrn","Wed Sep 09 2020 11:30:29 GMT-0400 (Eastern Daylight Time)","674084","","","","","","","true","","","","","","","","","","",""
"html-keyboard-response","51","674592","0.0-22.0","","","","","","null","","","","","","","null","","","","","","","","",""
