"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","numBlurs","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"image-keyboard-response","25","42753","0.0-6.0-1.10","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","1963","","","","rating","","trustrating_stim/white_00960_960627_fb_edt.bmp","3","","","","","","","","","",""
"image-keyboard-response","26","42956","0.0-6.0-2.10","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00960_960627_fb_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","27","44705","0.0-6.0-1.11","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","1648","","","","rating","","trustrating_stim/white_mw046.bmp","2","","","","","","","","","",""
"image-keyboard-response","28","44908","0.0-6.0-2.11","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","",""
"image-keyboard-response","29","47665","0.0-6.0-1.12","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","2655","","","","rating","","trustrating_stim/white_00757_941201_fa_edt.bmp","3","","","","","","","","","",""
"image-keyboard-response","30","47869","0.0-6.0-2.12","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","31","49465","0.0-6.0-1.13","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","1492","","","","rating","","trustrating_stim/white_mw066.bmp","6","","","","","","","","","",""
"image-keyboard-response","32","49670","0.0-6.0-2.13","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","",""
"image-keyboard-response","33","52000","0.0-6.0-1.14","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","2227","","","","rating","","trustrating_stim/white_mw016.bmp","1","","","","","","","","","",""
"image-keyboard-response","34","52203","0.0-6.0-2.14","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw016.bmp","null","","","","","","","","","",""
"image-keyboard-response","35","54489","0.0-6.0-1.15","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","2184","","","","rating","","trustrating_stim/white_mw004.bmp","3","","","","","","","","","",""
"image-keyboard-response","36","54694","0.0-6.0-2.15","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw004.bmp","null","","","","","","","","","",""
"image-keyboard-response","37","57696","0.0-6.0-1.16","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","2900","","","","rating","","trustrating_stim/white_00897_960530_fb_edt.bmp","4","","","","","","","","","",""
"image-keyboard-response","38","57899","0.0-6.0-2.16","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00897_960530_fb_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","39","60749","0.0-6.0-1.17","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","2748","","","","rating","","trustrating_stim/white_mw084.bmp","4","","","","","","","","","",""
"image-keyboard-response","40","60950","0.0-6.0-2.17","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","",""
"image-keyboard-response","41","62032","0.0-6.0-1.18","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","977","","","","rating","","trustrating_stim/white_mw006.bmp","3","","","","","","","","","",""
"image-keyboard-response","42","62235","0.0-6.0-2.18","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw006.bmp","null","","","","","","","","","",""
"image-keyboard-response","43","63827","0.0-6.0-1.19","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","1490","","","","rating","","trustrating_stim/white_mw097.bmp","3","","","","","","","","","",""
"image-keyboard-response","44","64032","0.0-6.0-2.19","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","",""
"image-keyboard-response","45","66425","0.0-6.0-1.20","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","2288","","","","rating","","trustrating_stim/white_mw044.bmp","4","","","","","","","","","",""
"image-keyboard-response","46","66630","0.0-6.0-2.20","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw044.bmp","null","","","","","","","","","",""
"image-keyboard-response","47","68952","0.0-6.0-1.21","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","2220","","","","rating","","trustrating_stim/white_mw025.bmp","5","","","","","","","","","",""
"image-keyboard-response","48","69154","0.0-6.0-2.21","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw025.bmp","null","","","","","","","","","",""
"image-keyboard-response","49","70577","0.0-6.0-1.22","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","1318","","","","rating","","trustrating_stim/white_mw057.bmp","4","","","","","","","","","",""
"image-keyboard-response","50","70779","0.0-6.0-2.22","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw057.bmp","null","","","","","","","","","",""
"image-keyboard-response","51","72042","0.0-6.0-1.23","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","1161","","","","rating","","trustrating_stim/white_00602_940928_fb_edt.bmp","6","","","","","","","","","",""
"image-keyboard-response","52","72243","0.0-6.0-2.23","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","53","74609","0.0-6.0-1.24","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","2261","","","","rating","","trustrating_stim/white_mw051.bmp","5","","","","","","","","","",""
"image-keyboard-response","54","74814","0.0-6.0-2.24","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw051.bmp","null","","","","","","","","","",""
"image-keyboard-response","55","76895","0.0-6.0-1.25","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","1977","","","","rating","","trustrating_stim/white_mw035.bmp","4","","","","","","","","","",""
"image-keyboard-response","56","77099","0.0-6.0-2.25","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","",""
"image-keyboard-response","57","79624","0.0-6.0-1.26","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","2424","","","","rating","","trustrating_stim/white_mw022.bmp","5","","","","","","","","","",""
"image-keyboard-response","58","79825","0.0-6.0-2.26","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw022.bmp","null","","","","","","","","","",""
"image-keyboard-response","59","82176","0.0-6.0-1.27","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","2250","","","","rating","","trustrating_stim/white_mw072.bmp","6","","","","","","","","","",""
"image-keyboard-response","60","82379","0.0-6.0-2.27","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw072.bmp","null","","","","","","","","","",""
"image-keyboard-response","61","83776","0.0-6.0-1.28","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","1296","","","","rating","","trustrating_stim/white_00785_941205_fb_edt.bmp","3","","","","","","","","","",""
"image-keyboard-response","62","83978","0.0-6.0-2.28","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","63","87712","0.0-6.0-1.29","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","3632","","","","rating","","trustrating_stim/white_mw012.bmp","2","","","","","","","","","",""
"image-keyboard-response","64","87916","0.0-6.0-2.29","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw012.bmp","null","","","","","","","","","",""
"image-keyboard-response","65","90020","0.0-6.0-1.30","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","1997","","","","rating","","trustrating_stim/white_mw099.bmp","2","","","","","","","","","",""
"image-keyboard-response","66","90223","0.0-6.0-2.30","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw099.bmp","null","","","","","","","","","",""
"image-keyboard-response","67","92159","0.0-6.0-1.31","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","1834","","","","rating","","trustrating_stim/white_mw085.bmp","3","","","","","","","","","",""
"image-keyboard-response","68","92362","0.0-6.0-2.31","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw085.bmp","null","","","","","","","","","",""
"image-keyboard-response","69","94681","0.0-6.0-1.32","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","2212","","","","rating","","trustrating_stim/white_00223_940128_fb_edt.bmp","4","","","","","","","","","",""
"image-keyboard-response","70","94881","0.0-6.0-2.32","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","71","97487","0.0-6.0-1.33","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","2501","","","","rating","","trustrating_stim/white_00658_941121_fb_edt.bmp","5","","","","","","","","","",""
"image-keyboard-response","72","97691","0.0-6.0-2.33","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00658_941121_fb_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","73","99640","0.0-6.0-1.34","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","1844","","","","rating","","trustrating_stim/white_mw054.bmp","6","","","","","","","","","",""
"image-keyboard-response","74","99845","0.0-6.0-2.34","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw054.bmp","null","","","","","","","","","",""
"image-keyboard-response","75","101335","0.0-6.0-1.35","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","1388","","","","rating","","trustrating_stim/white_mw043.bmp","3","","","","","","","","","",""
"image-keyboard-response","76","101541","0.0-6.0-2.35","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw043.bmp","null","","","","","","","","","",""
"image-keyboard-response","77","103583","0.0-6.0-1.36","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","1939","","","","rating","","trustrating_stim/white_00120_931230_fa_edt.bmp","7","","","","","","","","","",""
"image-keyboard-response","78","103783","0.0-6.0-2.36","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","79","106328","0.0-6.0-1.37","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","2440","","","","rating","","trustrating_stim/white_00761_941201_fb_edt.bmp","8","","","","","","","","","",""
"image-keyboard-response","80","106530","0.0-6.0-2.37","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","81","108640","0.0-6.0-1.38","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","2005","","","","rating","","trustrating_stim/white_mw019.bmp","6","","","","","","","","","",""
"image-keyboard-response","82","108841","0.0-6.0-2.38","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw019.bmp","null","","","","","","","","","",""
"image-keyboard-response","83","110362","0.0-6.0-1.39","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","1418","","","","rating","","trustrating_stim/white_mw013.bmp","6","","","","","","","","","",""
"image-keyboard-response","84","110564","0.0-6.0-2.39","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw013.bmp","null","","","","","","","","","",""
"instructions","85","113008","0.0-7.0","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":2342}]","2343","","","","","","","","","","","","","","","","",""
"","","","","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","","blur","86","167343","blurevent","","","","1","","","","","","","","",""
"","","","","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","","focus","86","201555","focusevent","","","","","","","","","","","","",""
"instructions","86","207983","0.0-8.0","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":3390},{""page_index"":1,""viewing_time"":6929},{""page_index"":2,""viewing_time"":5715},{""page_index"":3,""viewing_time"":10774},{""page_index"":4,""viewing_time"":14821},{""page_index"":5,""viewing_time"":51321},{""page_index"":6,""viewing_time"":1922}]","94872","","","","","","","","","","","","","","","","",""
"html-keyboard-response","87","210341","0.0-9.0","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","2357","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","B","","","","","","","","","",""
"html-keyboard-response","88","211452","0.0-10.0","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","1007","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 0</p><p style='color:#00FF00'>b) 1</p><p>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>The minimum number of points you can choose to send to your partner is 1 point.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","",""
"html-keyboard-response","89","214067","0.0-11.0","dstesting","bdp_trlrn","Mon May 10 2021 10:55:03 GMT-0400 (Eastern Daylight Time)","564600","Untrustworthy,Trustworthy","","2514","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>2) What is the maximum number of points you can choose to send to your partner?</strong></p><p>a) 8</p><p>b) 5</p><p>c) 3</p>","B","","","","","","","","","",""
