"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"image-keyboard-response","50","1172635","0.0-20.0-1.4","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","final_rating","","","367","","trustrating_stim/white_00785_941205_fb_edt.bmp","7","","","","","","","","",""
"image-keyboard-response","51","1172839","0.0-20.0-2.4","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","final_ratingFB","","","null","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","",""
"image-keyboard-response","52","1173322","0.0-20.0-1.5","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","final_rating","","","380","","trustrating_stim/white_mw071.bmp","4","","","","","","","","",""
"image-keyboard-response","53","1173525","0.0-20.0-2.5","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","final_ratingFB","","","null","","trustrating_stim/white_mw071.bmp","null","","","","","","","","",""
"image-keyboard-response","54","1173898","0.0-20.0-1.6","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","final_rating","","","269","","trustrating_stim/white_mw099.bmp","3","","","","","","","","",""
"image-keyboard-response","55","1174099","0.0-20.0-2.6","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","final_ratingFB","","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","",""
"image-keyboard-response","56","1174610","0.0-20.0-1.7","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","final_rating","","","406","","trustrating_stim/white_mw046.bmp","1","","","","","","","","",""
"image-keyboard-response","57","1174814","0.0-20.0-2.7","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","final_ratingFB","","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","",""
"fullscreen","58","1175922","0.0-21.0","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","","","","","true","","","","","","","","","","",""
"html-keyboard-response","59","1176423","0.0-22.0","","","","","","","","","","","","null","","","null","","","","","","","","",""
