"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"","","","","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","focus","16","860244","focusevent","","","","","","","","","","","","","","",""
"","","","","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","blur","16","870123","blurevent","","","","","","","","","","","","","","",""
"","","","","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","focus","16","958525","focusevent","","","","","","","","","","","","","","",""
"instructions","16","1074783","0.0-8.0","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":509783},{""page_index"":1,""viewing_time"":29817},{""page_index"":2,""viewing_time"":14288},{""page_index"":3,""viewing_time"":40209},{""page_index"":4,""viewing_time"":1840},{""page_index"":3,""viewing_time"":496},{""page_index"":2,""viewing_time"":488},{""page_index"":1,""viewing_time"":512},{""page_index"":0,""viewing_time"":4608},{""page_index"":1,""viewing_time"":200},{""page_index"":2,""viewing_time"":368},{""page_index"":3,""viewing_time"":66075},{""page_index"":2,""viewing_time"":607},{""page_index"":1,""viewing_time"":544},{""page_index"":0,""viewing_time"":2976},{""page_index"":1,""viewing_time"":936},{""page_index"":2,""viewing_time"":52746},{""page_index"":3,""viewing_time"":2296},{""page_index"":2,""viewing_time"":152},{""page_index"":1,""viewing_time"":168},{""page_index"":0,""viewing_time"":2192},{""page_index"":1,""viewing_time"":632},{""page_index"":2,""viewing_time"":688},{""page_index"":3,""viewing_time"":90865},{""page_index"":4,""viewing_time"":16408},{""page_index"":5,""viewing_time"":93243},{""page_index"":6,""viewing_time"":6272}]","939409","","","","","","","","","","","",""
"html-keyboard-response","17","1080728","0.0-9.0","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","","","","5944","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","A","","","","","","","","",""
"html-keyboard-response","18","1082847","0.0-10.0","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","","","","2017","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p style='color:#FF0000'>a) 0</p><p>b) 1</p><p>c) 5</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>The minimum number of points you can choose to send to your partner is 1 point.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"html-keyboard-response","19","1084407","0.0-11.0","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","","","","1458","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>2) What is the maximum number of points you can choose to send to your partner?</strong></p><p>a) 8</p><p>b) 5</p><p>c) 3</p>","B","","","","","","","","",""
"html-keyboard-response","20","1085800","0.0-12.0","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","","","","1290","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>2) What is the maximum number of points you can choose to send to your partner?</strong></p><p>a) 8</p><p style='color:#00FF00'>b) 5</p><p>c) 3</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>The maximum number of points you can choose to send to your partner is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"html-keyboard-response","21","1087847","0.0-13.0","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","","","","1943","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>3) What happens to the amount of points you send to your partner?</strong></p><p>a) Nothing</p><p>b) It doubles</p><p>c) It quadruples</p>","B","","","","","","","","",""
"html-keyboard-response","22","1097160","0.0-14.0","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","","","","9209","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>3) What happens to the amount of points you send to your partner?</strong></p><p>a) Nothing</p><p style='color:#FF0000'>b) It doubles</p><p>c) It quadruples</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The amount of points you send to your partner quadruples.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"html-keyboard-response","23","1104632","0.0-15.0","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","","","","7368","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>4) If you decide to share 4 out of 5 points with your partner, and he decided to share half of what he received, how many points would you end up with in this round?</strong></p><p>a) 16</p><p>b) 0</p><p>c) 9</p>","C","","","","","","","","",""
"html-keyboard-response","24","1106136","0.0-16.0","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","","","","1403","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>4) If you decide to share 4 points with your partner, and he decided to share half of what he received, how many points would you end up with in this round?</strong></p><p>a) 16</p><p>b) 0</p><p style='color:#00FF00'>c) 9</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>If you share 4 out of 5 points with your partner and he decided to share half with you, you would receive 8 points back (i.e. (4 x 4)/2 = 8), totaling to 9 points altogether.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"instructions","25","1110705","0.0-17.0","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":4466}]","4467","","","","","","","","","","","",""
"html-keyboard-response","26","1114336","0.0-18.0-1.0","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","decision","","","3529","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 5</td><td style='text-align:right'>Round #: 1</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0L.png' class='respPic'></p></div>","3","1","Jason","trustrating_stim/white_00761_941201_fb_edt.bmp","Kept","0.4,0.8","12","0.4","5","1"
"html-keyboard-response","27","1115338","0.0-18.0-2.0","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","decisionFB","","","null","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 2</td><td style='text-align:right'>Round #: 1</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0L3.png' class='respPic'></p></div>","null","1","Jason","trustrating_stim/white_00761_941201_fb_edt.bmp","Kept","0.4,0.8","12","0.4","2","1"
"html-keyboard-response","28","1117340","0.0-18.0-3.0","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","feedback","","","null","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 2</td><td style='text-align:right'>Round #: 1</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jason</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font><p><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></p></font></div>","null","1","Jason","trustrating_stim/white_00761_941201_fb_edt.bmp","Kept","0.4,0.8","12","0.4","2","1"
"html-keyboard-response","29","1123633","0.0-18.0-1.1","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","decision","","","6292","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 7</td><td style='text-align:right'>Round #: 2</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>James</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0L.png' class='respPic'></p></div>","3","1","James","trustrating_stim/white_mw089.bmp","Shared","0.8,0.4","14","0.8","7","2"
"html-keyboard-response","30","1124635","0.0-18.0-2.1","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","decisionFB","","","null","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 4</td><td style='text-align:right'>Round #: 2</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>James</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0L3.png' class='respPic'></p></div>","null","1","James","trustrating_stim/white_mw089.bmp","Shared","0.8,0.4","14","0.8","4","2"
"html-keyboard-response","31","1126637","0.0-18.0-3.1","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","feedback","","","null","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 10</td><td style='text-align:right'>Round #: 2</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>James</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font><p><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></p></font></div>","null","1","James","trustrating_stim/white_mw089.bmp","Shared","0.8,0.4","14","0.8","10","2"
"html-keyboard-response","32","1131513","0.0-18.0-1.2","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","decision","","","4875","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 15</td><td style='text-align:right'>Round #: 3</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0L.png' class='respPic'></p></div>","5","1","Tyler","trustrating_stim/white_mw099.bmp","Kept","0.2,0.6","14","0.2","15","3"
"html-keyboard-response","33","1132517","0.0-18.0-2.2","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","decisionFB","","","null","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 10</td><td style='text-align:right'>Round #: 3</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0L5.png' class='respPic'></p></div>","null","1","Tyler","trustrating_stim/white_mw099.bmp","Kept","0.2,0.6","14","0.2","10","3"
"html-keyboard-response","34","1134519","0.0-18.0-3.2","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","feedback","","","null","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 10</td><td style='text-align:right'>Round #: 3</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font><p><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></p></font></div>","null","1","Tyler","trustrating_stim/white_mw099.bmp","Kept","0.2,0.6","14","0.2","10","3"
"html-keyboard-response","35","1136769","0.0-18.0-1.3","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","decision","","","2249","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 15</td><td style='text-align:right'>Round #: 4</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0L.png' class='respPic'></p></div>","5","1","Jonathan","trustrating_stim/white_mw084.bmp","Shared","0.6,0.2","13","0.6","15","4"
"html-keyboard-response","36","1137772","0.0-18.0-2.3","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","decisionFB","","","null","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 10</td><td style='text-align:right'>Round #: 4</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0L5.png' class='respPic'></p></div>","null","1","Jonathan","trustrating_stim/white_mw084.bmp","Shared","0.6,0.2","13","0.6","10","4"
"html-keyboard-response","37","1139778","0.0-18.0-3.3","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","feedback","","","null","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 20</td><td style='text-align:right'>Round #: 4</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font><p><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></p></font></div>","null","1","Jonathan","trustrating_stim/white_mw084.bmp","Shared","0.6,0.2","13","0.6","20","4"
"html-keyboard-response","38","1145689","0.0-18.0-1.4","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","decision","","","5910","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 25</td><td style='text-align:right'>Round #: 5</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0L.png' class='respPic'></p></div>","1","2","Jason","trustrating_stim/white_00761_941201_fb_edt.bmp","Kept","0.4,0.8","12","0.4","25","5"
"html-keyboard-response","39","1146693","0.0-18.0-2.4","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","decisionFB","","","null","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 24</td><td style='text-align:right'>Round #: 5</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><p><img src='img/responseButtonOffersNo0L1.png' class='respPic'></p></div>","null","2","Jason","trustrating_stim/white_00761_941201_fb_edt.bmp","Kept","0.4,0.8","12","0.4","24","5"
"html-keyboard-response","40","1148696","0.0-18.0-3.4","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","feedback","","","null","","<div class='pointsDiv'><table width=550px><tr><td>Current Point Total: 24</td><td style='text-align:right'>Round #: 5</td></tr></table></div><div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jason</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font><p><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></p></font></div>","null","2","Jason","trustrating_stim/white_00761_941201_fb_edt.bmp","Kept","0.4,0.8","12","0.4","24","5"
"instructions","41","1169345","0.0-19.0","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":10801},{""page_index"":1,""viewing_time"":5615},{""page_index"":2,""viewing_time"":4232}]","20648","","","","","","","","","","","",""
"image-keyboard-response","42","1170194","0.0-20.0-1.0","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","final_rating","","","847","","trustrating_stim/white_mw089.bmp","8","","","","","","","","",""
"image-keyboard-response","43","1170395","0.0-20.0-2.0","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","final_ratingFB","","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","",""
"image-keyboard-response","44","1170874","0.0-20.0-1.1","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","final_rating","","","373","","trustrating_stim/white_mw084.bmp","3","","","","","","","","",""
"image-keyboard-response","45","1171079","0.0-20.0-2.1","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","final_ratingFB","","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","",""
"image-keyboard-response","46","1171434","0.0-20.0-1.2","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","final_rating","","","249","","trustrating_stim/white_mw035.bmp","9","","","","","","","","",""
"image-keyboard-response","47","1171635","0.0-20.0-2.2","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","final_ratingFB","","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","",""
"image-keyboard-response","48","1171962","0.0-20.0-1.3","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","final_rating","","","225","","trustrating_stim/white_00761_941201_fb_edt.bmp","2","","","","","","","","",""
"image-keyboard-response","49","1172162","0.0-20.0-2.3","pilottest","bdp_trlrn","Wed Nov 18 2020 16:09:45 GMT-0500 (Eastern Standard Time)","1175922","Untrustworthy,Trustworthy","","","","final_ratingFB","","","null","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","",""
