"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"pavlovia","0","2","0.0-0.0","dstest","bdp_trlrn","Wed Sep 09 2020 22:24:55 GMT-0400 (Eastern Daylight Time)","283500","","","","","","","","","","","","","","","","","",""
"instructions","1","1589","0.0-1.0","dstest","bdp_trlrn","Wed Sep 09 2020 22:24:55 GMT-0400 (Eastern Daylight Time)","283500","[{""page_index"":0,""viewing_time"":1585}]","1586","","","","","","","","","","","","","","","",""
"","","","","dstest","bdp_trlrn","Wed Sep 09 2020 22:24:55 GMT-0400 (Eastern Daylight Time)","283500","","","fullscreenenter","2","7014","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","7996","0.0-2.0","dstest","bdp_trlrn","Wed Sep 09 2020 22:24:55 GMT-0400 (Eastern Daylight Time)","283500","","","","","","","true","","","","","","","","","","",""
"instructions","3","30488","0.0-4.0","dstest","bdp_trlrn","Wed Sep 09 2020 22:24:55 GMT-0400 (Eastern Daylight Time)","283500","[{""page_index"":0,""viewing_time"":15894},{""page_index"":1,""viewing_time"":6597}]","22491","","","","","","","","","","","","","","","",""
"instructions","4","31272","0.0-5.0","dstest","bdp_trlrn","Wed Sep 09 2020 22:24:55 GMT-0400 (Eastern Daylight Time)","283500","[{""page_index"":0,""viewing_time"":784}]","784","","","","","","","","","","","","","","","",""
"image-keyboard-response","5","36516","0.0-6.0-1.0","dstest","bdp_trlrn","Wed Sep 09 2020 22:24:55 GMT-0400 (Eastern Daylight Time)","283500","","5141","","","","rating","","trustrating_stim/white_mw052.bmp","4","","","","","","","","",""
"image-keyboard-response","6","36718","0.0-6.0-2.0","dstest","bdp_trlrn","Wed Sep 09 2020 22:24:55 GMT-0400 (Eastern Daylight Time)","283500","","null","","","","ratingFB","","trustrating_stim/white_mw052.bmp","null","","","","","","","","",""
"image-keyboard-response","7","39175","0.0-6.0-1.1","dstest","bdp_trlrn","Wed Sep 09 2020 22:24:55 GMT-0400 (Eastern Daylight Time)","283500","","2354","","","","rating","","trustrating_stim/white_mw028.bmp","4","","","","","","","","",""
"image-keyboard-response","8","39379","0.0-6.0-2.1","dstest","bdp_trlrn","Wed Sep 09 2020 22:24:55 GMT-0400 (Eastern Daylight Time)","283500","","null","","","","ratingFB","","trustrating_stim/white_mw028.bmp","null","","","","","","","","",""
"image-keyboard-response","9","42172","0.0-6.0-1.2","dstest","bdp_trlrn","Wed Sep 09 2020 22:24:55 GMT-0400 (Eastern Daylight Time)","283500","","2688","","","","rating","","trustrating_stim/white_mw044.bmp","3","","","","","","","","",""
