PROLIFIC_PID,tr_totalTime,tr_rat_mean,tr_rat_std,tr_rat_r1r2_corr_r,tr_rat_r1r2_corr_p,tr_qa:rat_%rt<300,tr_qa:rat_%rt>10000,tr_qa:rat_%Conseqs,tr_qa:rat_instruxDur,tr_qa:rat_blurEv,tr_qa:dec_%rt<300,tr_qa:dec_%rt>10000,tr_qa:dec_%Conseqs,tr_qa:dec_instruxDur,tr_qa:dec_blurEv,tr_frat_r1r2_corr_r,tr_frat_r1r2_corr_p,tr_qa:frat_%rt<300,tr_qa:frat_%rt>10000,tr_qa:frat_%Conseqs,tr_qa:frat_instruxDur,rw_totalTime,rw_qa:dec_%rt<300,rw_qa:dec_%rt>10000,rw_qa:dec_%Conseqs,rw_qa:dec_instruxDur,rw_qa:frat_%rt<300,rw_qa:frat_%rt>10000,rw_qa:frat_%Conseqs,rw_qa:frat_instruxDur,rw_qa:blurEv,subjLR_3prm,subjD_3prm,subjp0_3prm,subjNLL_3prm,subjLRTp_3prm
5f2f86864fd821374b4367bc,565.772,5.25,3.1975891342050877,-0.16328554570649206,0.3886011631275894,0.0,0.0,0.4,12.25,0.0,0.75,0.0,0.946969696969697,60.43,0.0,-0.21200662374236867,0.5082940638631399,0.16666666666666666,0.0,0.6666666666666666,13.94,317.618,0.7803030303030303,0.007575757575757576,0.8712121212121212,2.0,0.0,0.0,0.8333333333333334,0.6,0.0,0.019367945833934256,0.9999546021312976,-1.0,362.7350167254458,7.194333156300123e-29
61492ac26b91b5b11ba2c88b,631.332,4.216666666666667,2.597858744523492,0.9518484346245267,6.564740816535097e-16,0.0,0.0,0.23333333333333334,8.42,1.0,0.0,0.0,0.19696969696969696,89.2,0.0,0.5346057418960863,0.07333471275640098,0.0,0.0,0.08333333333333333,17.42,504.727,0.0,0.0,0.1590909090909091,7.36,0.0,0.0,0.0,29.62,0.0,0.17149968760790435,0.4444557453148924,-0.5258798494518108,395.65800595288323,2.067079163704141e-14
60234c1d5a0cf81cba76ce5d,800.233,4.833333333333333,2.6944177489115746,0.8069737469556535,7.179993937489609e-08,0.0,0.0,0.16666666666666666,13.11,0.0,0.015151515151515152,0.0,0.3560606060606061,135.66,0.0,0.40499074294059767,0.1915606025287686,0.0,0.0,0.25,15.3,1140.393,0.0,0.05303030303030303,0.1590909090909091,22.99,0.0,0.3333333333333333,0.0,56.12,0.0,0.11535260915269763,0.565883544633418,-0.17793157423032802,419.8951830214299,0.0015714905166386846
6362aca86b740b1ec4cb6efb,878.497,4.916666666666667,3.4162704744797736,-0.5318835497624039,0.0024858739880143613,0.21666666666666667,0.0,0.35,32.46,2.0,0.06060606060606061,0.0,0.3181818181818182,170.04,1.0,0.30443870783668153,0.335991797308029,0.16666666666666666,0.0,0.0,26.1,635.299,0.3712121212121212,0.007575757575757576,0.20454545454545456,1.86,0.0,0.16666666666666666,0.0,65.18,4.0,0.08680508242264551,0.9999546021312976,-1.0,331.8759581655718,2.3370029459226064e-42
60fcd2b146529d02f1566012,529.8,5.383333333333334,1.9492864115168638,0.6340947376931119,0.00016822921705961284,0.0,0.0,0.23333333333333334,6.11,2.0,0.08333333333333333,0.0,0.5378787878787878,48.83,0.0,0.7952612628504397,0.001986121469009111,0.0,0.0,0.08333333333333333,14.07,442.68,0.0,0.0,0.38636363636363635,7.45,0.0,0.0,0.3333333333333333,24.14,0.0,0.1340135278036402,0.9999546021312976,-0.7386490045175557,354.78272961716067,2.3855868984217724e-32
63ed12d2c25b08ba24fe8a41,846.621,5.25,2.0052896151623503,0.4057166639184314,0.0261195374231897,0.0,0.016666666666666666,0.16666666666666666,18.85,1.0,0.015151515151515152,0.0,0.3106060606060606,128.65,0.0,-0.3383679829706526,0.2820151080976992,0.0,0.0,0.08333333333333333,17.55,496.667,0.0,0.0,0.2196969696969697,6.32,0.0,0.0,0.3333333333333333,16.07,1.0,0.416005594236996,0.6375830767251557,-0.02440475030771265,379.9001026258467,2.402136950124051e-21
5d412a9013864b0015b14b31,721.525,4.683333333333334,1.5348126001287992,0.8168516045225248,3.673645149758313e-08,0.0,0.0,0.1,17.33,0.0,0.1590909090909091,0.0,0.24242424242424243,91.27,0.0,0.5555414923488222,0.06075447230195248,0.0,0.0,0.25,22.37,324.832,0.6590909090909091,0.0,0.3484848484848485,4.58,0.0,0.0,0.0,19.13,0.0,0.2648557813452836,0.7097592134179381,-1.0,403.4869822018598,6.03460328535993e-11
62ec219e5f3634408fb35580,580.123,4.433333333333334,2.36762533301072,0.9019710890431288,1.0088903027443758e-11,0.0,0.0,0.21666666666666667,10.15,0.0,0.030303030303030304,0.0,0.4015151515151515,92.04,0.0,0.9240300408519946,1.752515655257651e-05,0.0,0.0,0.08333333333333333,9.87,462.284,0.1893939393939394,0.0,0.38636363636363635,10.25,0.0,0.0,0.0,29.29,0.0,0.25774375127222243,0.9393874847045646,0.25667815627201623,375.77674735289764,3.7255577113701684e-23
594936ad4152bf0001bfd5cd,676.363,4.8,0.5142049977013226,0.8790490729915331,1.6518421600556441e-10,0.0,0.0,0.5666666666666667,10.48,0.0,0.0,0.0,0.32575757575757575,79.41,0.0,0.5024862830384333,0.09593146925466176,0.0,0.0,0.16666666666666666,16.25,407.559,0.0,0.0,0.3181818181818182,6.83,0.0,0.0,0.0,10.92,0.0,0.5780850647755651,0.9999546021312976,0.0754742801570652,339.9530136921072,7.870265597740723e-39
63d842d3e9626bd5fe5c17b1,465.26,5.0,0.0,,,0.2,0.0,0.9833333333333333,6.34,1.0,0.4696969696969697,0.0,0.6515151515151515,81.43,0.0,,,0.0,0.0,0.3333333333333333,12.38,675.732,0.803030303030303,0.0,0.7121212121212122,9.1,0.0,0.0,0.0,47.24,1.0,0.027260823420377462,0.9999546021312976,1.0,394.07444628579844,4.135461843816616e-15
631bc422eec20143118ad66b,623.131,6.316666666666666,2.3397208776498823,0.3903660002865512,0.03294857500269884,0.0,0.0,0.18333333333333332,21.99,0.0,0.48484848484848486,0.0,0.44696969696969696,135.32,1.0,0.5445247005394181,0.06717073689318957,0.0,0.0,0.3333333333333333,8.66,316.584,0.8560606060606061,0.0,0.5151515151515151,6.89,0.0,0.0,0.5,4.68,1.0,0.1081443029493422,0.07045936566469582,0.9013299685567738,373.0735226513837,2.4309805230150276e-24
58016c9f551314000145af58,787.676,4.816666666666666,0.8334463200240203,0.7516773990357879,1.6845778022336029e-06,0.0,0.0,0.36666666666666664,20.34,0.0,0.07575757575757576,0.0,0.2727272727272727,174.71,0.0,0.7448044896552724,0.005449934450351424,0.0,0.0,0.08333333333333333,4.06,471.173,0.5909090909090909,0.0,0.5378787878787878,7.46,0.0,0.0,0.16666666666666666,21.06,2.0,0.0615738573949847,0.2882142183774604,0.007154927129756616,418.55131053726666,0.0003694696459869638
63d1c10210ce566ce71616e8,576.004,1.8833333333333333,1.354110711577543,0.2738591217106548,0.1430803014961939,0.0,0.0,0.4166666666666667,8.19,0.0,0.5984848484848485,0.0,0.3181818181818182,165.31,0.0,0.07363139133579087,0.8201012433956852,0.0,0.0,0.4166666666666667,14.54,419.72,0.4166666666666667,0.0,0.14393939393939395,5.71,0.0,0.0,0.16666666666666666,26.35,0.0,0.031157593697478652,0.1890757685126148,-0.1484618604627112,422.08416775471636,0.017808577603008607
5e55e83cc65ccb5ed547cb04,849.288,3.933333333333333,2.3783391631853603,0.5525170204742224,0.0015453460148688988,0.0,0.0,0.2,14.41,0.0,0.015151515151515152,0.0,0.11363636363636363,167.73,0.0,0.13908049045495824,0.6664068421034149,0.0,0.0,0.0,31.9,622.936,0.022727272727272728,0.0,0.022727272727272728,45.04,0.0,0.0,0.16666666666666666,50.17,0.0,0.12472043188573408,0.5852178703915267,-0.18529878128943464,418.75814107569624,0.00046105474582907756
63e5b3e89a3823139cb9d35e,657.417,5.133333333333334,2.235815300175123,0.38447677589717,0.03592418037184568,0.0,0.0,0.15,40.25,0.0,0.4015151515151515,0.0,0.2803030303030303,134.87,0.0,0.6118614236494304,0.03447998081091409,0.0,0.0,0.25,42.93,335.92,0.803030303030303,0.0,0.7424242424242424,7.36,0.0,0.0,0.16666666666666666,6.21,1.0,0.08520655847804454,0.36495456095742473,0.2831319688236498,415.0425508637743,9.069072932867879e-06
6400ea4cec0b310140841b2d,574.005,3.6,2.2639398686390853,0.8485481047475264,3.160934644271203e-09,0.0,0.0,0.13333333333333333,7.7,0.0,0.3333333333333333,0.0,0.15151515151515152,56.87,0.0,0.9504285966322146,2.168618322822135e-06,0.0,0.0,0.08333333333333333,4.16,438.28,0.22727272727272727,0.0,0.22727272727272727,10.95,0.0,0.0,0.0,15.38,0.0,0.10578083844251567,0.4833335940428328,-0.5667629378002532,412.9296956554098,1.0022363342613639e-06
6352b3c968388ef86f3556db,633.379,5.166666666666667,2.0433162366451887,0.6817280529627138,3.3514927991046214e-05,0.0,0.0,0.06666666666666667,20.61,0.0,0.10606060606060606,0.0,0.23484848484848486,71.35,0.0,0.5457878825534308,0.066412324452906,0.0,0.0,0.25,16.27,360.793,0.14393939393939395,0.0,0.4318181818181818,2.11,0.0,0.0,0.0,8.86,0.0,0.19173618472065404,0.3981764169377076,1.0,369.41047068374485,6.030742896905237e-26
63dc7b5bf451a34177b66c66,1163.551,4.683333333333334,1.545816296523902,-0.41099323460655823,0.024058397403459813,0.0,0.03333333333333333,0.13333333333333333,74.46,0.0,0.09090909090909091,0.0,0.22727272727272727,285.04,0.0,-0.5240974256643346,0.08027662528612732,0.0,0.08333333333333333,0.08333333333333333,32.34,459.587,0.20454545454545456,0.0,0.3787878787878788,8.47,0.0,0.0,0.0,19.5,0.0,0.20584574136312603,0.9830199988223935,-0.5200782216565732,358.93310858478867,1.5600731410756767e-30
63d881ab484805569b553bd8,585.3,3.7666666666666666,2.036669486900134,0.5786407277758675,0.0008089203583340718,0.0,0.0,0.3,11.08,0.0,0.09090909090909091,0.0,0.022727272727272728,66.1,0.0,0.5968906638081337,0.040461682906597046,0.0,0.0,0.25,8.12,533.905,0.12878787878787878,0.0,0.11363636363636363,4.48,0.0,0.0,0.0,28.24,0.0,0.0030729083691528256,0.25246100113303893,0.2265728449276804,421.34536271800846,0.007740752390714047
63d43dc4b4b7a0e426a381cd,718.52,5.633333333333334,1.5290039592311828,0.5889326939891582,0.0006174212686370816,0.0,0.0,0.35,8.24,0.0,0.015151515151515152,0.0,0.5909090909090909,97.42,0.0,0.8874985629701009,0.00011717109677631212,0.0,0.0,0.08333333333333333,8.92,534.733,0.0,0.0,0.32575757575757575,8.24,0.0,0.0,0.3333333333333333,19.36,0.0,0.22247778938482024,0.02935092665995159,0.9658072058153501,374.7503803874467,1.3214204208596797e-23
5e7abb2c6c89e4000a180b4a,830.858,4.716666666666667,1.6883616235129881,0.794124879055131,1.6250321461737086e-07,0.0,0.0,0.11666666666666667,25.13,0.0,0.0,0.0,0.6363636363636364,109.7,0.0,0.2578483140393151,0.41844193931110907,0.0,0.0,0.0,27.36,526.602,0.0,0.0,0.45454545454545453,11.27,0.0,0.0,0.16666666666666666,30.92,0.0,0.42731359373594346,0.9999546021312976,-0.872729530368291,275.1110829495881,4.1058550540507086e-67
63d42c21dc6f4d60e34cc337,602.312,4.216666666666667,2.278057949789441,0.5987845617147767,0.00047265632114580706,0.0,0.0,0.11666666666666667,11.29,0.0,0.29545454545454547,0.0,0.13636363636363635,68.15,0.0,0.7637174416227143,0.003839424550995059,0.0,0.0,0.08333333333333333,5.58,503.41,0.1893939393939394,0.0,0.16666666666666666,11.15,0.0,0.0,0.16666666666666666,33.53,0.0,4.5397868702434395e-05,0.9982325120317608,0.8166823307039108,388.914973634508,2.203542571144982e-17
62f6bc18e456bdf4bc90dd7b,829.322,4.383333333333334,2.1160537837728057,0.5807761692422942,0.0007653867388138288,0.0,0.08333333333333333,0.18333333333333332,5.65,0.0,0.3333333333333333,0.045454545454545456,0.4621212121212121,65.48,0.0,0.9058414916072398,4.967593511779448e-05,0.0,0.0,0.16666666666666666,13.59,1462.01,0.4015151515151515,0.022727272727272728,0.5454545454545454,22.21,0.0,0.0,0.16666666666666666,297.74,1.0,0.08659910710069972,0.16683608856019705,-0.191412181329082,414.25095479627663,3.965797393921735e-06
632aaef27780d596dc7e0a9f,,,,,,,,,,,,,,,,,,,,,,667.598,0.0,0.0,0.25757575757575757,18.27,0.0,0.0,0.0,29.2,0.0,,,,,
63d6873b65a6170d64a652f6,490.148,4.616666666666666,1.1213137976357739,0.3133197987954037,0.09180433204176788,0.0,0.0,0.2,8.34,0.0,0.3712121212121212,0.0,0.4318181818181818,62.88,0.0,0.5765196684585955,0.0497371227427325,0.0,0.0,0.16666666666666666,4.25,568.048,0.007575757575757576,0.015151515151515152,0.49242424242424243,6.47,0.0,0.3333333333333333,0.0,37.95,0.0,0.057081362949528876,4.5397868702434395e-05,1.0,357.40864768201993,3.358845682094729e-31
633fa968afc8d3d2c0d8745c,486.63,5.45,0.9283665260982119,,,0.75,0.0,0.9333333333333333,18.46,0.0,0.48484848484848486,0.007575757575757576,0.44696969696969696,12.08,0.0,0.45427895012744285,0.13791794046869996,0.75,0.0,0.4166666666666667,22.64,449.022,0.14393939393939395,0.0,0.26515151515151514,12.07,0.0,0.0,0.0,10.57,0.0,0.001419785647688171,0.9999546021312976,0.43781810090104223,414.1440773591272,3.5474076889195026e-06
5c3161130cfe9a00012f71ff,629.672,4.8,2.097617696340303,0.292838086090094,0.11631327524965263,0.0,0.016666666666666666,0.03333333333333333,40.95,0.0,0.5833333333333334,0.0,0.4090909090909091,102.28,0.0,0.29081790372161304,0.3591209803923028,0.0,0.0,0.25,7.29,282.039,0.7954545454545454,0.0,0.5909090909090909,2.79,0.0,0.0,0.16666666666666666,2.4,0.0,0.0481958714010057,4.5397868702434395e-05,1.0,358.0094163419336,6.151974069553886e-31
5f1f3581b5cf3e103cc545c9,1031.882,3.95,1.5118178528972936,0.617593159436439,0.0002768505246033646,0.0,0.0,0.13333333333333333,43.33,0.0,0.0,0.0,0.17424242424242425,264.75,0.0,0.48636135580559103,0.10886409701230057,0.0,0.0,0.08333333333333333,16.85,689.277,0.0,0.007575757575757576,0.24242424242424243,10.55,0.0,0.0,0.16666666666666666,20.34,1.0,0.1273552795872696,0.6684992108637499,-0.2662968306900412,403.1339038620283,4.206339175657637e-11
63d42387aba51e699ab9ce5c,640.219,4.05,1.943481063470338,-0.01907191853985194,0.92031942183824,0.0,0.0,0.08333333333333333,10.68,2.0,0.4318181818181818,0.007575757575757576,0.11363636363636363,65.07,0.0,0.49430491540909277,0.10235672578681511,0.0,0.0,0.4166666666666667,8.88,283.1,0.6590909090909091,0.007575757575757576,0.06818181818181818,2.88,0.16666666666666666,0.0,0.0,4.94,0.0,0.011411670636957512,0.2666191264791916,0.07838135834475866,423.79952675646155,0.13943673427312825
5fa935b3d330fa0429da624a,629.818,3.75,2.071804257490541,0.7499000732791516,1.8390782904717996e-06,0.0,0.0,0.13333333333333333,48.18,1.0,0.030303030303030304,0.0,0.20454545454545456,53.46,0.0,0.5947618842394494,0.0413683510900966,0.0,0.0,0.08333333333333333,21.93,389.613,0.007575757575757576,0.0,0.23484848484848486,2.54,0.0,0.0,0.0,5.89,0.0,0.3813809911321292,0.20822010596369175,0.7744792363350679,376.372373999367,6.799335379588152e-23
63d97863bc1e08294519edd8,529.461,4.916666666666667,2.085394460646996,0.8246610189873641,2.101258625800485e-08,0.0,0.0,0.08333333333333333,6.31,0.0,0.2803030303030303,0.0,0.6742424242424242,78.72,0.0,0.15243140767425395,0.636256996486774,0.0,0.0,0.16666666666666666,13.91,384.577,0.23484848484848486,0.0,0.6666666666666666,4.38,0.0,0.0,0.0,17.37,0.0,0.08789933885062493,4.5397868702434395e-05,-1.0,405.61704130306964,5.339242335675479e-10
60fefd59226b2b1d87bc36db,776.367,1.0333333333333334,0.2581988897471614,,,0.06666666666666667,0.016666666666666666,0.95,13.69,0.0,0.19696969696969696,0.022727272727272728,0.5,105.48,0.0,,,0.08333333333333333,0.0,0.9166666666666666,65.98,802.65,0.015151515151515152,0.030303030303030304,0.3106060606060606,20.0,0.0,0.16666666666666666,0.16666666666666666,223.45,0.0,0.07271859012873969,0.060609773869407045,0.19769939419132554,401.6544710501609,9.282915422618692e-12
5f5691fb24d1090e6bcdf1ec,533.771,3.55,1.048404760754586,0.46133283899825794,0.010287323058932415,0.0,0.0,0.35,6.48,1.0,0.30303030303030304,0.0,0.3106060606060606,65.52,0.0,0.6497768890146263,0.022190878688890532,0.0,0.0,0.25,5.4,443.622,0.13636363636363635,0.0,0.1590909090909091,9.91,0.0,0.0,0.16666666666666666,33.45,0.0,0.2523428841736561,0.4750364568705395,-0.28255220383622104,400.2951065521785,2.319764914151737e-12
5d5606cd4171ec00182e2b15,389.871,3.25,0.5407151573203143,0.22688862188371664,0.2279267968596655,0.0,0.0,0.75,3.28,0.0,0.6893939393939394,0.0,0.8636363636363636,47.87,0.0,,,0.0,0.0,0.9166666666666666,8.25,326.668,0.7727272727272727,0.007575757575757576,0.7121212121212122,5.8,0.16666666666666666,0.0,0.3333333333333333,4.92,1.0,0.17045178676752204,4.5397868702434395e-05,1.0,351.9436480580166,1.3680256942420493e-33
6162341a644c08d5cca4b7bb,523.927,3.183333333333333,1.0968625003311805,0.4253930554067385,0.019101989284054162,0.0,0.0,0.23333333333333334,17.78,0.0,0.06060606060606061,0.0,0.2727272727272727,51.19,0.0,-0.08092122924533446,0.8025864057058026,0.0,0.0,0.25,7.42,481.351,0.030303030303030304,0.0,0.25757575757575757,4.06,0.0,0.0,0.16666666666666666,31.98,0.0,0.10912875549409316,0.3580280912908843,-0.3537619833866546,417.15813015974936,8.396024507475041e-05
