PROLIFIC_PID,totalTime,PID,subjLR_3prm,subjD_3prm,subjp0_3prm,subjNLL_3prm,subjLRTp_3prm,qa:dec_%rt<300,qa:dec_%rt>10000,qa:dec_%Conseqs,qa:dec_instruxDur,qa:frat_%rt<300,qa:frat_%rt>10000,qa:frat_%Conseqs,qa:frat_instruxDur,qa:blurEv
5ee8f9a309471c0d46a6d247,737.15,,4.5397868702434395e-05,0.9999546021312976,-0.15944554814847792,211.60966009635672,0.19595226356659978,0.2196969696969697,0.007575757575757576,0.26515151515151514,8.06,0.0,0.0,0.3333333333333333,8.88,0.0
5f9873550513db147c9d2958,405.394,,0.9191463396755277,0.2984717384690695,-1.0,168.1835985812633,5.0211389331447066e-21,0.07575757575757576,0.0,0.42424242424242425,2.65,0.0,0.0,0.0,13.66,1.0
63614ad63aec6bcf8a045124,515.891,,4.5397868702434395e-05,0.1120051165675505,0.37310897836713786,208.05119484240822,0.003030159154229083,0.3409090909090909,0.0,0.4166666666666667,13.23,0.0,0.0,0.16666666666666666,38.89,0.0
63e51ddb19fccd05514c629c,392.513,,0.20837990958359207,0.24834447149747585,0.6273408009028082,201.92530509669587,4.49559852187082e-06,0.25757575757575757,0.0,0.30303030303030304,4.12,0.3333333333333333,0.0,0.0,0.5,1.0
63fe38bfab28b75385783fba,339.49,,0.042470172655157276,0.03443068179027559,-0.5283591074730983,209.8564480616847,0.02286525746451032,0.2727272727272727,0.0,0.5075757575757576,5.03,0.0,0.0,0.16666666666666666,13.19,0.0
5c75dbce7d36140017c53257,446.775,,0.8172900678319395,0.441482943621488,0.30736334086387596,165.65167372825408,3.8848478864809146e-22,0.030303030303030304,0.0,0.3181818181818182,3.47,0.0,0.0,0.5,32.67,0.0
62c5e680e4a4b4648606d756,401.176,,0.7903191789702566,0.9999546021312976,-1.0,169.85904944613543,2.732988517071223e-20,0.045454545454545456,0.0,0.38636363636363635,8.0,0.0,0.16666666666666666,0.16666666666666666,11.26,0.0
5dd03c5486c8861300974102,517.771,,0.4679833635373861,0.23862898296530655,1.0,186.79495159644648,7.920678572239746e-13,0.03787878787878788,0.0,0.1893939393939394,13.27,0.0,0.0,0.0,26.1,0.0
63eafad399e87039254d1078,343.054,,0.14413288586170642,0.07554185305789884,0.4763304899505134,190.69975259346944,4.2567359410908304e-11,0.4393939393939394,0.0,0.42424242424242425,2.04,0.0,0.0,0.0,10.98,2.0
60a3128cb035414bb4588090,417.718,,0.009948222187656544,4.5397868702434395e-05,0.4553149355340658,203.47696050156767,2.2825615456090784e-05,0.25,0.007575757575757576,0.11363636363636363,3.06,0.0,0.16666666666666666,0.0,30.83,0.0
63b6c76ff03d438cd09b8c56,561.068,,0.16850467504731162,0.6755786526196635,-0.24639091336881425,196.24939760314618,1.2595139505819768e-08,0.0,0.0,0.17424242424242425,9.7,0.0,0.0,0.0,30.11,0.0
6400ed09421b2727c2f7c553,615.465,,0.011403035803750988,4.5397868702434395e-05,1.0,149.74748225016208,4.167396877686946e-29,0.015151515151515152,0.0,0.5378787878787878,28.22,0.0,0.0,0.0,42.89,0.0
62a74b5136555a52d4911cac,459.407,,0.1483718758797347,0.6135878831598266,1.0,200.33453241842034,8.582180788442292e-07,0.32575757575757575,0.0,0.6212121212121212,8.0,0.0,0.0,0.3333333333333333,18.34,0.0
6400f80179f04251a962fd22,447.48,,0.2907810634182255,0.16943242477368606,-1.0,179.49833554700533,4.756116733284305e-16,0.007575757575757576,0.0,0.36363636363636365,2.62,0.0,0.0,0.5,13.6,0.0
5fa9fffcf843322ce7456283,467.02,,0.44680909811979924,0.7406005037973297,0.23981064385088732,192.9913937804923,4.4406938765961966e-10,0.007575757575757576,0.0,0.25757575757575757,4.14,0.0,0.0,0.0,15.24,0.0
