"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"pavlovia","0","3","0.0-0.0","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","","","","","","","","","","",""
"","","","","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","blur","1","4158","blurevent","1","","","","","","","","","","","","",""
"","","","","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","focus","1","7494","focusevent","","","","","","","","","","","","","",""
"","","","","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","blur","1","8873","blurevent","","","","","","","","","","","","","",""
"","","","","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","focus","1","11419","focusevent","","","","","","","","","","","","","",""
"instructions","1","12544","0.0-1.0","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","[{""page_index"":0,""viewing_time"":12541}]","12541","","","","","","","","","","",""
"","","","","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","fullscreenenter","2","16015","fullscreenenter","","","","","","","","","","","","","",""
"fullscreen","2","17015","0.0-2.0","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","true","","","","","","","","","",""
"instructions","3","29057","0.0-4.0","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","[{""page_index"":0,""viewing_time"":12040}]","12040","","","","","","","","","","",""
"image-keyboard-response","4","38932","0.0-5.0-0.0-0.0","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","blurwarn","1","","9872","","","49","","","","","","","",""
"image-keyboard-response","5","40874","0.0-5.0-1.0","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","choice","","","1681","","img/2to1/1.png","1","225","871","0.5","0.5","2","1","",""
"animation","6","42165","0.0-5.0-2.0","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":108},{""stimulus"":""img/2to1/2.png"",""time"":205},{""stimulus"":""img/2to1/3.png"",""time"":307},{""stimulus"":""img/2to1/4.png"",""time"":404},{""stimulus"":""img/2to1/5.png"",""time"":500},{""stimulus"":""img/2to1/6.png"",""time"":604},{""stimulus"":""img/2to1/7.png"",""time"":698},{""stimulus"":""img/2to1/8.png"",""time"":795},{""stimulus"":""img/2to1/9.png"",""time"":893},{""stimulus"":""img/2to1/10.png"",""time"":994},{""stimulus"":""img/2to1/11.png"",""time"":1093},{""stimulus"":""img/2to1/12.png"",""time"":1195}]","[]"
"image-keyboard-response","7","42565","0.0-5.0-1.1","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","observe","","","null","","img/1to3/1.png","null","224","388","0.5","0.5","1","2","",""
"animation","8","43862","0.0-5.0-2.1","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","","","","224","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":104},{""stimulus"":""img/1to2/2.png"",""time"":203},{""stimulus"":""img/1to2/3.png"",""time"":304},{""stimulus"":""img/1to2/4.png"",""time"":401},{""stimulus"":""img/1to2/5.png"",""time"":499},{""stimulus"":""img/1to2/6.png"",""time"":599},{""stimulus"":""img/1to2/7.png"",""time"":695},{""stimulus"":""img/1to2/8.png"",""time"":801},{""stimulus"":""img/1to2/9.png"",""time"":900},{""stimulus"":""img/1to2/10.png"",""time"":1003},{""stimulus"":""img/1to2/11.png"",""time"":1097},{""stimulus"":""img/1to2/12.png"",""time"":1193}]","[]"
"image-keyboard-response","9","44509","0.0-5.0-1.2","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","choice","","","644","","img/2to1/1.png","1","223","388","0.5","0.5","2","1","",""
"animation","10","45806","0.0-5.0-2.2","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","","","","223","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":106},{""stimulus"":""img/2to1/2.png"",""time"":209},{""stimulus"":""img/2to1/3.png"",""time"":306},{""stimulus"":""img/2to1/4.png"",""time"":402},{""stimulus"":""img/2to1/5.png"",""time"":506},{""stimulus"":""img/2to1/6.png"",""time"":600},{""stimulus"":""img/2to1/7.png"",""time"":698},{""stimulus"":""img/2to1/8.png"",""time"":802},{""stimulus"":""img/2to1/9.png"",""time"":897},{""stimulus"":""img/2to1/10.png"",""time"":1002},{""stimulus"":""img/2to1/11.png"",""time"":1098},{""stimulus"":""img/2to1/12.png"",""time"":1190}]","[]"
"image-keyboard-response","11","46331","0.0-5.0-1.3","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","observe","","","null","","img/1to3/1.png","null","222","520","0.5","0.5","1","2","",""
"animation","12","47627","0.0-5.0-2.3","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","","","","222","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":203},{""stimulus"":""img/1to2/3.png"",""time"":308},{""stimulus"":""img/1to2/4.png"",""time"":402},{""stimulus"":""img/1to2/5.png"",""time"":508},{""stimulus"":""img/1to2/6.png"",""time"":604},{""stimulus"":""img/1to2/7.png"",""time"":696},{""stimulus"":""img/1to2/8.png"",""time"":804},{""stimulus"":""img/1to2/9.png"",""time"":903},{""stimulus"":""img/1to2/10.png"",""time"":993},{""stimulus"":""img/1to2/11.png"",""time"":1100},{""stimulus"":""img/1to2/12.png"",""time"":1196}]","[]"
"image-keyboard-response","13","47997","0.0-5.0-1.4","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","choice","","","367","","img/2to1/1.png","1","221","363","0.5","0.5","2","1","",""
"animation","14","49292","0.0-5.0-2.4","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","","","","221","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":102},{""stimulus"":""img/2to1/2.png"",""time"":210},{""stimulus"":""img/2to1/3.png"",""time"":303},{""stimulus"":""img/2to1/4.png"",""time"":401},{""stimulus"":""img/2to1/5.png"",""time"":506},{""stimulus"":""img/2to1/6.png"",""time"":602},{""stimulus"":""img/2to1/7.png"",""time"":703},{""stimulus"":""img/2to1/8.png"",""time"":801},{""stimulus"":""img/2to1/9.png"",""time"":896},{""stimulus"":""img/2to1/10.png"",""time"":1001},{""stimulus"":""img/2to1/11.png"",""time"":1098},{""stimulus"":""img/2to1/12.png"",""time"":1194}]","[]"
"image-keyboard-response","15","49719","0.0-5.0-1.5","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","observe","","","null","","img/1to3/1.png","null","220","416","0.5","0.5","1","2","",""
"animation","16","51012","0.0-5.0-2.5","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","","","","220","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":112},{""stimulus"":""img/1to2/2.png"",""time"":204},{""stimulus"":""img/1to2/3.png"",""time"":304},{""stimulus"":""img/1to2/4.png"",""time"":408},{""stimulus"":""img/1to2/5.png"",""time"":503},{""stimulus"":""img/1to2/6.png"",""time"":599},{""stimulus"":""img/1to2/7.png"",""time"":703},{""stimulus"":""img/1to2/8.png"",""time"":799},{""stimulus"":""img/1to2/9.png"",""time"":903},{""stimulus"":""img/1to2/10.png"",""time"":999},{""stimulus"":""img/1to2/11.png"",""time"":1093},{""stimulus"":""img/1to2/12.png"",""time"":1199}]","[]"
"image-keyboard-response","17","51471","0.0-5.0-1.6","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","choice","","","457","","img/2to1/1.png","2","219","196","0.5","0.5","2","3","",""
"animation","18","52767","0.0-5.0-2.6","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","","","","219","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":101},{""stimulus"":""img/2to3/2.png"",""time"":208},{""stimulus"":""img/2to3/3.png"",""time"":302},{""stimulus"":""img/2to3/4.png"",""time"":407},{""stimulus"":""img/2to3/5.png"",""time"":502},{""stimulus"":""img/2to3/6.png"",""time"":597},{""stimulus"":""img/2to3/7.png"",""time"":695},{""stimulus"":""img/2to3/8.png"",""time"":798},{""stimulus"":""img/2to3/9.png"",""time"":894},{""stimulus"":""img/2to3/10.png"",""time"":991},{""stimulus"":""img/2to3/11.png"",""time"":1095},{""stimulus"":""img/2to3/12.png"",""time"":1190}]","[]"
"image-keyboard-response","19","53191","0.0-5.0-1.7","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","observe","","","null","","img/3to2/1.png","null","218","415","0.5","0.5","3","1","",""
"animation","20","54488","0.0-5.0-2.7","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","","","","218","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":113},{""stimulus"":""img/3to1/2.png"",""time"":207},{""stimulus"":""img/3to1/3.png"",""time"":304},{""stimulus"":""img/3to1/4.png"",""time"":409},{""stimulus"":""img/3to1/5.png"",""time"":503},{""stimulus"":""img/3to1/6.png"",""time"":600},{""stimulus"":""img/3to1/7.png"",""time"":705},{""stimulus"":""img/3to1/8.png"",""time"":800},{""stimulus"":""img/3to1/9.png"",""time"":902},{""stimulus"":""img/3to1/10.png"",""time"":1001},{""stimulus"":""img/3to1/11.png"",""time"":1095},{""stimulus"":""img/3to1/12.png"",""time"":1200}]","[]"
"image-keyboard-response","21","54743","0.0-5.0-1.8","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","observe","","","null","","img/1to3/1.png","null","217","248","0.5","0.5","1","2","",""
"animation","22","56040","0.0-5.0-2.8","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","","","","217","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":110},{""stimulus"":""img/1to2/2.png"",""time"":206},{""stimulus"":""img/1to2/3.png"",""time"":304},{""stimulus"":""img/1to2/4.png"",""time"":406},{""stimulus"":""img/1to2/5.png"",""time"":504},{""stimulus"":""img/1to2/6.png"",""time"":597},{""stimulus"":""img/1to2/7.png"",""time"":704},{""stimulus"":""img/1to2/8.png"",""time"":800},{""stimulus"":""img/1to2/9.png"",""time"":900},{""stimulus"":""img/1to2/10.png"",""time"":998},{""stimulus"":""img/1to2/11.png"",""time"":1096},{""stimulus"":""img/1to2/12.png"",""time"":1197}]","[]"
"image-keyboard-response","23","56326","0.0-5.0-1.9","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","choice","","","285","","img/2to1/1.png","1","216","435","0.5","0.5","2","1","",""
"animation","24","57622","0.0-5.0-2.9","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","","","","216","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":105},{""stimulus"":""img/2to1/2.png"",""time"":205},{""stimulus"":""img/2to1/3.png"",""time"":305},{""stimulus"":""img/2to1/4.png"",""time"":408},{""stimulus"":""img/2to1/5.png"",""time"":505},{""stimulus"":""img/2to1/6.png"",""time"":600},{""stimulus"":""img/2to1/7.png"",""time"":705},{""stimulus"":""img/2to1/8.png"",""time"":798},{""stimulus"":""img/2to1/9.png"",""time"":896},{""stimulus"":""img/2to1/10.png"",""time"":1000},{""stimulus"":""img/2to1/11.png"",""time"":1096},{""stimulus"":""img/2to1/12.png"",""time"":1200}]","[]"
"image-keyboard-response","25","58406","0.0-5.0-1.10","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","observe","","","null","","img/1to3/1.png","null","215","778","0.5","0.5","1","3","",""
"animation","26","59703","0.0-5.0-2.10","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","","","","215","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":105},{""stimulus"":""img/1to3/2.png"",""time"":209},{""stimulus"":""img/1to3/3.png"",""time"":305},{""stimulus"":""img/1to3/4.png"",""time"":401},{""stimulus"":""img/1to3/5.png"",""time"":506},{""stimulus"":""img/1to3/6.png"",""time"":601},{""stimulus"":""img/1to3/7.png"",""time"":705},{""stimulus"":""img/1to3/8.png"",""time"":801},{""stimulus"":""img/1to3/9.png"",""time"":897},{""stimulus"":""img/1to3/10.png"",""time"":1001},{""stimulus"":""img/1to3/11.png"",""time"":1097},{""stimulus"":""img/1to3/12.png"",""time"":1192}]","[]"
"image-keyboard-response","27","60414","0.0-5.0-1.11","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","observe","","","null","","img/3to2/1.png","null","214","701","0.5","0.5","3","2","",""
"animation","28","61711","0.0-5.0-2.11","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","","","","214","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":104},{""stimulus"":""img/3to2/2.png"",""time"":209},{""stimulus"":""img/3to2/3.png"",""time"":304},{""stimulus"":""img/3to2/4.png"",""time"":408},{""stimulus"":""img/3to2/5.png"",""time"":504},{""stimulus"":""img/3to2/6.png"",""time"":600},{""stimulus"":""img/3to2/7.png"",""time"":704},{""stimulus"":""img/3to2/8.png"",""time"":800},{""stimulus"":""img/3to2/9.png"",""time"":896},{""stimulus"":""img/3to2/10.png"",""time"":1000},{""stimulus"":""img/3to2/11.png"",""time"":1090},{""stimulus"":""img/3to2/12.png"",""time"":1201}]","[]"
"image-keyboard-response","29","61715","0.0-5.0-1.12","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","choice","","","2","","img/2to1/1.png","2","213","835","0.5","0.5","2","3","",""
"animation","30","63014","0.0-5.0-2.12","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","","","","213","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":105},{""stimulus"":""img/2to3/2.png"",""time"":203},{""stimulus"":""img/2to3/3.png"",""time"":307},{""stimulus"":""img/2to3/4.png"",""time"":403},{""stimulus"":""img/2to3/5.png"",""time"":507},{""stimulus"":""img/2to3/6.png"",""time"":603},{""stimulus"":""img/2to3/7.png"",""time"":699},{""stimulus"":""img/2to3/8.png"",""time"":803},{""stimulus"":""img/2to3/9.png"",""time"":899},{""stimulus"":""img/2to3/10.png"",""time"":995},{""stimulus"":""img/2to3/11.png"",""time"":1099},{""stimulus"":""img/2to3/12.png"",""time"":1195}]","[]"
"image-keyboard-response","31","63327","0.0-5.0-1.13","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","observe","","","null","","img/3to2/1.png","null","212","300","0.5","0.5","3","1","",""
"animation","32","64623","0.0-5.0-2.13","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","","","","212","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":112},{""stimulus"":""img/3to1/2.png"",""time"":203},{""stimulus"":""img/3to1/3.png"",""time"":303},{""stimulus"":""img/3to1/4.png"",""time"":408},{""stimulus"":""img/3to1/5.png"",""time"":503},{""stimulus"":""img/3to1/6.png"",""time"":599},{""stimulus"":""img/3to1/7.png"",""time"":704},{""stimulus"":""img/3to1/8.png"",""time"":799},{""stimulus"":""img/3to1/9.png"",""time"":904},{""stimulus"":""img/3to1/10.png"",""time"":999},{""stimulus"":""img/3to1/11.png"",""time"":1095},{""stimulus"":""img/3to1/12.png"",""time"":1199}]","[]"
"image-keyboard-response","33","65248","0.0-5.0-1.14","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","observe","","","null","","img/1to3/1.png","null","211","618","0.5","0.5","1","3","",""
"animation","34","66544","0.0-5.0-2.14","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","","","","211","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":110},{""stimulus"":""img/1to3/2.png"",""time"":206},{""stimulus"":""img/1to3/3.png"",""time"":301},{""stimulus"":""img/1to3/4.png"",""time"":404},{""stimulus"":""img/1to3/5.png"",""time"":502},{""stimulus"":""img/1to3/6.png"",""time"":600},{""stimulus"":""img/1to3/7.png"",""time"":702},{""stimulus"":""img/1to3/8.png"",""time"":800},{""stimulus"":""img/1to3/9.png"",""time"":903},{""stimulus"":""img/1to3/10.png"",""time"":1000},{""stimulus"":""img/1to3/11.png"",""time"":1093},{""stimulus"":""img/1to3/12.png"",""time"":1200}]","[]"
"image-keyboard-response","35","67239","0.0-5.0-1.15","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","observe","","","null","","img/3to2/1.png","null","210","682","0.5","0.5","3","2","",""
"animation","36","68535","0.0-5.0-2.15","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","","","","210","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":112},{""stimulus"":""img/3to2/2.png"",""time"":204},{""stimulus"":""img/3to2/3.png"",""time"":304},{""stimulus"":""img/3to2/4.png"",""time"":408},{""stimulus"":""img/3to2/5.png"",""time"":504},{""stimulus"":""img/3to2/6.png"",""time"":599},{""stimulus"":""img/3to2/7.png"",""time"":704},{""stimulus"":""img/3to2/8.png"",""time"":796},{""stimulus"":""img/3to2/9.png"",""time"":904},{""stimulus"":""img/3to2/10.png"",""time"":1000},{""stimulus"":""img/3to2/11.png"",""time"":1093},{""stimulus"":""img/3to2/12.png"",""time"":1200}]","[]"
"image-keyboard-response","37","68552","0.0-5.0-1.16","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","choice","","","15","","img/2to1/1.png","1","209","286","0.5","0.5","2","1","",""
"animation","38","69848","0.0-5.0-2.16","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","","","","209","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":111},{""stimulus"":""img/2to1/2.png"",""time"":205},{""stimulus"":""img/2to1/3.png"",""time"":302},{""stimulus"":""img/2to1/4.png"",""time"":407},{""stimulus"":""img/2to1/5.png"",""time"":500},{""stimulus"":""img/2to1/6.png"",""time"":605},{""stimulus"":""img/2to1/7.png"",""time"":703},{""stimulus"":""img/2to1/8.png"",""time"":796},{""stimulus"":""img/2to1/9.png"",""time"":900},{""stimulus"":""img/2to1/10.png"",""time"":998},{""stimulus"":""img/2to1/11.png"",""time"":1095},{""stimulus"":""img/2to1/12.png"",""time"":1197}]","[]"
"image-keyboard-response","39","70719","0.0-5.0-1.17","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","observe","","","null","","img/1to3/1.png","null","208","859","0.5","0.5","1","2","",""
"animation","40","72013","0.0-5.0-2.17","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","","","","208","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":105},{""stimulus"":""img/1to2/2.png"",""time"":209},{""stimulus"":""img/1to2/3.png"",""time"":301},{""stimulus"":""img/1to2/4.png"",""time"":408},{""stimulus"":""img/1to2/5.png"",""time"":504},{""stimulus"":""img/1to2/6.png"",""time"":598},{""stimulus"":""img/1to2/7.png"",""time"":704},{""stimulus"":""img/1to2/8.png"",""time"":800},{""stimulus"":""img/1to2/9.png"",""time"":896},{""stimulus"":""img/1to2/10.png"",""time"":1000},{""stimulus"":""img/1to2/11.png"",""time"":1097},{""stimulus"":""img/1to2/12.png"",""time"":1197}]","[]"
"image-keyboard-response","41","72069","0.0-5.0-1.18","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","choice","","","55","","img/2to1/1.png","1","207","377","0.5","0.5","2","1","",""
"animation","42","73365","0.0-5.0-2.18","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","","","","","","","","207","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":103},{""stimulus"":""img/2to1/2.png"",""time"":209},{""stimulus"":""img/2to1/3.png"",""time"":298},{""stimulus"":""img/2to1/4.png"",""time"":396},{""stimulus"":""img/2to1/5.png"",""time"":501},{""stimulus"":""img/2to1/6.png"",""time"":598},{""stimulus"":""img/2to1/7.png"",""time"":697},{""stimulus"":""img/2to1/8.png"",""time"":799},{""stimulus"":""img/2to1/9.png"",""time"":896},{""stimulus"":""img/2to1/10.png"",""time"":991},{""stimulus"":""img/2to1/11.png"",""time"":1094},{""stimulus"":""img/2to1/12.png"",""time"":1190}]","[]"
"image-keyboard-response","43","73631","0.0-5.0-1.19","63d7ddc0c07dd5787084df8e","bdp_cybrbll","Sat Mar 25 2023 16:27:19 GMT-0700 (Pacific Daylight Time)","439251","1","3","","","","observe","","","null","","img/1to3/1.png","null","206","258","0.5","0.5","1","3","",""
