"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"focus","0","0","focusevent","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","","","","","","","","","","","","","","","","",""
"","","","","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","pavlovia","0","7","0.0-0.0","","","","","","","","","","","","",""
"","","","","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","instructions","1","5144","0.0-1.0","[{""page_index"":0,""viewing_time"":5135}]","5136","","","","","","","","","","",""
"fullscreenexit","2","7112","fullscreenexit","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","","","","","","","","","","","","","","","","",""
"","","","","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","fullscreen","2","7896","0.0-2.0","","","true","","","","","","","","","",""
"","","","fullscreenfail","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","image-keyboard-response","3","10589","0.0-3.0-0.0","","2687","","","32","","","","","","","",""
"","","","","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","instructions","4","64291","0.0-4.0","[{""page_index"":0,""viewing_time"":53446}]","53446","","","","","","","","","","",""
"","","","choice","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","image-keyboard-response","5","65520","0.0-5.0-1.0","","1226","","img/2to1/1.png","1","225","552","0.5","0.5","2","1","",""
"","","","","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","animation","6","66927","0.0-5.0-2.0","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":103},{""stimulus"":""img/2to1/2.png"",""time"":212},{""stimulus"":""img/2to1/3.png"",""time"":322},{""stimulus"":""img/2to1/4.png"",""time"":429},{""stimulus"":""img/2to1/5.png"",""time"":536},{""stimulus"":""img/2to1/6.png"",""time"":646},{""stimulus"":""img/2to1/7.png"",""time"":756},{""stimulus"":""img/2to1/8.png"",""time"":866},{""stimulus"":""img/2to1/9.png"",""time"":973},{""stimulus"":""img/2to1/10.png"",""time"":1082},{""stimulus"":""img/2to1/11.png"",""time"":1190},{""stimulus"":""img/2to1/12.png"",""time"":1295}]","[]"
"","","","observe","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","image-keyboard-response","7","67157","0.0-5.0-1.1","","null","","img/1to3/1.png","null","224","222","0.5","0.5","1","2","",""
"","","","","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","animation","8","68570","0.0-5.0-2.1","","","","","","224","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":109},{""stimulus"":""img/1to2/2.png"",""time"":218},{""stimulus"":""img/1to2/3.png"",""time"":329},{""stimulus"":""img/1to2/4.png"",""time"":441},{""stimulus"":""img/1to2/5.png"",""time"":549},{""stimulus"":""img/1to2/6.png"",""time"":649},{""stimulus"":""img/1to2/7.png"",""time"":760},{""stimulus"":""img/1to2/8.png"",""time"":871},{""stimulus"":""img/1to2/9.png"",""time"":983},{""stimulus"":""img/1to2/10.png"",""time"":1088},{""stimulus"":""img/1to2/11.png"",""time"":1199},{""stimulus"":""img/1to2/12.png"",""time"":1309}]","[]"
"","","","choice","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","image-keyboard-response","9","68949","0.0-5.0-1.2","","378","","img/2to1/1.png","2","223","620","0.5","0.5","2","3","",""
"","","","","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","animation","10","70354","0.0-5.0-2.2","","","","","","223","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":112},{""stimulus"":""img/2to3/2.png"",""time"":220},{""stimulus"":""img/2to3/3.png"",""time"":324},{""stimulus"":""img/2to3/4.png"",""time"":430},{""stimulus"":""img/2to3/5.png"",""time"":539},{""stimulus"":""img/2to3/6.png"",""time"":647},{""stimulus"":""img/2to3/7.png"",""time"":757},{""stimulus"":""img/2to3/8.png"",""time"":861},{""stimulus"":""img/2to3/9.png"",""time"":972},{""stimulus"":""img/2to3/10.png"",""time"":1078},{""stimulus"":""img/2to3/11.png"",""time"":1190},{""stimulus"":""img/2to3/12.png"",""time"":1296}]","[]"
"","","","observe","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","image-keyboard-response","11","71454","0.0-5.0-1.3","","null","","img/3to2/1.png","null","222","1092","0.5","0.5","3","2","",""
"","","","","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","animation","12","72859","0.0-5.0-2.3","","","","","","222","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":108},{""stimulus"":""img/3to2/2.png"",""time"":216},{""stimulus"":""img/3to2/3.png"",""time"":320},{""stimulus"":""img/3to2/4.png"",""time"":422},{""stimulus"":""img/3to2/5.png"",""time"":527},{""stimulus"":""img/3to2/6.png"",""time"":647},{""stimulus"":""img/3to2/7.png"",""time"":757},{""stimulus"":""img/3to2/8.png"",""time"":863},{""stimulus"":""img/3to2/9.png"",""time"":967},{""stimulus"":""img/3to2/10.png"",""time"":1076},{""stimulus"":""img/3to2/11.png"",""time"":1187},{""stimulus"":""img/3to2/12.png"",""time"":1296}]","[]"
"","","","choice","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","image-keyboard-response","13","73239","0.0-5.0-1.4","","379","","img/2to1/1.png","1","221","847","0.5","0.5","2","1","",""
"","","","","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","animation","14","74638","0.0-5.0-2.4","","","","","","221","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":109},{""stimulus"":""img/2to1/2.png"",""time"":216},{""stimulus"":""img/2to1/3.png"",""time"":325},{""stimulus"":""img/2to1/4.png"",""time"":429},{""stimulus"":""img/2to1/5.png"",""time"":542},{""stimulus"":""img/2to1/6.png"",""time"":648},{""stimulus"":""img/2to1/7.png"",""time"":755},{""stimulus"":""img/2to1/8.png"",""time"":863},{""stimulus"":""img/2to1/9.png"",""time"":966},{""stimulus"":""img/2to1/10.png"",""time"":1071},{""stimulus"":""img/2to1/11.png"",""time"":1184},{""stimulus"":""img/2to1/12.png"",""time"":1294}]","[]"
"","","","observe","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","image-keyboard-response","15","74870","0.0-5.0-1.5","","null","","img/1to3/1.png","null","220","224","0.5","0.5","1","2","",""
"","","","","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","animation","16","76263","0.0-5.0-2.5","","","","","","220","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":215},{""stimulus"":""img/1to2/3.png"",""time"":329},{""stimulus"":""img/1to2/4.png"",""time"":435},{""stimulus"":""img/1to2/5.png"",""time"":539},{""stimulus"":""img/1to2/6.png"",""time"":648},{""stimulus"":""img/1to2/7.png"",""time"":752},{""stimulus"":""img/1to2/8.png"",""time"":860},{""stimulus"":""img/1to2/9.png"",""time"":965},{""stimulus"":""img/1to2/10.png"",""time"":1074},{""stimulus"":""img/1to2/11.png"",""time"":1180},{""stimulus"":""img/1to2/12.png"",""time"":1288}]","[]"
"","","","choice","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","image-keyboard-response","17","76693","0.0-5.0-1.6","","428","","img/2to1/1.png","2","219","935","0.5","0.5","2","3","",""
"","","","","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","animation","18","78098","0.0-5.0-2.6","","","","","","219","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":111},{""stimulus"":""img/2to3/2.png"",""time"":222},{""stimulus"":""img/2to3/3.png"",""time"":328},{""stimulus"":""img/2to3/4.png"",""time"":437},{""stimulus"":""img/2to3/5.png"",""time"":543},{""stimulus"":""img/2to3/6.png"",""time"":647},{""stimulus"":""img/2to3/7.png"",""time"":752},{""stimulus"":""img/2to3/8.png"",""time"":859},{""stimulus"":""img/2to3/9.png"",""time"":967},{""stimulus"":""img/2to3/10.png"",""time"":1072},{""stimulus"":""img/2to3/11.png"",""time"":1182},{""stimulus"":""img/2to3/12.png"",""time"":1292}]","[]"
"","","","observe","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","image-keyboard-response","19","78570","0.0-5.0-1.7","","null","","img/3to2/1.png","null","218","463","0.5","0.5","3","2","",""
"","","","","5e03f8517f08edece67a3137","bdp_cybrbll","Sat Mar 25 2023 17:05:44 GMT-0700 (Pacific Daylight Time)","521134","1","3","animation","20","79976","0.0-5.0-2.7","","","","","","218","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":111},{""stimulus"":""img/3to2/2.png"",""time"":220},{""stimulus"":""img/3to2/3.png"",""time"":327},{""stimulus"":""img/3to2/4.png"",""time"":434},{""stimulus"":""img/3to2/5.png"",""time"":546},{""stimulus"":""img/3to2/6.png"",""time"":654},{""stimulus"":""img/3to2/7.png"",""time"":762},{""stimulus"":""img/3to2/8.png"",""time"":869},{""stimulus"":""img/3to2/9.png"",""time"":981},{""stimulus"":""img/3to2/10.png"",""time"":1094},{""stimulus"":""img/3to2/11.png"",""time"":1194},{""stimulus"":""img/3to2/12.png"",""time"":1301}]","[]"
