"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"pavlovia","0","8","0.0-0.0","6400f8f41e203f131c68b79f","bdp_cybrbll","Mon Mar 27 2023 15:43:09 GMT-0700 (Pacific Daylight Time)","748514","1","3","","","","","","","","","","","","","","","","",""
"","","","","6400f8f41e203f131c68b79f","bdp_cybrbll","Mon Mar 27 2023 15:43:09 GMT-0700 (Pacific Daylight Time)","748514","1","3","focus","1","35719","focusevent","","","","","","","","","","","","",""
"instructions","1","38318","0.0-1.0","6400f8f41e203f131c68b79f","bdp_cybrbll","Mon Mar 27 2023 15:43:09 GMT-0700 (Pacific Daylight Time)","748514","1","3","","","","","[{""page_index"":0,""viewing_time"":38309}]","38309","","","","","","","","","","",""
"","","","","6400f8f41e203f131c68b79f","bdp_cybrbll","Mon Mar 27 2023 15:43:09 GMT-0700 (Pacific Daylight Time)","748514","1","3","fullscreenenter","2","41136","fullscreenenter","","","","","","","","","","","","",""
"fullscreen","2","42121","0.0-2.0","6400f8f41e203f131c68b79f","bdp_cybrbll","Mon Mar 27 2023 15:43:09 GMT-0700 (Pacific Daylight Time)","748514","1","3","","","","","","","true","","","","","","","","","",""
"instructions","3","352077","0.0-4.0","6400f8f41e203f131c68b79f","bdp_cybrbll","Mon Mar 27 2023 15:43:09 GMT-0700 (Pacific Daylight Time)","748514","1","3","","","","","[{""page_index"":0,""viewing_time"":309954}]","309954","","","","","","","","","","",""
"image-keyboard-response","4","354236","0.0-5.0-1.0","6400f8f41e203f131c68b79f","bdp_cybrbll","Mon Mar 27 2023 15:43:09 GMT-0700 (Pacific Daylight Time)","748514","1","3","","","","choice","","2155","","img/2to1/1.png","1","225","265","0.5","0.5","2","1","",""
"animation","5","355538","0.0-5.0-2.0","6400f8f41e203f131c68b79f","bdp_cybrbll","Mon Mar 27 2023 15:43:09 GMT-0700 (Pacific Daylight Time)","748514","1","3","","","","","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":208},{""stimulus"":""img/2to1/3.png"",""time"":298},{""stimulus"":""img/2to1/4.png"",""time"":405},{""stimulus"":""img/2to1/5.png"",""time"":498},{""stimulus"":""img/2to1/6.png"",""time"":609},{""stimulus"":""img/2to1/7.png"",""time"":702},{""stimulus"":""img/2to1/8.png"",""time"":800},{""stimulus"":""img/2to1/9.png"",""time"":903},{""stimulus"":""img/2to1/10.png"",""time"":1005},{""stimulus"":""img/2to1/11.png"",""time"":1106},{""stimulus"":""img/2to1/12.png"",""time"":1198}]","[]"
"image-keyboard-response","6","355794","0.0-5.0-1.1","6400f8f41e203f131c68b79f","bdp_cybrbll","Mon Mar 27 2023 15:43:09 GMT-0700 (Pacific Daylight Time)","748514","1","3","","","","observe","","null","","img/1to3/1.png","null","224","245","0.5","0.5","1","2","",""
"animation","7","357099","0.0-5.0-2.1","6400f8f41e203f131c68b79f","bdp_cybrbll","Mon Mar 27 2023 15:43:09 GMT-0700 (Pacific Daylight Time)","748514","1","3","","","","","","","","","","224","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":209},{""stimulus"":""img/1to2/3.png"",""time"":311},{""stimulus"":""img/1to2/4.png"",""time"":408},{""stimulus"":""img/1to2/5.png"",""time"":499},{""stimulus"":""img/1to2/6.png"",""time"":598},{""stimulus"":""img/1to2/7.png"",""time"":696},{""stimulus"":""img/1to2/8.png"",""time"":794},{""stimulus"":""img/1to2/9.png"",""time"":902},{""stimulus"":""img/1to2/10.png"",""time"":1008},{""stimulus"":""img/1to2/11.png"",""time"":1105},{""stimulus"":""img/1to2/12.png"",""time"":1197}]","[]"
