"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"focus","0","0","focusevent","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","","","","","","","","","","","","","","","","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","pavlovia","0","6","0.0-0.0","","","","","","","","","","","","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","instructions","1","4130","0.0-1.0","[{""page_index"":0,""viewing_time"":4124}]","4124","","","","","","","","","","",""
"fullscreenexit","2","7155","fullscreenexit","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","","","","","","","","","","","","","","","","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","fullscreen","2","7963","0.0-2.0","","","true","","","","","","","","","",""
"","","","fullscreenfail","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","image-keyboard-response","3","13173","0.0-3.0-0.0","","5207","","","32","","","","","","","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","instructions","4","106588","0.0-4.0","[{""page_index"":0,""viewing_time"":93160}]","93160","","","","","","","","","","",""
"","","","choice","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","image-keyboard-response","5","110437","0.0-5.0-1.0","","3845","","img/2to1/1.png","1","225","372","0.5","0.5","2","1","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","animation","6","111877","0.0-5.0-2.0","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":108},{""stimulus"":""img/2to1/2.png"",""time"":218},{""stimulus"":""img/2to1/3.png"",""time"":331},{""stimulus"":""img/2to1/4.png"",""time"":442},{""stimulus"":""img/2to1/5.png"",""time"":552},{""stimulus"":""img/2to1/6.png"",""time"":662},{""stimulus"":""img/2to1/7.png"",""time"":772},{""stimulus"":""img/2to1/8.png"",""time"":882},{""stimulus"":""img/2to1/9.png"",""time"":996},{""stimulus"":""img/2to1/10.png"",""time"":1108},{""stimulus"":""img/2to1/11.png"",""time"":1219},{""stimulus"":""img/2to1/12.png"",""time"":1329}]","[]"
"","","","observe","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","image-keyboard-response","7","112255","0.0-5.0-1.1","","null","","img/1to3/1.png","null","224","367","0.5","0.5","1","2","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","animation","8","113684","0.0-5.0-2.1","","","","","","224","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":107},{""stimulus"":""img/1to2/2.png"",""time"":218},{""stimulus"":""img/1to2/3.png"",""time"":328},{""stimulus"":""img/1to2/4.png"",""time"":438},{""stimulus"":""img/1to2/5.png"",""time"":547},{""stimulus"":""img/1to2/6.png"",""time"":657},{""stimulus"":""img/1to2/7.png"",""time"":767},{""stimulus"":""img/1to2/8.png"",""time"":877},{""stimulus"":""img/1to2/9.png"",""time"":987},{""stimulus"":""img/1to2/10.png"",""time"":1097},{""stimulus"":""img/1to2/11.png"",""time"":1206},{""stimulus"":""img/1to2/12.png"",""time"":1316}]","[]"
"","","","choice","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","image-keyboard-response","9","114625","0.0-5.0-1.2","","940","","img/2to1/1.png","2","223","268","0.5","0.5","2","3","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","animation","10","116057","0.0-5.0-2.2","","","","","","223","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":111},{""stimulus"":""img/2to3/2.png"",""time"":222},{""stimulus"":""img/2to3/3.png"",""time"":331},{""stimulus"":""img/2to3/4.png"",""time"":441},{""stimulus"":""img/2to3/5.png"",""time"":552},{""stimulus"":""img/2to3/6.png"",""time"":662},{""stimulus"":""img/2to3/7.png"",""time"":772},{""stimulus"":""img/2to3/8.png"",""time"":882},{""stimulus"":""img/2to3/9.png"",""time"":992},{""stimulus"":""img/2to3/10.png"",""time"":1102},{""stimulus"":""img/2to3/11.png"",""time"":1212},{""stimulus"":""img/2to3/12.png"",""time"":1322}]","[]"
"","","","observe","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","image-keyboard-response","11","116576","0.0-5.0-1.3","","null","","img/3to2/1.png","null","222","505","0.5","0.5","3","2","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","animation","12","117996","0.0-5.0-2.3","","","","","","222","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":110},{""stimulus"":""img/3to2/2.png"",""time"":220},{""stimulus"":""img/3to2/3.png"",""time"":330},{""stimulus"":""img/3to2/4.png"",""time"":439},{""stimulus"":""img/3to2/5.png"",""time"":550},{""stimulus"":""img/3to2/6.png"",""time"":660},{""stimulus"":""img/3to2/7.png"",""time"":769},{""stimulus"":""img/3to2/8.png"",""time"":880},{""stimulus"":""img/3to2/9.png"",""time"":990},{""stimulus"":""img/3to2/10.png"",""time"":1090},{""stimulus"":""img/3to2/11.png"",""time"":1200},{""stimulus"":""img/3to2/12.png"",""time"":1310}]","[]"
"","","","choice","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","image-keyboard-response","13","118390","0.0-5.0-1.4","","394","","img/2to1/1.png","2","221","551","0.5","0.5","2","3","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","animation","14","119819","0.0-5.0-2.4","","","","","","221","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":109},{""stimulus"":""img/2to3/2.png"",""time"":219},{""stimulus"":""img/2to3/3.png"",""time"":329},{""stimulus"":""img/2to3/4.png"",""time"":439},{""stimulus"":""img/2to3/5.png"",""time"":550},{""stimulus"":""img/2to3/6.png"",""time"":659},{""stimulus"":""img/2to3/7.png"",""time"":769},{""stimulus"":""img/2to3/8.png"",""time"":879},{""stimulus"":""img/2to3/9.png"",""time"":989},{""stimulus"":""img/2to3/10.png"",""time"":1099},{""stimulus"":""img/2to3/11.png"",""time"":1210},{""stimulus"":""img/2to3/12.png"",""time"":1320}]","[]"
"","","","observe","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","image-keyboard-response","15","120683","0.0-5.0-1.5","","null","","img/3to2/1.png","null","220","859","0.5","0.5","3","2","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","animation","16","122102","0.0-5.0-2.5","","","","","","220","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":109},{""stimulus"":""img/3to2/2.png"",""time"":219},{""stimulus"":""img/3to2/3.png"",""time"":330},{""stimulus"":""img/3to2/4.png"",""time"":438},{""stimulus"":""img/3to2/5.png"",""time"":549},{""stimulus"":""img/3to2/6.png"",""time"":659},{""stimulus"":""img/3to2/7.png"",""time"":769},{""stimulus"":""img/3to2/8.png"",""time"":879},{""stimulus"":""img/3to2/9.png"",""time"":979},{""stimulus"":""img/3to2/10.png"",""time"":1089},{""stimulus"":""img/3to2/11.png"",""time"":1198},{""stimulus"":""img/3to2/12.png"",""time"":1308}]","[]"
"","","","choice","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","image-keyboard-response","17","123089","0.0-5.0-1.6","","986","","img/2to1/1.png","2","219","293","0.5","0.5","2","3","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","animation","18","124499","0.0-5.0-2.6","","","","","","219","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":100},{""stimulus"":""img/2to3/2.png"",""time"":210},{""stimulus"":""img/2to3/3.png"",""time"":320},{""stimulus"":""img/2to3/4.png"",""time"":431},{""stimulus"":""img/2to3/5.png"",""time"":541},{""stimulus"":""img/2to3/6.png"",""time"":641},{""stimulus"":""img/2to3/7.png"",""time"":751},{""stimulus"":""img/2to3/8.png"",""time"":861},{""stimulus"":""img/2to3/9.png"",""time"":971},{""stimulus"":""img/2to3/10.png"",""time"":1081},{""stimulus"":""img/2to3/11.png"",""time"":1191},{""stimulus"":""img/2to3/12.png"",""time"":1301}]","[]"
"","","","observe","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","image-keyboard-response","19","125679","0.0-5.0-1.7","","null","","img/3to2/1.png","null","218","1163","0.5","0.5","3","2","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","animation","20","127100","0.0-5.0-2.7","","","","","","218","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":101},{""stimulus"":""img/3to2/2.png"",""time"":211},{""stimulus"":""img/3to2/3.png"",""time"":321},{""stimulus"":""img/3to2/4.png"",""time"":432},{""stimulus"":""img/3to2/5.png"",""time"":542},{""stimulus"":""img/3to2/6.png"",""time"":652},{""stimulus"":""img/3to2/7.png"",""time"":762},{""stimulus"":""img/3to2/8.png"",""time"":872},{""stimulus"":""img/3to2/9.png"",""time"":981},{""stimulus"":""img/3to2/10.png"",""time"":1091},{""stimulus"":""img/3to2/11.png"",""time"":1202},{""stimulus"":""img/3to2/12.png"",""time"":1312}]","[]"
"","","","choice","63f969ceb2a0b028aa612b33","bdp_cybrbll","Sat Mar 25 2023 20:07:08 GMT-0400 (Eastern Daylight Time)","574867","3","1","image-keyboard-response","21","127408","0.0-5.0-1.8","","307","","img/2to1/1.png","1","217","373","0.5","0.5","2","1","",""
