"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"focus","0","0","focusevent","5d9303bbc400a90018821b13","bdp_cybrbll","Sat Mar 25 2023 19:35:36 GMT-0400 (Eastern Daylight Time)","476945","3","1","","","","","","","","","","","","","","","","",""
"","","","","5d9303bbc400a90018821b13","bdp_cybrbll","Sat Mar 25 2023 19:35:36 GMT-0400 (Eastern Daylight Time)","476945","3","1","pavlovia","0","14","0.0-0.0","","","","","","","","","","","","",""
"","","","","5d9303bbc400a90018821b13","bdp_cybrbll","Sat Mar 25 2023 19:35:36 GMT-0400 (Eastern Daylight Time)","476945","3","1","instructions","1","2581","0.0-1.0","[{""page_index"":0,""viewing_time"":2567}]","2567","","","","","","","","","","",""
"fullscreenexit","2","5275","fullscreenexit","5d9303bbc400a90018821b13","bdp_cybrbll","Sat Mar 25 2023 19:35:36 GMT-0400 (Eastern Daylight Time)","476945","3","1","","","","","","","","","","","","","","","","",""
"","","","","5d9303bbc400a90018821b13","bdp_cybrbll","Sat Mar 25 2023 19:35:36 GMT-0400 (Eastern Daylight Time)","476945","3","1","fullscreen","2","6034","0.0-2.0","","","true","","","","","","","","","",""
"","","","fullscreenfail","5d9303bbc400a90018821b13","bdp_cybrbll","Sat Mar 25 2023 19:35:36 GMT-0400 (Eastern Daylight Time)","476945","3","1","image-keyboard-response","3","8127","0.0-3.0-0.0","","2092","","","32","","","","","","","",""
"","","","","5d9303bbc400a90018821b13","bdp_cybrbll","Sat Mar 25 2023 19:35:36 GMT-0400 (Eastern Daylight Time)","476945","3","1","instructions","4","36583","0.0-4.0","[{""page_index"":0,""viewing_time"":28200}]","28200","","","","","","","","","","",""
"","","","choice","5d9303bbc400a90018821b13","bdp_cybrbll","Sat Mar 25 2023 19:35:36 GMT-0400 (Eastern Daylight Time)","476945","3","1","image-keyboard-response","5","38071","0.0-5.0-1.0","","1486","","img/2to1/1.png","1","225","928","0.5","0.5","2","1","",""
"","","","","5d9303bbc400a90018821b13","bdp_cybrbll","Sat Mar 25 2023 19:35:36 GMT-0400 (Eastern Daylight Time)","476945","3","1","animation","6","39485","0.0-5.0-2.0","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":106},{""stimulus"":""img/2to1/2.png"",""time"":216},{""stimulus"":""img/2to1/3.png"",""time"":327},{""stimulus"":""img/2to1/4.png"",""time"":436},{""stimulus"":""img/2to1/5.png"",""time"":542},{""stimulus"":""img/2to1/6.png"",""time"":652},{""stimulus"":""img/2to1/7.png"",""time"":761},{""stimulus"":""img/2to1/8.png"",""time"":870},{""stimulus"":""img/2to1/9.png"",""time"":979},{""stimulus"":""img/2to1/10.png"",""time"":1088},{""stimulus"":""img/2to1/11.png"",""time"":1197},{""stimulus"":""img/2to1/12.png"",""time"":1305}]","[]"
"","","","observe","5d9303bbc400a90018821b13","bdp_cybrbll","Sat Mar 25 2023 19:35:36 GMT-0400 (Eastern Daylight Time)","476945","3","1","image-keyboard-response","7","39939","0.0-5.0-1.1","","null","","img/1to3/1.png","null","224","450","0.5","0.5","1","3","",""
