"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses","numBlurs"
"pavlovia","0","5","0.0-0.0","5c3161130cfe9a00012f71ff","bdp_cybrbll","Thu Apr 06 2023 21:31:10 GMT-0400 (Eastern Daylight Time)","657900","1","3","","","","","","","","","","","","","","","","","",""
"instructions","1","3258","0.0-1.0","5c3161130cfe9a00012f71ff","bdp_cybrbll","Thu Apr 06 2023 21:31:10 GMT-0400 (Eastern Daylight Time)","657900","1","3","[{""page_index"":0,""viewing_time"":3252}]","3252","","","","","","","","","","","","","","","",""
"","","","","5c3161130cfe9a00012f71ff","bdp_cybrbll","Thu Apr 06 2023 21:31:10 GMT-0400 (Eastern Daylight Time)","657900","1","3","","","fullscreenenter","2","8376","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","9353","0.0-2.0","5c3161130cfe9a00012f71ff","bdp_cybrbll","Thu Apr 06 2023 21:31:10 GMT-0400 (Eastern Daylight Time)","657900","1","3","","","","","","","true","","","","","","","","","","",""
"instructions","3","14416","0.0-4.0","5c3161130cfe9a00012f71ff","bdp_cybrbll","Thu Apr 06 2023 21:31:10 GMT-0400 (Eastern Daylight Time)","657900","1","3","[{""page_index"":0,""viewing_time"":5060}]","5061","","","","","","","","","","","","","","","",""
"image-keyboard-response","4","25291","0.0-5.0-1.0","5c3161130cfe9a00012f71ff","bdp_cybrbll","Thu Apr 06 2023 21:31:10 GMT-0400 (Eastern Daylight Time)","657900","1","3","","10873","","","","choice","","img/2to1/1.png","1","225","563","0.5","0.5","2","1","","",""
"animation","5","26579","0.0-5.0-2.0","5c3161130cfe9a00012f71ff","bdp_cybrbll","Thu Apr 06 2023 21:31:10 GMT-0400 (Eastern Daylight Time)","657900","1","3","","","","","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":101},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":310},{""stimulus"":""img/2to1/4.png"",""time"":405},{""stimulus"":""img/2to1/5.png"",""time"":497},{""stimulus"":""img/2to1/6.png"",""time"":604},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":803},{""stimulus"":""img/2to1/9.png"",""time"":893},{""stimulus"":""img/2to1/10.png"",""time"":1004},{""stimulus"":""img/2to1/11.png"",""time"":1090},{""stimulus"":""img/2to1/12.png"",""time"":1190}]","[]",""
"image-keyboard-response","6","27264","0.0-5.0-1.1","5c3161130cfe9a00012f71ff","bdp_cybrbll","Thu Apr 06 2023 21:31:10 GMT-0400 (Eastern Daylight Time)","657900","1","3","","null","","","","observe","","img/1to3/1.png","null","224","682","0.5","0.5","1","2","","",""
"animation","7","28561","0.0-5.0-2.1","5c3161130cfe9a00012f71ff","bdp_cybrbll","Thu Apr 06 2023 21:31:10 GMT-0400 (Eastern Daylight Time)","657900","1","3","","","","","","","","","","224","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":297},{""stimulus"":""img/1to2/4.png"",""time"":396},{""stimulus"":""img/1to2/5.png"",""time"":496},{""stimulus"":""img/1to2/6.png"",""time"":595},{""stimulus"":""img/1to2/7.png"",""time"":710},{""stimulus"":""img/1to2/8.png"",""time"":803},{""stimulus"":""img/1to2/9.png"",""time"":895},{""stimulus"":""img/1to2/10.png"",""time"":991},{""stimulus"":""img/1to2/11.png"",""time"":1095},{""stimulus"":""img/1to2/12.png"",""time"":1203}]","[]",""
"image-keyboard-response","8","29130","0.0-5.0-1.2","5c3161130cfe9a00012f71ff","bdp_cybrbll","Thu Apr 06 2023 21:31:10 GMT-0400 (Eastern Daylight Time)","657900","1","3","","568","","","","choice","","img/2to1/1.png","2","223","1046","0.5","0.5","2","3","","",""
"animation","9","30418","0.0-5.0-2.2","5c3161130cfe9a00012f71ff","bdp_cybrbll","Thu Apr 06 2023 21:31:10 GMT-0400 (Eastern Daylight Time)","657900","1","3","","","","","","","","","","223","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":101},{""stimulus"":""img/2to3/2.png"",""time"":206},{""stimulus"":""img/2to3/3.png"",""time"":300},{""stimulus"":""img/2to3/4.png"",""time"":397},{""stimulus"":""img/2to3/5.png"",""time"":497},{""stimulus"":""img/2to3/6.png"",""time"":595},{""stimulus"":""img/2to3/7.png"",""time"":694},{""stimulus"":""img/2to3/8.png"",""time"":794},{""stimulus"":""img/2to3/9.png"",""time"":894},{""stimulus"":""img/2to3/10.png"",""time"":991},{""stimulus"":""img/2to3/11.png"",""time"":1091},{""stimulus"":""img/2to3/12.png"",""time"":1190}]","[]",""
"image-keyboard-response","10","30842","0.0-5.0-1.3","5c3161130cfe9a00012f71ff","bdp_cybrbll","Thu Apr 06 2023 21:31:10 GMT-0400 (Eastern Daylight Time)","657900","1","3","","null","","","","observe","","img/3to2/1.png","null","222","421","0.5","0.5","3","1","","",""
