"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"animation","16","75102","0.0-5.0-2.5","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","","","","","","","","220","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":105},{""stimulus"":""img/3to1/2.png"",""time"":205},{""stimulus"":""img/3to1/3.png"",""time"":304},{""stimulus"":""img/3to1/4.png"",""time"":405},{""stimulus"":""img/3to1/5.png"",""time"":496},{""stimulus"":""img/3to1/6.png"",""time"":596},{""stimulus"":""img/3to1/7.png"",""time"":695},{""stimulus"":""img/3to1/8.png"",""time"":796},{""stimulus"":""img/3to1/9.png"",""time"":896},{""stimulus"":""img/3to1/10.png"",""time"":995},{""stimulus"":""img/3to1/11.png"",""time"":1094},{""stimulus"":""img/3to1/12.png"",""time"":1193}]","[]"
"image-keyboard-response","17","75581","0.0-5.0-1.6","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","observe","","","null","","img/1to3/1.png","null","219","474","0.5","0.5","1","3","",""
"animation","18","76872","0.0-5.0-2.6","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","","","","","","","","219","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":102},{""stimulus"":""img/1to3/2.png"",""time"":202},{""stimulus"":""img/1to3/3.png"",""time"":302},{""stimulus"":""img/1to3/4.png"",""time"":401},{""stimulus"":""img/1to3/5.png"",""time"":503},{""stimulus"":""img/1to3/6.png"",""time"":601},{""stimulus"":""img/1to3/7.png"",""time"":699},{""stimulus"":""img/1to3/8.png"",""time"":798},{""stimulus"":""img/1to3/9.png"",""time"":898},{""stimulus"":""img/1to3/10.png"",""time"":997},{""stimulus"":""img/1to3/11.png"",""time"":1098},{""stimulus"":""img/1to3/12.png"",""time"":1192}]","[]"
"image-keyboard-response","19","77368","0.0-5.0-1.7","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","observe","","","null","","img/3to2/1.png","null","218","494","0.5","0.5","3","1","",""
"animation","20","78658","0.0-5.0-2.7","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","","","","","","","","218","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":103},{""stimulus"":""img/3to1/2.png"",""time"":203},{""stimulus"":""img/3to1/3.png"",""time"":303},{""stimulus"":""img/3to1/4.png"",""time"":403},{""stimulus"":""img/3to1/5.png"",""time"":502},{""stimulus"":""img/3to1/6.png"",""time"":602},{""stimulus"":""img/3to1/7.png"",""time"":701},{""stimulus"":""img/3to1/8.png"",""time"":794},{""stimulus"":""img/3to1/9.png"",""time"":893},{""stimulus"":""img/3to1/10.png"",""time"":992},{""stimulus"":""img/3to1/11.png"",""time"":1090},{""stimulus"":""img/3to1/12.png"",""time"":1190}]","[]"
"image-keyboard-response","21","78967","0.0-5.0-1.8","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","observe","","","null","","img/1to3/1.png","null","217","302","0.5","0.5","1","2","",""
"animation","22","80263","0.0-5.0-2.8","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","","","","","","","","217","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":104},{""stimulus"":""img/1to2/2.png"",""time"":204},{""stimulus"":""img/1to2/3.png"",""time"":303},{""stimulus"":""img/1to2/4.png"",""time"":402},{""stimulus"":""img/1to2/5.png"",""time"":502},{""stimulus"":""img/1to2/6.png"",""time"":602},{""stimulus"":""img/1to2/7.png"",""time"":695},{""stimulus"":""img/1to2/8.png"",""time"":795},{""stimulus"":""img/1to2/9.png"",""time"":894},{""stimulus"":""img/1to2/10.png"",""time"":994},{""stimulus"":""img/1to2/11.png"",""time"":1095},{""stimulus"":""img/1to2/12.png"",""time"":1195}]","[]"
"image-keyboard-response","23","80544","0.0-5.0-1.9","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","choice","","","281","","img/2to1/1.png","1","216","741","0.5","0.5","2","1","",""
"animation","24","81837","0.0-5.0-2.9","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","","","","","","","","216","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":104},{""stimulus"":""img/2to1/2.png"",""time"":204},{""stimulus"":""img/2to1/3.png"",""time"":303},{""stimulus"":""img/2to1/4.png"",""time"":403},{""stimulus"":""img/2to1/5.png"",""time"":502},{""stimulus"":""img/2to1/6.png"",""time"":594},{""stimulus"":""img/2to1/7.png"",""time"":702},{""stimulus"":""img/2to1/8.png"",""time"":794},{""stimulus"":""img/2to1/9.png"",""time"":894},{""stimulus"":""img/2to1/10.png"",""time"":993},{""stimulus"":""img/2to1/11.png"",""time"":1094},{""stimulus"":""img/2to1/12.png"",""time"":1202}]","[]"
"image-keyboard-response","25","82209","0.0-5.0-1.10","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","observe","","","null","","img/1to3/1.png","null","215","363","0.5","0.5","1","2","",""
"animation","26","83502","0.0-5.0-2.10","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","","","","","","","","215","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":104},{""stimulus"":""img/1to2/2.png"",""time"":204},{""stimulus"":""img/1to2/3.png"",""time"":303},{""stimulus"":""img/1to2/4.png"",""time"":403},{""stimulus"":""img/1to2/5.png"",""time"":503},{""stimulus"":""img/1to2/6.png"",""time"":603},{""stimulus"":""img/1to2/7.png"",""time"":695},{""stimulus"":""img/1to2/8.png"",""time"":794},{""stimulus"":""img/1to2/9.png"",""time"":894},{""stimulus"":""img/1to2/10.png"",""time"":994},{""stimulus"":""img/1to2/11.png"",""time"":1094},{""stimulus"":""img/1to2/12.png"",""time"":1193}]","[]"
"image-keyboard-response","27","83704","0.0-5.0-1.11","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","choice","","","201","","img/2to1/1.png","1","214","468","0.5","0.5","2","1","",""
"animation","28","84999","0.0-5.0-2.11","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","","","","","","","","214","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":111},{""stimulus"":""img/2to1/2.png"",""time"":202},{""stimulus"":""img/2to1/3.png"",""time"":299},{""stimulus"":""img/2to1/4.png"",""time"":406},{""stimulus"":""img/2to1/5.png"",""time"":497},{""stimulus"":""img/2to1/6.png"",""time"":597},{""stimulus"":""img/2to1/7.png"",""time"":696},{""stimulus"":""img/2to1/8.png"",""time"":796},{""stimulus"":""img/2to1/9.png"",""time"":899},{""stimulus"":""img/2to1/10.png"",""time"":999},{""stimulus"":""img/2to1/11.png"",""time"":1090},{""stimulus"":""img/2to1/12.png"",""time"":1190}]","[]"
"image-keyboard-response","29","85317","0.0-5.0-1.12","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","observe","","","null","","img/1to3/1.png","null","213","312","0.5","0.5","1","3","",""
"animation","30","86613","0.0-5.0-2.12","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","","","","","","","","213","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":106},{""stimulus"":""img/1to3/2.png"",""time"":205},{""stimulus"":""img/1to3/3.png"",""time"":306},{""stimulus"":""img/1to3/4.png"",""time"":406},{""stimulus"":""img/1to3/5.png"",""time"":497},{""stimulus"":""img/1to3/6.png"",""time"":597},{""stimulus"":""img/1to3/7.png"",""time"":697},{""stimulus"":""img/1to3/8.png"",""time"":797},{""stimulus"":""img/1to3/9.png"",""time"":896},{""stimulus"":""img/1to3/10.png"",""time"":996},{""stimulus"":""img/1to3/11.png"",""time"":1095},{""stimulus"":""img/1to3/12.png"",""time"":1196}]","[]"
"image-keyboard-response","31","86970","0.0-5.0-1.13","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","observe","","","null","","img/3to2/1.png","null","212","350","0.5","0.5","3","2","",""
"animation","32","88261","0.0-5.0-2.13","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","","","","","","","","212","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":102},{""stimulus"":""img/3to2/2.png"",""time"":201},{""stimulus"":""img/3to2/3.png"",""time"":301},{""stimulus"":""img/3to2/4.png"",""time"":400},{""stimulus"":""img/3to2/5.png"",""time"":499},{""stimulus"":""img/3to2/6.png"",""time"":598},{""stimulus"":""img/3to2/7.png"",""time"":696},{""stimulus"":""img/3to2/8.png"",""time"":794},{""stimulus"":""img/3to2/9.png"",""time"":893},{""stimulus"":""img/3to2/10.png"",""time"":992},{""stimulus"":""img/3to2/11.png"",""time"":1091},{""stimulus"":""img/3to2/12.png"",""time"":1191}]","[]"
"image-keyboard-response","33","89121","0.0-5.0-1.14","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","choice","","","859","","img/2to1/1.png","2","211","350","0.5","0.5","2","3","",""
"animation","34","90413","0.0-5.0-2.14","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","","","","","","","","211","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":101},{""stimulus"":""img/2to3/2.png"",""time"":200},{""stimulus"":""img/2to3/3.png"",""time"":300},{""stimulus"":""img/2to3/4.png"",""time"":400},{""stimulus"":""img/2to3/5.png"",""time"":501},{""stimulus"":""img/2to3/6.png"",""time"":601},{""stimulus"":""img/2to3/7.png"",""time"":701},{""stimulus"":""img/2to3/8.png"",""time"":792},{""stimulus"":""img/2to3/9.png"",""time"":892},{""stimulus"":""img/2to3/10.png"",""time"":994},{""stimulus"":""img/2to3/11.png"",""time"":1093},{""stimulus"":""img/2to3/12.png"",""time"":1194}]","[]"
"image-keyboard-response","35","90838","0.0-5.0-1.15","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","observe","","","null","","img/3to2/1.png","null","210","414","0.5","0.5","3","2","",""
"animation","36","92140","0.0-5.0-2.15","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","","","","","","","","210","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":105},{""stimulus"":""img/3to2/2.png"",""time"":204},{""stimulus"":""img/3to2/3.png"",""time"":303},{""stimulus"":""img/3to2/4.png"",""time"":402},{""stimulus"":""img/3to2/5.png"",""time"":502},{""stimulus"":""img/3to2/6.png"",""time"":595},{""stimulus"":""img/3to2/7.png"",""time"":703},{""stimulus"":""img/3to2/8.png"",""time"":795},{""stimulus"":""img/3to2/9.png"",""time"":895},{""stimulus"":""img/3to2/10.png"",""time"":994},{""stimulus"":""img/3to2/11.png"",""time"":1094},{""stimulus"":""img/3to2/12.png"",""time"":1195}]","[]"
"image-keyboard-response","37","92317","0.0-5.0-1.16","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","choice","","","176","","img/2to1/1.png","2","209","674","0.5","0.5","2","3","",""
"animation","38","93610","0.0-5.0-2.16","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","","","","","","","","209","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":102},{""stimulus"":""img/2to3/2.png"",""time"":203},{""stimulus"":""img/2to3/3.png"",""time"":303},{""stimulus"":""img/2to3/4.png"",""time"":402},{""stimulus"":""img/2to3/5.png"",""time"":502},{""stimulus"":""img/2to3/6.png"",""time"":601},{""stimulus"":""img/2to3/7.png"",""time"":695},{""stimulus"":""img/2to3/8.png"",""time"":797},{""stimulus"":""img/2to3/9.png"",""time"":896},{""stimulus"":""img/2to3/10.png"",""time"":1003},{""stimulus"":""img/2to3/11.png"",""time"":1095},{""stimulus"":""img/2to3/12.png"",""time"":1194}]","[]"
"image-keyboard-response","39","94237","0.0-5.0-1.17","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","observe","","","null","","img/3to2/1.png","null","208","619","0.5","0.5","3","1","",""
"animation","40","95527","0.0-5.0-2.17","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","","","","","","","","208","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":102},{""stimulus"":""img/3to1/2.png"",""time"":203},{""stimulus"":""img/3to1/3.png"",""time"":303},{""stimulus"":""img/3to1/4.png"",""time"":412},{""stimulus"":""img/3to1/5.png"",""time"":497},{""stimulus"":""img/3to1/6.png"",""time"":599},{""stimulus"":""img/3to1/7.png"",""time"":698},{""stimulus"":""img/3to1/8.png"",""time"":797},{""stimulus"":""img/3to1/9.png"",""time"":899},{""stimulus"":""img/3to1/10.png"",""time"":999},{""stimulus"":""img/3to1/11.png"",""time"":1107},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","41","96017","0.0-5.0-1.18","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","observe","","","null","","img/1to3/1.png","null","207","487","0.5","0.5","1","2","",""
"animation","42","97310","0.0-5.0-2.18","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","","","","","","","","207","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":102},{""stimulus"":""img/1to2/2.png"",""time"":205},{""stimulus"":""img/1to2/3.png"",""time"":304},{""stimulus"":""img/1to2/4.png"",""time"":403},{""stimulus"":""img/1to2/5.png"",""time"":503},{""stimulus"":""img/1to2/6.png"",""time"":595},{""stimulus"":""img/1to2/7.png"",""time"":693},{""stimulus"":""img/1to2/8.png"",""time"":792},{""stimulus"":""img/1to2/9.png"",""time"":893},{""stimulus"":""img/1to2/10.png"",""time"":992},{""stimulus"":""img/1to2/11.png"",""time"":1092},{""stimulus"":""img/1to2/12.png"",""time"":1193}]","[]"
"image-keyboard-response","43","97579","0.0-5.0-1.19","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","choice","","","268","","img/2to1/1.png","1","206","468","0.5","0.5","2","1","",""
"animation","44","98872","0.0-5.0-2.19","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","","","","","","","","206","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":101},{""stimulus"":""img/2to1/2.png"",""time"":200},{""stimulus"":""img/2to1/3.png"",""time"":299},{""stimulus"":""img/2to1/4.png"",""time"":398},{""stimulus"":""img/2to1/5.png"",""time"":498},{""stimulus"":""img/2to1/6.png"",""time"":609},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":794},{""stimulus"":""img/2to1/9.png"",""time"":894},{""stimulus"":""img/2to1/10.png"",""time"":992},{""stimulus"":""img/2to1/11.png"",""time"":1094},{""stimulus"":""img/2to1/12.png"",""time"":1194}]","[]"
"image-keyboard-response","45","99276","0.0-5.0-1.20","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","observe","","","null","","img/1to3/1.png","null","205","398","0.5","0.5","1","3","",""
"animation","46","100579","0.0-5.0-2.20","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","","","","","","","","205","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":102},{""stimulus"":""img/1to3/2.png"",""time"":201},{""stimulus"":""img/1to3/3.png"",""time"":302},{""stimulus"":""img/1to3/4.png"",""time"":401},{""stimulus"":""img/1to3/5.png"",""time"":501},{""stimulus"":""img/1to3/6.png"",""time"":601},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":794},{""stimulus"":""img/1to3/9.png"",""time"":894},{""stimulus"":""img/1to3/10.png"",""time"":993},{""stimulus"":""img/1to3/11.png"",""time"":1094},{""stimulus"":""img/1to3/12.png"",""time"":1193}]","[]"
"image-keyboard-response","47","101004","0.0-5.0-1.21","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","observe","","","null","","img/3to2/1.png","null","204","414","0.5","0.5","3","1","",""
"animation","48","102293","0.0-5.0-2.21","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","","","","","","","","204","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":102},{""stimulus"":""img/3to1/2.png"",""time"":201},{""stimulus"":""img/3to1/3.png"",""time"":302},{""stimulus"":""img/3to1/4.png"",""time"":402},{""stimulus"":""img/3to1/5.png"",""time"":502},{""stimulus"":""img/3to1/6.png"",""time"":601},{""stimulus"":""img/3to1/7.png"",""time"":701},{""stimulus"":""img/3to1/8.png"",""time"":796},{""stimulus"":""img/3to1/9.png"",""time"":898},{""stimulus"":""img/3to1/10.png"",""time"":998},{""stimulus"":""img/3to1/11.png"",""time"":1097},{""stimulus"":""img/3to1/12.png"",""time"":1188}]","[]"
"image-keyboard-response","49","102522","0.0-5.0-1.22","5df5b9f661721940c46c3cd3","bdp_cybrbll","Sun Mar 26 2023 02:09:56 GMT-0400 (Eastern Daylight Time)","456520","3","1","","","","observe","","","null","","img/1to3/1.png","null","203","225","0.5","0.5","1","3","",""
