"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses","numBlurs"
"pavlovia","0","11","0.0-0.0","63e5ffdf639ebdcf35aacb09","bdp_cybrbll","Sun Mar 26 2023 20:21:57 GMT+0200 (Central European Summer Time)","470056","3","1","","","","","","","","","","","","","","","","","",""
"instructions","1","15388","0.0-1.0","63e5ffdf639ebdcf35aacb09","bdp_cybrbll","Sun Mar 26 2023 20:21:57 GMT+0200 (Central European Summer Time)","470056","3","1","[{""page_index"":0,""viewing_time"":15374}]","15375","","","","","","","","","","","","","","","",""
"","","","","63e5ffdf639ebdcf35aacb09","bdp_cybrbll","Sun Mar 26 2023 20:21:57 GMT+0200 (Central European Summer Time)","470056","3","1","","","fullscreenenter","2","18599","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","19539","0.0-2.0","63e5ffdf639ebdcf35aacb09","bdp_cybrbll","Sun Mar 26 2023 20:21:57 GMT+0200 (Central European Summer Time)","470056","3","1","","","","","","","true","","","","","","","","","","",""
"instructions","3","71507","0.0-4.0","63e5ffdf639ebdcf35aacb09","bdp_cybrbll","Sun Mar 26 2023 20:21:57 GMT+0200 (Central European Summer Time)","470056","3","1","[{""page_index"":0,""viewing_time"":51965}]","51966","","","","","","","","","","","","","","","",""
"image-keyboard-response","4","73842","0.0-5.0-1.0","63e5ffdf639ebdcf35aacb09","bdp_cybrbll","Sun Mar 26 2023 20:21:57 GMT+0200 (Central European Summer Time)","470056","3","1","","2329","","","","choice","","img/2to1/1.png","2","225","473","0.5","0.5","2","3","","",""
"animation","5","75132","0.0-5.0-2.0","63e5ffdf639ebdcf35aacb09","bdp_cybrbll","Sun Mar 26 2023 20:21:57 GMT+0200 (Central European Summer Time)","470056","3","1","","","","","","","","","","225","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":102},{""stimulus"":""img/2to3/2.png"",""time"":200},{""stimulus"":""img/2to3/3.png"",""time"":298},{""stimulus"":""img/2to3/4.png"",""time"":397},{""stimulus"":""img/2to3/5.png"",""time"":496},{""stimulus"":""img/2to3/6.png"",""time"":595},{""stimulus"":""img/2to3/7.png"",""time"":694},{""stimulus"":""img/2to3/8.png"",""time"":794},{""stimulus"":""img/2to3/9.png"",""time"":892},{""stimulus"":""img/2to3/10.png"",""time"":991},{""stimulus"":""img/2to3/11.png"",""time"":1090},{""stimulus"":""img/2to3/12.png"",""time"":1189}]","[]",""
"image-keyboard-response","6","75672","0.0-5.0-1.1","63e5ffdf639ebdcf35aacb09","bdp_cybrbll","Sun Mar 26 2023 20:21:57 GMT+0200 (Central European Summer Time)","470056","3","1","","null","","","","observe","","img/3to2/1.png","null","224","536","0.5","0.5","3","2","","",""
"animation","7","76961","0.0-5.0-2.1","63e5ffdf639ebdcf35aacb09","bdp_cybrbll","Sun Mar 26 2023 20:21:57 GMT+0200 (Central European Summer Time)","470056","3","1","","","","","","","","","","224","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":101},{""stimulus"":""img/3to2/2.png"",""time"":200},{""stimulus"":""img/3to2/3.png"",""time"":299},{""stimulus"":""img/3to2/4.png"",""time"":397},{""stimulus"":""img/3to2/5.png"",""time"":497},{""stimulus"":""img/3to2/6.png"",""time"":595},{""stimulus"":""img/3to2/7.png"",""time"":695},{""stimulus"":""img/3to2/8.png"",""time"":794},{""stimulus"":""img/3to2/9.png"",""time"":893},{""stimulus"":""img/3to2/10.png"",""time"":992},{""stimulus"":""img/3to2/11.png"",""time"":1091},{""stimulus"":""img/3to2/12.png"",""time"":1190}]","[]",""
"image-keyboard-response","8","77418","0.0-5.0-1.2","63e5ffdf639ebdcf35aacb09","bdp_cybrbll","Sun Mar 26 2023 20:21:57 GMT+0200 (Central European Summer Time)","470056","3","1","","455","","","","choice","","img/2to1/1.png","1","223","286","0.5","0.5","2","1","","",""
