"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"pavlovia","0","2","0.0-0.0","60c837327440575481e333ce","bdp_cybrbll","Sat Mar 25 2023 16:41:59 GMT-0700 (Mountain Standard Time)","436658","3","1","","","","","","","","","","","","","","","","","",""
"","","","","60c837327440575481e333ce","bdp_cybrbll","Sat Mar 25 2023 16:41:59 GMT-0700 (Mountain Standard Time)","436658","3","1","blur","1","431","blurevent","1","","","","","","","","","","","","",""
"","","","","60c837327440575481e333ce","bdp_cybrbll","Sat Mar 25 2023 16:41:59 GMT-0700 (Mountain Standard Time)","436658","3","1","focus","1","2135","focusevent","","","","","","","","","","","","","",""
"instructions","1","4007","0.0-1.0","60c837327440575481e333ce","bdp_cybrbll","Sat Mar 25 2023 16:41:59 GMT-0700 (Mountain Standard Time)","436658","3","1","","","","","","[{""page_index"":0,""viewing_time"":4005}]","4005","","","","","","","","","","",""
"","","","","60c837327440575481e333ce","bdp_cybrbll","Sat Mar 25 2023 16:41:59 GMT-0700 (Mountain Standard Time)","436658","3","1","fullscreenenter","2","5686","fullscreenenter","","","","","","","","","","","","","",""
"fullscreen","2","6679","0.0-2.0","60c837327440575481e333ce","bdp_cybrbll","Sat Mar 25 2023 16:41:59 GMT-0700 (Mountain Standard Time)","436658","3","1","","","","","","","","true","","","","","","","","","",""
"instructions","3","17762","0.0-4.0","60c837327440575481e333ce","bdp_cybrbll","Sat Mar 25 2023 16:41:59 GMT-0700 (Mountain Standard Time)","436658","3","1","","","","","","[{""page_index"":0,""viewing_time"":11081}]","11082","","","","","","","","","","",""
"image-keyboard-response","4","20018","0.0-5.0-0.0-0.0","60c837327440575481e333ce","bdp_cybrbll","Sat Mar 25 2023 16:41:59 GMT-0700 (Mountain Standard Time)","436658","3","1","","","","blurwarn","1","","2256","","","49","","","","","","","",""
"image-keyboard-response","5","21337","0.0-5.0-1.0","60c837327440575481e333ce","bdp_cybrbll","Sat Mar 25 2023 16:41:59 GMT-0700 (Mountain Standard Time)","436658","3","1","","","","choice","","","1057","","img/2to1/1.png","1","225","293","0.5","0.5","2","1","",""
"animation","6","22627","0.0-5.0-2.0","60c837327440575481e333ce","bdp_cybrbll","Sat Mar 25 2023 16:41:59 GMT-0700 (Mountain Standard Time)","436658","3","1","","","","","","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":109},{""stimulus"":""img/2to1/2.png"",""time"":206},{""stimulus"":""img/2to1/3.png"",""time"":308},{""stimulus"":""img/2to1/4.png"",""time"":401},{""stimulus"":""img/2to1/5.png"",""time"":510},{""stimulus"":""img/2to1/6.png"",""time"":604},{""stimulus"":""img/2to1/7.png"",""time"":700},{""stimulus"":""img/2to1/8.png"",""time"":794},{""stimulus"":""img/2to1/9.png"",""time"":903},{""stimulus"":""img/2to1/10.png"",""time"":994},{""stimulus"":""img/2to1/11.png"",""time"":1102},{""stimulus"":""img/2to1/12.png"",""time"":1195}]","[]"
