"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"image-keyboard-response","7","215446","0.0-5.0-1.1","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","null","","","","observe","","","img/3to2/1.png","null","224","679","0.5","0.5","3","1","",""
"animation","8","216735","0.0-5.0-2.1","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","224","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":109},{""stimulus"":""img/3to1/2.png"",""time"":202},{""stimulus"":""img/3to1/3.png"",""time"":299},{""stimulus"":""img/3to1/4.png"",""time"":404},{""stimulus"":""img/3to1/5.png"",""time"":497},{""stimulus"":""img/3to1/6.png"",""time"":608},{""stimulus"":""img/3to1/7.png"",""time"":700},{""stimulus"":""img/3to1/8.png"",""time"":794},{""stimulus"":""img/3to1/9.png"",""time"":902},{""stimulus"":""img/3to1/10.png"",""time"":997},{""stimulus"":""img/3to1/11.png"",""time"":1105},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","9","217066","0.0-5.0-1.2","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","null","","","","observe","","","img/1to3/1.png","null","223","325","0.5","0.5","1","3","",""
"animation","10","218361","0.0-5.0-2.2","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","223","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":109},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":312},{""stimulus"":""img/1to3/4.png"",""time"":398},{""stimulus"":""img/1to3/5.png"",""time"":499},{""stimulus"":""img/1to3/6.png"",""time"":608},{""stimulus"":""img/1to3/7.png"",""time"":703},{""stimulus"":""img/1to3/8.png"",""time"":795},{""stimulus"":""img/1to3/9.png"",""time"":904},{""stimulus"":""img/1to3/10.png"",""time"":1000},{""stimulus"":""img/1to3/11.png"",""time"":1093},{""stimulus"":""img/1to3/12.png"",""time"":1202}]","[]"
"image-keyboard-response","11","219060","0.0-5.0-1.3","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","null","","","","observe","","","img/3to2/1.png","null","222","693","0.5","0.5","3","2","",""
"animation","12","220354","0.0-5.0-2.3","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","222","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":109},{""stimulus"":""img/3to2/2.png"",""time"":200},{""stimulus"":""img/3to2/3.png"",""time"":312},{""stimulus"":""img/3to2/4.png"",""time"":405},{""stimulus"":""img/3to2/5.png"",""time"":498},{""stimulus"":""img/3to2/6.png"",""time"":607},{""stimulus"":""img/3to2/7.png"",""time"":695},{""stimulus"":""img/3to2/8.png"",""time"":794},{""stimulus"":""img/3to2/9.png"",""time"":902},{""stimulus"":""img/3to2/10.png"",""time"":995},{""stimulus"":""img/3to2/11.png"",""time"":1090},{""stimulus"":""img/3to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","13","221296","0.0-5.0-1.4","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","942","","","","choice","","","img/2to1/1.png","1","221","621","0.5","0.5","2","1","",""
"animation","14","222597","0.0-5.0-2.4","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","221","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":101},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":301},{""stimulus"":""img/2to1/4.png"",""time"":412},{""stimulus"":""img/2to1/5.png"",""time"":505},{""stimulus"":""img/2to1/6.png"",""time"":600},{""stimulus"":""img/2to1/7.png"",""time"":709},{""stimulus"":""img/2to1/8.png"",""time"":793},{""stimulus"":""img/2to1/9.png"",""time"":896},{""stimulus"":""img/2to1/10.png"",""time"":1005},{""stimulus"":""img/2to1/11.png"",""time"":1090},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","15","223812","0.0-5.0-1.5","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","null","","","","observe","","","img/1to3/1.png","null","220","1199","0.5","0.5","1","3","",""
"animation","16","225114","0.0-5.0-2.5","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","220","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":107},{""stimulus"":""img/1to3/2.png"",""time"":202},{""stimulus"":""img/1to3/3.png"",""time"":311},{""stimulus"":""img/1to3/4.png"",""time"":396},{""stimulus"":""img/1to3/5.png"",""time"":510},{""stimulus"":""img/1to3/6.png"",""time"":604},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":805},{""stimulus"":""img/1to3/9.png"",""time"":893},{""stimulus"":""img/1to3/10.png"",""time"":1007},{""stimulus"":""img/1to3/11.png"",""time"":1099},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","17","226386","0.0-5.0-1.6","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","null","","","","observe","","","img/3to2/1.png","null","219","1267","0.5","0.5","3","1","",""
"animation","18","227675","0.0-5.0-2.6","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","219","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":109},{""stimulus"":""img/3to1/2.png"",""time"":202},{""stimulus"":""img/3to1/3.png"",""time"":310},{""stimulus"":""img/3to1/4.png"",""time"":398},{""stimulus"":""img/3to1/5.png"",""time"":498},{""stimulus"":""img/3to1/6.png"",""time"":606},{""stimulus"":""img/3to1/7.png"",""time"":699},{""stimulus"":""img/3to1/8.png"",""time"":794},{""stimulus"":""img/3to1/9.png"",""time"":893},{""stimulus"":""img/3to1/10.png"",""time"":991},{""stimulus"":""img/3to1/11.png"",""time"":1090},{""stimulus"":""img/3to1/12.png"",""time"":1201}]","[]"
"image-keyboard-response","19","228595","0.0-5.0-1.7","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","null","","","","observe","","","img/1to3/1.png","null","218","911","0.5","0.5","1","2","",""
"animation","20","229887","0.0-5.0-2.7","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","218","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":109},{""stimulus"":""img/1to2/2.png"",""time"":200},{""stimulus"":""img/1to2/3.png"",""time"":310},{""stimulus"":""img/1to2/4.png"",""time"":402},{""stimulus"":""img/1to2/5.png"",""time"":496},{""stimulus"":""img/1to2/6.png"",""time"":606},{""stimulus"":""img/1to2/7.png"",""time"":701},{""stimulus"":""img/1to2/8.png"",""time"":795},{""stimulus"":""img/1to2/9.png"",""time"":905},{""stimulus"":""img/1to2/10.png"",""time"":998},{""stimulus"":""img/1to2/11.png"",""time"":1091},{""stimulus"":""img/1to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","21","230201","0.0-5.0-1.8","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","313","","","","choice","","","img/2to1/1.png","1","217","238","0.5","0.5","2","1","",""
"animation","22","231489","0.0-5.0-2.8","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","217","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":106},{""stimulus"":""img/2to1/2.png"",""time"":200},{""stimulus"":""img/2to1/3.png"",""time"":311},{""stimulus"":""img/2to1/4.png"",""time"":397},{""stimulus"":""img/2to1/5.png"",""time"":497},{""stimulus"":""img/2to1/6.png"",""time"":606},{""stimulus"":""img/2to1/7.png"",""time"":699},{""stimulus"":""img/2to1/8.png"",""time"":807},{""stimulus"":""img/2to1/9.png"",""time"":899},{""stimulus"":""img/2to1/10.png"",""time"":993},{""stimulus"":""img/2to1/11.png"",""time"":1090},{""stimulus"":""img/2to1/12.png"",""time"":1196}]","[]"
"image-keyboard-response","23","231957","0.0-5.0-1.9","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","null","","","","observe","","","img/1to3/1.png","null","216","460","0.5","0.5","1","2","",""
"animation","24","233245","0.0-5.0-2.9","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","216","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":113},{""stimulus"":""img/1to2/2.png"",""time"":203},{""stimulus"":""img/1to2/3.png"",""time"":311},{""stimulus"":""img/1to2/4.png"",""time"":397},{""stimulus"":""img/1to2/5.png"",""time"":496},{""stimulus"":""img/1to2/6.png"",""time"":607},{""stimulus"":""img/1to2/7.png"",""time"":694},{""stimulus"":""img/1to2/8.png"",""time"":808},{""stimulus"":""img/1to2/9.png"",""time"":892},{""stimulus"":""img/1to2/10.png"",""time"":991},{""stimulus"":""img/1to2/11.png"",""time"":1102},{""stimulus"":""img/1to2/12.png"",""time"":1197}]","[]"
"image-keyboard-response","25","233650","0.0-5.0-1.10","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","403","","","","choice","","","img/2to1/1.png","2","215","556","0.5","0.5","2","3","",""
"animation","26","234938","0.0-5.0-2.10","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","215","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":100},{""stimulus"":""img/2to3/2.png"",""time"":202},{""stimulus"":""img/2to3/3.png"",""time"":313},{""stimulus"":""img/2to3/4.png"",""time"":407},{""stimulus"":""img/2to3/5.png"",""time"":497},{""stimulus"":""img/2to3/6.png"",""time"":610},{""stimulus"":""img/2to3/7.png"",""time"":703},{""stimulus"":""img/2to3/8.png"",""time"":795},{""stimulus"":""img/2to3/9.png"",""time"":904},{""stimulus"":""img/2to3/10.png"",""time"":999},{""stimulus"":""img/2to3/11.png"",""time"":1090},{""stimulus"":""img/2to3/12.png"",""time"":1190}]","[]"
"image-keyboard-response","27","235210","0.0-5.0-1.11","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","null","","","","observe","","","img/3to2/1.png","null","214","268","0.5","0.5","3","2","",""
"animation","28","236497","0.0-5.0-2.11","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","214","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":108},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":309},{""stimulus"":""img/3to2/4.png"",""time"":402},{""stimulus"":""img/3to2/5.png"",""time"":496},{""stimulus"":""img/3to2/6.png"",""time"":595},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":807},{""stimulus"":""img/3to2/9.png"",""time"":900},{""stimulus"":""img/3to2/10.png"",""time"":991},{""stimulus"":""img/3to2/11.png"",""time"":1090},{""stimulus"":""img/3to2/12.png"",""time"":1188}]","[]"
"image-keyboard-response","29","236728","0.0-5.0-1.12","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","229","","","","choice","","","img/2to1/1.png","1","213","811","0.5","0.5","2","1","",""
"animation","30","238020","0.0-5.0-2.12","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","213","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":101},{""stimulus"":""img/2to1/2.png"",""time"":205},{""stimulus"":""img/2to1/3.png"",""time"":313},{""stimulus"":""img/2to1/4.png"",""time"":407},{""stimulus"":""img/2to1/5.png"",""time"":497},{""stimulus"":""img/2to1/6.png"",""time"":595},{""stimulus"":""img/2to1/7.png"",""time"":702},{""stimulus"":""img/2to1/8.png"",""time"":794},{""stimulus"":""img/2to1/9.png"",""time"":903},{""stimulus"":""img/2to1/10.png"",""time"":991},{""stimulus"":""img/2to1/11.png"",""time"":1091},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","31","238752","0.0-5.0-1.13","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","null","","","","observe","","","img/1to3/1.png","null","212","726","0.5","0.5","1","3","",""
"animation","32","240044","0.0-5.0-2.13","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","212","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":108},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":313},{""stimulus"":""img/1to3/4.png"",""time"":407},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":596},{""stimulus"":""img/1to3/7.png"",""time"":702},{""stimulus"":""img/1to3/8.png"",""time"":796},{""stimulus"":""img/1to3/9.png"",""time"":905},{""stimulus"":""img/1to3/10.png"",""time"":992},{""stimulus"":""img/1to3/11.png"",""time"":1092},{""stimulus"":""img/1to3/12.png"",""time"":1190}]","[]"
"image-keyboard-response","33","240223","0.0-5.0-1.14","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","null","","","","observe","","","img/3to2/1.png","null","211","178","0.5","0.5","3","2","",""
"animation","34","241512","0.0-5.0-2.14","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","211","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":100},{""stimulus"":""img/3to2/2.png"",""time"":209},{""stimulus"":""img/3to2/3.png"",""time"":302},{""stimulus"":""img/3to2/4.png"",""time"":397},{""stimulus"":""img/3to2/5.png"",""time"":497},{""stimulus"":""img/3to2/6.png"",""time"":595},{""stimulus"":""img/3to2/7.png"",""time"":704},{""stimulus"":""img/3to2/8.png"",""time"":797},{""stimulus"":""img/3to2/9.png"",""time"":907},{""stimulus"":""img/3to2/10.png"",""time"":991},{""stimulus"":""img/3to2/11.png"",""time"":1090},{""stimulus"":""img/3to2/12.png"",""time"":1190}]","[]"
"image-keyboard-response","35","241584","0.0-5.0-1.15","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","71","","","","choice","","","img/2to1/1.png","2","210","417","0.5","0.5","2","3","",""
"animation","36","242873","0.0-5.0-2.15","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","210","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":104},{""stimulus"":""img/2to3/2.png"",""time"":213},{""stimulus"":""img/2to3/3.png"",""time"":307},{""stimulus"":""img/2to3/4.png"",""time"":401},{""stimulus"":""img/2to3/5.png"",""time"":509},{""stimulus"":""img/2to3/6.png"",""time"":602},{""stimulus"":""img/2to3/7.png"",""time"":695},{""stimulus"":""img/2to3/8.png"",""time"":803},{""stimulus"":""img/2to3/9.png"",""time"":892},{""stimulus"":""img/2to3/10.png"",""time"":1004},{""stimulus"":""img/2to3/11.png"",""time"":1091},{""stimulus"":""img/2to3/12.png"",""time"":1190}]","[]"
"image-keyboard-response","37","243053","0.0-5.0-1.16","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","null","","","","observe","","","img/3to2/1.png","null","209","177","0.5","0.5","3","1","",""
"animation","38","244341","0.0-5.0-2.16","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","209","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":109},{""stimulus"":""img/3to1/2.png"",""time"":204},{""stimulus"":""img/3to1/3.png"",""time"":297},{""stimulus"":""img/3to1/4.png"",""time"":407},{""stimulus"":""img/3to1/5.png"",""time"":501},{""stimulus"":""img/3to1/6.png"",""time"":595},{""stimulus"":""img/3to1/7.png"",""time"":694},{""stimulus"":""img/3to1/8.png"",""time"":792},{""stimulus"":""img/3to1/9.png"",""time"":891},{""stimulus"":""img/3to1/10.png"",""time"":995},{""stimulus"":""img/3to1/11.png"",""time"":1090},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","39","244753","0.0-5.0-1.17","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","null","","","","observe","","","img/1to3/1.png","null","208","410","0.5","0.5","1","2","",""
"animation","40","246044","0.0-5.0-2.17","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","208","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":310},{""stimulus"":""img/1to2/4.png"",""time"":403},{""stimulus"":""img/1to2/5.png"",""time"":497},{""stimulus"":""img/1to2/6.png"",""time"":606},{""stimulus"":""img/1to2/7.png"",""time"":703},{""stimulus"":""img/1to2/8.png"",""time"":795},{""stimulus"":""img/1to2/9.png"",""time"":892},{""stimulus"":""img/1to2/10.png"",""time"":996},{""stimulus"":""img/1to2/11.png"",""time"":1090},{""stimulus"":""img/1to2/12.png"",""time"":1199}]","[]"
"image-keyboard-response","41","246632","0.0-5.0-1.18","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","587","","","","choice","","","img/2to1/1.png","2","207","336","0.5","0.5","2","3","",""
"animation","42","247921","0.0-5.0-2.18","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","207","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":101},{""stimulus"":""img/2to3/2.png"",""time"":204},{""stimulus"":""img/2to3/3.png"",""time"":313},{""stimulus"":""img/2to3/4.png"",""time"":406},{""stimulus"":""img/2to3/5.png"",""time"":499},{""stimulus"":""img/2to3/6.png"",""time"":607},{""stimulus"":""img/2to3/7.png"",""time"":701},{""stimulus"":""img/2to3/8.png"",""time"":793},{""stimulus"":""img/2to3/9.png"",""time"":903},{""stimulus"":""img/2to3/10.png"",""time"":996},{""stimulus"":""img/2to3/11.png"",""time"":1091},{""stimulus"":""img/2to3/12.png"",""time"":1190}]","[]"
"image-keyboard-response","43","248172","0.0-5.0-1.19","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","null","","","","observe","","","img/3to2/1.png","null","206","243","0.5","0.5","3","1","",""
"animation","44","249465","0.0-5.0-2.19","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","206","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":110},{""stimulus"":""img/3to1/2.png"",""time"":205},{""stimulus"":""img/3to1/3.png"",""time"":298},{""stimulus"":""img/3to1/4.png"",""time"":407},{""stimulus"":""img/3to1/5.png"",""time"":496},{""stimulus"":""img/3to1/6.png"",""time"":595},{""stimulus"":""img/3to1/7.png"",""time"":694},{""stimulus"":""img/3to1/8.png"",""time"":792},{""stimulus"":""img/3to1/9.png"",""time"":902},{""stimulus"":""img/3to1/10.png"",""time"":996},{""stimulus"":""img/3to1/11.png"",""time"":1090},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","45","249884","0.0-5.0-1.20","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","null","","","","observe","","","img/1to3/1.png","null","205","404","0.5","0.5","1","2","",""
"animation","46","251178","0.0-5.0-2.20","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","205","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":110},{""stimulus"":""img/1to2/2.png"",""time"":204},{""stimulus"":""img/1to2/3.png"",""time"":298},{""stimulus"":""img/1to2/4.png"",""time"":406},{""stimulus"":""img/1to2/5.png"",""time"":500},{""stimulus"":""img/1to2/6.png"",""time"":608},{""stimulus"":""img/1to2/7.png"",""time"":703},{""stimulus"":""img/1to2/8.png"",""time"":793},{""stimulus"":""img/1to2/9.png"",""time"":892},{""stimulus"":""img/1to2/10.png"",""time"":991},{""stimulus"":""img/1to2/11.png"",""time"":1090},{""stimulus"":""img/1to2/12.png"",""time"":1199}]","[]"
"image-keyboard-response","47","251407","0.0-5.0-1.21","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","228","","","","choice","","","img/2to1/1.png","1","204","284","0.5","0.5","2","1","",""
"animation","48","252699","0.0-5.0-2.21","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","","","","","","","","","","204","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":114},{""stimulus"":""img/2to1/2.png"",""time"":207},{""stimulus"":""img/2to1/3.png"",""time"":301},{""stimulus"":""img/2to1/4.png"",""time"":408},{""stimulus"":""img/2to1/5.png"",""time"":497},{""stimulus"":""img/2to1/6.png"",""time"":596},{""stimulus"":""img/2to1/7.png"",""time"":704},{""stimulus"":""img/2to1/8.png"",""time"":794},{""stimulus"":""img/2to1/9.png"",""time"":906},{""stimulus"":""img/2to1/10.png"",""time"":999},{""stimulus"":""img/2to1/11.png"",""time"":1092},{""stimulus"":""img/2to1/12.png"",""time"":1200}]","[]"
"image-keyboard-response","49","253042","0.0-5.0-1.22","608d0831835bd8f85ac9237e","bdp_cybrbll","Sat Mar 25 2023 18:49:40 GMT-0400 (Eastern Daylight Time)","618759","3","1","","null","","","","observe","","","img/1to3/1.png","null","203","337","0.5","0.5","1","2","",""
