"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"pavlovia","0","2","0.0-0.0","631ce86c7a3ce20f628bae05","bdp_cybrbll","Wed Apr 12 2023 18:59:34 GMT-0400 (Eastern Daylight Time)","456822","1","3","","","","","","","","","","","","","","","","","",""
"","","","","631ce86c7a3ce20f628bae05","bdp_cybrbll","Wed Apr 12 2023 18:59:34 GMT-0400 (Eastern Daylight Time)","456822","1","3","blur","1","5438","blurevent","1","","","","","","","","","","","","",""
"","","","","631ce86c7a3ce20f628bae05","bdp_cybrbll","Wed Apr 12 2023 18:59:34 GMT-0400 (Eastern Daylight Time)","456822","1","3","focus","1","16171","focusevent","","","","","","","","","","","","","",""
"instructions","1","17257","0.0-1.0","631ce86c7a3ce20f628bae05","bdp_cybrbll","Wed Apr 12 2023 18:59:34 GMT-0400 (Eastern Daylight Time)","456822","1","3","","","","","","[{""page_index"":0,""viewing_time"":17255}]","17255","","","","","","","","","","",""
"","","","","631ce86c7a3ce20f628bae05","bdp_cybrbll","Wed Apr 12 2023 18:59:34 GMT-0400 (Eastern Daylight Time)","456822","1","3","fullscreenenter","2","19619","fullscreenenter","","","","","","","","","","","","","",""
"fullscreen","2","20571","0.0-2.0","631ce86c7a3ce20f628bae05","bdp_cybrbll","Wed Apr 12 2023 18:59:34 GMT-0400 (Eastern Daylight Time)","456822","1","3","","","","","","","","true","","","","","","","","","",""
"instructions","3","37640","0.0-4.0","631ce86c7a3ce20f628bae05","bdp_cybrbll","Wed Apr 12 2023 18:59:34 GMT-0400 (Eastern Daylight Time)","456822","1","3","","","","","","[{""page_index"":0,""viewing_time"":17068}]","17068","","","","","","","","","","",""
"image-keyboard-response","4","50824","0.0-5.0-0.0-0.0","631ce86c7a3ce20f628bae05","bdp_cybrbll","Wed Apr 12 2023 18:59:34 GMT-0400 (Eastern Daylight Time)","456822","1","3","","","","blurwarn","1","","13184","","","49","","","","","","","",""
"image-keyboard-response","5","54168","0.0-5.0-1.0","631ce86c7a3ce20f628bae05","bdp_cybrbll","Wed Apr 12 2023 18:59:34 GMT-0400 (Eastern Daylight Time)","456822","1","3","","","","choice","","","3089","","img/2to1/1.png","1","225","449","0.5","0.5","2","1","",""
"animation","6","55465","0.0-5.0-2.0","631ce86c7a3ce20f628bae05","bdp_cybrbll","Wed Apr 12 2023 18:59:34 GMT-0400 (Eastern Daylight Time)","456822","1","3","","","","","","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":114},{""stimulus"":""img/2to1/2.png"",""time"":208},{""stimulus"":""img/2to1/3.png"",""time"":302},{""stimulus"":""img/2to1/4.png"",""time"":412},{""stimulus"":""img/2to1/5.png"",""time"":506},{""stimulus"":""img/2to1/6.png"",""time"":601},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":807},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":996},{""stimulus"":""img/2to1/11.png"",""time"":1091},{""stimulus"":""img/2to1/12.png"",""time"":1202}]","[]"
