"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"animation","18","164387","0.0-5.0-2.6","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","","","","","","","","219","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":99},{""stimulus"":""img/2to3/2.png"",""time"":199},{""stimulus"":""img/2to3/3.png"",""time"":298},{""stimulus"":""img/2to3/4.png"",""time"":397},{""stimulus"":""img/2to3/5.png"",""time"":495},{""stimulus"":""img/2to3/6.png"",""time"":596},{""stimulus"":""img/2to3/7.png"",""time"":694},{""stimulus"":""img/2to3/8.png"",""time"":793},{""stimulus"":""img/2to3/9.png"",""time"":892},{""stimulus"":""img/2to3/10.png"",""time"":991},{""stimulus"":""img/2to3/11.png"",""time"":1091},{""stimulus"":""img/2to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","19","164701","0.0-5.0-1.7","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","observe","","","null","","img/3to2/1.png","null","218","313","0.5","0.5","3","2","",""
"animation","20","165989","0.0-5.0-2.7","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","","","","","","","","218","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":100},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":299},{""stimulus"":""img/3to2/4.png"",""time"":398},{""stimulus"":""img/3to2/5.png"",""time"":496},{""stimulus"":""img/3to2/6.png"",""time"":595},{""stimulus"":""img/3to2/7.png"",""time"":695},{""stimulus"":""img/3to2/8.png"",""time"":793},{""stimulus"":""img/3to2/9.png"",""time"":892},{""stimulus"":""img/3to2/10.png"",""time"":992},{""stimulus"":""img/3to2/11.png"",""time"":1091},{""stimulus"":""img/3to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","21","166268","0.0-5.0-1.8","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","choice","","","279","","img/2to1/1.png","1","217","877","0.5","0.5","2","1","",""
"animation","22","167555","0.0-5.0-2.8","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","","","","","","","","217","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":200},{""stimulus"":""img/2to1/3.png"",""time"":298},{""stimulus"":""img/2to1/4.png"",""time"":397},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":595},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":793},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":990},{""stimulus"":""img/2to1/11.png"",""time"":1091},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","23","167783","0.0-5.0-1.9","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","observe","","","null","","img/1to3/1.png","null","216","226","0.5","0.5","1","2","",""
"animation","24","169070","0.0-5.0-2.9","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","","","","","","","","216","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":100},{""stimulus"":""img/1to2/2.png"",""time"":198},{""stimulus"":""img/1to2/3.png"",""time"":297},{""stimulus"":""img/1to2/4.png"",""time"":396},{""stimulus"":""img/1to2/5.png"",""time"":495},{""stimulus"":""img/1to2/6.png"",""time"":595},{""stimulus"":""img/1to2/7.png"",""time"":694},{""stimulus"":""img/1to2/8.png"",""time"":793},{""stimulus"":""img/1to2/9.png"",""time"":892},{""stimulus"":""img/1to2/10.png"",""time"":991},{""stimulus"":""img/1to2/11.png"",""time"":1089},{""stimulus"":""img/1to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","25","169526","0.0-5.0-1.10","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","choice","","","455","","img/2to1/1.png","2","215","1094","0.5","0.5","2","3","",""
"animation","26","170814","0.0-5.0-2.10","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","","","","","","","","215","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":101},{""stimulus"":""img/2to3/2.png"",""time"":199},{""stimulus"":""img/2to3/3.png"",""time"":299},{""stimulus"":""img/2to3/4.png"",""time"":406},{""stimulus"":""img/2to3/5.png"",""time"":496},{""stimulus"":""img/2to3/6.png"",""time"":596},{""stimulus"":""img/2to3/7.png"",""time"":695},{""stimulus"":""img/2to3/8.png"",""time"":793},{""stimulus"":""img/2to3/9.png"",""time"":892},{""stimulus"":""img/2to3/10.png"",""time"":991},{""stimulus"":""img/2to3/11.png"",""time"":1090},{""stimulus"":""img/2to3/12.png"",""time"":1190}]","[]"
"image-keyboard-response","27","171383","0.0-5.0-1.11","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","observe","","","null","","img/3to2/1.png","null","214","568","0.5","0.5","3","1","",""
"animation","28","172671","0.0-5.0-2.11","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","","","","","","","","214","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":101},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":297},{""stimulus"":""img/3to1/4.png"",""time"":398},{""stimulus"":""img/3to1/5.png"",""time"":496},{""stimulus"":""img/3to1/6.png"",""time"":596},{""stimulus"":""img/3to1/7.png"",""time"":694},{""stimulus"":""img/3to1/8.png"",""time"":793},{""stimulus"":""img/3to1/9.png"",""time"":893},{""stimulus"":""img/3to1/10.png"",""time"":991},{""stimulus"":""img/3to1/11.png"",""time"":1090},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","29","173011","0.0-5.0-1.12","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","observe","","","null","","img/1to3/1.png","null","213","339","0.5","0.5","1","3","",""
"animation","30","174298","0.0-5.0-2.12","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","","","","","","","","213","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":100},{""stimulus"":""img/1to3/2.png"",""time"":200},{""stimulus"":""img/1to3/3.png"",""time"":298},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":595},{""stimulus"":""img/1to3/7.png"",""time"":695},{""stimulus"":""img/1to3/8.png"",""time"":797},{""stimulus"":""img/1to3/9.png"",""time"":892},{""stimulus"":""img/1to3/10.png"",""time"":992},{""stimulus"":""img/1to3/11.png"",""time"":1090},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","31","174575","0.0-5.0-1.13","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","observe","","","null","","img/3to2/1.png","null","212","276","0.5","0.5","3","1","",""
"animation","32","175863","0.0-5.0-2.13","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","","","","","","","","212","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":100},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":298},{""stimulus"":""img/3to1/4.png"",""time"":397},{""stimulus"":""img/3to1/5.png"",""time"":497},{""stimulus"":""img/3to1/6.png"",""time"":596},{""stimulus"":""img/3to1/7.png"",""time"":694},{""stimulus"":""img/3to1/8.png"",""time"":793},{""stimulus"":""img/3to1/9.png"",""time"":893},{""stimulus"":""img/3to1/10.png"",""time"":991},{""stimulus"":""img/3to1/11.png"",""time"":1091},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","33","176237","0.0-5.0-1.14","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","observe","","","null","","img/1to3/1.png","null","211","373","0.5","0.5","1","3","",""
"animation","34","177525","0.0-5.0-2.14","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","","","","","","","","211","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":100},{""stimulus"":""img/1to3/2.png"",""time"":200},{""stimulus"":""img/1to3/3.png"",""time"":299},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":497},{""stimulus"":""img/1to3/6.png"",""time"":595},{""stimulus"":""img/1to3/7.png"",""time"":695},{""stimulus"":""img/1to3/8.png"",""time"":794},{""stimulus"":""img/1to3/9.png"",""time"":892},{""stimulus"":""img/1to3/10.png"",""time"":992},{""stimulus"":""img/1to3/11.png"",""time"":1091},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","35","177749","0.0-5.0-1.15","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","observe","","","null","","img/3to2/1.png","null","210","222","0.5","0.5","3","2","",""
"animation","36","179037","0.0-5.0-2.15","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","","","","","","","","210","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":109},{""stimulus"":""img/3to2/2.png"",""time"":198},{""stimulus"":""img/3to2/3.png"",""time"":297},{""stimulus"":""img/3to2/4.png"",""time"":397},{""stimulus"":""img/3to2/5.png"",""time"":496},{""stimulus"":""img/3to2/6.png"",""time"":594},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":793},{""stimulus"":""img/3to2/9.png"",""time"":891},{""stimulus"":""img/3to2/10.png"",""time"":991},{""stimulus"":""img/3to2/11.png"",""time"":1089},{""stimulus"":""img/3to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","37","179513","0.0-5.0-1.16","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","choice","","","476","","img/2to1/1.png","1","209","363","0.5","0.5","2","1","",""
"animation","38","180802","0.0-5.0-2.16","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","","","","","","","","209","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":298},{""stimulus"":""img/2to1/4.png"",""time"":405},{""stimulus"":""img/2to1/5.png"",""time"":495},{""stimulus"":""img/2to1/6.png"",""time"":595},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":794},{""stimulus"":""img/2to1/9.png"",""time"":893},{""stimulus"":""img/2to1/10.png"",""time"":990},{""stimulus"":""img/2to1/11.png"",""time"":1091},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","39","181218","0.0-5.0-1.17","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","observe","","","null","","img/1to3/1.png","null","208","415","0.5","0.5","1","3","",""
"animation","40","182507","0.0-5.0-2.17","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","","","","","","","","208","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":99},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":297},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":495},{""stimulus"":""img/1to3/6.png"",""time"":595},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":792},{""stimulus"":""img/1to3/9.png"",""time"":892},{""stimulus"":""img/1to3/10.png"",""time"":990},{""stimulus"":""img/1to3/11.png"",""time"":1090},{""stimulus"":""img/1to3/12.png"",""time"":1188}]","[]"
"image-keyboard-response","41","182998","0.0-5.0-1.18","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","observe","","","null","","img/3to2/1.png","null","207","490","0.5","0.5","3","1","",""
"animation","42","184287","0.0-5.0-2.18","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","","","","","","","","207","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":100},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":297},{""stimulus"":""img/3to1/4.png"",""time"":397},{""stimulus"":""img/3to1/5.png"",""time"":495},{""stimulus"":""img/3to1/6.png"",""time"":594},{""stimulus"":""img/3to1/7.png"",""time"":694},{""stimulus"":""img/3to1/8.png"",""time"":793},{""stimulus"":""img/3to1/9.png"",""time"":891},{""stimulus"":""img/3to1/10.png"",""time"":991},{""stimulus"":""img/3to1/11.png"",""time"":1090},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","43","185217","0.0-5.0-1.19","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","observe","","","null","","img/1to3/1.png","null","206","928","0.5","0.5","1","3","",""
"animation","44","186504","0.0-5.0-2.19","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","","","","","","","","206","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":99},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":297},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":596},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":794},{""stimulus"":""img/1to3/9.png"",""time"":893},{""stimulus"":""img/1to3/10.png"",""time"":991},{""stimulus"":""img/1to3/11.png"",""time"":1090},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","45","186819","0.0-5.0-1.20","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","observe","","","null","","img/3to2/1.png","null","205","313","0.5","0.5","3","2","",""
"animation","46","188107","0.0-5.0-2.20","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","","","","","","","","205","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":101},{""stimulus"":""img/3to2/2.png"",""time"":201},{""stimulus"":""img/3to2/3.png"",""time"":299},{""stimulus"":""img/3to2/4.png"",""time"":398},{""stimulus"":""img/3to2/5.png"",""time"":496},{""stimulus"":""img/3to2/6.png"",""time"":596},{""stimulus"":""img/3to2/7.png"",""time"":695},{""stimulus"":""img/3to2/8.png"",""time"":795},{""stimulus"":""img/3to2/9.png"",""time"":892},{""stimulus"":""img/3to2/10.png"",""time"":992},{""stimulus"":""img/3to2/11.png"",""time"":1099},{""stimulus"":""img/3to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","47","188897","0.0-5.0-1.21","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","choice","","","788","","img/2to1/1.png","2","204","647","0.5","0.5","2","3","",""
"animation","48","190185","0.0-5.0-2.21","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","","","","","","","","204","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":101},{""stimulus"":""img/2to3/2.png"",""time"":200},{""stimulus"":""img/2to3/3.png"",""time"":298},{""stimulus"":""img/2to3/4.png"",""time"":397},{""stimulus"":""img/2to3/5.png"",""time"":496},{""stimulus"":""img/2to3/6.png"",""time"":596},{""stimulus"":""img/2to3/7.png"",""time"":694},{""stimulus"":""img/2to3/8.png"",""time"":793},{""stimulus"":""img/2to3/9.png"",""time"":892},{""stimulus"":""img/2to3/10.png"",""time"":991},{""stimulus"":""img/2to3/11.png"",""time"":1090},{""stimulus"":""img/2to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","49","190675","0.0-5.0-1.22","594936ad4152bf0001bfd5cd","bdp_cybrbll","Sat Mar 25 2023 20:45:52 GMT-0400 (Eastern Daylight Time)","559215","1","3","","","","observe","","","null","","img/3to2/1.png","null","203","489","0.5","0.5","3","2","",""
