"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses","numBlurs"
"pavlovia","0","2","0.0-0.0","631bc422eec20143118ad66b","bdp_cybrbll","Mon Mar 27 2023 12:44:39 GMT-0400 (Eastern Daylight Time)","439748","1","3","","","","","","","","","","","","","","","","","",""
"instructions","1","4667","0.0-1.0","631bc422eec20143118ad66b","bdp_cybrbll","Mon Mar 27 2023 12:44:39 GMT-0400 (Eastern Daylight Time)","439748","1","3","[{""page_index"":0,""viewing_time"":4664}]","4664","","","","","","","","","","","","","","","",""
"","","","","631bc422eec20143118ad66b","bdp_cybrbll","Mon Mar 27 2023 12:44:39 GMT-0400 (Eastern Daylight Time)","439748","1","3","","","fullscreenenter","2","7661","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","8600","0.0-2.0","631bc422eec20143118ad66b","bdp_cybrbll","Mon Mar 27 2023 12:44:39 GMT-0400 (Eastern Daylight Time)","439748","1","3","","","","","","","true","","","","","","","","","","",""
"instructions","3","36651","0.0-4.0","631bc422eec20143118ad66b","bdp_cybrbll","Mon Mar 27 2023 12:44:39 GMT-0400 (Eastern Daylight Time)","439748","1","3","[{""page_index"":0,""viewing_time"":28050}]","28050","","","","","","","","","","","","","","","",""
"image-keyboard-response","4","39137","0.0-5.0-1.0","631bc422eec20143118ad66b","bdp_cybrbll","Mon Mar 27 2023 12:44:39 GMT-0400 (Eastern Daylight Time)","439748","1","3","","2484","","","","choice","","img/2to1/1.png","1","225","443","0.5","0.5","2","1","","",""
"animation","5","40437","0.0-5.0-2.0","631bc422eec20143118ad66b","bdp_cybrbll","Mon Mar 27 2023 12:44:39 GMT-0400 (Eastern Daylight Time)","439748","1","3","","","","","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":200},{""stimulus"":""img/2to1/3.png"",""time"":300},{""stimulus"":""img/2to1/4.png"",""time"":400},{""stimulus"":""img/2to1/5.png"",""time"":500},{""stimulus"":""img/2to1/6.png"",""time"":601},{""stimulus"":""img/2to1/7.png"",""time"":701},{""stimulus"":""img/2to1/8.png"",""time"":800},{""stimulus"":""img/2to1/9.png"",""time"":900},{""stimulus"":""img/2to1/10.png"",""time"":1000},{""stimulus"":""img/2to1/11.png"",""time"":1100},{""stimulus"":""img/2to1/12.png"",""time"":1200}]","[]",""
"image-keyboard-response","6","41007","0.0-5.0-1.1","631bc422eec20143118ad66b","bdp_cybrbll","Mon Mar 27 2023 12:44:39 GMT-0400 (Eastern Daylight Time)","439748","1","3","","null","","","","observe","","img/1to3/1.png","null","224","568","0.5","0.5","1","3","","",""
"animation","7","42306","0.0-5.0-2.1","631bc422eec20143118ad66b","bdp_cybrbll","Mon Mar 27 2023 12:44:39 GMT-0400 (Eastern Daylight Time)","439748","1","3","","","","","","","","","","224","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":100},{""stimulus"":""img/1to3/2.png"",""time"":200},{""stimulus"":""img/1to3/3.png"",""time"":300},{""stimulus"":""img/1to3/4.png"",""time"":399},{""stimulus"":""img/1to3/5.png"",""time"":498},{""stimulus"":""img/1to3/6.png"",""time"":598},{""stimulus"":""img/1to3/7.png"",""time"":698},{""stimulus"":""img/1to3/8.png"",""time"":798},{""stimulus"":""img/1to3/9.png"",""time"":898},{""stimulus"":""img/1to3/10.png"",""time"":998},{""stimulus"":""img/1to3/11.png"",""time"":1099},{""stimulus"":""img/1to3/12.png"",""time"":1199}]","[]",""
"image-keyboard-response","8","42990","0.0-5.0-1.2","631bc422eec20143118ad66b","bdp_cybrbll","Mon Mar 27 2023 12:44:39 GMT-0400 (Eastern Daylight Time)","439748","1","3","","null","","","","observe","","img/3to2/1.png","null","223","682","0.5","0.5","3","1","","",""
