"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","numBlurs","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"","","","choice","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","212","672411","0.0-5.0-1.103","","2003","","","img/2to1/1.png","1","122","1132","0.5","0.1","2","1","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","213","673749","0.0-5.0-2.103","","","","","","","122","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":107},{""stimulus"":""img/2to1/2.png"",""time"":211},{""stimulus"":""img/2to1/3.png"",""time"":310},{""stimulus"":""img/2to1/4.png"",""time"":411},{""stimulus"":""img/2to1/5.png"",""time"":514},{""stimulus"":""img/2to1/6.png"",""time"":618},{""stimulus"":""img/2to1/7.png"",""time"":721},{""stimulus"":""img/2to1/8.png"",""time"":822},{""stimulus"":""img/2to1/9.png"",""time"":926},{""stimulus"":""img/2to1/10.png"",""time"":1029},{""stimulus"":""img/2to1/11.png"",""time"":1133},{""stimulus"":""img/2to1/12.png"",""time"":1235}]","[]"
"","","","observe","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","214","673981","0.0-5.0-1.104","","null","","","img/1to3/1.png","null","121","229","0.5","0.1","1","3","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","215","675313","0.0-5.0-2.104","","","","","","","121","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":103},{""stimulus"":""img/1to3/2.png"",""time"":203},{""stimulus"":""img/1to3/3.png"",""time"":303},{""stimulus"":""img/1to3/4.png"",""time"":405},{""stimulus"":""img/1to3/5.png"",""time"":506},{""stimulus"":""img/1to3/6.png"",""time"":607},{""stimulus"":""img/1to3/7.png"",""time"":709},{""stimulus"":""img/1to3/8.png"",""time"":813},{""stimulus"":""img/1to3/9.png"",""time"":917},{""stimulus"":""img/1to3/10.png"",""time"":1021},{""stimulus"":""img/1to3/11.png"",""time"":1125},{""stimulus"":""img/1to3/12.png"",""time"":1227}]","[]"
"","","","observe","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","216","675611","0.0-5.0-1.105","","null","","","img/3to2/1.png","null","120","290","0.5","0.1","3","2","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","217","676943","0.0-5.0-2.105","","","","","","","120","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":105},{""stimulus"":""img/3to2/2.png"",""time"":206},{""stimulus"":""img/3to2/3.png"",""time"":307},{""stimulus"":""img/3to2/4.png"",""time"":408},{""stimulus"":""img/3to2/5.png"",""time"":512},{""stimulus"":""img/3to2/6.png"",""time"":614},{""stimulus"":""img/3to2/7.png"",""time"":718},{""stimulus"":""img/3to2/8.png"",""time"":822},{""stimulus"":""img/3to2/9.png"",""time"":922},{""stimulus"":""img/3to2/10.png"",""time"":1027},{""stimulus"":""img/3to2/11.png"",""time"":1131},{""stimulus"":""img/3to2/12.png"",""time"":1231}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","218","682151","0.0-5.0-1.106","","5206","","","img/2to1/1.png","1","119","346","0.5","0.1","2","1","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","219","683493","0.0-5.0-2.106","","","","","","","119","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":104},{""stimulus"":""img/2to1/2.png"",""time"":204},{""stimulus"":""img/2to1/3.png"",""time"":307},{""stimulus"":""img/2to1/4.png"",""time"":410},{""stimulus"":""img/2to1/5.png"",""time"":516},{""stimulus"":""img/2to1/6.png"",""time"":618},{""stimulus"":""img/2to1/7.png"",""time"":722},{""stimulus"":""img/2to1/8.png"",""time"":823},{""stimulus"":""img/2to1/9.png"",""time"":927},{""stimulus"":""img/2to1/10.png"",""time"":1031},{""stimulus"":""img/2to1/11.png"",""time"":1135},{""stimulus"":""img/2to1/12.png"",""time"":1238}]","[]"
"","","","observe","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","220","683753","0.0-5.0-1.107","","null","","","img/1to3/1.png","null","118","254","0.5","0.1","1","2","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","221","685087","0.0-5.0-2.107","","","","","","","118","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":102},{""stimulus"":""img/1to2/2.png"",""time"":202},{""stimulus"":""img/1to2/3.png"",""time"":303},{""stimulus"":""img/1to2/4.png"",""time"":403},{""stimulus"":""img/1to2/5.png"",""time"":503},{""stimulus"":""img/1to2/6.png"",""time"":606},{""stimulus"":""img/1to2/7.png"",""time"":710},{""stimulus"":""img/1to2/8.png"",""time"":814},{""stimulus"":""img/1to2/9.png"",""time"":918},{""stimulus"":""img/1to2/10.png"",""time"":1022},{""stimulus"":""img/1to2/11.png"",""time"":1126},{""stimulus"":""img/1to2/12.png"",""time"":1230}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","222","689460","0.0-5.0-1.108","","4372","","","img/2to1/1.png","1","117","283","0.5","0.1","2","1","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","223","690799","0.0-5.0-2.108","","","","","","","117","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":105},{""stimulus"":""img/2to1/2.png"",""time"":207},{""stimulus"":""img/2to1/3.png"",""time"":312},{""stimulus"":""img/2to1/4.png"",""time"":413},{""stimulus"":""img/2to1/5.png"",""time"":517},{""stimulus"":""img/2to1/6.png"",""time"":621},{""stimulus"":""img/2to1/7.png"",""time"":723},{""stimulus"":""img/2to1/8.png"",""time"":825},{""stimulus"":""img/2to1/9.png"",""time"":930},{""stimulus"":""img/2to1/10.png"",""time"":1033},{""stimulus"":""img/2to1/11.png"",""time"":1132},{""stimulus"":""img/2to1/12.png"",""time"":1237}]","[]"
"","","","observe","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","224","691308","0.0-5.0-1.109","","null","","","img/1to3/1.png","null","116","506","0.5","0.1","1","3","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","225","692650","0.0-5.0-2.109","","","","","","","116","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":105},{""stimulus"":""img/1to3/2.png"",""time"":206},{""stimulus"":""img/1to3/3.png"",""time"":309},{""stimulus"":""img/1to3/4.png"",""time"":414},{""stimulus"":""img/1to3/5.png"",""time"":519},{""stimulus"":""img/1to3/6.png"",""time"":621},{""stimulus"":""img/1to3/7.png"",""time"":726},{""stimulus"":""img/1to3/8.png"",""time"":829},{""stimulus"":""img/1to3/9.png"",""time"":933},{""stimulus"":""img/1to3/10.png"",""time"":1035},{""stimulus"":""img/1to3/11.png"",""time"":1138},{""stimulus"":""img/1to3/12.png"",""time"":1241}]","[]"
"","","","observe","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","226","692907","0.0-5.0-1.110","","null","","","img/3to2/1.png","null","115","253","0.5","0.1","3","1","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","227","694229","0.0-5.0-2.110","","","","","","","115","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":105},{""stimulus"":""img/3to1/2.png"",""time"":207},{""stimulus"":""img/3to1/3.png"",""time"":307},{""stimulus"":""img/3to1/4.png"",""time"":408},{""stimulus"":""img/3to1/5.png"",""time"":511},{""stimulus"":""img/3to1/6.png"",""time"":610},{""stimulus"":""img/3to1/7.png"",""time"":711},{""stimulus"":""img/3to1/8.png"",""time"":811},{""stimulus"":""img/3to1/9.png"",""time"":914},{""stimulus"":""img/3to1/10.png"",""time"":1016},{""stimulus"":""img/3to1/11.png"",""time"":1119},{""stimulus"":""img/3to1/12.png"",""time"":1219}]","[]"
"","","","observe","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","228","694735","0.0-5.0-1.111","","null","","","img/1to3/1.png","null","114","499","0.5","0.1","1","3","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","229","696055","0.0-5.0-2.111","","","","","","","114","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":105},{""stimulus"":""img/1to3/2.png"",""time"":207},{""stimulus"":""img/1to3/3.png"",""time"":310},{""stimulus"":""img/1to3/4.png"",""time"":412},{""stimulus"":""img/1to3/5.png"",""time"":513},{""stimulus"":""img/1to3/6.png"",""time"":613},{""stimulus"":""img/1to3/7.png"",""time"":713},{""stimulus"":""img/1to3/8.png"",""time"":813},{""stimulus"":""img/1to3/9.png"",""time"":914},{""stimulus"":""img/1to3/10.png"",""time"":1016},{""stimulus"":""img/1to3/11.png"",""time"":1115},{""stimulus"":""img/1to3/12.png"",""time"":1220}]","[]"
"","","","observe","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","230","696299","0.0-5.0-1.112","","null","","","img/3to2/1.png","null","113","236","0.5","0.1","3","1","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","231","697621","0.0-5.0-2.112","","","","","","","113","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":104},{""stimulus"":""img/3to1/2.png"",""time"":203},{""stimulus"":""img/3to1/3.png"",""time"":306},{""stimulus"":""img/3to1/4.png"",""time"":410},{""stimulus"":""img/3to1/5.png"",""time"":512},{""stimulus"":""img/3to1/6.png"",""time"":615},{""stimulus"":""img/3to1/7.png"",""time"":718},{""stimulus"":""img/3to1/8.png"",""time"":819},{""stimulus"":""img/3to1/9.png"",""time"":919},{""stimulus"":""img/3to1/10.png"",""time"":1020},{""stimulus"":""img/3to1/11.png"",""time"":1119},{""stimulus"":""img/3to1/12.png"",""time"":1222}]","[]"
"","","","observe","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","232","698415","0.0-5.0-1.113","","null","","","img/1to3/1.png","null","112","787","0.5","0.1","1","3","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","233","699754","0.0-5.0-2.113","","","","","","","112","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":104},{""stimulus"":""img/1to3/2.png"",""time"":206},{""stimulus"":""img/1to3/3.png"",""time"":310},{""stimulus"":""img/1to3/4.png"",""time"":413},{""stimulus"":""img/1to3/5.png"",""time"":513},{""stimulus"":""img/1to3/6.png"",""time"":618},{""stimulus"":""img/1to3/7.png"",""time"":719},{""stimulus"":""img/1to3/8.png"",""time"":823},{""stimulus"":""img/1to3/9.png"",""time"":926},{""stimulus"":""img/1to3/10.png"",""time"":1029},{""stimulus"":""img/1to3/11.png"",""time"":1133},{""stimulus"":""img/1to3/12.png"",""time"":1235}]","[]"
"","","","observe","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","234","700397","0.0-5.0-1.114","","null","","","img/3to2/1.png","null","111","640","0.5","0.1","3","1","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","235","701734","0.0-5.0-2.114","","","","","","","111","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":106},{""stimulus"":""img/3to1/2.png"",""time"":207},{""stimulus"":""img/3to1/3.png"",""time"":311},{""stimulus"":""img/3to1/4.png"",""time"":412},{""stimulus"":""img/3to1/5.png"",""time"":516},{""stimulus"":""img/3to1/6.png"",""time"":616},{""stimulus"":""img/3to1/7.png"",""time"":719},{""stimulus"":""img/3to1/8.png"",""time"":820},{""stimulus"":""img/3to1/9.png"",""time"":922},{""stimulus"":""img/3to1/10.png"",""time"":1027},{""stimulus"":""img/3to1/11.png"",""time"":1128},{""stimulus"":""img/3to1/12.png"",""time"":1232}]","[]"
"","","","observe","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","236","702261","0.0-5.0-1.115","","null","","","img/1to3/1.png","null","110","522","0.5","0.1","1","3","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","237","703604","0.0-5.0-2.115","","","","","","","110","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":106},{""stimulus"":""img/1to3/2.png"",""time"":207},{""stimulus"":""img/1to3/3.png"",""time"":312},{""stimulus"":""img/1to3/4.png"",""time"":414},{""stimulus"":""img/1to3/5.png"",""time"":518},{""stimulus"":""img/1to3/6.png"",""time"":622},{""stimulus"":""img/1to3/7.png"",""time"":727},{""stimulus"":""img/1to3/8.png"",""time"":831},{""stimulus"":""img/1to3/9.png"",""time"":933},{""stimulus"":""img/1to3/10.png"",""time"":1037},{""stimulus"":""img/1to3/11.png"",""time"":1139},{""stimulus"":""img/1to3/12.png"",""time"":1240}]","[]"
"","","","observe","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","238","704388","0.0-5.0-1.116","","null","","","img/3to2/1.png","null","109","783","0.5","0.1","3","1","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","239","705731","0.0-5.0-2.116","","","","","","","109","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":106},{""stimulus"":""img/3to1/2.png"",""time"":210},{""stimulus"":""img/3to1/3.png"",""time"":313},{""stimulus"":""img/3to1/4.png"",""time"":417},{""stimulus"":""img/3to1/5.png"",""time"":517},{""stimulus"":""img/3to1/6.png"",""time"":622},{""stimulus"":""img/3to1/7.png"",""time"":721},{""stimulus"":""img/3to1/8.png"",""time"":824},{""stimulus"":""img/3to1/9.png"",""time"":925},{""stimulus"":""img/3to1/10.png"",""time"":1030},{""stimulus"":""img/3to1/11.png"",""time"":1134},{""stimulus"":""img/3to1/12.png"",""time"":1238}]","[]"
"","","","observe","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","240","706021","0.0-5.0-1.117","","null","","","img/1to3/1.png","null","108","285","0.5","0.1","1","3","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","241","707353","0.0-5.0-2.117","","","","","","","108","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":105},{""stimulus"":""img/1to3/2.png"",""time"":205},{""stimulus"":""img/1to3/3.png"",""time"":308},{""stimulus"":""img/1to3/4.png"",""time"":413},{""stimulus"":""img/1to3/5.png"",""time"":515},{""stimulus"":""img/1to3/6.png"",""time"":615},{""stimulus"":""img/1to3/7.png"",""time"":717},{""stimulus"":""img/1to3/8.png"",""time"":819},{""stimulus"":""img/1to3/9.png"",""time"":919},{""stimulus"":""img/1to3/10.png"",""time"":1023},{""stimulus"":""img/1to3/11.png"",""time"":1126},{""stimulus"":""img/1to3/12.png"",""time"":1228}]","[]"
"","","","observe","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","242","708197","0.0-5.0-1.118","","null","","","img/3to2/1.png","null","107","837","0.5","0.1","3","2","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","243","709511","0.0-5.0-2.118","","","","","","","107","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":103},{""stimulus"":""img/3to2/2.png"",""time"":203},{""stimulus"":""img/3to2/3.png"",""time"":304},{""stimulus"":""img/3to2/4.png"",""time"":404},{""stimulus"":""img/3to2/5.png"",""time"":504},{""stimulus"":""img/3to2/6.png"",""time"":604},{""stimulus"":""img/3to2/7.png"",""time"":706},{""stimulus"":""img/3to2/8.png"",""time"":810},{""stimulus"":""img/3to2/9.png"",""time"":910},{""stimulus"":""img/3to2/10.png"",""time"":1011},{""stimulus"":""img/3to2/11.png"",""time"":1110},{""stimulus"":""img/3to2/12.png"",""time"":1212}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","244","714129","0.0-5.0-1.119","","4615","","","img/2to1/1.png","1","106","144","0.5","0.1","2","1","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","245","715457","0.0-5.0-2.119","","","","","","","106","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":104},{""stimulus"":""img/2to1/2.png"",""time"":206},{""stimulus"":""img/2to1/3.png"",""time"":307},{""stimulus"":""img/2to1/4.png"",""time"":412},{""stimulus"":""img/2to1/5.png"",""time"":516},{""stimulus"":""img/2to1/6.png"",""time"":620},{""stimulus"":""img/2to1/7.png"",""time"":723},{""stimulus"":""img/2to1/8.png"",""time"":826},{""stimulus"":""img/2to1/9.png"",""time"":926},{""stimulus"":""img/2to1/10.png"",""time"":1028},{""stimulus"":""img/2to1/11.png"",""time"":1126},{""stimulus"":""img/2to1/12.png"",""time"":1227}]","[]"
"","","","observe","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","246","715754","0.0-5.0-1.120","","null","","","img/1to3/1.png","null","105","291","0.5","0.1","1","2","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","247","717090","0.0-5.0-2.120","","","","","","","105","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":102},{""stimulus"":""img/1to2/2.png"",""time"":205},{""stimulus"":""img/1to2/3.png"",""time"":309},{""stimulus"":""img/1to2/4.png"",""time"":411},{""stimulus"":""img/1to2/5.png"",""time"":516},{""stimulus"":""img/1to2/6.png"",""time"":618},{""stimulus"":""img/1to2/7.png"",""time"":722},{""stimulus"":""img/1to2/8.png"",""time"":826},{""stimulus"":""img/1to2/9.png"",""time"":926},{""stimulus"":""img/1to2/10.png"",""time"":1030},{""stimulus"":""img/1to2/11.png"",""time"":1133},{""stimulus"":""img/1to2/12.png"",""time"":1234}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","248","720622","0.0-5.0-1.121","","3531","","","img/2to1/1.png","1","104","440","0.5","0.1","2","1","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","249","721960","0.0-5.0-2.121","","","","","","","104","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":106},{""stimulus"":""img/2to1/2.png"",""time"":211},{""stimulus"":""img/2to1/3.png"",""time"":315},{""stimulus"":""img/2to1/4.png"",""time"":418},{""stimulus"":""img/2to1/5.png"",""time"":522},{""stimulus"":""img/2to1/6.png"",""time"":626},{""stimulus"":""img/2to1/7.png"",""time"":727},{""stimulus"":""img/2to1/8.png"",""time"":827},{""stimulus"":""img/2to1/9.png"",""time"":930},{""stimulus"":""img/2to1/10.png"",""time"":1030},{""stimulus"":""img/2to1/11.png"",""time"":1131},{""stimulus"":""img/2to1/12.png"",""time"":1235}]","[]"
"","","","observe","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","250","722594","0.0-5.0-1.122","","null","","","img/1to3/1.png","null","103","627","0.5","0.1","1","3","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","251","723932","0.0-5.0-2.122","","","","","","","103","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":105},{""stimulus"":""img/1to3/2.png"",""time"":207},{""stimulus"":""img/1to3/3.png"",""time"":309},{""stimulus"":""img/1to3/4.png"",""time"":413},{""stimulus"":""img/1to3/5.png"",""time"":517},{""stimulus"":""img/1to3/6.png"",""time"":621},{""stimulus"":""img/1to3/7.png"",""time"":721},{""stimulus"":""img/1to3/8.png"",""time"":826},{""stimulus"":""img/1to3/9.png"",""time"":930},{""stimulus"":""img/1to3/10.png"",""time"":1033},{""stimulus"":""img/1to3/11.png"",""time"":1135},{""stimulus"":""img/1to3/12.png"",""time"":1240}]","[]"
"","","","observe","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","252","724552","0.0-5.0-1.123","","null","","","img/3to2/1.png","null","102","616","0.5","0.1","3","1","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","253","725889","0.0-5.0-2.123","","","","","","","102","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":104},{""stimulus"":""img/3to1/2.png"",""time"":205},{""stimulus"":""img/3to1/3.png"",""time"":310},{""stimulus"":""img/3to1/4.png"",""time"":410},{""stimulus"":""img/3to1/5.png"",""time"":514},{""stimulus"":""img/3to1/6.png"",""time"":615},{""stimulus"":""img/3to1/7.png"",""time"":719},{""stimulus"":""img/3to1/8.png"",""time"":822},{""stimulus"":""img/3to1/9.png"",""time"":922},{""stimulus"":""img/3to1/10.png"",""time"":1026},{""stimulus"":""img/3to1/11.png"",""time"":1130},{""stimulus"":""img/3to1/12.png"",""time"":1233}]","[]"
"","","","observe","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","254","726446","0.0-5.0-1.124","","null","","","img/1to3/1.png","null","101","554","0.5","0.1","1","3","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","255","727783","0.0-5.0-2.124","","","","","","","101","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":102},{""stimulus"":""img/1to3/2.png"",""time"":204},{""stimulus"":""img/1to3/3.png"",""time"":308},{""stimulus"":""img/1to3/4.png"",""time"":412},{""stimulus"":""img/1to3/5.png"",""time"":515},{""stimulus"":""img/1to3/6.png"",""time"":618},{""stimulus"":""img/1to3/7.png"",""time"":718},{""stimulus"":""img/1to3/8.png"",""time"":821},{""stimulus"":""img/1to3/9.png"",""time"":924},{""stimulus"":""img/1to3/10.png"",""time"":1028},{""stimulus"":""img/1to3/11.png"",""time"":1132},{""stimulus"":""img/1to3/12.png"",""time"":1235}]","[]"
"","","","observe","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","256","728190","0.0-5.0-1.125","","null","","","img/3to2/1.png","null","100","403","0.5","0.1","3","2","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","257","729518","0.0-5.0-2.125","","","","","","","100","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":100},{""stimulus"":""img/3to2/2.png"",""time"":202},{""stimulus"":""img/3to2/3.png"",""time"":302},{""stimulus"":""img/3to2/4.png"",""time"":404},{""stimulus"":""img/3to2/5.png"",""time"":507},{""stimulus"":""img/3to2/6.png"",""time"":608},{""stimulus"":""img/3to2/7.png"",""time"":709},{""stimulus"":""img/3to2/8.png"",""time"":814},{""stimulus"":""img/3to2/9.png"",""time"":918},{""stimulus"":""img/3to2/10.png"",""time"":1022},{""stimulus"":""img/3to2/11.png"",""time"":1122},{""stimulus"":""img/3to2/12.png"",""time"":1224}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","258","733927","0.0-5.0-1.126","","4406","","","img/2to1/1.png","1","99","317","0.5","0.1","2","1","",""
"","","","","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","animation","259","735255","0.0-5.0-2.126","","","","","","","99","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":106},{""stimulus"":""img/2to1/2.png"",""time"":210},{""stimulus"":""img/2to1/3.png"",""time"":310},{""stimulus"":""img/2to1/4.png"",""time"":410},{""stimulus"":""img/2to1/5.png"",""time"":513},{""stimulus"":""img/2to1/6.png"",""time"":617},{""stimulus"":""img/2to1/7.png"",""time"":719},{""stimulus"":""img/2to1/8.png"",""time"":819},{""stimulus"":""img/2to1/9.png"",""time"":923},{""stimulus"":""img/2to1/10.png"",""time"":1022},{""stimulus"":""img/2to1/11.png"",""time"":1123},{""stimulus"":""img/2to1/12.png"",""time"":1224}]","[]"
"","","","observe","5e654e2055e480000dcd002a","bdp_cybrbll","Mon Mar 27 2023 15:26:25 GMT-0400 (Eastern Daylight Time)","968593","3","1","image-keyboard-response","260","735514","0.0-5.0-1.127","","null","","","img/1to3/1.png","null","98","254","0.5","0.1","1","3","",""
