"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses","numBlurs"
"pavlovia","0","2","0.0-0.0","63bc9e8cd8106f8d94c636d4","bdp_cybrbll","Sun Mar 26 2023 17:15:41 GMT-0400 (Eastern Daylight Time)","464264","1","3","","","","","","","","","","","","","","","","","",""
"instructions","1","5706","0.0-1.0","63bc9e8cd8106f8d94c636d4","bdp_cybrbll","Sun Mar 26 2023 17:15:41 GMT-0400 (Eastern Daylight Time)","464264","1","3","[{""page_index"":0,""viewing_time"":5703}]","5703","","","","","","","","","","","","","","","",""
"","","","","63bc9e8cd8106f8d94c636d4","bdp_cybrbll","Sun Mar 26 2023 17:15:41 GMT-0400 (Eastern Daylight Time)","464264","1","3","","","fullscreenenter","2","9880","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","10824","0.0-2.0","63bc9e8cd8106f8d94c636d4","bdp_cybrbll","Sun Mar 26 2023 17:15:41 GMT-0400 (Eastern Daylight Time)","464264","1","3","","","","","","","true","","","","","","","","","","",""
"instructions","3","44290","0.0-4.0","63bc9e8cd8106f8d94c636d4","bdp_cybrbll","Sun Mar 26 2023 17:15:41 GMT-0400 (Eastern Daylight Time)","464264","1","3","[{""page_index"":0,""viewing_time"":33464}]","33465","","","","","","","","","","","","","","","",""
"image-keyboard-response","4","48319","0.0-5.0-1.0","63bc9e8cd8106f8d94c636d4","bdp_cybrbll","Sun Mar 26 2023 17:15:41 GMT-0400 (Eastern Daylight Time)","464264","1","3","","4028","","","","choice","","img/2to1/1.png","1","225","506","0.5","0.5","2","1","","",""
"animation","5","49616","0.0-5.0-2.0","63bc9e8cd8106f8d94c636d4","bdp_cybrbll","Sun Mar 26 2023 17:15:41 GMT-0400 (Eastern Daylight Time)","464264","1","3","","","","","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":298},{""stimulus"":""img/2to1/4.png"",""time"":397},{""stimulus"":""img/2to1/5.png"",""time"":497},{""stimulus"":""img/2to1/6.png"",""time"":597},{""stimulus"":""img/2to1/7.png"",""time"":697},{""stimulus"":""img/2to1/8.png"",""time"":797},{""stimulus"":""img/2to1/9.png"",""time"":897},{""stimulus"":""img/2to1/10.png"",""time"":997},{""stimulus"":""img/2to1/11.png"",""time"":1097},{""stimulus"":""img/2to1/12.png"",""time"":1197}]","[]",""
"image-keyboard-response","6","49972","0.0-5.0-1.1","63bc9e8cd8106f8d94c636d4","bdp_cybrbll","Sun Mar 26 2023 17:15:41 GMT-0400 (Eastern Daylight Time)","464264","1","3","","null","","","","observe","","img/1to3/1.png","null","224","355","0.5","0.5","1","2","","",""
"animation","7","51270","0.0-5.0-2.1","63bc9e8cd8106f8d94c636d4","bdp_cybrbll","Sun Mar 26 2023 17:15:41 GMT-0400 (Eastern Daylight Time)","464264","1","3","","","","","","","","","","224","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":99},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":299},{""stimulus"":""img/1to2/4.png"",""time"":399},{""stimulus"":""img/1to2/5.png"",""time"":499},{""stimulus"":""img/1to2/6.png"",""time"":598},{""stimulus"":""img/1to2/7.png"",""time"":697},{""stimulus"":""img/1to2/8.png"",""time"":798},{""stimulus"":""img/1to2/9.png"",""time"":897},{""stimulus"":""img/1to2/10.png"",""time"":998},{""stimulus"":""img/1to2/11.png"",""time"":1098},{""stimulus"":""img/1to2/12.png"",""time"":1198}]","[]",""
"image-keyboard-response","8","52729","0.0-5.0-1.2","63bc9e8cd8106f8d94c636d4","bdp_cybrbll","Sun Mar 26 2023 17:15:41 GMT-0400 (Eastern Daylight Time)","464264","1","3","","1459","","","","choice","","img/2to1/1.png","1","223","372","0.5","0.5","2","1","","",""
