"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses","numBlurs"
"image-keyboard-response","34","69317","0.0-5.0-1.15","60aeef267e494909058ef34e","bdp_cybrbll","Wed Mar 29 2023 11:40:34 GMT-0700 (Pacific Daylight Time)","442920","3","1","","null","","","","observe","","img/1to3/1.png","null","210","206","0.5","0.5","1","3","","",""
"animation","35","70612","0.0-5.0-2.15","60aeef267e494909058ef34e","bdp_cybrbll","Wed Mar 29 2023 11:40:34 GMT-0700 (Pacific Daylight Time)","442920","3","1","","","","","","","","","","210","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":104},{""stimulus"":""img/1to3/2.png"",""time"":209},{""stimulus"":""img/1to3/3.png"",""time"":302},{""stimulus"":""img/1to3/4.png"",""time"":400},{""stimulus"":""img/1to3/5.png"",""time"":505},{""stimulus"":""img/1to3/6.png"",""time"":598},{""stimulus"":""img/1to3/7.png"",""time"":702},{""stimulus"":""img/1to3/8.png"",""time"":801},{""stimulus"":""img/1to3/9.png"",""time"":894},{""stimulus"":""img/1to3/10.png"",""time"":998},{""stimulus"":""img/1to3/11.png"",""time"":1095},{""stimulus"":""img/1to3/12.png"",""time"":1190}]","[]",""
"image-keyboard-response","36","70838","0.0-5.0-1.16","60aeef267e494909058ef34e","bdp_cybrbll","Wed Mar 29 2023 11:40:34 GMT-0700 (Pacific Daylight Time)","442920","3","1","","null","","","","observe","","img/3to2/1.png","null","209","214","0.5","0.5","3","2","","",""
"animation","37","72133","0.0-5.0-2.16","60aeef267e494909058ef34e","bdp_cybrbll","Wed Mar 29 2023 11:40:34 GMT-0700 (Pacific Daylight Time)","442920","3","1","","","","","","","","","","209","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":104},{""stimulus"":""img/3to2/2.png"",""time"":209},{""stimulus"":""img/3to2/3.png"",""time"":301},{""stimulus"":""img/3to2/4.png"",""time"":406},{""stimulus"":""img/3to2/5.png"",""time"":505},{""stimulus"":""img/3to2/6.png"",""time"":598},{""stimulus"":""img/3to2/7.png"",""time"":702},{""stimulus"":""img/3to2/8.png"",""time"":801},{""stimulus"":""img/3to2/9.png"",""time"":894},{""stimulus"":""img/3to2/10.png"",""time"":998},{""stimulus"":""img/3to2/11.png"",""time"":1097},{""stimulus"":""img/3to2/12.png"",""time"":1201}]","[]",""
"image-keyboard-response","38","72303","0.0-5.0-1.17","60aeef267e494909058ef34e","bdp_cybrbll","Wed Mar 29 2023 11:40:34 GMT-0700 (Pacific Daylight Time)","442920","3","1","","168","","","","choice","","img/2to1/1.png","1","208","329","0.5","0.5","2","1","","",""
"animation","39","73595","0.0-5.0-2.17","60aeef267e494909058ef34e","bdp_cybrbll","Wed Mar 29 2023 11:40:34 GMT-0700 (Pacific Daylight Time)","442920","3","1","","","","","","","","","","208","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":103},{""stimulus"":""img/2to1/2.png"",""time"":208},{""stimulus"":""img/2to1/3.png"",""time"":301},{""stimulus"":""img/2to1/4.png"",""time"":405},{""stimulus"":""img/2to1/5.png"",""time"":504},{""stimulus"":""img/2to1/6.png"",""time"":596},{""stimulus"":""img/2to1/7.png"",""time"":701},{""stimulus"":""img/2to1/8.png"",""time"":800},{""stimulus"":""img/2to1/9.png"",""time"":893},{""stimulus"":""img/2to1/10.png"",""time"":997},{""stimulus"":""img/2to1/11.png"",""time"":1095},{""stimulus"":""img/2to1/12.png"",""time"":1200}]","[]",""
"image-keyboard-response","40","74054","0.0-5.0-1.18","60aeef267e494909058ef34e","bdp_cybrbll","Wed Mar 29 2023 11:40:34 GMT-0700 (Pacific Daylight Time)","442920","3","1","","null","","","","observe","","img/1to3/1.png","null","207","450","0.5","0.5","1","3","","",""
"animation","41","75348","0.0-5.0-2.18","60aeef267e494909058ef34e","bdp_cybrbll","Wed Mar 29 2023 11:40:34 GMT-0700 (Pacific Daylight Time)","442920","3","1","","","","","","","","","","207","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":104},{""stimulus"":""img/1to3/2.png"",""time"":209},{""stimulus"":""img/1to3/3.png"",""time"":302},{""stimulus"":""img/1to3/4.png"",""time"":406},{""stimulus"":""img/1to3/5.png"",""time"":505},{""stimulus"":""img/1to3/6.png"",""time"":597},{""stimulus"":""img/1to3/7.png"",""time"":701},{""stimulus"":""img/1to3/8.png"",""time"":801},{""stimulus"":""img/1to3/9.png"",""time"":894},{""stimulus"":""img/1to3/10.png"",""time"":998},{""stimulus"":""img/1to3/11.png"",""time"":1097},{""stimulus"":""img/1to3/12.png"",""time"":1196}]","[]",""
"image-keyboard-response","42","75773","0.0-5.0-1.19","60aeef267e494909058ef34e","bdp_cybrbll","Wed Mar 29 2023 11:40:34 GMT-0700 (Pacific Daylight Time)","442920","3","1","","null","","","","observe","","img/3to2/1.png","null","206","415","0.5","0.5","3","2","","",""
"animation","43","77067","0.0-5.0-2.19","60aeef267e494909058ef34e","bdp_cybrbll","Wed Mar 29 2023 11:40:34 GMT-0700 (Pacific Daylight Time)","442920","3","1","","","","","","","","","","206","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":105},{""stimulus"":""img/3to2/2.png"",""time"":209},{""stimulus"":""img/3to2/3.png"",""time"":302},{""stimulus"":""img/3to2/4.png"",""time"":401},{""stimulus"":""img/3to2/5.png"",""time"":505},{""stimulus"":""img/3to2/6.png"",""time"":598},{""stimulus"":""img/3to2/7.png"",""time"":697},{""stimulus"":""img/3to2/8.png"",""time"":801},{""stimulus"":""img/3to2/9.png"",""time"":894},{""stimulus"":""img/3to2/10.png"",""time"":998},{""stimulus"":""img/3to2/11.png"",""time"":1097},{""stimulus"":""img/3to2/12.png"",""time"":1190}]","[]",""
"image-keyboard-response","44","77382","0.0-5.0-1.20","60aeef267e494909058ef34e","bdp_cybrbll","Wed Mar 29 2023 11:40:34 GMT-0700 (Pacific Daylight Time)","442920","3","1","","314","","","","choice","","img/2to1/1.png","2","205","480","0.5","0.5","2","3","","",""
"animation","45","78675","0.0-5.0-2.20","60aeef267e494909058ef34e","bdp_cybrbll","Wed Mar 29 2023 11:40:34 GMT-0700 (Pacific Daylight Time)","442920","3","1","","","","","","","","","","205","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":104},{""stimulus"":""img/2to3/2.png"",""time"":208},{""stimulus"":""img/2to3/3.png"",""time"":301},{""stimulus"":""img/2to3/4.png"",""time"":400},{""stimulus"":""img/2to3/5.png"",""time"":504},{""stimulus"":""img/2to3/6.png"",""time"":597},{""stimulus"":""img/2to3/7.png"",""time"":701},{""stimulus"":""img/2to3/8.png"",""time"":800},{""stimulus"":""img/2to3/9.png"",""time"":893},{""stimulus"":""img/2to3/10.png"",""time"":998},{""stimulus"":""img/2to3/11.png"",""time"":1096},{""stimulus"":""img/2to3/12.png"",""time"":1189}]","[]",""
"image-keyboard-response","46","78966","0.0-5.0-1.21","60aeef267e494909058ef34e","bdp_cybrbll","Wed Mar 29 2023 11:40:34 GMT-0700 (Pacific Daylight Time)","442920","3","1","","null","","","","observe","","img/3to2/1.png","null","204","285","0.5","0.5","3","1","","",""
"animation","47","80260","0.0-5.0-2.21","60aeef267e494909058ef34e","bdp_cybrbll","Wed Mar 29 2023 11:40:34 GMT-0700 (Pacific Daylight Time)","442920","3","1","","","","","","","","","","204","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":103},{""stimulus"":""img/3to1/2.png"",""time"":209},{""stimulus"":""img/3to1/3.png"",""time"":306},{""stimulus"":""img/3to1/4.png"",""time"":400},{""stimulus"":""img/3to1/5.png"",""time"":505},{""stimulus"":""img/3to1/6.png"",""time"":598},{""stimulus"":""img/3to1/7.png"",""time"":702},{""stimulus"":""img/3to1/8.png"",""time"":801},{""stimulus"":""img/3to1/9.png"",""time"":894},{""stimulus"":""img/3to1/10.png"",""time"":998},{""stimulus"":""img/3to1/11.png"",""time"":1097},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]",""
"image-keyboard-response","48","80864","0.0-5.0-1.22","60aeef267e494909058ef34e","bdp_cybrbll","Wed Mar 29 2023 11:40:34 GMT-0700 (Pacific Daylight Time)","442920","3","1","","null","","","","observe","","img/1to3/1.png","null","203","594","0.5","0.5","1","2","","",""
"animation","49","82158","0.0-5.0-2.22","60aeef267e494909058ef34e","bdp_cybrbll","Wed Mar 29 2023 11:40:34 GMT-0700 (Pacific Daylight Time)","442920","3","1","","","","","","","","","","203","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":111},{""stimulus"":""img/1to2/2.png"",""time"":204},{""stimulus"":""img/1to2/3.png"",""time"":302},{""stimulus"":""img/1to2/4.png"",""time"":406},{""stimulus"":""img/1to2/5.png"",""time"":499},{""stimulus"":""img/1to2/6.png"",""time"":598},{""stimulus"":""img/1to2/7.png"",""time"":703},{""stimulus"":""img/1to2/8.png"",""time"":795},{""stimulus"":""img/1to2/9.png"",""time"":899},{""stimulus"":""img/1to2/10.png"",""time"":999},{""stimulus"":""img/1to2/11.png"",""time"":1092},{""stimulus"":""img/1to2/12.png"",""time"":1196}]","[]",""
