"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses","numBlurs"
"pavlovia","0","4","0.0-0.0","5f932e6a3ceaf50d5768745b","bdp_cybrbll","Mon Mar 27 2023 13:28:25 GMT-0400 (Eastern Daylight Time)","409111","3","1","","","","","","","","","","","","","","","","","",""
"instructions","1","2315","0.0-1.0","5f932e6a3ceaf50d5768745b","bdp_cybrbll","Mon Mar 27 2023 13:28:25 GMT-0400 (Eastern Daylight Time)","409111","3","1","[{""page_index"":0,""viewing_time"":2310}]","2310","","","","","","","","","","","","","","","",""
"","","","","5f932e6a3ceaf50d5768745b","bdp_cybrbll","Mon Mar 27 2023 13:28:25 GMT-0400 (Eastern Daylight Time)","409111","3","1","","","fullscreenenter","2","3848","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","4812","0.0-2.0","5f932e6a3ceaf50d5768745b","bdp_cybrbll","Mon Mar 27 2023 13:28:25 GMT-0400 (Eastern Daylight Time)","409111","3","1","","","","","","","true","","","","","","","","","","",""
"instructions","3","11168","0.0-4.0","5f932e6a3ceaf50d5768745b","bdp_cybrbll","Mon Mar 27 2023 13:28:25 GMT-0400 (Eastern Daylight Time)","409111","3","1","[{""page_index"":0,""viewing_time"":6355}]","6355","","","","","","","","","","","","","","","",""
"image-keyboard-response","4","12544","0.0-5.0-1.0","5f932e6a3ceaf50d5768745b","bdp_cybrbll","Mon Mar 27 2023 13:28:25 GMT-0400 (Eastern Daylight Time)","409111","3","1","","1371","","","","choice","","img/2to1/1.png","1","225","584","0.5","0.5","2","1","","",""
"animation","5","13837","0.0-5.0-2.0","5f932e6a3ceaf50d5768745b","bdp_cybrbll","Mon Mar 27 2023 13:28:25 GMT-0400 (Eastern Daylight Time)","409111","3","1","","","","","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":118},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":304},{""stimulus"":""img/2to1/4.png"",""time"":397},{""stimulus"":""img/2to1/5.png"",""time"":505},{""stimulus"":""img/2to1/6.png"",""time"":596},{""stimulus"":""img/2to1/7.png"",""time"":695},{""stimulus"":""img/2to1/8.png"",""time"":793},{""stimulus"":""img/2to1/9.png"",""time"":900},{""stimulus"":""img/2to1/10.png"",""time"":991},{""stimulus"":""img/2to1/11.png"",""time"":1091},{""stimulus"":""img/2to1/12.png"",""time"":1191}]","[]",""
"image-keyboard-response","6","14180","0.0-5.0-1.1","5f932e6a3ceaf50d5768745b","bdp_cybrbll","Mon Mar 27 2023 13:28:25 GMT-0400 (Eastern Daylight Time)","409111","3","1","","null","","","","observe","","img/1to3/1.png","null","224","341","0.5","0.5","1","3","","",""
"animation","7","15477","0.0-5.0-2.1","5f932e6a3ceaf50d5768745b","bdp_cybrbll","Mon Mar 27 2023 13:28:25 GMT-0400 (Eastern Daylight Time)","409111","3","1","","","","","","","","","","224","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":113},{""stimulus"":""img/1to3/2.png"",""time"":207},{""stimulus"":""img/1to3/3.png"",""time"":298},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":601},{""stimulus"":""img/1to3/7.png"",""time"":695},{""stimulus"":""img/1to3/8.png"",""time"":812},{""stimulus"":""img/1to3/9.png"",""time"":912},{""stimulus"":""img/1to3/10.png"",""time"":992},{""stimulus"":""img/1to3/11.png"",""time"":1092},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]",""
"image-keyboard-response","8","16872","0.0-5.0-1.2","5f932e6a3ceaf50d5768745b","bdp_cybrbll","Mon Mar 27 2023 13:28:25 GMT-0400 (Eastern Daylight Time)","409111","3","1","","null","","","","observe","","img/3to2/1.png","null","223","1390","0.5","0.5","3","1","","",""
