"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"pavlovia","0","3","0.0-0.0","63f7becf2322a5ba95aad1dc","bdp_cybrbll","Thu Mar 30 2023 15:46:14 GMT-0500 (Central Daylight Time)","499379","3","1","","","","","","","","","","","","","","","","",""
"instructions","1","7696","0.0-1.0","63f7becf2322a5ba95aad1dc","bdp_cybrbll","Thu Mar 30 2023 15:46:14 GMT-0500 (Central Daylight Time)","499379","3","1","[{""page_index"":0,""viewing_time"":7693}]","7693","","","","","","","","","","","","","","",""
"","","","","63f7becf2322a5ba95aad1dc","bdp_cybrbll","Thu Mar 30 2023 15:46:14 GMT-0500 (Central Daylight Time)","499379","3","1","","","fullscreenenter","2","10246","fullscreenenter","","","","","","","","","","",""
"fullscreen","2","11245","0.0-2.0","63f7becf2322a5ba95aad1dc","bdp_cybrbll","Thu Mar 30 2023 15:46:14 GMT-0500 (Central Daylight Time)","499379","3","1","","","","","","","true","","","","","","","","","",""
"instructions","3","80180","0.0-4.0","63f7becf2322a5ba95aad1dc","bdp_cybrbll","Thu Mar 30 2023 15:46:14 GMT-0500 (Central Daylight Time)","499379","3","1","[{""page_index"":0,""viewing_time"":68934}]","68934","","","","","","","","","","","","","","",""
"image-keyboard-response","4","82791","0.0-5.0-1.0","63f7becf2322a5ba95aad1dc","bdp_cybrbll","Thu Mar 30 2023 15:46:14 GMT-0500 (Central Daylight Time)","499379","3","1","","2610","","","","choice","","img/2to1/1.png","2","225","429","0.5","0.5","2","3","",""
"animation","5","84090","0.0-5.0-2.0","63f7becf2322a5ba95aad1dc","bdp_cybrbll","Thu Mar 30 2023 15:46:14 GMT-0500 (Central Daylight Time)","499379","3","1","","","","","","","","","","225","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":99},{""stimulus"":""img/2to3/2.png"",""time"":204},{""stimulus"":""img/2to3/3.png"",""time"":300},{""stimulus"":""img/2to3/4.png"",""time"":411},{""stimulus"":""img/2to3/5.png"",""time"":506},{""stimulus"":""img/2to3/6.png"",""time"":600},{""stimulus"":""img/2to3/7.png"",""time"":696},{""stimulus"":""img/2to3/8.png"",""time"":793},{""stimulus"":""img/2to3/9.png"",""time"":902},{""stimulus"":""img/2to3/10.png"",""time"":996},{""stimulus"":""img/2to3/11.png"",""time"":1092},{""stimulus"":""img/2to3/12.png"",""time"":1202}]","[]"
"image-keyboard-response","6","84568","0.0-5.0-1.1","63f7becf2322a5ba95aad1dc","bdp_cybrbll","Thu Mar 30 2023 15:46:14 GMT-0500 (Central Daylight Time)","499379","3","1","","null","","","","observe","","img/3to2/1.png","null","224","468","0.5","0.5","3","2","",""
"animation","7","85861","0.0-5.0-2.1","63f7becf2322a5ba95aad1dc","bdp_cybrbll","Thu Mar 30 2023 15:46:14 GMT-0500 (Central Daylight Time)","499379","3","1","","","","","","","","","","224","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":112},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":299},{""stimulus"":""img/3to2/4.png"",""time"":398},{""stimulus"":""img/3to2/5.png"",""time"":510},{""stimulus"":""img/3to2/6.png"",""time"":607},{""stimulus"":""img/3to2/7.png"",""time"":703},{""stimulus"":""img/3to2/8.png"",""time"":799},{""stimulus"":""img/3to2/9.png"",""time"":892},{""stimulus"":""img/3to2/10.png"",""time"":1005},{""stimulus"":""img/3to2/11.png"",""time"":1102},{""stimulus"":""img/3to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","8","86528","0.0-5.0-1.2","63f7becf2322a5ba95aad1dc","bdp_cybrbll","Thu Mar 30 2023 15:46:14 GMT-0500 (Central Daylight Time)","499379","3","1","","667","","","","choice","","img/2to1/1.png","1","223","369","0.5","0.5","2","1","",""
"animation","9","87820","0.0-5.0-2.2","63f7becf2322a5ba95aad1dc","bdp_cybrbll","Thu Mar 30 2023 15:46:14 GMT-0500 (Central Daylight Time)","499379","3","1","","","","","","","","","","223","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":111},{""stimulus"":""img/2to1/2.png"",""time"":205},{""stimulus"":""img/2to1/3.png"",""time"":299},{""stimulus"":""img/2to1/4.png"",""time"":410},{""stimulus"":""img/2to1/5.png"",""time"":502},{""stimulus"":""img/2to1/6.png"",""time"":594},{""stimulus"":""img/2to1/7.png"",""time"":708},{""stimulus"":""img/2to1/8.png"",""time"":802},{""stimulus"":""img/2to1/9.png"",""time"":897},{""stimulus"":""img/2to1/10.png"",""time"":992},{""stimulus"":""img/2to1/11.png"",""time"":1102},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","10","88373","0.0-5.0-1.3","63f7becf2322a5ba95aad1dc","bdp_cybrbll","Thu Mar 30 2023 15:46:14 GMT-0500 (Central Daylight Time)","499379","3","1","","null","","","","observe","","img/1to3/1.png","null","222","540","0.5","0.5","1","3","",""
"animation","11","89673","0.0-5.0-2.3","63f7becf2322a5ba95aad1dc","bdp_cybrbll","Thu Mar 30 2023 15:46:14 GMT-0500 (Central Daylight Time)","499379","3","1","","","","","","","","","","222","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":111},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":302},{""stimulus"":""img/1to3/4.png"",""time"":411},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":602},{""stimulus"":""img/1to3/7.png"",""time"":693},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":893},{""stimulus"":""img/1to3/10.png"",""time"":998},{""stimulus"":""img/1to3/11.png"",""time"":1093},{""stimulus"":""img/1to3/12.png"",""time"":1190}]","[]"
