"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"","","","observe","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","7","58480","0.0-5.0-1.1","","null","","img/1to3/1.png","null","224","382","0.5","0.5","1","3","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","8","59771","0.0-5.0-2.1","","","","","","224","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":110},{""stimulus"":""img/1to3/2.png"",""time"":201},{""stimulus"":""img/1to3/3.png"",""time"":300},{""stimulus"":""img/1to3/4.png"",""time"":404},{""stimulus"":""img/1to3/5.png"",""time"":507},{""stimulus"":""img/1to3/6.png"",""time"":595},{""stimulus"":""img/1to3/7.png"",""time"":707},{""stimulus"":""img/1to3/8.png"",""time"":795},{""stimulus"":""img/1to3/9.png"",""time"":895},{""stimulus"":""img/1to3/10.png"",""time"":997},{""stimulus"":""img/1to3/11.png"",""time"":1101},{""stimulus"":""img/1to3/12.png"",""time"":1188}]","[]"
"","","","observe","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","9","60269","0.0-5.0-1.2","","null","","img/3to2/1.png","null","223","488","0.5","0.5","3","2","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","10","61561","0.0-5.0-2.2","","","","","","223","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":111},{""stimulus"":""img/3to2/2.png"",""time"":209},{""stimulus"":""img/3to2/3.png"",""time"":312},{""stimulus"":""img/3to2/4.png"",""time"":400},{""stimulus"":""img/3to2/5.png"",""time"":496},{""stimulus"":""img/3to2/6.png"",""time"":597},{""stimulus"":""img/3to2/7.png"",""time"":699},{""stimulus"":""img/3to2/8.png"",""time"":803},{""stimulus"":""img/3to2/9.png"",""time"":907},{""stimulus"":""img/3to2/10.png"",""time"":994},{""stimulus"":""img/3to2/11.png"",""time"":1092},{""stimulus"":""img/3to2/12.png"",""time"":1194}]","[]"
"","","","choice","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","11","61776","0.0-5.0-1.3","","215","","img/2to1/1.png","2","222","254","0.5","0.5","2","3","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","12","63079","0.0-5.0-2.3","","","","","","222","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":107},{""stimulus"":""img/2to3/2.png"",""time"":205},{""stimulus"":""img/2to3/3.png"",""time"":309},{""stimulus"":""img/2to3/4.png"",""time"":411},{""stimulus"":""img/2to3/5.png"",""time"":500},{""stimulus"":""img/2to3/6.png"",""time"":597},{""stimulus"":""img/2to3/7.png"",""time"":694},{""stimulus"":""img/2to3/8.png"",""time"":793},{""stimulus"":""img/2to3/9.png"",""time"":898},{""stimulus"":""img/2to3/10.png"",""time"":1000},{""stimulus"":""img/2to3/11.png"",""time"":1103},{""stimulus"":""img/2to3/12.png"",""time"":1191}]","[]"
"","","","observe","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","13","63350","0.0-5.0-1.4","","null","","img/3to2/1.png","null","221","261","0.5","0.5","3","2","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","14","64653","0.0-5.0-2.4","","","","","","221","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":110},{""stimulus"":""img/3to2/2.png"",""time"":208},{""stimulus"":""img/3to2/3.png"",""time"":305},{""stimulus"":""img/3to2/4.png"",""time"":396},{""stimulus"":""img/3to2/5.png"",""time"":507},{""stimulus"":""img/3to2/6.png"",""time"":602},{""stimulus"":""img/3to2/7.png"",""time"":699},{""stimulus"":""img/3to2/8.png"",""time"":796},{""stimulus"":""img/3to2/9.png"",""time"":895},{""stimulus"":""img/3to2/10.png"",""time"":997},{""stimulus"":""img/3to2/11.png"",""time"":1093},{""stimulus"":""img/3to2/12.png"",""time"":1190}]","[]"
"","","","choice","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","15","64796","0.0-5.0-1.5","","143","","img/2to1/1.png","1","220","260","0.5","0.5","2","1","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","16","66086","0.0-5.0-2.5","","","","","","220","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":103},{""stimulus"":""img/2to1/2.png"",""time"":206},{""stimulus"":""img/2to1/3.png"",""time"":301},{""stimulus"":""img/2to1/4.png"",""time"":399},{""stimulus"":""img/2to1/5.png"",""time"":497},{""stimulus"":""img/2to1/6.png"",""time"":601},{""stimulus"":""img/2to1/7.png"",""time"":707},{""stimulus"":""img/2to1/8.png"",""time"":805},{""stimulus"":""img/2to1/9.png"",""time"":902},{""stimulus"":""img/2to1/10.png"",""time"":998},{""stimulus"":""img/2to1/11.png"",""time"":1095},{""stimulus"":""img/2to1/12.png"",""time"":1193}]","[]"
"","","","observe","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","17","66616","0.0-5.0-1.6","","null","","img/1to3/1.png","null","219","522","0.5","0.5","1","3","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","18","67910","0.0-5.0-2.6","","","","","","219","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":110},{""stimulus"":""img/1to3/2.png"",""time"":209},{""stimulus"":""img/1to3/3.png"",""time"":306},{""stimulus"":""img/1to3/4.png"",""time"":404},{""stimulus"":""img/1to3/5.png"",""time"":499},{""stimulus"":""img/1to3/6.png"",""time"":596},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":806},{""stimulus"":""img/1to3/9.png"",""time"":905},{""stimulus"":""img/1to3/10.png"",""time"":1002},{""stimulus"":""img/1to3/11.png"",""time"":1098},{""stimulus"":""img/1to3/12.png"",""time"":1197}]","[]"
"","","","observe","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","19","68257","0.0-5.0-1.7","","null","","img/3to2/1.png","null","218","336","0.5","0.5","3","2","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","20","69553","0.0-5.0-2.7","","","","","","218","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":110},{""stimulus"":""img/3to2/2.png"",""time"":200},{""stimulus"":""img/3to2/3.png"",""time"":311},{""stimulus"":""img/3to2/4.png"",""time"":397},{""stimulus"":""img/3to2/5.png"",""time"":511},{""stimulus"":""img/3to2/6.png"",""time"":610},{""stimulus"":""img/3to2/7.png"",""time"":708},{""stimulus"":""img/3to2/8.png"",""time"":793},{""stimulus"":""img/3to2/9.png"",""time"":903},{""stimulus"":""img/3to2/10.png"",""time"":1004},{""stimulus"":""img/3to2/11.png"",""time"":1102},{""stimulus"":""img/3to2/12.png"",""time"":1196}]","[]"
"","","","choice","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","21","69898","0.0-5.0-1.8","","345","","img/2to1/1.png","1","217","416","0.5","0.5","2","1","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","22","71197","0.0-5.0-2.8","","","","","","217","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":104},{""stimulus"":""img/2to1/2.png"",""time"":210},{""stimulus"":""img/2to1/3.png"",""time"":307},{""stimulus"":""img/2to1/4.png"",""time"":403},{""stimulus"":""img/2to1/5.png"",""time"":501},{""stimulus"":""img/2to1/6.png"",""time"":598},{""stimulus"":""img/2to1/7.png"",""time"":695},{""stimulus"":""img/2to1/8.png"",""time"":808},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":998},{""stimulus"":""img/2to1/11.png"",""time"":1095},{""stimulus"":""img/2to1/12.png"",""time"":1201}]","[]"
"","","","observe","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","23","71457","0.0-5.0-1.9","","null","","img/1to3/1.png","null","216","250","0.5","0.5","1","3","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","24","72745","0.0-5.0-2.9","","","","","","216","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":112},{""stimulus"":""img/1to3/2.png"",""time"":210},{""stimulus"":""img/1to3/3.png"",""time"":307},{""stimulus"":""img/1to3/4.png"",""time"":405},{""stimulus"":""img/1to3/5.png"",""time"":501},{""stimulus"":""img/1to3/6.png"",""time"":597},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":808},{""stimulus"":""img/1to3/9.png"",""time"":892},{""stimulus"":""img/1to3/10.png"",""time"":997},{""stimulus"":""img/1to3/11.png"",""time"":1094},{""stimulus"":""img/1to3/12.png"",""time"":1193}]","[]"
"","","","observe","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","25","73489","0.0-5.0-1.10","","null","","img/3to2/1.png","null","215","735","0.5","0.5","3","2","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","26","74792","0.0-5.0-2.10","","","","","","215","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":111},{""stimulus"":""img/3to2/2.png"",""time"":208},{""stimulus"":""img/3to2/3.png"",""time"":305},{""stimulus"":""img/3to2/4.png"",""time"":403},{""stimulus"":""img/3to2/5.png"",""time"":500},{""stimulus"":""img/3to2/6.png"",""time"":611},{""stimulus"":""img/3to2/7.png"",""time"":696},{""stimulus"":""img/3to2/8.png"",""time"":802},{""stimulus"":""img/3to2/9.png"",""time"":899},{""stimulus"":""img/3to2/10.png"",""time"":996},{""stimulus"":""img/3to2/11.png"",""time"":1094},{""stimulus"":""img/3to2/12.png"",""time"":1190}]","[]"
"","","","choice","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","27","75614","0.0-5.0-1.11","","821","","img/2to1/1.png","1","214","463","0.5","0.5","2","1","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","28","76902","0.0-5.0-2.11","","","","","","214","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":104},{""stimulus"":""img/2to1/2.png"",""time"":212},{""stimulus"":""img/2to1/3.png"",""time"":299},{""stimulus"":""img/2to1/4.png"",""time"":398},{""stimulus"":""img/2to1/5.png"",""time"":511},{""stimulus"":""img/2to1/6.png"",""time"":610},{""stimulus"":""img/2to1/7.png"",""time"":708},{""stimulus"":""img/2to1/8.png"",""time"":796},{""stimulus"":""img/2to1/9.png"",""time"":895},{""stimulus"":""img/2to1/10.png"",""time"":992},{""stimulus"":""img/2to1/11.png"",""time"":1091},{""stimulus"":""img/2to1/12.png"",""time"":1193}]","[]"
"","","","observe","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","29","77460","0.0-5.0-1.12","","null","","img/1to3/1.png","null","213","556","0.5","0.5","1","2","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","30","78751","0.0-5.0-2.12","","","","","","213","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":111},{""stimulus"":""img/1to2/2.png"",""time"":213},{""stimulus"":""img/1to2/3.png"",""time"":299},{""stimulus"":""img/1to2/4.png"",""time"":401},{""stimulus"":""img/1to2/5.png"",""time"":504},{""stimulus"":""img/1to2/6.png"",""time"":607},{""stimulus"":""img/1to2/7.png"",""time"":694},{""stimulus"":""img/1to2/8.png"",""time"":794},{""stimulus"":""img/1to2/9.png"",""time"":897},{""stimulus"":""img/1to2/10.png"",""time"":999},{""stimulus"":""img/1to2/11.png"",""time"":1102},{""stimulus"":""img/1to2/12.png"",""time"":1190}]","[]"
"","","","choice","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","31","79132","0.0-5.0-1.13","","380","","img/2to1/1.png","2","212","311","0.5","0.5","2","3","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","32","80421","0.0-5.0-2.13","","","","","","212","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":107},{""stimulus"":""img/2to3/2.png"",""time"":214},{""stimulus"":""img/2to3/3.png"",""time"":310},{""stimulus"":""img/2to3/4.png"",""time"":408},{""stimulus"":""img/2to3/5.png"",""time"":505},{""stimulus"":""img/2to3/6.png"",""time"":601},{""stimulus"":""img/2to3/7.png"",""time"":698},{""stimulus"":""img/2to3/8.png"",""time"":796},{""stimulus"":""img/2to3/9.png"",""time"":893},{""stimulus"":""img/2to3/10.png"",""time"":1006},{""stimulus"":""img/2to3/11.png"",""time"":1105},{""stimulus"":""img/2to3/12.png"",""time"":1204}]","[]"
"","","","observe","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","33","81166","0.0-5.0-1.14","","null","","img/3to2/1.png","null","211","736","0.5","0.5","3","1","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","34","82459","0.0-5.0-2.14","","","","","","211","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":111},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":299},{""stimulus"":""img/3to1/4.png"",""time"":403},{""stimulus"":""img/3to1/5.png"",""time"":506},{""stimulus"":""img/3to1/6.png"",""time"":608},{""stimulus"":""img/3to1/7.png"",""time"":696},{""stimulus"":""img/3to1/8.png"",""time"":796},{""stimulus"":""img/3to1/9.png"",""time"":899},{""stimulus"":""img/3to1/10.png"",""time"":1003},{""stimulus"":""img/3to1/11.png"",""time"":1105},{""stimulus"":""img/3to1/12.png"",""time"":1194}]","[]"
"","","","observe","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","35","82986","0.0-5.0-1.15","","null","","img/1to3/1.png","null","210","514","0.5","0.5","1","2","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","36","84277","0.0-5.0-2.15","","","","","","210","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":111},{""stimulus"":""img/1to2/2.png"",""time"":205},{""stimulus"":""img/1to2/3.png"",""time"":304},{""stimulus"":""img/1to2/4.png"",""time"":401},{""stimulus"":""img/1to2/5.png"",""time"":498},{""stimulus"":""img/1to2/6.png"",""time"":594},{""stimulus"":""img/1to2/7.png"",""time"":709},{""stimulus"":""img/1to2/8.png"",""time"":807},{""stimulus"":""img/1to2/9.png"",""time"":902},{""stimulus"":""img/1to2/10.png"",""time"":1001},{""stimulus"":""img/1to2/11.png"",""time"":1097},{""stimulus"":""img/1to2/12.png"",""time"":1195}]","[]"
"","","","choice","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","37","84862","0.0-5.0-1.16","","585","","img/2to1/1.png","2","209","416","0.5","0.5","2","3","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","38","86153","0.0-5.0-2.16","","","","","","209","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":105},{""stimulus"":""img/2to3/2.png"",""time"":211},{""stimulus"":""img/2to3/3.png"",""time"":307},{""stimulus"":""img/2to3/4.png"",""time"":404},{""stimulus"":""img/2to3/5.png"",""time"":503},{""stimulus"":""img/2to3/6.png"",""time"":599},{""stimulus"":""img/2to3/7.png"",""time"":705},{""stimulus"":""img/2to3/8.png"",""time"":803},{""stimulus"":""img/2to3/9.png"",""time"":901},{""stimulus"":""img/2to3/10.png"",""time"":1000},{""stimulus"":""img/2to3/11.png"",""time"":1094},{""stimulus"":""img/2to3/12.png"",""time"":1191}]","[]"
"","","","observe","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","39","86462","0.0-5.0-1.17","","null","","img/3to2/1.png","null","208","302","0.5","0.5","3","1","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","40","87756","0.0-5.0-2.17","","","","","","208","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":112},{""stimulus"":""img/3to1/2.png"",""time"":212},{""stimulus"":""img/3to1/3.png"",""time"":307},{""stimulus"":""img/3to1/4.png"",""time"":403},{""stimulus"":""img/3to1/5.png"",""time"":502},{""stimulus"":""img/3to1/6.png"",""time"":598},{""stimulus"":""img/3to1/7.png"",""time"":695},{""stimulus"":""img/3to1/8.png"",""time"":808},{""stimulus"":""img/3to1/9.png"",""time"":899},{""stimulus"":""img/3to1/10.png"",""time"":1006},{""stimulus"":""img/3to1/11.png"",""time"":1100},{""stimulus"":""img/3to1/12.png"",""time"":1199}]","[]"
"","","","observe","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","41","88553","0.0-5.0-1.18","","null","","img/1to3/1.png","null","207","788","0.5","0.5","1","3","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","42","89848","0.0-5.0-2.18","","","","","","207","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":111},{""stimulus"":""img/1to3/2.png"",""time"":201},{""stimulus"":""img/1to3/3.png"",""time"":307},{""stimulus"":""img/1to3/4.png"",""time"":406},{""stimulus"":""img/1to3/5.png"",""time"":501},{""stimulus"":""img/1to3/6.png"",""time"":599},{""stimulus"":""img/1to3/7.png"",""time"":696},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":904},{""stimulus"":""img/1to3/10.png"",""time"":1005},{""stimulus"":""img/1to3/11.png"",""time"":1102},{""stimulus"":""img/1to3/12.png"",""time"":1198}]","[]"
"","","","observe","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","43","90355","0.0-5.0-1.19","","null","","img/3to2/1.png","null","206","500","0.5","0.5","3","2","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","44","91642","0.0-5.0-2.19","","","","","","206","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":111},{""stimulus"":""img/3to2/2.png"",""time"":207},{""stimulus"":""img/3to2/3.png"",""time"":306},{""stimulus"":""img/3to2/4.png"",""time"":403},{""stimulus"":""img/3to2/5.png"",""time"":499},{""stimulus"":""img/3to2/6.png"",""time"":597},{""stimulus"":""img/3to2/7.png"",""time"":695},{""stimulus"":""img/3to2/8.png"",""time"":797},{""stimulus"":""img/3to2/9.png"",""time"":893},{""stimulus"":""img/3to2/10.png"",""time"":992},{""stimulus"":""img/3to2/11.png"",""time"":1102},{""stimulus"":""img/3to2/12.png"",""time"":1203}]","[]"
"","","","choice","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","45","92193","0.0-5.0-1.20","","550","","img/2to1/1.png","1","205","263","0.5","0.5","2","1","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","46","93496","0.0-5.0-2.20","","","","","","205","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":107},{""stimulus"":""img/2to1/2.png"",""time"":207},{""stimulus"":""img/2to1/3.png"",""time"":302},{""stimulus"":""img/2to1/4.png"",""time"":399},{""stimulus"":""img/2to1/5.png"",""time"":499},{""stimulus"":""img/2to1/6.png"",""time"":610},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":799},{""stimulus"":""img/2to1/9.png"",""time"":899},{""stimulus"":""img/2to1/10.png"",""time"":993},{""stimulus"":""img/2to1/11.png"",""time"":1091},{""stimulus"":""img/2to1/12.png"",""time"":1203}]","[]"
"","","","observe","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","47","93848","0.0-5.0-1.21","","null","","img/1to3/1.png","null","204","341","0.5","0.5","1","2","",""
"","","","","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","animation","48","95139","0.0-5.0-2.21","","","","","","204","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":107},{""stimulus"":""img/1to2/2.png"",""time"":205},{""stimulus"":""img/1to2/3.png"",""time"":302},{""stimulus"":""img/1to2/4.png"",""time"":399},{""stimulus"":""img/1to2/5.png"",""time"":511},{""stimulus"":""img/1to2/6.png"",""time"":602},{""stimulus"":""img/1to2/7.png"",""time"":696},{""stimulus"":""img/1to2/8.png"",""time"":793},{""stimulus"":""img/1to2/9.png"",""time"":892},{""stimulus"":""img/1to2/10.png"",""time"":995},{""stimulus"":""img/1to2/11.png"",""time"":1105},{""stimulus"":""img/1to2/12.png"",""time"":1195}]","[]"
"","","","choice","","5df1133b99b28201e0a1181c","bdp_cybrbll","Sat Mar 25 2023 23:31:12 GMT-0400 (Eastern Daylight Time)","462814","3","1","image-keyboard-response","49","98203","0.0-5.0-1.22","","3063","","img/2to1/1.png","2","203","490","0.5","0.5","2","3","",""
