"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","numBlurs","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","instructions","4","93612","0.0-4.0","[{""page_index"":0,""viewing_time"":77632}]","77632","","","","","","","","","","",""
"","","","blurwarn","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","2","image-keyboard-response","5","107236","0.0-5.0-0.0-0.0","","13623","","","49","","","","","","","",""
"","","","choice","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","6","109596","0.0-5.0-1.0","","2094","","img/2to1/1.png","1","225","834","0.5","0.5","2","1","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","7","111030","0.0-5.0-2.0","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":112},{""stimulus"":""img/2to1/2.png"",""time"":222},{""stimulus"":""img/2to1/3.png"",""time"":332},{""stimulus"":""img/2to1/4.png"",""time"":442},{""stimulus"":""img/2to1/5.png"",""time"":552},{""stimulus"":""img/2to1/6.png"",""time"":662},{""stimulus"":""img/2to1/7.png"",""time"":772},{""stimulus"":""img/2to1/8.png"",""time"":882},{""stimulus"":""img/2to1/9.png"",""time"":992},{""stimulus"":""img/2to1/10.png"",""time"":1102},{""stimulus"":""img/2to1/11.png"",""time"":1213},{""stimulus"":""img/2to1/12.png"",""time"":1323}]","[]"
"","","","observe","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","8","111533","0.0-5.0-1.1","","null","","img/1to3/1.png","null","224","499","0.5","0.5","1","2","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","9","112962","0.0-5.0-2.1","","","","","","224","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":109},{""stimulus"":""img/1to2/2.png"",""time"":220},{""stimulus"":""img/1to2/3.png"",""time"":331},{""stimulus"":""img/1to2/4.png"",""time"":440},{""stimulus"":""img/1to2/5.png"",""time"":550},{""stimulus"":""img/1to2/6.png"",""time"":660},{""stimulus"":""img/1to2/7.png"",""time"":770},{""stimulus"":""img/1to2/8.png"",""time"":880},{""stimulus"":""img/1to2/9.png"",""time"":991},{""stimulus"":""img/1to2/10.png"",""time"":1100},{""stimulus"":""img/1to2/11.png"",""time"":1210},{""stimulus"":""img/1to2/12.png"",""time"":1319}]","[]"
"","","","choice","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","10","113171","0.0-5.0-1.2","","208","","img/2to1/1.png","2","223","224","0.5","0.5","2","3","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","11","114596","0.0-5.0-2.2","","","","","","223","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":105},{""stimulus"":""img/2to3/2.png"",""time"":215},{""stimulus"":""img/2to3/3.png"",""time"":324},{""stimulus"":""img/2to3/4.png"",""time"":435},{""stimulus"":""img/2to3/5.png"",""time"":544},{""stimulus"":""img/2to3/6.png"",""time"":655},{""stimulus"":""img/2to3/7.png"",""time"":765},{""stimulus"":""img/2to3/8.png"",""time"":874},{""stimulus"":""img/2to3/9.png"",""time"":985},{""stimulus"":""img/2to3/10.png"",""time"":1095},{""stimulus"":""img/2to3/11.png"",""time"":1204},{""stimulus"":""img/2to3/12.png"",""time"":1314}]","[]"
"","","","observe","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","12","114896","0.0-5.0-1.3","","null","","img/3to2/1.png","null","222","285","0.5","0.5","3","1","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","13","116325","0.0-5.0-2.3","","","","","","222","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":110},{""stimulus"":""img/3to1/2.png"",""time"":219},{""stimulus"":""img/3to1/3.png"",""time"":330},{""stimulus"":""img/3to1/4.png"",""time"":441},{""stimulus"":""img/3to1/5.png"",""time"":551},{""stimulus"":""img/3to1/6.png"",""time"":661},{""stimulus"":""img/3to1/7.png"",""time"":770},{""stimulus"":""img/3to1/8.png"",""time"":880},{""stimulus"":""img/3to1/9.png"",""time"":990},{""stimulus"":""img/3to1/10.png"",""time"":1100},{""stimulus"":""img/3to1/11.png"",""time"":1210},{""stimulus"":""img/3to1/12.png"",""time"":1319}]","[]"
"","","","observe","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","14","116545","0.0-5.0-1.4","","null","","img/1to3/1.png","null","221","209","0.5","0.5","1","3","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","15","117975","0.0-5.0-2.4","","","","","","221","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":110},{""stimulus"":""img/1to3/2.png"",""time"":219},{""stimulus"":""img/1to3/3.png"",""time"":330},{""stimulus"":""img/1to3/4.png"",""time"":441},{""stimulus"":""img/1to3/5.png"",""time"":550},{""stimulus"":""img/1to3/6.png"",""time"":660},{""stimulus"":""img/1to3/7.png"",""time"":770},{""stimulus"":""img/1to3/8.png"",""time"":879},{""stimulus"":""img/1to3/9.png"",""time"":990},{""stimulus"":""img/1to3/10.png"",""time"":1100},{""stimulus"":""img/1to3/11.png"",""time"":1210},{""stimulus"":""img/1to3/12.png"",""time"":1320}]","[]"
"","","","observe","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","16","118305","0.0-5.0-1.5","","null","","img/3to2/1.png","null","220","321","0.5","0.5","3","1","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","17","119737","0.0-5.0-2.5","","","","","","220","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":110},{""stimulus"":""img/3to1/2.png"",""time"":220},{""stimulus"":""img/3to1/3.png"",""time"":330},{""stimulus"":""img/3to1/4.png"",""time"":442},{""stimulus"":""img/3to1/5.png"",""time"":552},{""stimulus"":""img/3to1/6.png"",""time"":660},{""stimulus"":""img/3to1/7.png"",""time"":771},{""stimulus"":""img/3to1/8.png"",""time"":881},{""stimulus"":""img/3to1/9.png"",""time"":990},{""stimulus"":""img/3to1/10.png"",""time"":1101},{""stimulus"":""img/3to1/11.png"",""time"":1210},{""stimulus"":""img/3to1/12.png"",""time"":1321}]","[]"
"","","","observe","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","18","120239","0.0-5.0-1.6","","null","","img/1to3/1.png","null","219","499","0.5","0.5","1","3","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","19","121671","0.0-5.0-2.6","","","","","","219","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":110},{""stimulus"":""img/1to3/2.png"",""time"":220},{""stimulus"":""img/1to3/3.png"",""time"":330},{""stimulus"":""img/1to3/4.png"",""time"":441},{""stimulus"":""img/1to3/5.png"",""time"":551},{""stimulus"":""img/1to3/6.png"",""time"":661},{""stimulus"":""img/1to3/7.png"",""time"":773},{""stimulus"":""img/1to3/8.png"",""time"":882},{""stimulus"":""img/1to3/9.png"",""time"":992},{""stimulus"":""img/1to3/10.png"",""time"":1102},{""stimulus"":""img/1to3/11.png"",""time"":1213},{""stimulus"":""img/1to3/12.png"",""time"":1323}]","[]"
"","","","observe","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","20","122111","0.0-5.0-1.7","","null","","img/3to2/1.png","null","218","436","0.5","0.5","3","2","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","21","123541","0.0-5.0-2.7","","","","","","218","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":109},{""stimulus"":""img/3to2/2.png"",""time"":218},{""stimulus"":""img/3to2/3.png"",""time"":327},{""stimulus"":""img/3to2/4.png"",""time"":438},{""stimulus"":""img/3to2/5.png"",""time"":548},{""stimulus"":""img/3to2/6.png"",""time"":658},{""stimulus"":""img/3to2/7.png"",""time"":768},{""stimulus"":""img/3to2/8.png"",""time"":878},{""stimulus"":""img/3to2/9.png"",""time"":988},{""stimulus"":""img/3to2/10.png"",""time"":1097},{""stimulus"":""img/3to2/11.png"",""time"":1209},{""stimulus"":""img/3to2/12.png"",""time"":1319}]","[]"
"","","","choice","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","22","123795","0.0-5.0-1.8","","254","","img/2to1/1.png","2","217","347","0.5","0.5","2","3","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","23","125221","0.0-5.0-2.8","","","","","","217","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":108},{""stimulus"":""img/2to3/2.png"",""time"":217},{""stimulus"":""img/2to3/3.png"",""time"":327},{""stimulus"":""img/2to3/4.png"",""time"":437},{""stimulus"":""img/2to3/5.png"",""time"":547},{""stimulus"":""img/2to3/6.png"",""time"":657},{""stimulus"":""img/2to3/7.png"",""time"":767},{""stimulus"":""img/2to3/8.png"",""time"":876},{""stimulus"":""img/2to3/9.png"",""time"":987},{""stimulus"":""img/2to3/10.png"",""time"":1097},{""stimulus"":""img/2to3/11.png"",""time"":1207},{""stimulus"":""img/2to3/12.png"",""time"":1318}]","[]"
"","","","observe","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","24","125695","0.0-5.0-1.9","","null","","img/3to2/1.png","null","216","472","0.5","0.5","3","1","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","25","127126","0.0-5.0-2.9","","","","","","216","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":111},{""stimulus"":""img/3to1/2.png"",""time"":221},{""stimulus"":""img/3to1/3.png"",""time"":331},{""stimulus"":""img/3to1/4.png"",""time"":441},{""stimulus"":""img/3to1/5.png"",""time"":551},{""stimulus"":""img/3to1/6.png"",""time"":661},{""stimulus"":""img/3to1/7.png"",""time"":771},{""stimulus"":""img/3to1/8.png"",""time"":882},{""stimulus"":""img/3to1/9.png"",""time"":992},{""stimulus"":""img/3to1/10.png"",""time"":1101},{""stimulus"":""img/3to1/11.png"",""time"":1211},{""stimulus"":""img/3to1/12.png"",""time"":1321}]","[]"
"","","","observe","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","26","127439","0.0-5.0-1.10","","null","","img/1to3/1.png","null","215","298","0.5","0.5","1","2","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","27","128884","0.0-5.0-2.10","","","","","","215","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":109},{""stimulus"":""img/1to2/2.png"",""time"":219},{""stimulus"":""img/1to2/3.png"",""time"":330},{""stimulus"":""img/1to2/4.png"",""time"":441},{""stimulus"":""img/1to2/5.png"",""time"":550},{""stimulus"":""img/1to2/6.png"",""time"":661},{""stimulus"":""img/1to2/7.png"",""time"":770},{""stimulus"":""img/1to2/8.png"",""time"":880},{""stimulus"":""img/1to2/9.png"",""time"":989},{""stimulus"":""img/1to2/10.png"",""time"":1100},{""stimulus"":""img/1to2/11.png"",""time"":1219},{""stimulus"":""img/1to2/12.png"",""time"":1334}]","[]"
"","","","choice","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","28","128923","0.0-5.0-1.11","","38","","img/2to1/1.png","1","214","543","0.5","0.5","2","1","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","29","130335","0.0-5.0-2.11","","","","","","214","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":101},{""stimulus"":""img/2to1/2.png"",""time"":211},{""stimulus"":""img/2to1/3.png"",""time"":321},{""stimulus"":""img/2to1/4.png"",""time"":431},{""stimulus"":""img/2to1/5.png"",""time"":542},{""stimulus"":""img/2to1/6.png"",""time"":651},{""stimulus"":""img/2to1/7.png"",""time"":751},{""stimulus"":""img/2to1/8.png"",""time"":861},{""stimulus"":""img/2to1/9.png"",""time"":970},{""stimulus"":""img/2to1/10.png"",""time"":1081},{""stimulus"":""img/2to1/11.png"",""time"":1192},{""stimulus"":""img/2to1/12.png"",""time"":1300}]","[]"
"","","","observe","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","30","131121","0.0-5.0-1.12","","null","","img/1to3/1.png","null","213","785","0.5","0.5","1","3","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","31","132553","0.0-5.0-2.12","","","","","","213","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":112},{""stimulus"":""img/1to3/2.png"",""time"":221},{""stimulus"":""img/1to3/3.png"",""time"":331},{""stimulus"":""img/1to3/4.png"",""time"":442},{""stimulus"":""img/1to3/5.png"",""time"":552},{""stimulus"":""img/1to3/6.png"",""time"":662},{""stimulus"":""img/1to3/7.png"",""time"":772},{""stimulus"":""img/1to3/8.png"",""time"":882},{""stimulus"":""img/1to3/9.png"",""time"":991},{""stimulus"":""img/1to3/10.png"",""time"":1101},{""stimulus"":""img/1to3/11.png"",""time"":1211},{""stimulus"":""img/1to3/12.png"",""time"":1321}]","[]"
"","","","observe","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","32","133010","0.0-5.0-1.13","","null","","img/3to2/1.png","null","212","443","0.5","0.5","3","2","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","33","134440","0.0-5.0-2.13","","","","","","212","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":110},{""stimulus"":""img/3to2/2.png"",""time"":221},{""stimulus"":""img/3to2/3.png"",""time"":330},{""stimulus"":""img/3to2/4.png"",""time"":441},{""stimulus"":""img/3to2/5.png"",""time"":552},{""stimulus"":""img/3to2/6.png"",""time"":662},{""stimulus"":""img/3to2/7.png"",""time"":771},{""stimulus"":""img/3to2/8.png"",""time"":881},{""stimulus"":""img/3to2/9.png"",""time"":991},{""stimulus"":""img/3to2/10.png"",""time"":1101},{""stimulus"":""img/3to2/11.png"",""time"":1211},{""stimulus"":""img/3to2/12.png"",""time"":1321}]","[]"
"","","","choice","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","34","134636","0.0-5.0-1.14","","195","","img/2to1/1.png","1","211","526","0.5","0.5","2","1","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","35","136059","0.0-5.0-2.14","","","","","","211","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":103},{""stimulus"":""img/2to1/2.png"",""time"":213},{""stimulus"":""img/2to1/3.png"",""time"":323},{""stimulus"":""img/2to1/4.png"",""time"":433},{""stimulus"":""img/2to1/5.png"",""time"":543},{""stimulus"":""img/2to1/6.png"",""time"":652},{""stimulus"":""img/2to1/7.png"",""time"":763},{""stimulus"":""img/2to1/8.png"",""time"":873},{""stimulus"":""img/2to1/9.png"",""time"":983},{""stimulus"":""img/2to1/10.png"",""time"":1093},{""stimulus"":""img/2to1/11.png"",""time"":1202},{""stimulus"":""img/2to1/12.png"",""time"":1313}]","[]"
"","","","observe","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","36","136287","0.0-5.0-1.15","","null","","img/1to3/1.png","null","210","214","0.5","0.5","1","3","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","37","137705","0.0-5.0-2.15","","","","","","210","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":111},{""stimulus"":""img/1to3/2.png"",""time"":220},{""stimulus"":""img/1to3/3.png"",""time"":330},{""stimulus"":""img/1to3/4.png"",""time"":440},{""stimulus"":""img/1to3/5.png"",""time"":549},{""stimulus"":""img/1to3/6.png"",""time"":660},{""stimulus"":""img/1to3/7.png"",""time"":769},{""stimulus"":""img/1to3/8.png"",""time"":879},{""stimulus"":""img/1to3/9.png"",""time"":989},{""stimulus"":""img/1to3/10.png"",""time"":1089},{""stimulus"":""img/1to3/11.png"",""time"":1199},{""stimulus"":""img/1to3/12.png"",""time"":1310}]","[]"
"","","","observe","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","38","138296","0.0-5.0-1.16","","null","","img/3to2/1.png","null","209","585","0.5","0.5","3","1","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","39","139721","0.0-5.0-2.16","","","","","","209","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":110},{""stimulus"":""img/3to1/2.png"",""time"":219},{""stimulus"":""img/3to1/3.png"",""time"":329},{""stimulus"":""img/3to1/4.png"",""time"":439},{""stimulus"":""img/3to1/5.png"",""time"":549},{""stimulus"":""img/3to1/6.png"",""time"":659},{""stimulus"":""img/3to1/7.png"",""time"":769},{""stimulus"":""img/3to1/8.png"",""time"":878},{""stimulus"":""img/3to1/9.png"",""time"":982},{""stimulus"":""img/3to1/10.png"",""time"":1096},{""stimulus"":""img/3to1/11.png"",""time"":1205},{""stimulus"":""img/3to1/12.png"",""time"":1316}]","[]"
"","","","observe","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","40","140345","0.0-5.0-1.17","","null","","img/1to3/1.png","null","208","616","0.5","0.5","1","3","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","41","141771","0.0-5.0-2.17","","","","","","208","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":110},{""stimulus"":""img/1to3/2.png"",""time"":220},{""stimulus"":""img/1to3/3.png"",""time"":330},{""stimulus"":""img/1to3/4.png"",""time"":440},{""stimulus"":""img/1to3/5.png"",""time"":550},{""stimulus"":""img/1to3/6.png"",""time"":660},{""stimulus"":""img/1to3/7.png"",""time"":770},{""stimulus"":""img/1to3/8.png"",""time"":880},{""stimulus"":""img/1to3/9.png"",""time"":986},{""stimulus"":""img/1to3/10.png"",""time"":1096},{""stimulus"":""img/1to3/11.png"",""time"":1207},{""stimulus"":""img/1to3/12.png"",""time"":1317}]","[]"
"","","","observe","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","42","142400","0.0-5.0-1.18","","null","","img/3to2/1.png","null","207","618","0.5","0.5","3","1","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","43","143832","0.0-5.0-2.18","","","","","","207","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":111},{""stimulus"":""img/3to1/2.png"",""time"":220},{""stimulus"":""img/3to1/3.png"",""time"":330},{""stimulus"":""img/3to1/4.png"",""time"":441},{""stimulus"":""img/3to1/5.png"",""time"":550},{""stimulus"":""img/3to1/6.png"",""time"":660},{""stimulus"":""img/3to1/7.png"",""time"":771},{""stimulus"":""img/3to1/8.png"",""time"":880},{""stimulus"":""img/3to1/9.png"",""time"":991},{""stimulus"":""img/3to1/10.png"",""time"":1101},{""stimulus"":""img/3to1/11.png"",""time"":1211},{""stimulus"":""img/3to1/12.png"",""time"":1321}]","[]"
"","","","observe","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","44","144193","0.0-5.0-1.19","","null","","img/1to3/1.png","null","206","359","0.5","0.5","1","3","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","45","145626","0.0-5.0-2.19","","","","","","206","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":111},{""stimulus"":""img/1to3/2.png"",""time"":221},{""stimulus"":""img/1to3/3.png"",""time"":330},{""stimulus"":""img/1to3/4.png"",""time"":441},{""stimulus"":""img/1to3/5.png"",""time"":551},{""stimulus"":""img/1to3/6.png"",""time"":661},{""stimulus"":""img/1to3/7.png"",""time"":771},{""stimulus"":""img/1to3/8.png"",""time"":881},{""stimulus"":""img/1to3/9.png"",""time"":992},{""stimulus"":""img/1to3/10.png"",""time"":1103},{""stimulus"":""img/1to3/11.png"",""time"":1212},{""stimulus"":""img/1to3/12.png"",""time"":1322}]","[]"
"","","","observe","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","46","145940","0.0-5.0-1.20","","null","","img/3to2/1.png","null","205","300","0.5","0.5","3","2","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","animation","47","147370","0.0-5.0-2.20","","","","","","205","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":110},{""stimulus"":""img/3to2/2.png"",""time"":220},{""stimulus"":""img/3to2/3.png"",""time"":330},{""stimulus"":""img/3to2/4.png"",""time"":440},{""stimulus"":""img/3to2/5.png"",""time"":550},{""stimulus"":""img/3to2/6.png"",""time"":660},{""stimulus"":""img/3to2/7.png"",""time"":769},{""stimulus"":""img/3to2/8.png"",""time"":879},{""stimulus"":""img/3to2/9.png"",""time"":990},{""stimulus"":""img/3to2/10.png"",""time"":1100},{""stimulus"":""img/3to2/11.png"",""time"":1211},{""stimulus"":""img/3to2/12.png"",""time"":1321}]","[]"
"","","","choice","63d404f4eaf69448ef9e09e6","bdp_cybrbll","Tue Mar 28 2023 20:18:35 GMT-0700 (Pacific Daylight Time)","536685","3","1","","image-keyboard-response","48","147380","0.0-5.0-1.21","","9","","img/2to1/1.png","2","204","286","0.5","0.5","2","3","",""
