"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"focus","0","0","focusevent","63fac97f0d4e8f6bfd753d90","bdp_cybrbll","Sat Mar 25 2023 23:16:53 GMT-0700 (Pacific Daylight Time)","452393","1","3","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","63fac97f0d4e8f6bfd753d90","bdp_cybrbll","Sat Mar 25 2023 23:16:53 GMT-0700 (Pacific Daylight Time)","452393","1","3","","","","","","","","","","","","","","","","",""
"","","","","63fac97f0d4e8f6bfd753d90","bdp_cybrbll","Sat Mar 25 2023 23:16:53 GMT-0700 (Pacific Daylight Time)","452393","1","3","pavlovia","0","1","0.0-0.0","","","","","","","","","","","","",""
"","","","","63fac97f0d4e8f6bfd753d90","bdp_cybrbll","Sat Mar 25 2023 23:16:53 GMT-0700 (Pacific Daylight Time)","452393","1","3","instructions","1","4478","0.0-1.0","[{""page_index"":0,""viewing_time"":4476}]","4476","","","","","","","","","","",""
"fullscreenenter","2","7796","fullscreenenter","63fac97f0d4e8f6bfd753d90","bdp_cybrbll","Sat Mar 25 2023 23:16:53 GMT-0700 (Pacific Daylight Time)","452393","1","3","","","","","","","","","","","","","","","","",""
"","","","","63fac97f0d4e8f6bfd753d90","bdp_cybrbll","Sat Mar 25 2023 23:16:53 GMT-0700 (Pacific Daylight Time)","452393","1","3","fullscreen","2","8792","0.0-2.0","","","true","","","","","","","","","",""
"","","","","63fac97f0d4e8f6bfd753d90","bdp_cybrbll","Sat Mar 25 2023 23:16:53 GMT-0700 (Pacific Daylight Time)","452393","1","3","instructions","3","52331","0.0-4.0","[{""page_index"":0,""viewing_time"":43539}]","43539","","","","","","","","","","",""
"","","","choice","63fac97f0d4e8f6bfd753d90","bdp_cybrbll","Sat Mar 25 2023 23:16:53 GMT-0700 (Pacific Daylight Time)","452393","1","3","image-keyboard-response","4","53500","0.0-5.0-1.0","","1168","","img/2to1/1.png","1","225","599","0.5","0.5","2","1","",""
"","","","","63fac97f0d4e8f6bfd753d90","bdp_cybrbll","Sat Mar 25 2023 23:16:53 GMT-0700 (Pacific Daylight Time)","452393","1","3","animation","5","54788","0.0-5.0-2.0","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":209},{""stimulus"":""img/2to1/3.png"",""time"":301},{""stimulus"":""img/2to1/4.png"",""time"":411},{""stimulus"":""img/2to1/5.png"",""time"":495},{""stimulus"":""img/2to1/6.png"",""time"":594},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":792},{""stimulus"":""img/2to1/9.png"",""time"":899},{""stimulus"":""img/2to1/10.png"",""time"":990},{""stimulus"":""img/2to1/11.png"",""time"":1089},{""stimulus"":""img/2to1/12.png"",""time"":1188}]","[]"
"","","","observe","63fac97f0d4e8f6bfd753d90","bdp_cybrbll","Sat Mar 25 2023 23:16:53 GMT-0700 (Pacific Daylight Time)","452393","1","3","image-keyboard-response","6","55627","0.0-5.0-1.1","","null","","img/1to3/1.png","null","224","836","0.5","0.5","1","2","",""
"","","","","63fac97f0d4e8f6bfd753d90","bdp_cybrbll","Sat Mar 25 2023 23:16:53 GMT-0700 (Pacific Daylight Time)","452393","1","3","animation","7","56914","0.0-5.0-2.1","","","","","","224","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":109},{""stimulus"":""img/1to2/2.png"",""time"":203},{""stimulus"":""img/1to2/3.png"",""time"":298},{""stimulus"":""img/1to2/4.png"",""time"":408},{""stimulus"":""img/1to2/5.png"",""time"":502},{""stimulus"":""img/1to2/6.png"",""time"":609},{""stimulus"":""img/1to2/7.png"",""time"":703},{""stimulus"":""img/1to2/8.png"",""time"":792},{""stimulus"":""img/1to2/9.png"",""time"":893},{""stimulus"":""img/1to2/10.png"",""time"":1000},{""stimulus"":""img/1to2/11.png"",""time"":1090},{""stimulus"":""img/1to2/12.png"",""time"":1189}]","[]"
"","","","choice","63fac97f0d4e8f6bfd753d90","bdp_cybrbll","Sat Mar 25 2023 23:16:53 GMT-0700 (Pacific Daylight Time)","452393","1","3","image-keyboard-response","8","57160","0.0-5.0-1.2","","245","","img/2to1/1.png","2","223","345","0.5","0.5","2","3","",""
"","","","","63fac97f0d4e8f6bfd753d90","bdp_cybrbll","Sat Mar 25 2023 23:16:53 GMT-0700 (Pacific Daylight Time)","452393","1","3","animation","9","58449","0.0-5.0-2.2","","","","","","223","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":108},{""stimulus"":""img/2to3/2.png"",""time"":201},{""stimulus"":""img/2to3/3.png"",""time"":309},{""stimulus"":""img/2to3/4.png"",""time"":404},{""stimulus"":""img/2to3/5.png"",""time"":497},{""stimulus"":""img/2to3/6.png"",""time"":594},{""stimulus"":""img/2to3/7.png"",""time"":700},{""stimulus"":""img/2to3/8.png"",""time"":794},{""stimulus"":""img/2to3/9.png"",""time"":902},{""stimulus"":""img/2to3/10.png"",""time"":996},{""stimulus"":""img/2to3/11.png"",""time"":1089},{""stimulus"":""img/2to3/12.png"",""time"":1189}]","[]"
"","","","observe","63fac97f0d4e8f6bfd753d90","bdp_cybrbll","Sat Mar 25 2023 23:16:53 GMT-0700 (Pacific Daylight Time)","452393","1","3","image-keyboard-response","10","58780","0.0-5.0-1.3","","null","","img/3to2/1.png","null","222","331","0.5","0.5","3","2","",""
