"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"focus","0","0","focusevent","582009dd87f6b90001f13e40","bdp_cybrbll","Mon Mar 27 2023 08:52:02 GMT-0500 (Central Daylight Time)","449388","1","3","","","","","","","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_cybrbll","Mon Mar 27 2023 08:52:02 GMT-0500 (Central Daylight Time)","449388","1","3","pavlovia","0","3","0.0-0.0","","","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_cybrbll","Mon Mar 27 2023 08:52:02 GMT-0500 (Central Daylight Time)","449388","1","3","instructions","1","3024","0.0-1.0","[{""page_index"":0,""viewing_time"":3020}]","3020","","","","","","","","","","",""
"fullscreenexit","2","5327","fullscreenexit","582009dd87f6b90001f13e40","bdp_cybrbll","Mon Mar 27 2023 08:52:02 GMT-0500 (Central Daylight Time)","449388","1","3","","","","","","","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_cybrbll","Mon Mar 27 2023 08:52:02 GMT-0500 (Central Daylight Time)","449388","1","3","fullscreen","2","6127","0.0-2.0","","","true","","","","","","","","","",""
"","","","fullscreenfail","582009dd87f6b90001f13e40","bdp_cybrbll","Mon Mar 27 2023 08:52:02 GMT-0500 (Central Daylight Time)","449388","1","3","image-keyboard-response","3","6947","0.0-3.0-0.0","","811","","","32","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_cybrbll","Mon Mar 27 2023 08:52:02 GMT-0500 (Central Daylight Time)","449388","1","3","instructions","4","25398","0.0-4.0","[{""page_index"":0,""viewing_time"":18191}]","18191","","","","","","","","","","",""
"","","","choice","582009dd87f6b90001f13e40","bdp_cybrbll","Mon Mar 27 2023 08:52:02 GMT-0500 (Central Daylight Time)","449388","1","3","image-keyboard-response","5","26040","0.0-5.0-1.0","","636","","img/2to1/1.png","1","225","389","0.5","0.5","2","1","",""
"","","","","582009dd87f6b90001f13e40","bdp_cybrbll","Mon Mar 27 2023 08:52:02 GMT-0500 (Central Daylight Time)","449388","1","3","animation","6","27446","0.0-5.0-2.0","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":109},{""stimulus"":""img/2to1/2.png"",""time"":216},{""stimulus"":""img/2to1/3.png"",""time"":323},{""stimulus"":""img/2to1/4.png"",""time"":431},{""stimulus"":""img/2to1/5.png"",""time"":539},{""stimulus"":""img/2to1/6.png"",""time"":646},{""stimulus"":""img/2to1/7.png"",""time"":754},{""stimulus"":""img/2to1/8.png"",""time"":862},{""stimulus"":""img/2to1/9.png"",""time"":970},{""stimulus"":""img/2to1/10.png"",""time"":1079},{""stimulus"":""img/2to1/11.png"",""time"":1189},{""stimulus"":""img/2to1/12.png"",""time"":1296}]","[]"
"","","","observe","582009dd87f6b90001f13e40","bdp_cybrbll","Mon Mar 27 2023 08:52:02 GMT-0500 (Central Daylight Time)","449388","1","3","image-keyboard-response","7","28078","0.0-5.0-1.1","","null","","img/1to3/1.png","null","224","628","0.5","0.5","1","3","",""
