"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"image-keyboard-response","8","38989","0.0-5.0-1.2","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","observe","","null","","img/3to2/1.png","null","223","274","0.5","0.5","3","1","",""
"animation","9","40280","0.0-5.0-2.2","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","","","","","","","223","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":108},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":309},{""stimulus"":""img/3to1/4.png"",""time"":403},{""stimulus"":""img/3to1/5.png"",""time"":512},{""stimulus"":""img/3to1/6.png"",""time"":606},{""stimulus"":""img/3to1/7.png"",""time"":694},{""stimulus"":""img/3to1/8.png"",""time"":808},{""stimulus"":""img/3to1/9.png"",""time"":901},{""stimulus"":""img/3to1/10.png"",""time"":991},{""stimulus"":""img/3to1/11.png"",""time"":1104},{""stimulus"":""img/3to1/12.png"",""time"":1198}]","[]"
"image-keyboard-response","10","40530","0.0-5.0-1.3","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","observe","","null","","img/1to3/1.png","null","222","248","0.5","0.5","1","3","",""
"animation","11","41822","0.0-5.0-2.3","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","","","","","","","222","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":108},{""stimulus"":""img/1to3/2.png"",""time"":201},{""stimulus"":""img/1to3/3.png"",""time"":312},{""stimulus"":""img/1to3/4.png"",""time"":405},{""stimulus"":""img/1to3/5.png"",""time"":495},{""stimulus"":""img/1to3/6.png"",""time"":606},{""stimulus"":""img/1to3/7.png"",""time"":700},{""stimulus"":""img/1to3/8.png"",""time"":794},{""stimulus"":""img/1to3/9.png"",""time"":904},{""stimulus"":""img/1to3/10.png"",""time"":990},{""stimulus"":""img/1to3/11.png"",""time"":1105},{""stimulus"":""img/1to3/12.png"",""time"":1188}]","[]"
"image-keyboard-response","12","43097","0.0-5.0-1.4","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","observe","","null","","img/3to2/1.png","null","221","1268","0.5","0.5","3","2","",""
"animation","13","44386","0.0-5.0-2.4","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","","","","","","","221","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":111},{""stimulus"":""img/3to2/2.png"",""time"":204},{""stimulus"":""img/3to2/3.png"",""time"":298},{""stimulus"":""img/3to2/4.png"",""time"":407},{""stimulus"":""img/3to2/5.png"",""time"":501},{""stimulus"":""img/3to2/6.png"",""time"":596},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":799},{""stimulus"":""img/3to2/9.png"",""time"":906},{""stimulus"":""img/3to2/10.png"",""time"":991},{""stimulus"":""img/3to2/11.png"",""time"":1091},{""stimulus"":""img/3to2/12.png"",""time"":1201}]","[]"
"image-keyboard-response","14","44774","0.0-5.0-1.5","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","choice","","387","","img/2to1/1.png","2","220","436","0.5","0.5","2","3","",""
"animation","15","46063","0.0-5.0-2.5","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","","","","","","","220","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":100},{""stimulus"":""img/2to3/2.png"",""time"":208},{""stimulus"":""img/2to3/3.png"",""time"":303},{""stimulus"":""img/2to3/4.png"",""time"":409},{""stimulus"":""img/2to3/5.png"",""time"":496},{""stimulus"":""img/2to3/6.png"",""time"":596},{""stimulus"":""img/2to3/7.png"",""time"":705},{""stimulus"":""img/2to3/8.png"",""time"":799},{""stimulus"":""img/2to3/9.png"",""time"":908},{""stimulus"":""img/2to3/10.png"",""time"":1001},{""stimulus"":""img/2to3/11.png"",""time"":1090},{""stimulus"":""img/2to3/12.png"",""time"":1203}]","[]"
"image-keyboard-response","16","46286","0.0-5.0-1.6","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","observe","","null","","img/3to2/1.png","null","219","218","0.5","0.5","3","2","",""
"animation","17","47574","0.0-5.0-2.6","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","","","","","","","219","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":108},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":311},{""stimulus"":""img/3to2/4.png"",""time"":404},{""stimulus"":""img/3to2/5.png"",""time"":495},{""stimulus"":""img/3to2/6.png"",""time"":607},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":794},{""stimulus"":""img/3to2/9.png"",""time"":903},{""stimulus"":""img/3to2/10.png"",""time"":992},{""stimulus"":""img/3to2/11.png"",""time"":1104},{""stimulus"":""img/3to2/12.png"",""time"":1197}]","[]"
"image-keyboard-response","18","48167","0.0-5.0-1.7","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","choice","","592","","img/2to1/1.png","1","218","539","0.5","0.5","2","1","",""
"animation","19","49459","0.0-5.0-2.7","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","","","","","","","218","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":312},{""stimulus"":""img/2to1/4.png"",""time"":407},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":610},{""stimulus"":""img/2to1/7.png"",""time"":703},{""stimulus"":""img/2to1/8.png"",""time"":793},{""stimulus"":""img/2to1/9.png"",""time"":904},{""stimulus"":""img/2to1/10.png"",""time"":997},{""stimulus"":""img/2to1/11.png"",""time"":1105},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","20","49970","0.0-5.0-1.8","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","observe","","null","","img/1to3/1.png","null","217","510","0.5","0.5","1","3","",""
"animation","21","51262","0.0-5.0-2.8","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","","","","","","","217","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":109},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":313},{""stimulus"":""img/1to3/4.png"",""time"":405},{""stimulus"":""img/1to3/5.png"",""time"":498},{""stimulus"":""img/1to3/6.png"",""time"":608},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":794},{""stimulus"":""img/1to3/9.png"",""time"":904},{""stimulus"":""img/1to3/10.png"",""time"":991},{""stimulus"":""img/1to3/11.png"",""time"":1091},{""stimulus"":""img/1to3/12.png"",""time"":1199}]","[]"
"image-keyboard-response","22","52222","0.0-5.0-1.9","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","observe","","null","","img/3to2/1.png","null","216","957","0.5","0.5","3","1","",""
"animation","23","53514","0.0-5.0-2.9","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","","","","","","","216","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":110},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":299},{""stimulus"":""img/3to1/4.png"",""time"":397},{""stimulus"":""img/3to1/5.png"",""time"":498},{""stimulus"":""img/3to1/6.png"",""time"":606},{""stimulus"":""img/3to1/7.png"",""time"":694},{""stimulus"":""img/3to1/8.png"",""time"":809},{""stimulus"":""img/3to1/9.png"",""time"":902},{""stimulus"":""img/3to1/10.png"",""time"":991},{""stimulus"":""img/3to1/11.png"",""time"":1105},{""stimulus"":""img/3to1/12.png"",""time"":1198}]","[]"
"image-keyboard-response","24","53794","0.0-5.0-1.10","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","observe","","null","","img/1to3/1.png","null","215","265","0.5","0.5","1","2","",""
"animation","25","55082","0.0-5.0-2.10","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","","","","","","","215","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":311},{""stimulus"":""img/1to2/4.png"",""time"":397},{""stimulus"":""img/1to2/5.png"",""time"":497},{""stimulus"":""img/1to2/6.png"",""time"":605},{""stimulus"":""img/1to2/7.png"",""time"":697},{""stimulus"":""img/1to2/8.png"",""time"":806},{""stimulus"":""img/1to2/9.png"",""time"":901},{""stimulus"":""img/1to2/10.png"",""time"":994},{""stimulus"":""img/1to2/11.png"",""time"":1103},{""stimulus"":""img/1to2/12.png"",""time"":1197}]","[]"
"image-keyboard-response","26","55436","0.0-5.0-1.11","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","choice","","353","","img/2to1/1.png","2","214","356","0.5","0.5","2","3","",""
"animation","27","56732","0.0-5.0-2.11","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","","","","","","","214","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":114},{""stimulus"":""img/2to3/2.png"",""time"":199},{""stimulus"":""img/2to3/3.png"",""time"":302},{""stimulus"":""img/2to3/4.png"",""time"":412},{""stimulus"":""img/2to3/5.png"",""time"":496},{""stimulus"":""img/2to3/6.png"",""time"":598},{""stimulus"":""img/2to3/7.png"",""time"":707},{""stimulus"":""img/2to3/8.png"",""time"":794},{""stimulus"":""img/2to3/9.png"",""time"":892},{""stimulus"":""img/2to3/10.png"",""time"":991},{""stimulus"":""img/2to3/11.png"",""time"":1093},{""stimulus"":""img/2to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","28","57651","0.0-5.0-1.12","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","observe","","null","","img/3to2/1.png","null","213","906","0.5","0.5","3","2","",""
"animation","29","58939","0.0-5.0-2.12","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","","","","","","","213","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":108},{""stimulus"":""img/3to2/2.png"",""time"":202},{""stimulus"":""img/3to2/3.png"",""time"":310},{""stimulus"":""img/3to2/4.png"",""time"":397},{""stimulus"":""img/3to2/5.png"",""time"":497},{""stimulus"":""img/3to2/6.png"",""time"":608},{""stimulus"":""img/3to2/7.png"",""time"":704},{""stimulus"":""img/3to2/8.png"",""time"":798},{""stimulus"":""img/3to2/9.png"",""time"":906},{""stimulus"":""img/3to2/10.png"",""time"":1000},{""stimulus"":""img/3to2/11.png"",""time"":1094},{""stimulus"":""img/3to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","30","59421","0.0-5.0-1.13","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","choice","","480","","img/2to1/1.png","1","212","1194","0.5","0.5","2","1","",""
"animation","31","60709","0.0-5.0-2.13","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","","","","","","","212","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":102},{""stimulus"":""img/2to1/2.png"",""time"":198},{""stimulus"":""img/2to1/3.png"",""time"":306},{""stimulus"":""img/2to1/4.png"",""time"":400},{""stimulus"":""img/2to1/5.png"",""time"":509},{""stimulus"":""img/2to1/6.png"",""time"":603},{""stimulus"":""img/2to1/7.png"",""time"":696},{""stimulus"":""img/2to1/8.png"",""time"":806},{""stimulus"":""img/2to1/9.png"",""time"":899},{""stimulus"":""img/2to1/10.png"",""time"":990},{""stimulus"":""img/2to1/11.png"",""time"":1102},{""stimulus"":""img/2to1/12.png"",""time"":1195}]","[]"
"image-keyboard-response","32","60945","0.0-5.0-1.14","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","observe","","null","","img/1to3/1.png","null","211","234","0.5","0.5","1","2","",""
"animation","33","62233","0.0-5.0-2.14","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","","","","","","","211","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":109},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":313},{""stimulus"":""img/1to2/4.png"",""time"":407},{""stimulus"":""img/1to2/5.png"",""time"":499},{""stimulus"":""img/1to2/6.png"",""time"":609},{""stimulus"":""img/1to2/7.png"",""time"":702},{""stimulus"":""img/1to2/8.png"",""time"":795},{""stimulus"":""img/1to2/9.png"",""time"":905},{""stimulus"":""img/1to2/10.png"",""time"":996},{""stimulus"":""img/1to2/11.png"",""time"":1090},{""stimulus"":""img/1to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","34","62373","0.0-5.0-1.15","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","choice","","139","","img/2to1/1.png","2","210","1094","0.5","0.5","2","3","",""
"animation","35","63668","0.0-5.0-2.15","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","","","","","","","210","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":116},{""stimulus"":""img/2to3/2.png"",""time"":199},{""stimulus"":""img/2to3/3.png"",""time"":301},{""stimulus"":""img/2to3/4.png"",""time"":409},{""stimulus"":""img/2to3/5.png"",""time"":496},{""stimulus"":""img/2to3/6.png"",""time"":597},{""stimulus"":""img/2to3/7.png"",""time"":706},{""stimulus"":""img/2to3/8.png"",""time"":799},{""stimulus"":""img/2to3/9.png"",""time"":893},{""stimulus"":""img/2to3/10.png"",""time"":1002},{""stimulus"":""img/2to3/11.png"",""time"":1095},{""stimulus"":""img/2to3/12.png"",""time"":1202}]","[]"
"image-keyboard-response","36","63811","0.0-5.0-1.16","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","observe","","null","","img/3to2/1.png","null","209","131","0.5","0.5","3","1","",""
"animation","37","65099","0.0-5.0-2.16","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","","","","","","","209","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":108},{""stimulus"":""img/3to1/2.png"",""time"":202},{""stimulus"":""img/3to1/3.png"",""time"":311},{""stimulus"":""img/3to1/4.png"",""time"":402},{""stimulus"":""img/3to1/5.png"",""time"":496},{""stimulus"":""img/3to1/6.png"",""time"":609},{""stimulus"":""img/3to1/7.png"",""time"":701},{""stimulus"":""img/3to1/8.png"",""time"":794},{""stimulus"":""img/3to1/9.png"",""time"":902},{""stimulus"":""img/3to1/10.png"",""time"":995},{""stimulus"":""img/3to1/11.png"",""time"":1103},{""stimulus"":""img/3to1/12.png"",""time"":1194}]","[]"
"image-keyboard-response","38","65985","0.0-5.0-1.17","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","observe","","null","","img/1to3/1.png","null","208","881","0.5","0.5","1","3","",""
"animation","39","67274","0.0-5.0-2.17","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","","","","","","","208","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":110},{""stimulus"":""img/1to3/2.png"",""time"":202},{""stimulus"":""img/1to3/3.png"",""time"":309},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":605},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":808},{""stimulus"":""img/1to3/9.png"",""time"":901},{""stimulus"":""img/1to3/10.png"",""time"":991},{""stimulus"":""img/1to3/11.png"",""time"":1103},{""stimulus"":""img/1to3/12.png"",""time"":1196}]","[]"
"image-keyboard-response","40","67943","0.0-5.0-1.18","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","observe","","null","","img/3to2/1.png","null","207","663","0.5","0.5","3","1","",""
"animation","41","69235","0.0-5.0-2.18","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","","","","","","","207","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":108},{""stimulus"":""img/3to1/2.png"",""time"":201},{""stimulus"":""img/3to1/3.png"",""time"":311},{""stimulus"":""img/3to1/4.png"",""time"":397},{""stimulus"":""img/3to1/5.png"",""time"":496},{""stimulus"":""img/3to1/6.png"",""time"":607},{""stimulus"":""img/3to1/7.png"",""time"":701},{""stimulus"":""img/3to1/8.png"",""time"":794},{""stimulus"":""img/3to1/9.png"",""time"":902},{""stimulus"":""img/3to1/10.png"",""time"":996},{""stimulus"":""img/3to1/11.png"",""time"":1104},{""stimulus"":""img/3to1/12.png"",""time"":1199}]","[]"
"image-keyboard-response","42","69450","0.0-5.0-1.19","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","observe","","null","","img/1to3/1.png","null","206","211","0.5","0.5","1","3","",""
"animation","43","70737","0.0-5.0-2.19","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","","","","","","","206","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":110},{""stimulus"":""img/1to3/2.png"",""time"":204},{""stimulus"":""img/1to3/3.png"",""time"":313},{""stimulus"":""img/1to3/4.png"",""time"":406},{""stimulus"":""img/1to3/5.png"",""time"":500},{""stimulus"":""img/1to3/6.png"",""time"":608},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":794},{""stimulus"":""img/1to3/9.png"",""time"":904},{""stimulus"":""img/1to3/10.png"",""time"":991},{""stimulus"":""img/1to3/11.png"",""time"":1091},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","44","71505","0.0-5.0-1.20","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","observe","","null","","img/3to2/1.png","null","205","761","0.5","0.5","3","2","",""
"animation","45","72793","0.0-5.0-2.20","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","","","","","","","205","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":109},{""stimulus"":""img/3to2/2.png"",""time"":202},{""stimulus"":""img/3to2/3.png"",""time"":310},{""stimulus"":""img/3to2/4.png"",""time"":397},{""stimulus"":""img/3to2/5.png"",""time"":512},{""stimulus"":""img/3to2/6.png"",""time"":606},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":794},{""stimulus"":""img/3to2/9.png"",""time"":902},{""stimulus"":""img/3to2/10.png"",""time"":991},{""stimulus"":""img/3to2/11.png"",""time"":1106},{""stimulus"":""img/3to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","46","73534","0.0-5.0-1.21","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","choice","","740","","img/2to1/1.png","1","204","341","0.5","0.5","2","1","",""
"animation","47","74832","0.0-5.0-2.21","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","","","","","","","204","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":102},{""stimulus"":""img/2to1/2.png"",""time"":211},{""stimulus"":""img/2to1/3.png"",""time"":304},{""stimulus"":""img/2to1/4.png"",""time"":412},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":599},{""stimulus"":""img/2to1/7.png"",""time"":707},{""stimulus"":""img/2to1/8.png"",""time"":794},{""stimulus"":""img/2to1/9.png"",""time"":893},{""stimulus"":""img/2to1/10.png"",""time"":1002},{""stimulus"":""img/2to1/11.png"",""time"":1095},{""stimulus"":""img/2to1/12.png"",""time"":1204}]","[]"
"image-keyboard-response","48","75298","0.0-5.0-1.22","60761cf3cc35a2a9b127b414","bdp_cybrbll","Sun Mar 26 2023 18:18:57 GMT-0400 (Eastern Daylight Time)","430368","1","3","","","","observe","","null","","img/1to3/1.png","null","203","463","0.5","0.5","1","3","",""
