"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses","numBlurs"
"pavlovia","0","2","0.0-0.0","63bef4ddef5b4d7295effbbd","bdp_cybrbll","Tue Mar 28 2023 14:05:50 GMT-0500 (Central Daylight Time)","450690","3","1","","","","","","","","","","","","","","","","","",""
"instructions","1","3705","0.0-1.0","63bef4ddef5b4d7295effbbd","bdp_cybrbll","Tue Mar 28 2023 14:05:50 GMT-0500 (Central Daylight Time)","450690","3","1","[{""page_index"":0,""viewing_time"":3703}]","3703","","","","","","","","","","","","","","","",""
"","","","","63bef4ddef5b4d7295effbbd","bdp_cybrbll","Tue Mar 28 2023 14:05:50 GMT-0500 (Central Daylight Time)","450690","3","1","","","fullscreenenter","2","5467","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","6457","0.0-2.0","63bef4ddef5b4d7295effbbd","bdp_cybrbll","Tue Mar 28 2023 14:05:50 GMT-0500 (Central Daylight Time)","450690","3","1","","","","","","","true","","","","","","","","","","",""
"instructions","3","27523","0.0-4.0","63bef4ddef5b4d7295effbbd","bdp_cybrbll","Tue Mar 28 2023 14:05:50 GMT-0500 (Central Daylight Time)","450690","3","1","[{""page_index"":0,""viewing_time"":21064}]","21064","","","","","","","","","","","","","","","",""
"image-keyboard-response","4","29432","0.0-5.0-1.0","63bef4ddef5b4d7295effbbd","bdp_cybrbll","Tue Mar 28 2023 14:05:50 GMT-0500 (Central Daylight Time)","450690","3","1","","1908","","","","choice","","img/2to1/1.png","1","225","341","0.5","0.5","2","1","","",""
"animation","5","30735","0.0-5.0-2.0","63bef4ddef5b4d7295effbbd","bdp_cybrbll","Tue Mar 28 2023 14:05:50 GMT-0500 (Central Daylight Time)","450690","3","1","","","","","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":107},{""stimulus"":""img/2to1/2.png"",""time"":201},{""stimulus"":""img/2to1/3.png"",""time"":310},{""stimulus"":""img/2to1/4.png"",""time"":397},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":596},{""stimulus"":""img/2to1/7.png"",""time"":699},{""stimulus"":""img/2to1/8.png"",""time"":793},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":991},{""stimulus"":""img/2to1/11.png"",""time"":1102},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]",""
"image-keyboard-response","6","31276","0.0-5.0-1.1","63bef4ddef5b4d7295effbbd","bdp_cybrbll","Tue Mar 28 2023 14:05:50 GMT-0500 (Central Daylight Time)","450690","3","1","","null","","","","observe","","img/1to3/1.png","null","224","530","0.5","0.5","1","2","","",""
"animation","7","32566","0.0-5.0-2.1","63bef4ddef5b4d7295effbbd","bdp_cybrbll","Tue Mar 28 2023 14:05:50 GMT-0500 (Central Daylight Time)","450690","3","1","","","","","","","","","","224","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":107},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":310},{""stimulus"":""img/1to2/4.png"",""time"":404},{""stimulus"":""img/1to2/5.png"",""time"":497},{""stimulus"":""img/1to2/6.png"",""time"":596},{""stimulus"":""img/1to2/7.png"",""time"":694},{""stimulus"":""img/1to2/8.png"",""time"":793},{""stimulus"":""img/1to2/9.png"",""time"":902},{""stimulus"":""img/1to2/10.png"",""time"":996},{""stimulus"":""img/1to2/11.png"",""time"":1091},{""stimulus"":""img/1to2/12.png"",""time"":1190}]","[]",""
"image-keyboard-response","8","32801","0.0-5.0-1.2","63bef4ddef5b4d7295effbbd","bdp_cybrbll","Tue Mar 28 2023 14:05:50 GMT-0500 (Central Daylight Time)","450690","3","1","","233","","","","choice","","img/2to1/1.png","2","223","596","0.5","0.5","2","3","","",""
