"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"focus","0","0","focusevent","5c2a9b55867f660001af0515","bdp_cybrbll","Sat Mar 25 2023 22:16:25 GMT-0400 (Eastern Daylight Time)","438132","1","3","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","5c2a9b55867f660001af0515","bdp_cybrbll","Sat Mar 25 2023 22:16:25 GMT-0400 (Eastern Daylight Time)","438132","1","3","","","","","","","","","","","","","","","","",""
"","","","","5c2a9b55867f660001af0515","bdp_cybrbll","Sat Mar 25 2023 22:16:25 GMT-0400 (Eastern Daylight Time)","438132","1","3","pavlovia","0","3","0.0-0.0","","","","","","","","","","","","",""
"","","","","5c2a9b55867f660001af0515","bdp_cybrbll","Sat Mar 25 2023 22:16:25 GMT-0400 (Eastern Daylight Time)","438132","1","3","instructions","1","4266","0.0-1.0","[{""page_index"":0,""viewing_time"":4262}]","4262","","","","","","","","","","",""
"fullscreenenter","2","7591","fullscreenenter","5c2a9b55867f660001af0515","bdp_cybrbll","Sat Mar 25 2023 22:16:25 GMT-0400 (Eastern Daylight Time)","438132","1","3","","","","","","","","","","","","","","","","",""
"","","","","5c2a9b55867f660001af0515","bdp_cybrbll","Sat Mar 25 2023 22:16:25 GMT-0400 (Eastern Daylight Time)","438132","1","3","fullscreen","2","8037","0.0-2.0","","","true","","","","","","","","","",""
"","","","","5c2a9b55867f660001af0515","bdp_cybrbll","Sat Mar 25 2023 22:16:25 GMT-0400 (Eastern Daylight Time)","438132","1","3","instructions","3","36427","0.0-4.0","[{""page_index"":0,""viewing_time"":28386}]","28386","","","","","","","","","","",""
"","","","choice","5c2a9b55867f660001af0515","bdp_cybrbll","Sat Mar 25 2023 22:16:25 GMT-0400 (Eastern Daylight Time)","438132","1","3","image-keyboard-response","4","37826","0.0-5.0-1.0","","1395","","img/2to1/1.png","1","225","292","0.5","0.5","2","1","",""
"","","","","5c2a9b55867f660001af0515","bdp_cybrbll","Sat Mar 25 2023 22:16:25 GMT-0400 (Eastern Daylight Time)","438132","1","3","animation","5","39116","0.0-5.0-2.0","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":200},{""stimulus"":""img/2to1/3.png"",""time"":298},{""stimulus"":""img/2to1/4.png"",""time"":397},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":595},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":793},{""stimulus"":""img/2to1/9.png"",""time"":893},{""stimulus"":""img/2to1/10.png"",""time"":998},{""stimulus"":""img/2to1/11.png"",""time"":1090},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]"
"","","","observe","5c2a9b55867f660001af0515","bdp_cybrbll","Sat Mar 25 2023 22:16:25 GMT-0400 (Eastern Daylight Time)","438132","1","3","image-keyboard-response","6","39401","0.0-5.0-1.1","","null","","img/1to3/1.png","null","224","283","0.5","0.5","1","3","",""
"","","","","5c2a9b55867f660001af0515","bdp_cybrbll","Sat Mar 25 2023 22:16:25 GMT-0400 (Eastern Daylight Time)","438132","1","3","animation","7","40689","0.0-5.0-2.1","","","","","","224","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":101},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":299},{""stimulus"":""img/1to3/4.png"",""time"":399},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":596},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":794},{""stimulus"":""img/1to3/9.png"",""time"":893},{""stimulus"":""img/1to3/10.png"",""time"":992},{""stimulus"":""img/1to3/11.png"",""time"":1090},{""stimulus"":""img/1to3/12.png"",""time"":1190}]","[]"
"","","","observe","5c2a9b55867f660001af0515","bdp_cybrbll","Sat Mar 25 2023 22:16:25 GMT-0400 (Eastern Daylight Time)","438132","1","3","image-keyboard-response","8","41031","0.0-5.0-1.2","","null","","img/3to2/1.png","null","223","339","0.5","0.5","3","2","",""
"","","","","5c2a9b55867f660001af0515","bdp_cybrbll","Sat Mar 25 2023 22:16:25 GMT-0400 (Eastern Daylight Time)","438132","1","3","animation","9","42319","0.0-5.0-2.2","","","","","","223","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":102},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":297},{""stimulus"":""img/3to2/4.png"",""time"":397},{""stimulus"":""img/3to2/5.png"",""time"":496},{""stimulus"":""img/3to2/6.png"",""time"":606},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":793},{""stimulus"":""img/3to2/9.png"",""time"":892},{""stimulus"":""img/3to2/10.png"",""time"":991},{""stimulus"":""img/3to2/11.png"",""time"":1089},{""stimulus"":""img/3to2/12.png"",""time"":1188}]","[]"
"","","","choice","5c2a9b55867f660001af0515","bdp_cybrbll","Sat Mar 25 2023 22:16:25 GMT-0400 (Eastern Daylight Time)","438132","1","3","image-keyboard-response","10","42823","0.0-5.0-1.3","","503","","img/2to1/1.png","1","222","532","0.5","0.5","2","1","",""
"","","","","5c2a9b55867f660001af0515","bdp_cybrbll","Sat Mar 25 2023 22:16:25 GMT-0400 (Eastern Daylight Time)","438132","1","3","animation","11","44111","0.0-5.0-2.3","","","","","","222","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":101},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":298},{""stimulus"":""img/2to1/4.png"",""time"":398},{""stimulus"":""img/2to1/5.png"",""time"":497},{""stimulus"":""img/2to1/6.png"",""time"":595},{""stimulus"":""img/2to1/7.png"",""time"":695},{""stimulus"":""img/2to1/8.png"",""time"":794},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":992},{""stimulus"":""img/2to1/11.png"",""time"":1091},{""stimulus"":""img/2to1/12.png"",""time"":1190}]","[]"
"","","","observe","5c2a9b55867f660001af0515","bdp_cybrbll","Sat Mar 25 2023 22:16:25 GMT-0400 (Eastern Daylight Time)","438132","1","3","image-keyboard-response","12","44430","0.0-5.0-1.4","","null","","img/1to3/1.png","null","221","317","0.5","0.5","1","2","",""
"","","","","5c2a9b55867f660001af0515","bdp_cybrbll","Sat Mar 25 2023 22:16:25 GMT-0400 (Eastern Daylight Time)","438132","1","3","animation","13","45718","0.0-5.0-2.4","","","","","","221","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":111},{""stimulus"":""img/1to2/2.png"",""time"":198},{""stimulus"":""img/1to2/3.png"",""time"":298},{""stimulus"":""img/1to2/4.png"",""time"":406},{""stimulus"":""img/1to2/5.png"",""time"":496},{""stimulus"":""img/1to2/6.png"",""time"":595},{""stimulus"":""img/1to2/7.png"",""time"":703},{""stimulus"":""img/1to2/8.png"",""time"":793},{""stimulus"":""img/1to2/9.png"",""time"":892},{""stimulus"":""img/1to2/10.png"",""time"":991},{""stimulus"":""img/1to2/11.png"",""time"":1090},{""stimulus"":""img/1to2/12.png"",""time"":1188}]","[]"
"","","","choice","5c2a9b55867f660001af0515","bdp_cybrbll","Sat Mar 25 2023 22:16:25 GMT-0400 (Eastern Daylight Time)","438132","1","3","image-keyboard-response","14","46361","0.0-5.0-1.5","","642","","img/2to1/1.png","1","220","579","0.5","0.5","2","1","",""
"","","","","5c2a9b55867f660001af0515","bdp_cybrbll","Sat Mar 25 2023 22:16:25 GMT-0400 (Eastern Daylight Time)","438132","1","3","animation","15","47650","0.0-5.0-2.5","","","","","","220","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":99},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":297},{""stimulus"":""img/2to1/4.png"",""time"":396},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":595},{""stimulus"":""img/2to1/7.png"",""time"":695},{""stimulus"":""img/2to1/8.png"",""time"":804},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":991},{""stimulus"":""img/2to1/11.png"",""time"":1090},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]"
"","","","observe","5c2a9b55867f660001af0515","bdp_cybrbll","Sat Mar 25 2023 22:16:25 GMT-0400 (Eastern Daylight Time)","438132","1","3","image-keyboard-response","16","49096","0.0-5.0-1.6","","null","","img/1to3/1.png","null","219","1444","0.5","0.5","1","3","",""
