"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"pavlovia","0","2","0.0-0.0","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","","","","","","","","","","","","","","","","","",""
"","","","","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","blur","1","73903","blurevent","1","","","","","","","","","","","","",""
"","","","","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","focus","1","75009","focusevent","","","","","","","","","","","","","",""
"instructions","1","76534","0.0-1.0","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","","","","","","[{""page_index"":0,""viewing_time"":76532}]","76532","","","","","","","","","","",""
"","","","","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","fullscreenenter","2","79136","fullscreenenter","","","","","","","","","","","","","",""
"fullscreen","2","80127","0.0-2.0","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","","","","","","","","true","","","","","","","","","",""
"","","","","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","fullscreenexit","3","80954","fullscreenexit","","","","","","","","","","","","","",""
"","","","","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","blur","3","96662","blurevent","2","","","","","","","","","","","","",""
"","","","","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","focus","3","99928","focusevent","","","","","","","","","","","","","",""
"instructions","3","158711","0.0-4.0","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","","","","","","[{""page_index"":0,""viewing_time"":78583}]","78583","","","","","","","","","","",""
"image-keyboard-response","4","170672","0.0-5.0-0.0-0.0","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","","","","blurwarn","2","","11960","","","49","","","","","","","",""
"image-keyboard-response","5","177680","0.0-5.0-1.0","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","","","","choice","","","6754","","img/2to1/1.png","2","225","795","0.5","0.5","2","3","",""
"animation","6","178984","0.0-5.0-2.0","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","","","","","","","","","","","225","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":100},{""stimulus"":""img/2to3/2.png"",""time"":211},{""stimulus"":""img/2to3/3.png"",""time"":305},{""stimulus"":""img/2to3/4.png"",""time"":397},{""stimulus"":""img/2to3/5.png"",""time"":508},{""stimulus"":""img/2to3/6.png"",""time"":601},{""stimulus"":""img/2to3/7.png"",""time"":694},{""stimulus"":""img/2to3/8.png"",""time"":794},{""stimulus"":""img/2to3/9.png"",""time"":892},{""stimulus"":""img/2to3/10.png"",""time"":991},{""stimulus"":""img/2to3/11.png"",""time"":1104},{""stimulus"":""img/2to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","7","179357","0.0-5.0-1.1","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","","","","observe","","","null","","img/3to2/1.png","null","224","372","0.5","0.5","3","1","",""
"animation","8","180655","0.0-5.0-2.1","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","","","","","","","","","","","224","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":105},{""stimulus"":""img/3to1/2.png"",""time"":200},{""stimulus"":""img/3to1/3.png"",""time"":298},{""stimulus"":""img/3to1/4.png"",""time"":397},{""stimulus"":""img/3to1/5.png"",""time"":505},{""stimulus"":""img/3to1/6.png"",""time"":595},{""stimulus"":""img/3to1/7.png"",""time"":706},{""stimulus"":""img/3to1/8.png"",""time"":798},{""stimulus"":""img/3to1/9.png"",""time"":894},{""stimulus"":""img/3to1/10.png"",""time"":1003},{""stimulus"":""img/3to1/11.png"",""time"":1096},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","9","181152","0.0-5.0-1.2","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","","","","observe","","","null","","img/1to3/1.png","null","223","483","0.5","0.5","1","2","",""
"animation","10","182440","0.0-5.0-2.2","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","","","","","","","","","","","223","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":109},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":310},{""stimulus"":""img/1to2/4.png"",""time"":403},{""stimulus"":""img/1to2/5.png"",""time"":495},{""stimulus"":""img/1to2/6.png"",""time"":595},{""stimulus"":""img/1to2/7.png"",""time"":697},{""stimulus"":""img/1to2/8.png"",""time"":792},{""stimulus"":""img/1to2/9.png"",""time"":893},{""stimulus"":""img/1to2/10.png"",""time"":991},{""stimulus"":""img/1to2/11.png"",""time"":1090},{""stimulus"":""img/1to2/12.png"",""time"":1194}]","[]"
"image-keyboard-response","11","183087","0.0-5.0-1.3","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","","","","choice","","","647","","img/2to1/1.png","1","222","319","0.5","0.5","2","1","",""
"animation","12","184376","0.0-5.0-2.3","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","","","","","","","","","","","222","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":101},{""stimulus"":""img/2to1/2.png"",""time"":200},{""stimulus"":""img/2to1/3.png"",""time"":298},{""stimulus"":""img/2to1/4.png"",""time"":398},{""stimulus"":""img/2to1/5.png"",""time"":497},{""stimulus"":""img/2to1/6.png"",""time"":596},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":796},{""stimulus"":""img/2to1/9.png"",""time"":904},{""stimulus"":""img/2to1/10.png"",""time"":998},{""stimulus"":""img/2to1/11.png"",""time"":1090},{""stimulus"":""img/2to1/12.png"",""time"":1199}]","[]"
"image-keyboard-response","13","184889","0.0-5.0-1.4","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","","","","observe","","","null","","img/1to3/1.png","null","221","503","0.5","0.5","1","3","",""
"animation","14","186188","0.0-5.0-2.4","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","","","","","","","","","","","221","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":108},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":298},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":510},{""stimulus"":""img/1to3/6.png"",""time"":594},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":900},{""stimulus"":""img/1to3/10.png"",""time"":992},{""stimulus"":""img/1to3/11.png"",""time"":1100},{""stimulus"":""img/1to3/12.png"",""time"":1192}]","[]"
"image-keyboard-response","15","187201","0.0-5.0-1.5","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","","","","observe","","","null","","img/3to2/1.png","null","220","1008","0.5","0.5","3","1","",""
"animation","16","188493","0.0-5.0-2.5","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","","","","","","","","","","","220","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":113},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":300},{""stimulus"":""img/3to1/4.png"",""time"":397},{""stimulus"":""img/3to1/5.png"",""time"":502},{""stimulus"":""img/3to1/6.png"",""time"":595},{""stimulus"":""img/3to1/7.png"",""time"":702},{""stimulus"":""img/3to1/8.png"",""time"":793},{""stimulus"":""img/3to1/9.png"",""time"":906},{""stimulus"":""img/3to1/10.png"",""time"":998},{""stimulus"":""img/3to1/11.png"",""time"":1106},{""stimulus"":""img/3to1/12.png"",""time"":1190}]","[]"
"image-keyboard-response","17","189052","0.0-5.0-1.6","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","","","","observe","","","null","","img/1to3/1.png","null","219","552","0.5","0.5","1","2","",""
"animation","18","190349","0.0-5.0-2.6","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","","","","","","","","","","","219","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":110},{""stimulus"":""img/1to2/2.png"",""time"":200},{""stimulus"":""img/1to2/3.png"",""time"":313},{""stimulus"":""img/1to2/4.png"",""time"":405},{""stimulus"":""img/1to2/5.png"",""time"":497},{""stimulus"":""img/1to2/6.png"",""time"":597},{""stimulus"":""img/1to2/7.png"",""time"":701},{""stimulus"":""img/1to2/8.png"",""time"":798},{""stimulus"":""img/1to2/9.png"",""time"":893},{""stimulus"":""img/1to2/10.png"",""time"":992},{""stimulus"":""img/1to2/11.png"",""time"":1093},{""stimulus"":""img/1to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","19","192166","0.0-5.0-1.7","6362c4beb39ee39d15890c5c","bdp_cybrbll","Mon Mar 27 2023 22:50:28 GMT-0400 (GMT-04:00)","572862","1","3","","","","choice","","","1817","","img/2to1/1.png","1","218","505","0.5","0.5","2","1","",""
