"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"blur","0","0","blurevent","1","59aae1188cef7d00011f8884","bdp_cybrbll","Sat Mar 25 2023 20:33:51 GMT-0400 (Eastern Daylight Time)","457904","3","1","","","","","","","","","","","","","","","","",""
"","","","","","59aae1188cef7d00011f8884","bdp_cybrbll","Sat Mar 25 2023 20:33:51 GMT-0400 (Eastern Daylight Time)","457904","3","1","pavlovia","0","2","0.0-0.0","","","","","","","","","","","","",""
"focus","1","3411","focusevent","","59aae1188cef7d00011f8884","bdp_cybrbll","Sat Mar 25 2023 20:33:51 GMT-0400 (Eastern Daylight Time)","457904","3","1","","","","","","","","","","","","","","","","",""
"","","","","","59aae1188cef7d00011f8884","bdp_cybrbll","Sat Mar 25 2023 20:33:51 GMT-0400 (Eastern Daylight Time)","457904","3","1","instructions","1","9132","0.0-1.0","[{""page_index"":0,""viewing_time"":9130}]","9130","","","","","","","","","","",""
"fullscreenenter","2","11357","fullscreenenter","","59aae1188cef7d00011f8884","bdp_cybrbll","Sat Mar 25 2023 20:33:51 GMT-0400 (Eastern Daylight Time)","457904","3","1","","","","","","","","","","","","","","","","",""
"","","","","","59aae1188cef7d00011f8884","bdp_cybrbll","Sat Mar 25 2023 20:33:51 GMT-0400 (Eastern Daylight Time)","457904","3","1","fullscreen","2","12328","0.0-2.0","","","true","","","","","","","","","",""
"","","","","","59aae1188cef7d00011f8884","bdp_cybrbll","Sat Mar 25 2023 20:33:51 GMT-0400 (Eastern Daylight Time)","457904","3","1","instructions","3","42560","0.0-4.0","[{""page_index"":0,""viewing_time"":30230}]","30231","","","","","","","","","","",""
"","","","blurwarn","1","59aae1188cef7d00011f8884","bdp_cybrbll","Sat Mar 25 2023 20:33:51 GMT-0400 (Eastern Daylight Time)","457904","3","1","image-keyboard-response","4","67541","0.0-5.0-0.0-0.0","","24980","","","49","","","","","","","",""
"","","","choice","","59aae1188cef7d00011f8884","bdp_cybrbll","Sat Mar 25 2023 20:33:51 GMT-0400 (Eastern Daylight Time)","457904","3","1","image-keyboard-response","5","69147","0.0-5.0-1.0","","1340","","img/2to1/1.png","2","225","682","0.5","0.5","2","3","",""
"","","","","","59aae1188cef7d00011f8884","bdp_cybrbll","Sat Mar 25 2023 20:33:51 GMT-0400 (Eastern Daylight Time)","457904","3","1","animation","6","70446","0.0-5.0-2.0","","","","","","225","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":100},{""stimulus"":""img/2to3/2.png"",""time"":200},{""stimulus"":""img/2to3/3.png"",""time"":300},{""stimulus"":""img/2to3/4.png"",""time"":408},{""stimulus"":""img/2to3/5.png"",""time"":503},{""stimulus"":""img/2to3/6.png"",""time"":596},{""stimulus"":""img/2to3/7.png"",""time"":704},{""stimulus"":""img/2to3/8.png"",""time"":798},{""stimulus"":""img/2to3/9.png"",""time"":907},{""stimulus"":""img/2to3/10.png"",""time"":991},{""stimulus"":""img/2to3/11.png"",""time"":1095},{""stimulus"":""img/2to3/12.png"",""time"":1190}]","[]"
"","","","observe","","59aae1188cef7d00011f8884","bdp_cybrbll","Sat Mar 25 2023 20:33:51 GMT-0400 (Eastern Daylight Time)","457904","3","1","image-keyboard-response","7","70790","0.0-5.0-1.1","","null","","img/3to2/1.png","null","224","337","0.5","0.5","3","1","",""
