"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"pavlovia","0","7","0.0-0.0","6063a00c6fd08d0a972382a4","bdp_cybrbll","Wed Mar 29 2023 16:05:21 GMT-0500 (Central Daylight Time)","437649","1","3","","","","","","","","","","","","","","","","",""
"instructions","1","3288","0.0-1.0","6063a00c6fd08d0a972382a4","bdp_cybrbll","Wed Mar 29 2023 16:05:21 GMT-0500 (Central Daylight Time)","437649","1","3","[{""page_index"":0,""viewing_time"":3278}]","3279","","","","","","","","","","","","","","",""
"","","","","6063a00c6fd08d0a972382a4","bdp_cybrbll","Wed Mar 29 2023 16:05:21 GMT-0500 (Central Daylight Time)","437649","1","3","","","fullscreenenter","2","5272","fullscreenenter","","","","","","","","","","",""
"fullscreen","2","6264","0.0-2.0","6063a00c6fd08d0a972382a4","bdp_cybrbll","Wed Mar 29 2023 16:05:21 GMT-0500 (Central Daylight Time)","437649","1","3","","","","","","","true","","","","","","","","","",""
"instructions","3","39472","0.0-4.0","6063a00c6fd08d0a972382a4","bdp_cybrbll","Wed Mar 29 2023 16:05:21 GMT-0500 (Central Daylight Time)","437649","1","3","[{""page_index"":0,""viewing_time"":33207}]","33207","","","","","","","","","","","","","","",""
"image-keyboard-response","4","43463","0.0-5.0-1.0","6063a00c6fd08d0a972382a4","bdp_cybrbll","Wed Mar 29 2023 16:05:21 GMT-0500 (Central Daylight Time)","437649","1","3","","3988","","","","choice","","img/2to1/1.png","2","225","212","0.5","0.5","2","3","",""
"animation","5","44757","0.0-5.0-2.0","6063a00c6fd08d0a972382a4","bdp_cybrbll","Wed Mar 29 2023 16:05:21 GMT-0500 (Central Daylight Time)","437649","1","3","","","","","","","","","","225","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":107},{""stimulus"":""img/2to3/2.png"",""time"":211},{""stimulus"":""img/2to3/3.png"",""time"":303},{""stimulus"":""img/2to3/4.png"",""time"":403},{""stimulus"":""img/2to3/5.png"",""time"":505},{""stimulus"":""img/2to3/6.png"",""time"":598},{""stimulus"":""img/2to3/7.png"",""time"":703},{""stimulus"":""img/2to3/8.png"",""time"":803},{""stimulus"":""img/2to3/9.png"",""time"":895},{""stimulus"":""img/2to3/10.png"",""time"":1001},{""stimulus"":""img/2to3/11.png"",""time"":1094},{""stimulus"":""img/2to3/12.png"",""time"":1195}]","[]"
"image-keyboard-response","6","45245","0.0-5.0-1.1","6063a00c6fd08d0a972382a4","bdp_cybrbll","Wed Mar 29 2023 16:05:21 GMT-0500 (Central Daylight Time)","437649","1","3","","null","","","","observe","","img/3to2/1.png","null","224","483","0.5","0.5","3","2","",""
"animation","7","46534","0.0-5.0-2.1","6063a00c6fd08d0a972382a4","bdp_cybrbll","Wed Mar 29 2023 16:05:21 GMT-0500 (Central Daylight Time)","437649","1","3","","","","","","","","","","224","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":109},{""stimulus"":""img/3to2/2.png"",""time"":204},{""stimulus"":""img/3to2/3.png"",""time"":309},{""stimulus"":""img/3to2/4.png"",""time"":404},{""stimulus"":""img/3to2/5.png"",""time"":497},{""stimulus"":""img/3to2/6.png"",""time"":600},{""stimulus"":""img/3to2/7.png"",""time"":696},{""stimulus"":""img/3to2/8.png"",""time"":803},{""stimulus"":""img/3to2/9.png"",""time"":897},{""stimulus"":""img/3to2/10.png"",""time"":997},{""stimulus"":""img/3to2/11.png"",""time"":1097},{""stimulus"":""img/3to2/12.png"",""time"":1193}]","[]"
"image-keyboard-response","8","46932","0.0-5.0-1.2","6063a00c6fd08d0a972382a4","bdp_cybrbll","Wed Mar 29 2023 16:05:21 GMT-0500 (Central Daylight Time)","437649","1","3","","398","","","","choice","","img/2to1/1.png","1","223","736","0.5","0.5","2","1","",""
"animation","9","48222","0.0-5.0-2.2","6063a00c6fd08d0a972382a4","bdp_cybrbll","Wed Mar 29 2023 16:05:21 GMT-0500 (Central Daylight Time)","437649","1","3","","","","","","","","","","223","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":109},{""stimulus"":""img/2to1/2.png"",""time"":202},{""stimulus"":""img/2to1/3.png"",""time"":309},{""stimulus"":""img/2to1/4.png"",""time"":401},{""stimulus"":""img/2to1/5.png"",""time"":497},{""stimulus"":""img/2to1/6.png"",""time"":600},{""stimulus"":""img/2to1/7.png"",""time"":700},{""stimulus"":""img/2to1/8.png"",""time"":802},{""stimulus"":""img/2to1/9.png"",""time"":897},{""stimulus"":""img/2to1/10.png"",""time"":993},{""stimulus"":""img/2to1/11.png"",""time"":1098},{""stimulus"":""img/2to1/12.png"",""time"":1192}]","[]"
"image-keyboard-response","10","49215","0.0-5.0-1.3","6063a00c6fd08d0a972382a4","bdp_cybrbll","Wed Mar 29 2023 16:05:21 GMT-0500 (Central Daylight Time)","437649","1","3","","null","","","","observe","","img/1to3/1.png","null","222","987","0.5","0.5","1","2","",""
"animation","11","50514","0.0-5.0-2.3","6063a00c6fd08d0a972382a4","bdp_cybrbll","Wed Mar 29 2023 16:05:21 GMT-0500 (Central Daylight Time)","437649","1","3","","","","","","","","","","222","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":107},{""stimulus"":""img/1to2/2.png"",""time"":207},{""stimulus"":""img/1to2/3.png"",""time"":302},{""stimulus"":""img/1to2/4.png"",""time"":403},{""stimulus"":""img/1to2/5.png"",""time"":507},{""stimulus"":""img/1to2/6.png"",""time"":603},{""stimulus"":""img/1to2/7.png"",""time"":707},{""stimulus"":""img/1to2/8.png"",""time"":800},{""stimulus"":""img/1to2/9.png"",""time"":895},{""stimulus"":""img/1to2/10.png"",""time"":999},{""stimulus"":""img/1to2/11.png"",""time"":1095},{""stimulus"":""img/1to2/12.png"",""time"":1195}]","[]"
