"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"pavlovia","0","10","0.0-0.0","631699e51577c995252cf3fc","bdp_cybrbll","Sat Mar 25 2023 19:05:22 GMT-0400 (Eastern Daylight Time)","424656","1","3","","","","","","","","","","","","","","","","","",""
"","","","","631699e51577c995252cf3fc","bdp_cybrbll","Sat Mar 25 2023 19:05:22 GMT-0400 (Eastern Daylight Time)","424656","1","3","focus","1","479","focusevent","","","","","","","","","","","","","",""
"","","","","631699e51577c995252cf3fc","bdp_cybrbll","Sat Mar 25 2023 19:05:22 GMT-0400 (Eastern Daylight Time)","424656","1","3","blur","1","2597","blurevent","1","","","","","","","","","","","","",""
"","","","","631699e51577c995252cf3fc","bdp_cybrbll","Sat Mar 25 2023 19:05:22 GMT-0400 (Eastern Daylight Time)","424656","1","3","focus","1","4428","focusevent","","","","","","","","","","","","","",""
"instructions","1","5579","0.0-1.0","631699e51577c995252cf3fc","bdp_cybrbll","Sat Mar 25 2023 19:05:22 GMT-0400 (Eastern Daylight Time)","424656","1","3","","","","","","[{""page_index"":0,""viewing_time"":5568}]","5568","","","","","","","","","","",""
"","","","","631699e51577c995252cf3fc","bdp_cybrbll","Sat Mar 25 2023 19:05:22 GMT-0400 (Eastern Daylight Time)","424656","1","3","fullscreenenter","2","6726","fullscreenenter","","","","","","","","","","","","","",""
"fullscreen","2","7701","0.0-2.0","631699e51577c995252cf3fc","bdp_cybrbll","Sat Mar 25 2023 19:05:22 GMT-0400 (Eastern Daylight Time)","424656","1","3","","","","","","","","true","","","","","","","","","",""
"instructions","3","16043","0.0-4.0","631699e51577c995252cf3fc","bdp_cybrbll","Sat Mar 25 2023 19:05:22 GMT-0400 (Eastern Daylight Time)","424656","1","3","","","","","","[{""page_index"":0,""viewing_time"":8341}]","8341","","","","","","","","","","",""
"image-keyboard-response","4","20436","0.0-5.0-0.0-0.0","631699e51577c995252cf3fc","bdp_cybrbll","Sat Mar 25 2023 19:05:22 GMT-0400 (Eastern Daylight Time)","424656","1","3","","","","blurwarn","1","","4391","","","49","","","","","","","",""
"image-keyboard-response","5","21300","0.0-5.0-1.0","631699e51577c995252cf3fc","bdp_cybrbll","Sat Mar 25 2023 19:05:22 GMT-0400 (Eastern Daylight Time)","424656","1","3","","","","choice","","","606","","img/2to1/1.png","1","225","862","0.5","0.5","2","1","",""
"animation","6","22590","0.0-5.0-2.0","631699e51577c995252cf3fc","bdp_cybrbll","Sat Mar 25 2023 19:05:22 GMT-0400 (Eastern Daylight Time)","424656","1","3","","","","","","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":101},{""stimulus"":""img/2to1/2.png"",""time"":200},{""stimulus"":""img/2to1/3.png"",""time"":299},{""stimulus"":""img/2to1/4.png"",""time"":401},{""stimulus"":""img/2to1/5.png"",""time"":497},{""stimulus"":""img/2to1/6.png"",""time"":597},{""stimulus"":""img/2to1/7.png"",""time"":698},{""stimulus"":""img/2to1/8.png"",""time"":793},{""stimulus"":""img/2to1/9.png"",""time"":900},{""stimulus"":""img/2to1/10.png"",""time"":993},{""stimulus"":""img/2to1/11.png"",""time"":1101},{""stimulus"":""img/2to1/12.png"",""time"":1190}]","[]"
"image-keyboard-response","7","23210","0.0-5.0-1.1","631699e51577c995252cf3fc","bdp_cybrbll","Sat Mar 25 2023 19:05:22 GMT-0400 (Eastern Daylight Time)","424656","1","3","","","","observe","","","null","","img/1to3/1.png","null","224","609","0.5","0.5","1","2","",""
"animation","8","24499","0.0-5.0-2.1","631699e51577c995252cf3fc","bdp_cybrbll","Sat Mar 25 2023 19:05:22 GMT-0400 (Eastern Daylight Time)","424656","1","3","","","","","","","","","","","224","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":109},{""stimulus"":""img/1to2/2.png"",""time"":202},{""stimulus"":""img/1to2/3.png"",""time"":309},{""stimulus"":""img/1to2/4.png"",""time"":397},{""stimulus"":""img/1to2/5.png"",""time"":496},{""stimulus"":""img/1to2/6.png"",""time"":606},{""stimulus"":""img/1to2/7.png"",""time"":698},{""stimulus"":""img/1to2/8.png"",""time"":806},{""stimulus"":""img/1to2/9.png"",""time"":900},{""stimulus"":""img/1to2/10.png"",""time"":994},{""stimulus"":""img/1to2/11.png"",""time"":1103},{""stimulus"":""img/1to2/12.png"",""time"":1196}]","[]"
"image-keyboard-response","9","24915","0.0-5.0-1.2","631699e51577c995252cf3fc","bdp_cybrbll","Sat Mar 25 2023 19:05:22 GMT-0400 (Eastern Daylight Time)","424656","1","3","","","","choice","","","416","","img/2to1/1.png","2","223","507","0.5","0.5","2","3","",""
"animation","10","26212","0.0-5.0-2.2","631699e51577c995252cf3fc","bdp_cybrbll","Sat Mar 25 2023 19:05:22 GMT-0400 (Eastern Daylight Time)","424656","1","3","","","","","","","","","","","223","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":113},{""stimulus"":""img/2to3/2.png"",""time"":205},{""stimulus"":""img/2to3/3.png"",""time"":300},{""stimulus"":""img/2to3/4.png"",""time"":410},{""stimulus"":""img/2to3/5.png"",""time"":503},{""stimulus"":""img/2to3/6.png"",""time"":596},{""stimulus"":""img/2to3/7.png"",""time"":706},{""stimulus"":""img/2to3/8.png"",""time"":798},{""stimulus"":""img/2to3/9.png"",""time"":892},{""stimulus"":""img/2to3/10.png"",""time"":1000},{""stimulus"":""img/2to3/11.png"",""time"":1094},{""stimulus"":""img/2to3/12.png"",""time"":1203}]","[]"
"image-keyboard-response","11","26771","0.0-5.0-1.3","631699e51577c995252cf3fc","bdp_cybrbll","Sat Mar 25 2023 19:05:22 GMT-0400 (Eastern Daylight Time)","424656","1","3","","","","observe","","","null","","img/3to2/1.png","null","222","549","0.5","0.5","3","1","",""
"animation","12","28063","0.0-5.0-2.3","631699e51577c995252cf3fc","bdp_cybrbll","Sat Mar 25 2023 19:05:22 GMT-0400 (Eastern Daylight Time)","424656","1","3","","","","","","","","","","","222","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":108},{""stimulus"":""img/3to1/2.png"",""time"":201},{""stimulus"":""img/3to1/3.png"",""time"":298},{""stimulus"":""img/3to1/4.png"",""time"":403},{""stimulus"":""img/3to1/5.png"",""time"":497},{""stimulus"":""img/3to1/6.png"",""time"":603},{""stimulus"":""img/3to1/7.png"",""time"":697},{""stimulus"":""img/3to1/8.png"",""time"":809},{""stimulus"":""img/3to1/9.png"",""time"":902},{""stimulus"":""img/3to1/10.png"",""time"":996},{""stimulus"":""img/3to1/11.png"",""time"":1104},{""stimulus"":""img/3to1/12.png"",""time"":1197}]","[]"
"image-keyboard-response","13","28547","0.0-5.0-1.4","631699e51577c995252cf3fc","bdp_cybrbll","Sat Mar 25 2023 19:05:22 GMT-0400 (Eastern Daylight Time)","424656","1","3","","","","observe","","","null","","img/1to3/1.png","null","221","474","0.5","0.5","1","3","",""
