"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses","numBlurs"
"animation","25","49469","0.0-5.0-2.10","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","","","","","","","","","215","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":108},{""stimulus"":""img/3to2/2.png"",""time"":208},{""stimulus"":""img/3to2/3.png"",""time"":308},{""stimulus"":""img/3to2/4.png"",""time"":399},{""stimulus"":""img/3to2/5.png"",""time"":507},{""stimulus"":""img/3to2/6.png"",""time"":600},{""stimulus"":""img/3to2/7.png"",""time"":700},{""stimulus"":""img/3to2/8.png"",""time"":800},{""stimulus"":""img/3to2/9.png"",""time"":895},{""stimulus"":""img/3to2/10.png"",""time"":1001},{""stimulus"":""img/3to2/11.png"",""time"":1096},{""stimulus"":""img/3to2/12.png"",""time"":1194}]","[]",""
"image-keyboard-response","26","49821","0.0-5.0-1.11","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","351","","","","choice","","img/2to1/1.png","1","214","1567","0.5","0.5","2","1","","",""
"animation","27","51117","0.0-5.0-2.11","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","","","","","","","","","214","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":102},{""stimulus"":""img/2to1/2.png"",""time"":204},{""stimulus"":""img/2to1/3.png"",""time"":303},{""stimulus"":""img/2to1/4.png"",""time"":404},{""stimulus"":""img/2to1/5.png"",""time"":503},{""stimulus"":""img/2to1/6.png"",""time"":596},{""stimulus"":""img/2to1/7.png"",""time"":701},{""stimulus"":""img/2to1/8.png"",""time"":795},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":997},{""stimulus"":""img/2to1/11.png"",""time"":1094},{""stimulus"":""img/2to1/12.png"",""time"":1196}]","[]",""
"image-keyboard-response","28","51377","0.0-5.0-1.12","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","null","","","","observe","","img/1to3/1.png","null","213","258","0.5","0.5","1","3","","",""
"animation","29","52677","0.0-5.0-2.12","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","","","","","","","","","213","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":109},{""stimulus"":""img/1to3/2.png"",""time"":201},{""stimulus"":""img/1to3/3.png"",""time"":307},{""stimulus"":""img/1to3/4.png"",""time"":400},{""stimulus"":""img/1to3/5.png"",""time"":505},{""stimulus"":""img/1to3/6.png"",""time"":601},{""stimulus"":""img/1to3/7.png"",""time"":698},{""stimulus"":""img/1to3/8.png"",""time"":803},{""stimulus"":""img/1to3/9.png"",""time"":900},{""stimulus"":""img/1to3/10.png"",""time"":992},{""stimulus"":""img/1to3/11.png"",""time"":1097},{""stimulus"":""img/1to3/12.png"",""time"":1197}]","[]",""
"image-keyboard-response","30","52969","0.0-5.0-1.13","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","null","","","","observe","","img/3to2/1.png","null","212","284","0.5","0.5","3","1","","",""
"animation","31","54267","0.0-5.0-2.13","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","","","","","","","","","212","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":108},{""stimulus"":""img/3to1/2.png"",""time"":200},{""stimulus"":""img/3to1/3.png"",""time"":307},{""stimulus"":""img/3to1/4.png"",""time"":400},{""stimulus"":""img/3to1/5.png"",""time"":505},{""stimulus"":""img/3to1/6.png"",""time"":601},{""stimulus"":""img/3to1/7.png"",""time"":698},{""stimulus"":""img/3to1/8.png"",""time"":803},{""stimulus"":""img/3to1/9.png"",""time"":896},{""stimulus"":""img/3to1/10.png"",""time"":992},{""stimulus"":""img/3to1/11.png"",""time"":1100},{""stimulus"":""img/3to1/12.png"",""time"":1195}]","[]",""
"image-keyboard-response","32","54477","0.0-5.0-1.14","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","null","","","","observe","","img/1to3/1.png","null","211","197","0.5","0.5","1","3","","",""
"animation","33","55769","0.0-5.0-2.14","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","","","","","","","","","211","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":107},{""stimulus"":""img/1to3/2.png"",""time"":207},{""stimulus"":""img/1to3/3.png"",""time"":302},{""stimulus"":""img/1to3/4.png"",""time"":408},{""stimulus"":""img/1to3/5.png"",""time"":504},{""stimulus"":""img/1to3/6.png"",""time"":597},{""stimulus"":""img/1to3/7.png"",""time"":704},{""stimulus"":""img/1to3/8.png"",""time"":800},{""stimulus"":""img/1to3/9.png"",""time"":903},{""stimulus"":""img/1to3/10.png"",""time"":996},{""stimulus"":""img/1to3/11.png"",""time"":1093},{""stimulus"":""img/1to3/12.png"",""time"":1195}]","[]",""
"image-keyboard-response","34","56173","0.0-5.0-1.15","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","null","","","","observe","","img/3to2/1.png","null","210","392","0.5","0.5","3","2","","",""
"animation","35","57465","0.0-5.0-2.15","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","","","","","","","","","210","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":112},{""stimulus"":""img/3to2/2.png"",""time"":208},{""stimulus"":""img/3to2/3.png"",""time"":303},{""stimulus"":""img/3to2/4.png"",""time"":408},{""stimulus"":""img/3to2/5.png"",""time"":503},{""stimulus"":""img/3to2/6.png"",""time"":595},{""stimulus"":""img/3to2/7.png"",""time"":704},{""stimulus"":""img/3to2/8.png"",""time"":797},{""stimulus"":""img/3to2/9.png"",""time"":901},{""stimulus"":""img/3to2/10.png"",""time"":997},{""stimulus"":""img/3to2/11.png"",""time"":1093},{""stimulus"":""img/3to2/12.png"",""time"":1198}]","[]",""
"image-keyboard-response","36","57561","0.0-5.0-1.16","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","96","","","","choice","","img/2to1/1.png","1","209","343","0.5","0.5","2","1","","",""
"animation","37","58861","0.0-5.0-2.16","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","","","","","","","","","209","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":104},{""stimulus"":""img/2to1/2.png"",""time"":203},{""stimulus"":""img/2to1/3.png"",""time"":304},{""stimulus"":""img/2to1/4.png"",""time"":401},{""stimulus"":""img/2to1/5.png"",""time"":504},{""stimulus"":""img/2to1/6.png"",""time"":603},{""stimulus"":""img/2to1/7.png"",""time"":696},{""stimulus"":""img/2to1/8.png"",""time"":804},{""stimulus"":""img/2to1/9.png"",""time"":897},{""stimulus"":""img/2to1/10.png"",""time"":996},{""stimulus"":""img/2to1/11.png"",""time"":1100},{""stimulus"":""img/2to1/12.png"",""time"":1192}]","[]",""
"image-keyboard-response","38","59504","0.0-5.0-1.17","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","null","","","","observe","","img/1to3/1.png","null","208","637","0.5","0.5","1","3","","",""
"animation","39","60797","0.0-5.0-2.17","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","","","","","","","","","208","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":105},{""stimulus"":""img/1to3/2.png"",""time"":201},{""stimulus"":""img/1to3/3.png"",""time"":309},{""stimulus"":""img/1to3/4.png"",""time"":404},{""stimulus"":""img/1to3/5.png"",""time"":498},{""stimulus"":""img/1to3/6.png"",""time"":601},{""stimulus"":""img/1to3/7.png"",""time"":700},{""stimulus"":""img/1to3/8.png"",""time"":805},{""stimulus"":""img/1to3/9.png"",""time"":900},{""stimulus"":""img/1to3/10.png"",""time"":997},{""stimulus"":""img/1to3/11.png"",""time"":1097},{""stimulus"":""img/1to3/12.png"",""time"":1193}]","[]",""
"image-keyboard-response","40","61301","0.0-5.0-1.18","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","null","","","","observe","","img/3to2/1.png","null","207","496","0.5","0.5","3","1","","",""
"animation","41","62593","0.0-5.0-2.18","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","","","","","","","","","207","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":111},{""stimulus"":""img/3to1/2.png"",""time"":206},{""stimulus"":""img/3to1/3.png"",""time"":302},{""stimulus"":""img/3to1/4.png"",""time"":405},{""stimulus"":""img/3to1/5.png"",""time"":501},{""stimulus"":""img/3to1/6.png"",""time"":598},{""stimulus"":""img/3to1/7.png"",""time"":701},{""stimulus"":""img/3to1/8.png"",""time"":800},{""stimulus"":""img/3to1/9.png"",""time"":901},{""stimulus"":""img/3to1/10.png"",""time"":998},{""stimulus"":""img/3to1/11.png"",""time"":1093},{""stimulus"":""img/3to1/12.png"",""time"":1196}]","[]",""
"image-keyboard-response","42","63264","0.0-5.0-1.19","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","null","","","","observe","","img/1to3/1.png","null","206","668","0.5","0.5","1","2","","",""
"animation","43","64557","0.0-5.0-2.19","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","","","","","","","","","206","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":205},{""stimulus"":""img/1to2/3.png"",""time"":309},{""stimulus"":""img/1to2/4.png"",""time"":403},{""stimulus"":""img/1to2/5.png"",""time"":500},{""stimulus"":""img/1to2/6.png"",""time"":600},{""stimulus"":""img/1to2/7.png"",""time"":701},{""stimulus"":""img/1to2/8.png"",""time"":800},{""stimulus"":""img/1to2/9.png"",""time"":896},{""stimulus"":""img/1to2/10.png"",""time"":997},{""stimulus"":""img/1to2/11.png"",""time"":1099},{""stimulus"":""img/1to2/12.png"",""time"":1197}]","[]",""
"image-keyboard-response","44","65177","0.0-5.0-1.20","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","620","","","","choice","","img/2to1/1.png","2","205","280","0.5","0.5","2","3","","",""
"animation","45","66476","0.0-5.0-2.20","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","","","","","","","","","205","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":108},{""stimulus"":""img/2to3/2.png"",""time"":200},{""stimulus"":""img/2to3/3.png"",""time"":306},{""stimulus"":""img/2to3/4.png"",""time"":401},{""stimulus"":""img/2to3/5.png"",""time"":506},{""stimulus"":""img/2to3/6.png"",""time"":604},{""stimulus"":""img/2to3/7.png"",""time"":700},{""stimulus"":""img/2to3/8.png"",""time"":804},{""stimulus"":""img/2to3/9.png"",""time"":895},{""stimulus"":""img/2to3/10.png"",""time"":994},{""stimulus"":""img/2to3/11.png"",""time"":1098},{""stimulus"":""img/2to3/12.png"",""time"":1196}]","[]",""
"image-keyboard-response","46","66824","0.0-5.0-1.21","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","null","","","","observe","","img/3to2/1.png","null","204","346","0.5","0.5","3","2","","",""
"animation","47","68117","0.0-5.0-2.21","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","","","","","","","","","204","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":109},{""stimulus"":""img/3to2/2.png"",""time"":202},{""stimulus"":""img/3to2/3.png"",""time"":309},{""stimulus"":""img/3to2/4.png"",""time"":400},{""stimulus"":""img/3to2/5.png"",""time"":501},{""stimulus"":""img/3to2/6.png"",""time"":601},{""stimulus"":""img/3to2/7.png"",""time"":701},{""stimulus"":""img/3to2/8.png"",""time"":800},{""stimulus"":""img/3to2/9.png"",""time"":901},{""stimulus"":""img/3to2/10.png"",""time"":992},{""stimulus"":""img/3to2/11.png"",""time"":1101},{""stimulus"":""img/3to2/12.png"",""time"":1197}]","[]",""
"image-keyboard-response","48","68316","0.0-5.0-1.22","63d82d20ed2b67b4f77f1fc7","bdp_cybrbll","Mon Mar 27 2023 07:09:23 GMT-0700 (Pacific Daylight Time)","469928","3","1","","199","","","","choice","","img/2to1/1.png","2","203","319","0.5","0.5","2","3","","",""
