"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses","numBlurs"
"pavlovia","0","2","0.0-0.0","6400ea4cec0b310140841b2d","bdp_cybrbll","Sat Mar 25 2023 15:30:17 GMT-0400 (Eastern Daylight Time)","434402","1","3","","","","","","","","","","","","","","","","","",""
"instructions","1","1447","0.0-1.0","6400ea4cec0b310140841b2d","bdp_cybrbll","Sat Mar 25 2023 15:30:17 GMT-0400 (Eastern Daylight Time)","434402","1","3","[{""page_index"":0,""viewing_time"":1444}]","1444","","","","","","","","","","","","","","","",""
"","","","","6400ea4cec0b310140841b2d","bdp_cybrbll","Sat Mar 25 2023 15:30:17 GMT-0400 (Eastern Daylight Time)","434402","1","3","","","fullscreenenter","2","2795","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","3790","0.0-2.0","6400ea4cec0b310140841b2d","bdp_cybrbll","Sat Mar 25 2023 15:30:17 GMT-0400 (Eastern Daylight Time)","434402","1","3","","","","","","","true","","","","","","","","","","",""
"instructions","3","30403","0.0-4.0","6400ea4cec0b310140841b2d","bdp_cybrbll","Sat Mar 25 2023 15:30:17 GMT-0400 (Eastern Daylight Time)","434402","1","3","[{""page_index"":0,""viewing_time"":26611}]","26611","","","","","","","","","","","","","","","",""
"image-keyboard-response","4","31581","0.0-5.0-1.0","6400ea4cec0b310140841b2d","bdp_cybrbll","Sat Mar 25 2023 15:30:17 GMT-0400 (Eastern Daylight Time)","434402","1","3","","1175","","","","choice","","img/2to1/1.png","1","225","535","0.5","0.5","2","1","","",""
"animation","5","32871","0.0-5.0-2.0","6400ea4cec0b310140841b2d","bdp_cybrbll","Sat Mar 25 2023 15:30:17 GMT-0400 (Eastern Daylight Time)","434402","1","3","","","","","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":106},{""stimulus"":""img/2to1/2.png"",""time"":201},{""stimulus"":""img/2to1/3.png"",""time"":305},{""stimulus"":""img/2to1/4.png"",""time"":401},{""stimulus"":""img/2to1/5.png"",""time"":500},{""stimulus"":""img/2to1/6.png"",""time"":602},{""stimulus"":""img/2to1/7.png"",""time"":698},{""stimulus"":""img/2to1/8.png"",""time"":804},{""stimulus"":""img/2to1/9.png"",""time"":900},{""stimulus"":""img/2to1/10.png"",""time"":996},{""stimulus"":""img/2to1/11.png"",""time"":1098},{""stimulus"":""img/2to1/12.png"",""time"":1194}]","[]",""
"image-keyboard-response","6","33287","0.0-5.0-1.1","6400ea4cec0b310140841b2d","bdp_cybrbll","Sat Mar 25 2023 15:30:17 GMT-0400 (Eastern Daylight Time)","434402","1","3","","null","","","","observe","","img/1to3/1.png","null","224","410","0.5","0.5","1","3","","",""
"animation","7","34582","0.0-5.0-2.1","6400ea4cec0b310140841b2d","bdp_cybrbll","Sat Mar 25 2023 15:30:17 GMT-0400 (Eastern Daylight Time)","434402","1","3","","","","","","","","","","224","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":106},{""stimulus"":""img/1to3/2.png"",""time"":208},{""stimulus"":""img/1to3/3.png"",""time"":303},{""stimulus"":""img/1to3/4.png"",""time"":399},{""stimulus"":""img/1to3/5.png"",""time"":506},{""stimulus"":""img/1to3/6.png"",""time"":602},{""stimulus"":""img/1to3/7.png"",""time"":696},{""stimulus"":""img/1to3/8.png"",""time"":801},{""stimulus"":""img/1to3/9.png"",""time"":895},{""stimulus"":""img/1to3/10.png"",""time"":1002},{""stimulus"":""img/1to3/11.png"",""time"":1097},{""stimulus"":""img/1to3/12.png"",""time"":1195}]","[]",""
"image-keyboard-response","8","34870","0.0-5.0-1.2","6400ea4cec0b310140841b2d","bdp_cybrbll","Sat Mar 25 2023 15:30:17 GMT-0400 (Eastern Daylight Time)","434402","1","3","","null","","","","observe","","img/3to2/1.png","null","223","284","0.5","0.5","3","1","","",""
"animation","9","36167","0.0-5.0-2.2","6400ea4cec0b310140841b2d","bdp_cybrbll","Sat Mar 25 2023 15:30:17 GMT-0400 (Eastern Daylight Time)","434402","1","3","","","","","","","","","","223","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":104},{""stimulus"":""img/3to1/2.png"",""time"":208},{""stimulus"":""img/3to1/3.png"",""time"":305},{""stimulus"":""img/3to1/4.png"",""time"":400},{""stimulus"":""img/3to1/5.png"",""time"":506},{""stimulus"":""img/3to1/6.png"",""time"":601},{""stimulus"":""img/3to1/7.png"",""time"":698},{""stimulus"":""img/3to1/8.png"",""time"":800},{""stimulus"":""img/3to1/9.png"",""time"":896},{""stimulus"":""img/3to1/10.png"",""time"":1003},{""stimulus"":""img/3to1/11.png"",""time"":1098},{""stimulus"":""img/3to1/12.png"",""time"":1195}]","[]",""
"image-keyboard-response","10","36776","0.0-5.0-1.3","6400ea4cec0b310140841b2d","bdp_cybrbll","Sat Mar 25 2023 15:30:17 GMT-0400 (Eastern Daylight Time)","434402","1","3","","null","","","","observe","","img/1to3/1.png","null","222","599","0.5","0.5","1","2","","",""
"animation","11","38071","0.0-5.0-2.3","6400ea4cec0b310140841b2d","bdp_cybrbll","Sat Mar 25 2023 15:30:17 GMT-0400 (Eastern Daylight Time)","434402","1","3","","","","","","","","","","222","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":106},{""stimulus"":""img/1to2/2.png"",""time"":207},{""stimulus"":""img/1to2/3.png"",""time"":304},{""stimulus"":""img/1to2/4.png"",""time"":399},{""stimulus"":""img/1to2/5.png"",""time"":504},{""stimulus"":""img/1to2/6.png"",""time"":601},{""stimulus"":""img/1to2/7.png"",""time"":698},{""stimulus"":""img/1to2/8.png"",""time"":799},{""stimulus"":""img/1to2/9.png"",""time"":894},{""stimulus"":""img/1to2/10.png"",""time"":1001},{""stimulus"":""img/1to2/11.png"",""time"":1098},{""stimulus"":""img/1to2/12.png"",""time"":1194}]","[]",""
"image-keyboard-response","12","38297","0.0-5.0-1.4","6400ea4cec0b310140841b2d","bdp_cybrbll","Sat Mar 25 2023 15:30:17 GMT-0400 (Eastern Daylight Time)","434402","1","3","","226","","","","choice","","img/2to1/1.png","1","221","440","0.5","0.5","2","1","","",""
"animation","13","39592","0.0-5.0-2.4","6400ea4cec0b310140841b2d","bdp_cybrbll","Sat Mar 25 2023 15:30:17 GMT-0400 (Eastern Daylight Time)","434402","1","3","","","","","","","","","","221","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":109},{""stimulus"":""img/2to1/2.png"",""time"":205},{""stimulus"":""img/2to1/3.png"",""time"":301},{""stimulus"":""img/2to1/4.png"",""time"":407},{""stimulus"":""img/2to1/5.png"",""time"":504},{""stimulus"":""img/2to1/6.png"",""time"":599},{""stimulus"":""img/2to1/7.png"",""time"":701},{""stimulus"":""img/2to1/8.png"",""time"":800},{""stimulus"":""img/2to1/9.png"",""time"":904},{""stimulus"":""img/2to1/10.png"",""time"":1000},{""stimulus"":""img/2to1/11.png"",""time"":1095},{""stimulus"":""img/2to1/12.png"",""time"":1191}]","[]",""
