"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses","numBlurs"
"pavlovia","0","5","0.0-0.0","60a3128cb035414bb4588090","bdp_cybrbll","Sun Mar 26 2023 08:29:36 GMT-0400 (Eastern Daylight Time)","499285","3","1","","","","","","","","","","","","","","","","","",""
"instructions","1","23790","0.0-1.0","60a3128cb035414bb4588090","bdp_cybrbll","Sun Mar 26 2023 08:29:36 GMT-0400 (Eastern Daylight Time)","499285","3","1","[{""page_index"":0,""viewing_time"":23784}]","23784","","","","","","","","","","","","","","","",""
"","","","","60a3128cb035414bb4588090","bdp_cybrbll","Sun Mar 26 2023 08:29:36 GMT-0400 (Eastern Daylight Time)","499285","3","1","","","fullscreenenter","2","26648","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","27645","0.0-2.0","60a3128cb035414bb4588090","bdp_cybrbll","Sun Mar 26 2023 08:29:36 GMT-0400 (Eastern Daylight Time)","499285","3","1","","","","","","","true","","","","","","","","","","",""
"instructions","3","39904","0.0-4.0","60a3128cb035414bb4588090","bdp_cybrbll","Sun Mar 26 2023 08:29:36 GMT-0400 (Eastern Daylight Time)","499285","3","1","[{""page_index"":0,""viewing_time"":12255}]","12256","","","","","","","","","","","","","","","",""
"image-keyboard-response","4","41323","0.0-5.0-1.0","60a3128cb035414bb4588090","bdp_cybrbll","Sun Mar 26 2023 08:29:36 GMT-0400 (Eastern Daylight Time)","499285","3","1","","1417","","","","choice","","img/2to1/1.png","1","225","334","0.5","0.5","2","1","","",""
"animation","5","42613","0.0-5.0-2.0","60a3128cb035414bb4588090","bdp_cybrbll","Sun Mar 26 2023 08:29:36 GMT-0400 (Eastern Daylight Time)","499285","3","1","","","","","","","","","","225","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":106},{""stimulus"":""img/2to1/2.png"",""time"":201},{""stimulus"":""img/2to1/3.png"",""time"":305},{""stimulus"":""img/2to1/4.png"",""time"":402},{""stimulus"":""img/2to1/5.png"",""time"":497},{""stimulus"":""img/2to1/6.png"",""time"":601},{""stimulus"":""img/2to1/7.png"",""time"":697},{""stimulus"":""img/2to1/8.png"",""time"":793},{""stimulus"":""img/2to1/9.png"",""time"":897},{""stimulus"":""img/2to1/10.png"",""time"":993},{""stimulus"":""img/2to1/11.png"",""time"":1097},{""stimulus"":""img/2to1/12.png"",""time"":1193}]","[]",""
"image-keyboard-response","6","42885","0.0-5.0-1.1","60a3128cb035414bb4588090","bdp_cybrbll","Sun Mar 26 2023 08:29:36 GMT-0400 (Eastern Daylight Time)","499285","3","1","","null","","","","observe","","img/1to3/1.png","null","224","268","0.5","0.5","1","2","","",""
"animation","7","44173","0.0-5.0-2.1","60a3128cb035414bb4588090","bdp_cybrbll","Sun Mar 26 2023 08:29:36 GMT-0400 (Eastern Daylight Time)","499285","3","1","","","","","","","","","","224","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":104},{""stimulus"":""img/1to2/2.png"",""time"":200},{""stimulus"":""img/1to2/3.png"",""time"":304},{""stimulus"":""img/1to2/4.png"",""time"":400},{""stimulus"":""img/1to2/5.png"",""time"":496},{""stimulus"":""img/1to2/6.png"",""time"":600},{""stimulus"":""img/1to2/7.png"",""time"":696},{""stimulus"":""img/1to2/8.png"",""time"":800},{""stimulus"":""img/1to2/9.png"",""time"":896},{""stimulus"":""img/1to2/10.png"",""time"":992},{""stimulus"":""img/1to2/11.png"",""time"":1096},{""stimulus"":""img/1to2/12.png"",""time"":1193}]","[]",""
"image-keyboard-response","8","44632","0.0-5.0-1.2","60a3128cb035414bb4588090","bdp_cybrbll","Sun Mar 26 2023 08:29:36 GMT-0400 (Eastern Daylight Time)","499285","3","1","","457","","","","choice","","img/2to1/1.png","2","223","416","0.5","0.5","2","3","","",""
"animation","9","45925","0.0-5.0-2.2","60a3128cb035414bb4588090","bdp_cybrbll","Sun Mar 26 2023 08:29:36 GMT-0400 (Eastern Daylight Time)","499285","3","1","","","","","","","","","","223","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":102},{""stimulus"":""img/2to3/2.png"",""time"":205},{""stimulus"":""img/2to3/3.png"",""time"":301},{""stimulus"":""img/2to3/4.png"",""time"":398},{""stimulus"":""img/2to3/5.png"",""time"":501},{""stimulus"":""img/2to3/6.png"",""time"":597},{""stimulus"":""img/2to3/7.png"",""time"":701},{""stimulus"":""img/2to3/8.png"",""time"":797},{""stimulus"":""img/2to3/9.png"",""time"":893},{""stimulus"":""img/2to3/10.png"",""time"":998},{""stimulus"":""img/2to3/11.png"",""time"":1094},{""stimulus"":""img/2to3/12.png"",""time"":1190}]","[]",""
"image-keyboard-response","10","46629","0.0-5.0-1.3","60a3128cb035414bb4588090","bdp_cybrbll","Sun Mar 26 2023 08:29:36 GMT-0400 (Eastern Daylight Time)","499285","3","1","","null","","","","observe","","img/3to2/1.png","null","222","695","0.5","0.5","3","1","","",""
"animation","11","47917","0.0-5.0-2.3","60a3128cb035414bb4588090","bdp_cybrbll","Sun Mar 26 2023 08:29:36 GMT-0400 (Eastern Daylight Time)","499285","3","1","","","","","","","","","","222","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":105},{""stimulus"":""img/3to1/2.png"",""time"":201},{""stimulus"":""img/3to1/3.png"",""time"":304},{""stimulus"":""img/3to1/4.png"",""time"":401},{""stimulus"":""img/3to1/5.png"",""time"":497},{""stimulus"":""img/3to1/6.png"",""time"":601},{""stimulus"":""img/3to1/7.png"",""time"":697},{""stimulus"":""img/3to1/8.png"",""time"":801},{""stimulus"":""img/3to1/9.png"",""time"":897},{""stimulus"":""img/3to1/10.png"",""time"":993},{""stimulus"":""img/3to1/11.png"",""time"":1097},{""stimulus"":""img/3to1/12.png"",""time"":1193}]","[]",""
"image-keyboard-response","12","48285","0.0-5.0-1.4","60a3128cb035414bb4588090","bdp_cybrbll","Sun Mar 26 2023 08:29:36 GMT-0400 (Eastern Daylight Time)","499285","3","1","","null","","","","observe","","img/1to3/1.png","null","221","358","0.5","0.5","1","3","","",""
"animation","13","49573","0.0-5.0-2.4","60a3128cb035414bb4588090","bdp_cybrbll","Sun Mar 26 2023 08:29:36 GMT-0400 (Eastern Daylight Time)","499285","3","1","","","","","","","","","","221","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":104},{""stimulus"":""img/1to3/2.png"",""time"":200},{""stimulus"":""img/1to3/3.png"",""time"":304},{""stimulus"":""img/1to3/4.png"",""time"":400},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":600},{""stimulus"":""img/1to3/7.png"",""time"":696},{""stimulus"":""img/1to3/8.png"",""time"":800},{""stimulus"":""img/1to3/9.png"",""time"":896},{""stimulus"":""img/1to3/10.png"",""time"":992},{""stimulus"":""img/1to3/11.png"",""time"":1096},{""stimulus"":""img/1to3/12.png"",""time"":1192}]","[]",""
