"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses","numBlurs"
"","","","","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","animation","107","112007","0.0-5.0-2.51","","","","","","174","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":311},{""stimulus"":""img/2to1/4.png"",""time"":407},{""stimulus"":""img/2to1/5.png"",""time"":502},{""stimulus"":""img/2to1/6.png"",""time"":598},{""stimulus"":""img/2to1/7.png"",""time"":710},{""stimulus"":""img/2to1/8.png"",""time"":794},{""stimulus"":""img/2to1/9.png"",""time"":901},{""stimulus"":""img/2to1/10.png"",""time"":991},{""stimulus"":""img/2to1/11.png"",""time"":1094},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]",""
"","","","observe","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","image-keyboard-response","108","112427","0.0-5.0-1.52","","null","","img/1to3/1.png","null","173","410","0.5","0.5","1","2","","",""
"","","","","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","animation","109","113725","0.0-5.0-2.52","","","","","","173","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":109},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":300},{""stimulus"":""img/1to2/4.png"",""time"":397},{""stimulus"":""img/1to2/5.png"",""time"":496},{""stimulus"":""img/1to2/6.png"",""time"":601},{""stimulus"":""img/1to2/7.png"",""time"":694},{""stimulus"":""img/1to2/8.png"",""time"":806},{""stimulus"":""img/1to2/9.png"",""time"":893},{""stimulus"":""img/1to2/10.png"",""time"":1006},{""stimulus"":""img/1to2/11.png"",""time"":1093},{""stimulus"":""img/1to2/12.png"",""time"":1189}]","[]",""
"","","","choice","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","image-keyboard-response","110","113815","0.0-5.0-1.53","","89","","img/2to1/1.png","2","172","261","0.5","0.5","2","3","","",""
"","","","","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","animation","111","115103","0.0-5.0-2.53","","","","","","172","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":100},{""stimulus"":""img/2to3/2.png"",""time"":212},{""stimulus"":""img/2to3/3.png"",""time"":309},{""stimulus"":""img/2to3/4.png"",""time"":405},{""stimulus"":""img/2to3/5.png"",""time"":502},{""stimulus"":""img/2to3/6.png"",""time"":598},{""stimulus"":""img/2to3/7.png"",""time"":695},{""stimulus"":""img/2to3/8.png"",""time"":805},{""stimulus"":""img/2to3/9.png"",""time"":892},{""stimulus"":""img/2to3/10.png"",""time"":992},{""stimulus"":""img/2to3/11.png"",""time"":1093},{""stimulus"":""img/2to3/12.png"",""time"":1205}]","[]",""
"","","","observe","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","image-keyboard-response","112","116287","0.0-5.0-1.54","","null","","img/3to2/1.png","null","171","1177","0.5","0.5","3","2","","",""
"","","","","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","animation","113","117588","0.0-5.0-2.54","","","","","","171","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":100},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":307},{""stimulus"":""img/3to2/4.png"",""time"":397},{""stimulus"":""img/3to2/5.png"",""time"":510},{""stimulus"":""img/3to2/6.png"",""time"":606},{""stimulus"":""img/3to2/7.png"",""time"":693},{""stimulus"":""img/3to2/8.png"",""time"":800},{""stimulus"":""img/3to2/9.png"",""time"":894},{""stimulus"":""img/3to2/10.png"",""time"":991},{""stimulus"":""img/3to2/11.png"",""time"":1101},{""stimulus"":""img/3to2/12.png"",""time"":1197}]","[]",""
"","","","choice","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","image-keyboard-response","114","118011","0.0-5.0-1.55","","423","","img/2to1/1.png","1","170","589","0.5","0.5","2","1","","",""
"","","","","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","animation","115","119309","0.0-5.0-2.55","","","","","","170","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":211},{""stimulus"":""img/2to1/3.png"",""time"":308},{""stimulus"":""img/2to1/4.png"",""time"":411},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":604},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":794},{""stimulus"":""img/2to1/9.png"",""time"":907},{""stimulus"":""img/2to1/10.png"",""time"":992},{""stimulus"":""img/2to1/11.png"",""time"":1105},{""stimulus"":""img/2to1/12.png"",""time"":1202}]","[]",""
"","","","observe","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","image-keyboard-response","116","119839","0.0-5.0-1.56","","null","","img/1to3/1.png","null","169","526","0.5","0.5","1","3","","",""
"","","","","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","animation","117","121128","0.0-5.0-2.56","","","","","","169","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":100},{""stimulus"":""img/1to3/2.png"",""time"":200},{""stimulus"":""img/1to3/3.png"",""time"":307},{""stimulus"":""img/1to3/4.png"",""time"":396},{""stimulus"":""img/1to3/5.png"",""time"":500},{""stimulus"":""img/1to3/6.png"",""time"":597},{""stimulus"":""img/1to3/7.png"",""time"":700},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":906},{""stimulus"":""img/1to3/10.png"",""time"":990},{""stimulus"":""img/1to3/11.png"",""time"":1096},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]",""
"","","","observe","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","image-keyboard-response","118","121687","0.0-5.0-1.57","","null","","img/3to2/1.png","null","168","549","0.5","0.5","3","1","","",""
"","","","","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","animation","119","122990","0.0-5.0-2.57","","","","","","168","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":114},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":301},{""stimulus"":""img/3to1/4.png"",""time"":396},{""stimulus"":""img/3to1/5.png"",""time"":507},{""stimulus"":""img/3to1/6.png"",""time"":602},{""stimulus"":""img/3to1/7.png"",""time"":699},{""stimulus"":""img/3to1/8.png"",""time"":802},{""stimulus"":""img/3to1/9.png"",""time"":897},{""stimulus"":""img/3to1/10.png"",""time"":995},{""stimulus"":""img/3to1/11.png"",""time"":1104},{""stimulus"":""img/3to1/12.png"",""time"":1199}]","[]",""
"","","","observe","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","image-keyboard-response","120","123340","0.0-5.0-1.58","","null","","img/1to3/1.png","null","167","339","0.5","0.5","1","2","","",""
"","","","","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","animation","121","124635","0.0-5.0-2.58","","","","","","167","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":100},{""stimulus"":""img/1to2/2.png"",""time"":200},{""stimulus"":""img/1to2/3.png"",""time"":310},{""stimulus"":""img/1to2/4.png"",""time"":397},{""stimulus"":""img/1to2/5.png"",""time"":500},{""stimulus"":""img/1to2/6.png"",""time"":596},{""stimulus"":""img/1to2/7.png"",""time"":694},{""stimulus"":""img/1to2/8.png"",""time"":806},{""stimulus"":""img/1to2/9.png"",""time"":901},{""stimulus"":""img/1to2/10.png"",""time"":997},{""stimulus"":""img/1to2/11.png"",""time"":1092},{""stimulus"":""img/1to2/12.png"",""time"":1202}]","[]",""
"","","","choice","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","image-keyboard-response","122","124858","0.0-5.0-1.59","","221","","img/2to1/1.png","2","166","285","0.5","0.5","2","3","","",""
"","","","","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","animation","123","126155","0.0-5.0-2.59","","","","","","166","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":100},{""stimulus"":""img/2to3/2.png"",""time"":200},{""stimulus"":""img/2to3/3.png"",""time"":297},{""stimulus"":""img/2to3/4.png"",""time"":397},{""stimulus"":""img/2to3/5.png"",""time"":497},{""stimulus"":""img/2to3/6.png"",""time"":600},{""stimulus"":""img/2to3/7.png"",""time"":694},{""stimulus"":""img/2to3/8.png"",""time"":806},{""stimulus"":""img/2to3/9.png"",""time"":901},{""stimulus"":""img/2to3/10.png"",""time"":991},{""stimulus"":""img/2to3/11.png"",""time"":1091},{""stimulus"":""img/2to3/12.png"",""time"":1201}]","[]",""
"","","","observe","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","image-keyboard-response","124","126393","0.0-5.0-1.60","","null","","img/3to2/1.png","null","165","230","0.5","0.5","3","1","","",""
"","","","","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","animation","125","127695","0.0-5.0-2.60","","","","","","165","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":115},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":307},{""stimulus"":""img/3to1/4.png"",""time"":398},{""stimulus"":""img/3to1/5.png"",""time"":499},{""stimulus"":""img/3to1/6.png"",""time"":611},{""stimulus"":""img/3to1/7.png"",""time"":696},{""stimulus"":""img/3to1/8.png"",""time"":795},{""stimulus"":""img/3to1/9.png"",""time"":894},{""stimulus"":""img/3to1/10.png"",""time"":993},{""stimulus"":""img/3to1/11.png"",""time"":1098},{""stimulus"":""img/3to1/12.png"",""time"":1191}]","[]",""
"","","","observe","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","image-keyboard-response","126","127958","0.0-5.0-1.61","","null","","img/1to3/1.png","null","164","254","0.5","0.5","1","2","","",""
"","","","","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","animation","127","129248","0.0-5.0-2.61","","","","","","164","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":109},{""stimulus"":""img/1to2/2.png"",""time"":201},{""stimulus"":""img/1to2/3.png"",""time"":298},{""stimulus"":""img/1to2/4.png"",""time"":398},{""stimulus"":""img/1to2/5.png"",""time"":501},{""stimulus"":""img/1to2/6.png"",""time"":597},{""stimulus"":""img/1to2/7.png"",""time"":701},{""stimulus"":""img/1to2/8.png"",""time"":793},{""stimulus"":""img/1to2/9.png"",""time"":908},{""stimulus"":""img/1to2/10.png"",""time"":991},{""stimulus"":""img/1to2/11.png"",""time"":1101},{""stimulus"":""img/1to2/12.png"",""time"":1197}]","[]",""
"","","","choice","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","image-keyboard-response","128","129259","0.0-5.0-1.62","","10","","img/2to1/1.png","1","163","1685","0.5","0.5","2","1","","",""
"","","","","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","animation","129","130551","0.0-5.0-2.62","","","","","","163","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":99},{""stimulus"":""img/2to1/2.png"",""time"":212},{""stimulus"":""img/2to1/3.png"",""time"":299},{""stimulus"":""img/2to1/4.png"",""time"":411},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":602},{""stimulus"":""img/2to1/7.png"",""time"":699},{""stimulus"":""img/2to1/8.png"",""time"":792},{""stimulus"":""img/2to1/9.png"",""time"":893},{""stimulus"":""img/2to1/10.png"",""time"":1005},{""stimulus"":""img/2to1/11.png"",""time"":1090},{""stimulus"":""img/2to1/12.png"",""time"":1194}]","[]",""
"","","","observe","63d17cf704d2d7053d56b962","bdp_cybrbll","Sat Apr 01 2023 18:41:47 GMT-0400 (Eastern Daylight Time)","430842","1","3","image-keyboard-response","130","130760","0.0-5.0-1.63","","null","","img/1to3/1.png","null","162","194","0.5","0.5","1","3","","",""
